#  file: rfProjLicense2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, code, description, date_collected, datasource_id
#  FROM rf_project_licenses
#  WHERE datasource_id=219
#  ORDER BY proj_unixname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	code	description	date_collected	datasource_id
as3-puremvc	315	Creative Commons	2010-05-04 12:53:52	219
as3spec	188	MIT/X Consortium License	2010-05-04 12:53:52	219
asami	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:52	219
ascii85	188	MIT/X Consortium License	2010-05-04 12:53:52	219
asf	188	MIT/X Consortium License	2010-05-04 12:53:52	219
asgoogleaccount	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:52	219
asl	307	Ruby License	2010-05-04 12:53:52	219
asmxml	187	BSD License	2010-05-04 12:53:52	219
aspectr	16	GNU Lesser General Public License (LGPL)	2010-05-04 12:53:52	219
asproject	188	MIT/X Consortium License	2010-05-04 12:53:52	219
assert2	307	Ruby License	2010-05-04 12:53:52	219
assertions	188	MIT/X Consortium License	2010-05-04 12:53:52	219
assertunique	307	Ruby License	2010-05-04 12:53:52	219
assertxpath	307	Ruby License	2010-05-04 12:53:52	219
assetdb	188	MIT/X Consortium License	2010-05-04 12:53:52	219
assistance	188	MIT/X Consortium License	2010-05-04 12:53:52	219
assit	16	GNU Lesser General Public License (LGPL)	2010-05-04 12:53:52	219
assoc-mgmt	307	Ruby License	2010-05-04 12:53:52	219
assocext	188	MIT/X Consortium License	2010-05-04 12:53:52	219
assocupload	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:52	219
astro-algo	307	Ruby License	2010-05-04 12:53:53	219
astromoon	187	BSD License	2010-05-04 12:53:53	219
atlasonrails	188	MIT/X Consortium License	2010-05-04 12:53:53	219
atom	188	MIT/X Consortium License	2010-05-04 12:53:53	219
atompp	188	MIT/X Consortium License	2010-05-04 12:53:53	219
atompubclient	187	BSD License	2010-05-04 12:53:53	219
attachr	188	MIT/X Consortium License	2010-05-04 12:53:53	219
audioscrobbler	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:53	219
augment	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:53	219
aurita	188	MIT/X Consortium License	2010-05-04 12:53:53	219
aurora	188	MIT/X Consortium License	2010-05-04 12:53:53	219
aurum	296	Apache Software License	2010-05-04 12:53:53	219
auth-resource	188	MIT/X Consortium License	2010-05-04 12:53:53	219
auth-typekey	16	GNU Lesser General Public License (LGPL)	2010-05-04 12:53:53	219
authentable	187	BSD License	2010-05-04 12:53:53	219
authentication	188	MIT/X Consortium License	2010-05-04 12:53:53	219
authorails	307	Ruby License	2010-05-04 12:53:53	219
authorization	188	MIT/X Consortium License	2010-05-04 12:53:53	219
auto	307	Ruby License	2010-05-04 12:53:53	219
autobuild	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:53	219
autocode	188	MIT/X Consortium License	2010-05-04 12:53:53	219
autodoc-fortran	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:53	219
autodrop	187	BSD License	2010-05-04 12:53:53	219
autom-proyectos	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:53	219
automateit	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:54	219
automatic-fk	188	MIT/X Consortium License	2010-05-04 12:53:54	219
automaton	14	OSI Approved	2010-05-04 12:53:54	219
autometric	188	MIT/X Consortium License	2010-05-04 12:53:54	219
autozest	188	MIT/X Consortium License	2010-05-04 12:53:54	219
autumn-leaves	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:54	219
avant	188	MIT/X Consortium License	2010-05-04 12:53:54	219
aversa	187	BSD License	2010-05-04 12:53:54	219
awesome-usps	188	MIT/X Consortium License	2010-05-04 12:53:54	219
awshucks	188	MIT/X Consortium License	2010-05-04 12:53:54	219
axis-netcam	16	GNU Lesser General Public License (LGPL)	2010-05-04 12:53:54	219
azureusonrails	188	MIT/X Consortium License	2010-05-04 12:53:54	219
b10g	187	BSD License	2010-05-04 12:53:54	219
babel	188	MIT/X Consortium License	2010-05-04 12:53:54	219
backlog	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:54	219
backofficegems	188	MIT/X Consortium License	2010-05-04 12:53:54	219
backports	188	MIT/X Consortium License	2010-05-04 12:53:54	219
backprop	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:54	219
backup	307	Ruby License	2010-05-04 12:53:54	219
backupman	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:54	219
bacuview	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:54	219
bake	188	MIT/X Consortium License	2010-05-04 12:53:55	219
baker	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:55	219
ballerr	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:55	219
bangkok	307	Ruby License	2010-05-04 12:53:55	219
barcode	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:55	219
barcode-gen	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:55	219
barometer	188	MIT/X Consortium License	2010-05-04 12:53:55	219
base62	188	MIT/X Consortium License	2010-05-04 12:53:55	219
baself	187	BSD License	2010-05-04 12:53:55	219
basewoot	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:55	219
basketcase	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:55	219
bat	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:55	219
bayuploader	315	Creative Commons	2010-05-04 12:53:55	219
bb-ruby	188	MIT/X Consortium License	2010-05-04 12:53:55	219
bcodec	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:55	219
bcrypt-ruby	187	BSD License	2010-05-04 12:53:55	219
bcrypt-ruby	188	MIT/X Consortium License	2010-05-04 12:53:55	219
bdb2	187	BSD License	2010-05-04 12:53:55	219
beamr	188	MIT/X Consortium License	2010-05-04 12:53:55	219
bee	296	Apache Software License	2010-05-04 12:53:55	219
beeptoys	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:55	219
beer	187	BSD License	2010-05-04 12:53:55	219
behaviors	307	Ruby License	2010-05-04 12:53:55	219
bells	188	MIT/X Consortium License	2010-05-04 12:53:55	219
belongs-to-enum	188	MIT/X Consortium License	2010-05-04 12:53:55	219
