#  file: rfProjStatus2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, code, description, code_on_page, date_collected, datasource_id
#  FROM rf_project_status
#  WHERE datasource_id=219
#  ORDER BY proj_unixname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	code	description	date_collected	datasource_id
autumn-leaves	11	Production/Stable	2010-05-04 12:53:54	219
avant	8	Pre-Alpha	2010-05-04 12:53:54	219
aversa	10	Beta	2010-05-04 12:53:54	219
awesome-usps	10	Beta	2010-05-04 12:53:54	219
awis4ruby	9	Alpha	2010-05-04 12:53:54	219
awshucks	9	Alpha	2010-05-04 12:53:54	219
axis-netcam	10	Beta	2010-05-04 12:53:54	219
azureusonrails	10	Beta	2010-05-04 12:53:54	219
b10g	8	Pre-Alpha	2010-05-04 12:53:54	219
babel	10	Beta	2010-05-04 12:53:54	219
backgroundrb	11	Production/Stable	2010-05-04 12:53:54	219
backlog	11	Production/Stable	2010-05-04 12:53:54	219
backofficegems	11	Production/Stable	2010-05-04 12:53:54	219
backports	11	Production/Stable	2010-05-04 12:53:54	219
backprop	10	Beta	2010-05-04 12:53:54	219
backup	10	Beta	2010-05-04 12:53:54	219
backupgem	9	Alpha	2010-05-04 12:53:54	219
backupman	9	Alpha	2010-05-04 12:53:54	219
bacuview	11	Production/Stable	2010-05-04 12:53:54	219
bake	9	Alpha	2010-05-04 12:53:55	219
baker	10	Beta	2010-05-04 12:53:55	219
ballerr	9	Alpha	2010-05-04 12:53:55	219
bangkok	9	Alpha	2010-05-04 12:53:55	219
barcode	9	Alpha	2010-05-04 12:53:55	219
barcode-gen	10	Beta	2010-05-04 12:53:55	219
barometer	10	Beta	2010-05-04 12:53:55	219
base62	10	Beta	2010-05-04 12:53:55	219
baself	8	Pre-Alpha	2010-05-04 12:53:55	219
basewoot	9	Alpha	2010-05-04 12:53:55	219
basketcase	10	Beta	2010-05-04 12:53:55	219
bat	10	Beta	2010-05-04 12:53:55	219
bayuploader	10	Beta	2010-05-04 12:53:55	219
bb-ruby	11	Production/Stable	2010-05-04 12:53:55	219
bcinvoicer	9	Alpha	2010-05-04 12:53:55	219
bcodec	12	Mature	2010-05-04 12:53:55	219
bcrypt-ruby	11	Production/Stable	2010-05-04 12:53:55	219
bdb2	10	Beta	2010-05-04 12:53:55	219
beamr	9	Alpha	2010-05-04 12:53:55	219
bee	11	Production/Stable	2010-05-04 12:53:55	219
beenverified	10	Beta	2010-05-04 12:53:55	219
beeptoys	7	Planning	2010-05-04 12:53:55	219
beer	9	Alpha	2010-05-04 12:53:55	219
behaviors	11	Production/Stable	2010-05-04 12:53:55	219
