#  file: fsfProjectRelated2010-May.txt
#  package: fsfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of Free Software 
#  Foundation project information generated from the list of projects gathered 
#  in 2010-May
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#  
#  SELECT pi.proj_num, p.proj_unixname, pi.related_project_name, pi.datasource_id 
#  FROM fsf_project_related pi, fsf_projects p 
#  WHERE p.proj_num = pi.proj_num AND pi.datasource_id=221 
#  ORDER BY p.proj_unixname, pi.related_project_name
#
#  datasource_id = 221 is the 2010-May collection from FSF.
proj_num	proj_unixname	related_project_name	datasource_id
2885	fsgrep	Grep	221
2878	ftpcluster	moftpd	221
2877	ftpcopy	Wget	221
2879	ftpStats	MySQL	221
2879	ftpStats	Pure FTP server	221
4959	FUDforum	aterr	221
4959	FUDforum	DForum	221
4959	FUDforum	kagora	221
4959	FUDforum	mwForum	221
4959	FUDforum	Xchangeboard	221
4958	FVWM	Blackbox	221
4958	FVWM	LibStroke	221
4958	FVWM	Oroborus Window Manager	221
2865	fwknop	Doorman	221
2865	fwknop	Port Scan Attack Detector	221
2864	fwlogwatch	Fireflier 	221
2864	fwlogwatch	WFlogs	221
4957	FXRuby	Ruby-LDAP	221
2861	g-page	sendpage	221
2860	g3data	Graphviz	221
2847	gabber	Gossip	221
2847	gabber	Jabber	221
2847	gabber	Loudmouth	221
2847	gabber	Psi	221
2847	gabber	Spat	221
2847	gabber	tkabber	221
2846	gaby	Booby	221
5310	gadmin	GTK+	221
2844	gag	GNU GRUB	221
4914	GAIL	at-spi	221
4914	GAIL	gnome-mag	221
4914	GAIL	KDE Accessibility	221
4914	GAIL	libgnomecanvas	221
2843	gaim-e	AutoProfile	221
2843	gaim-e	Guifications	221
2843	gaim-e	Ignorance	221
2843	gaim-e	RCCrypt	221
2840	galculator	Calcoo	221
2840	galculator	Gcalctool	221
2840	galculator	gdcalc	221
2840	galculator	Kalculator	221
2840	galculator	pdc	221
2840	galculator	pgcalc 	221
2839	gale	Eva	221
2839	gale	Praya	221
2839	gale	Spat	221
2838	galeon	Amaya	221
2838	galeon	Epiphany	221
2838	galeon	Firefox	221
2838	galeon	LibStroke	221
2835	gallery	Ansel	221
2835	gallery	AutoScrapbook	221
2835	gallery	BINS	221
2835	gallery	dmi	221
2835	gallery	Gphoto2	221
2835	gallery	Gphotocoll	221
2835	gallery	Mig	221
2835	gallery	MT2 Thumbnailer	221
2835	gallery	Pharch	221
2835	gallery	Photo Organizer	221
2835	gallery	PhotoGen	221
2835	gallery	Photoseek	221
2835	gallery	Photoshrink	221
2835	gallery	PHPortfolio	221
2835	gallery	PHPoto	221
2835	gallery	PicBook	221
2835	gallery	yappa-ng	221
2836	gallery.py	Curator	221
2836	gallery.py	EzGallery	221
2836	gallery.py	galleryadd.pl	221
2836	gallery.py	PhotoGen	221
2836	gallery.py	Photoshrink	221
2836	gallery.py	PHPortfolio	221
2834	galleryadd.pl	Gallery.py	221
2830	gamazons	Chess 	221
2830	gamazons	Flowersol	221
2830	gamazons	GNU go	221
2830	gamazons	Mah-Jong	221
2830	gamazons	Xmahjongg	221
2829	gambit	Allegro	221
2829	gambit	Clanlib	221
2827	gameping	ZIG	221
2826	gamgi	E-CELL Simulation Environment	221
2826	gamgi	Ghemical	221
4866	Garlic	b.	221
4866	Garlic	bk_edit	221
4866	Garlic	Bookmark4U	221
4866	Garlic	Bookmarker	221
4866	Garlic	EasyBookmarks	221
4866	Garlic	Gnobog	221
4866	Garlic	SiteBar	221
2820	garnet	ACL2	221
2820	garnet	clisp	221
2820	garnet	GCL	221
2820	garnet	LISA	221
2820	garnet	Steel Bank Common Lisp	221
4865	Garnome	autopackage	221
4865	Garnome	Yelp	221
4864	Gauche	Chicken	221
4864	Gauche	SCM	221
4864	Gauche	SISC	221
4913	GAUL	E-CELL Simulation Environment	221
4913	GAUL	Open BEAGLE	221
4913	GAUL	Phylographer	221
2815	gawk	Diffutils	221
2815	gawk	FireString	221
2815	gawk	Grep	221
2815	gawk	Patch	221
4863	Gazpacho	Kiwi	221
2813	gbonds	gTaxEstimator	221
5571	gbuilder	Gnome	221
2812	gcal	Autoconf	221
2812	gcal	Gettext	221
2812	gcal	Pcal	221
2812	gcal	remind	221
2812	gcal	Texinfo	221
2811	gcalctool	Calcoo	221
2811	gcalctool	Galculator	221
2811	gcalctool	gdcalc	221
2811	gcalctool	Kalculator	221
2811	gcalctool	pgcalc 	221
2811	gcalctool	Qalculate	221
2811	gcalctool	Wcalc	221
2810	gcc	Apache CouchDB	221
2810	gcc	Binutils	221
2810	gcc	g++	221
2810	gcc	Gdb	221
2810	gcc	gfortran	221
2810	gcc	Tiny C Compiler	221
2810	gcc	Tux Perl	221
2807	gcin	Debian Chinese panel	221
2807	gcin	Hanzim	221
2807	gcin	UNICON	221
2805	gcl	ACL2	221
2805	gcl	clisp	221
2805	gcl	CMUCL	221
2805	gcl	Emacs Common Lisp	221
2805	gcl	Garnet	221
2805	gcl	LoGS	221
2805	gcl	Maxima	221
2805	gcl	Steel Bank Common Lisp	221
2803	gcompris	KLogo-Turtle	221
2803	gcompris	Vocabumonkey	221
2802	gconf	Gconf-editor	221
2802	gconf	gTweakUI	221
5733	gconfeditor	Gconf	221
2801	gcount	HitMeter	221
2801	gcount	phpMyVisites	221
2801	gcount	PowerPhlogger	221
5575	gcover	Gnome	221
2800	gcron	Cron	221
2800	gcron	cronwrap	221
4912	GCronTime	Cron	221
4912	GCronTime	Gnome	221
2798	gcx	avsomat	221
4911	GDAL	libgeotiff	221
2795	gdb	ddd	221
2795	gdb	Dynamic Probes	221
2795	gdb	Fenris	221
2795	gdb	GCC	221
2795	gdb	Gnats	221
2795	gdb	GNU Visual Debugger	221
2795	gdb	UDS Collection	221
2794	gdbm	GLST	221
2792	gdcalc	Calcoo	221
2792	gdcalc	Galculator	221
2792	gdcalc	Gcalctool	221
2792	gdcalc	Orpie	221
2792	gdcalc	pdc	221
2792	gdcalc	pgcalc 	221
2792	gdcalc	Rpncalc	221
2789	gdkxft	GLTT	221
2786	gdpc	chemtool	221
2786	gdpc	E-CELL Simulation Environment	221
2786	gdpc	EMAN	221
2786	gdpc	Ghemical	221
2786	gdpc	GROMACS	221
2786	gdpc	Jmol	221
2786	gdpc	Particle Simulation	221
2786	gdpc	XDrawChem	221
2855	gEDA-gaf	Atlc	221
2855	gEDA-gaf	Electric VLSI Design System	221
2855	gEDA-gaf	LibStroke	221
2855	gEDA-gaf	Oregano	221
2855	gEDA-gaf	PCB	221
2855	gEDA-gaf	PythonCAD	221
2855	gEDA-gaf	TkGate	221
2781	gedafe	DBLIB	221
2781	gedafe	druid	221
2781	gedafe	ERW	221
2781	gedafe	Glom	221
2781	gedafe	My SQL Navigator	221
2781	gedafe	MyClient	221
2781	gedafe	mysql_client	221
2780	gedit	Dav	221
2780	gedit	Eddi	221
2780	gedit	Gnotepad+	221
2780	gedit	KWrite	221
2780	gedit	Leafpad	221
2780	gedit	Manyapad	221
2780	gedit	Ne	221
2780	gedit	pad	221
2780	gedit	Phase	221
4859	Geiriadur	An Gramadóir	221
4859	Geiriadur	Glossword	221
4859	Geiriadur	sdcv	221
4859	Geiriadur	StarDict	221
4859	Geiriadur	stardict-ed	221
2776	gemdropx	Falling Block Game	221
4858	GenChemLab	Spotter	221
4907	GENDIST	Autodist	221
4907	GENDIST	Kickstart tools	221
4857	GenericColoriser	ColorDiff	221
4857	GenericColoriser	Colorifer	221
4857	GenericColoriser	cw	221
2772	geneweb	Gramps	221
2772	geneweb	HTML Family Tree Generator	221
2772	geneweb	LifeLines	221
5748	geniatagger	Link Grammar	221
2768	genius	Bc	221
2768	genius	Calc	221
2768	genius	MPFI	221
2767	geniustrader	Beancounter	221
2767	geniustrader	smtm	221
5823	genshi	Bitten	221
2765	gensys	passwdGen	221
2765	gensys	secpwgen	221
4856	Geo-Weather	PHP Weather	221
4856	Geo-Weather	phpWX	221
4856	Geo-Weather	StormSiren	221
4856	Geo-Weather	WeatherGraph	221
4856	Geo-Weather	WeatherPlotter	221
4856	Geo-Weather	Wmweather+	221
4856	Geo-Weather	wxweather	221
4905	GEOS	GRASS (Geographic Resources Analysis Support Syste	221
4905	GEOS	PostGIS	221
4855	GeoToad	DGPS	221
4855	GeoToad	Gpsdrive	221
4855	GeoToad	GPSMan	221
4855	GeoToad	RoadMap	221
4861	GePhex	EffecTV	221
4861	GePhex	MoB	221
4861	GePhex	piksel	221
4854	Gequel	MyClient	221
2762	geshi	Highlight	221
2761	gestalter	Sketch	221
2761	gestalter	Sodipodi	221
2761	gestalter	Tgif	221
2761	gestalter	VSOFont	221
2757	getattach.pl	Batemail	221
2757	getattach.pl	Brag	221
4853	GetDP	deal.II	221
4853	GetDP	Gmsh	221
4853	GetDP	keyFE2	221
2756	getgui	gwget2	221
2759	getID3	AVInfo	221
2759	getID3	id3tool	221
2759	getID3	libextractor	221
2755	getleft	LinkBrowser	221
2755	getleft	phpMyLinks	221
2754	getmail	animail	221
2754	getmail	Fetchmail	221
2753	gettext	Gcal	221
2753	gettext	gtranslator	221
2753	gettext	intlfonts	221
2753	gettext	KBabel	221
2753	gettext	Mule	221
2753	gettext	Pango	221
2753	gettext	poEdit	221
2753	gettext	UNICON	221
2753	gettext	yudit	221
4852	Gewels	Gweled	221
2751	gfax	efax	221
2751	gfax	Efax-GTK	221
2751	gfax	Fax4CUPS	221
2751	gfax	halifax	221
2751	gfax	HylaFax	221
2751	gfax	Squirrelfax	221
2750	gfe	Fontlinge	221
2750	gfe	GLTT	221
2750	gfe	Unifoundry	221
2749	gfeed	Blam	221
2749	gfeed	FeedCreator	221
2749	gfeed	feedparser	221
2749	gfeed	InstantRSS	221
2749	gfeed	NewsFeed	221
2749	gfeed	nntp2rss	221
4903	GForge	Code Striker	221
4903	GForge	PHP GroupWare	221
2746	gforth	4tH	221
2746	gforth	bigFORTH	221
2746	gforth	Ghostview 	221
2746	gforth	Owl	221
2746	gforth	RetroForth	221
2745	gfortran	GCC	221
2744	gfslicer	Tapeback	221
4904	GFXIndex	phpThumb()	221
2743	ggadu	ayttm	221
2743	ggadu	Praya	221
2740	ggradebook	Manhattan Virtual Classroom	221
2740	ggradebook	Tau	221
2739	ggv	Ghostview 	221
2739	ggv	Lahelper	221
2737	ghc	cpphs	221
2737	ghc	DrlFT	221
2737	ghc	Gtk2Hs	221
2737	ghc	MissingH	221
2737	ghc	shell-haskell	221
2736	ghemical	Bioinformatics Template Library	221
2736	ghemical	chemtool	221
2736	ghemical	E-CELL Simulation Environment	221
2736	ghemical	GAMGI	221
2736	ghemical	gdpc	221
2736	ghemical	GROMACS	221
2736	ghemical	Jmol	221
2736	ghemical	XDrawChem	221
2734	ghostscript	a2ps	221
2734	ghostscript	apsfilter	221
2734	ghostscript	Enscript 	221
2734	ghostscript	fontutils 	221
2734	ghostscript	Ghostview 	221
2734	ghostscript	Gimp-print	221
2734	ghostscript	hp2xx	221
2734	ghostscript	Lahelper	221
2734	ghostscript	Ted	221
2734	ghostscript	Tipograf	221
2733	ghostview	a2ps	221
2733	ghostview	Enscript 	221
2733	ghostview	fontutils 	221
2733	ghostview	gforth	221
2733	ghostview	GGv	221
2733	ghostview	GNU ghostscript  	221
2733	ghostview	gv	221
2733	ghostview	Tipograf	221
2732	ghronos	Baby	221
2731	giac	Mathomatic	221
2731	giac	Maxima	221
2729	gicq	Center ICQ	221
2729	gicq	Gnome ICU	221
2729	gicq	Jabber	221
2729	gicq	Licq	221
2729	gicq	Simple Instant Messenger	221
2729	gicq	YSM	221
5617	giflib	libungif	221
2726	gift	Danpei	221
2726	gift	Photoseek	221
2726	gift	Tipue-Images	221
2722	gimp	AntiAliasingTool	221
2722	gimp	Gimp-print	221
2722	gimp	Gphoto2	221
2722	gimp	Gphotocoll	221
2722	gimp	GraphicsMagick	221
2722	gimp	GTK+	221
2722	gimp	ImageMagick	221
2722	gimp	indexpage.pl	221
2722	gimp	Inkscape	221
2722	gimp	Jpegpixi	221
2722	gimp	Lahelper	221
2722	gimp	PicBook	221
2722	gimp	Refocus	221
2722	gimp	SANE	221
2722	gimp	Sdcdc 	221
2722	gimp	TuxPaint	221
2722	gimp	ufraw	221
2722	gimp	VIPS	221
2722	gimp	Xart	221
2722	gimp	xfce	221
2722	gimp	Xmorph	221
2722	gimp	xpaint	221
2721	gimpDynText	Gimp Text Colorer	221
2721	gimpDynText	Refocus	221
2720	gimpprint	CUPS	221
2720	gimpprint	GIMP	221
2720	gimpprint	GNU ghostscript  	221
2720	gimpprint	gQueue	221
4850	GimpTextColorer	cko	221
4850	GimpTextColorer	GIMP Dynamic Text	221
4850	GimpTextColorer	Refocus	221
2719	gina	Gronk	221
2719	gina	Icecast	221
2719	gina	icegenerator	221
2719	gina	Jinzora	221
2719	gina	Zina	221
4851	GiNaC	CLN	221
4851	GiNaC	hfloat	221
4849	Gip	PhpIPManagement	221
5574	girda	Gnome	221
4902	GIST	Bigwig	221
2717	git	Cpio	221
2717	git	fileutils	221
2717	git	gzip	221
2717	git	Recode	221
2717	git	Sharutils	221
4848	GiveTake	Jungle Monkey	221
4848	GiveTake	Philer	221
2713	gjots	knowde	221
2713	gjots	TreeLine	221
4901	GKsu	LibGKSu	221
2710	gl-117	ACM	221
2710	gl-117	AirTraffic	221
2710	gl-117	Flight Gear	221
4900	GL2PS	Gmsh	221
2709	glabels	KCDLabel	221
2707	glade	GTK+	221
2707	glade	xfce	221
2706	glame	Gnome	221
2706	glame	Guile	221
2706	glame	mhWaveEdit	221
2706	glame	Sox	221
2706	glame	Sweep	221
2705	glark	chgrep	221
2705	glark	fsgrep	221
2705	glark	Kodos	221
2705	glark	pmatch	221
2704	glastree	pdumpfs	221
2701	gld	GLST	221
2701	gld	policyd	221
2701	gld	SQLgrey	221
2701	gld	wl	221
4899	GLE	Lib3ds	221
4899	GLE	MAM/VRS	221
2700	gleem	Panorama	221
2698	glib	Gnome	221
2698	glib	GTK+	221
2698	glib	Pango	221
2695	glife	Civil	221
2694	glimmer	DiaSCE	221
2692	gliv	Feh	221
2692	gliv	Imgv	221
2692	gliv	Kuickshow	221
2692	gliv	Photoseek	221
2689	glom	DBLIB	221
2689	glom	druid	221
2689	glom	ERW	221
2689	glom	Gedafe	221
2689	glom	My SQL Navigator	221
2689	glom	MyClient	221
2689	glom	mysql_client	221
4847	Glossword	Condict	221
4847	Glossword	edictionary	221
4847	Glossword	Geiriadur	221
4847	Glossword	JavaDICT	221
4847	Glossword	Ruby DICT	221
4898	GLST	Exim	221
4898	GLST	Gdbm	221
4898	GLST	gld	221
4898	GLST	Postfix	221
4898	GLST	sendmail	221
4898	GLST	SQLgrey	221
4898	GLST	xmail	221
4897	GLTT	Fontlinge	221
4897	GLTT	FreeType	221
4897	GLTT	Gdkxft	221
4897	GLTT	GNU Font Editor	221
4897	GLTT	OGLFT	221
4897	GLTT	ttf2pt1	221
4897	GLTT	VSOFont	221
2685	glue	Active	221
2685	glue	AWF	221
2685	glue	Forum	221
2685	glue	Mioga	221
2685	glue	Moregroupware	221
2685	glue	OBM	221
2685	glue	PHP GroupWare	221
2685	glue	phpcollab	221
2685	glue	TWIG	221
2685	glue	WebCollab	221
4895	GMailArchiver	GTray	221
2682	gmandel	Flames	221
2682	gmandel	Quat	221
2679	gmessage	zenity	221
4896	GMM	libsafe	221
2674	gmsh	GetDP	221
2674	gmsh	GL2PS	221
2674	gmsh	xd3d	221
2673	gmsl	make	221
2673	gmsl	Makepp	221
2673	gmsl	smake	221
2672	gmt	Height Map Generator	221
2672	gmt	PostGIS	221
2672	gmt	tkgeomap	221
4893	GNADE	Ada Components	221
4893	GNADE	Ada/Motif binding library	221
4893	GNADE	AdacURL	221
4893	GNADE	AdaDoc	221
4893	GNADE	AdaSockets	221
4893	GNADE	AdaUnits	221
4893	GNADE	GNAT	221
4893	GNADE	GtkAda 	221
4893	GNADE	ImgSvr	221
4893	GNADE	Intervals	221
2670	gnarwl	Linux Vacation	221
2670	gnarwl	Vacation	221
2669	gnash	PyAMF	221
2668	gnat	Ada Components	221
2668	gnat	Ada/Motif binding library	221
2668	gnat	AdacURL	221
2668	gnat	AdaDoc	221
2668	gnat	AdaSockets	221
2668	gnat	AdaUnits	221
2668	gnat	GNADE	221
2668	gnat	GtkAda 	221
2668	gnat	ImgSvr	221
2668	gnat	Intervals	221
2667	gnats	Bosco	221
2667	gnats	Bugtrack	221
2667	gnats	Bugzilla	221
2667	gnats	Double Choco Latte	221
2667	gnats	Flyspray	221
2667	gnats	Gdb	221
2667	gnats	Gnatsweb	221
2667	gnats	JitterBug	221
2667	gnats	phpBugTracker	221
2667	gnats	PRepS	221
2667	gnats	Wreq	221
2666	gnatsweb	Bugzilla	221
2666	gnatsweb	Gnats	221
2666	gnatsweb	JitterBug	221
2666	gnatsweb	Wreq	221
2665	gnet	Jungle Monkey	221
2664	gneuro	KEuroCalc	221
2661	gno3dtet	Falling Block Game	221
2661	gno3dtet	Gtetrinet	221
2661	gno3dtet	Java Tetris	221
2661	gno3dtet	LTris	221
2661	gno3dtet	Skoosh	221
2660	gnobog	b.	221
2660	gnobog	bk_edit	221
2660	gnobog	Bookmark4U	221
2660	gnobog	Bookmarker	221
2660	gnobog	EasyBookmarks	221
2660	gnobog	Garlic	221
2660	gnobog	online-bookmarks	221
2660	gnobog	SiteBar	221
2659	gnochive	FileRoller	221
2659	gnochive	libzip	221
2658	gnocl	eltclsh	221
2657	gnofin	brinance	221
2657	gnofin	Debt Payoff	221
2657	gnofin	GNUCash	221
2657	gnofin	Gnumeric	221
2657	gnofin	gTaxEstimator	221
2657	gnofin	QHacc	221
2656	gnofract4D	Flames	221
2640	gnome	BlueProximity	221
2640	gnome	Ekiga	221
2640	gnome	gbuilder	221
2640	gnome	Gcover	221
2640	gnome	GCronTime	221
2640	gnome	Glame	221
2640	gnome	GLib	221
2640	gnome	GNOME BluePhone	221
2640	gnome	Gnome Chinese Checkers	221
2640	gnome	Gnome ir Monitor	221
2640	gnome	Gnome Multires	221
2640	gnome	Gnome-chord (Gchord)	221
2640	gnome	gnome-network	221
2640	gnome	Gnome-pilot	221
2640	gnome	Gnotes	221
2640	gnome	GNUstep	221
2640	gnome	GSsh	221
2640	gnome	gTweakUI	221
2640	gnome	KDE	221
2640	gnome	Midnight Commander	221
2640	gnome	Multi Gnome Terminal	221
2640	gnome	xfce	221
5576	gnome-chord	Gnome	221
2652	gnome-mag	at-spi	221
2652	gnome-mag	ATK	221
2652	gnome-mag	GAIL	221
2652	gnome-mag	gnome-speech	221
2652	gnome-mag	Gnopernicus 	221
2652	gnome-mag	KDE Accessibility	221
2650	gnome-nettool	Greenwich	221
2650	gnome-nettool	gwget2	221
2649	gnome-network	Gnome	221
2648	gnome-print	CUPS	221
2648	gnome-print	gpaint	221
2648	gnome-print	gQueue	221
2647	gnome-python	gPHPEdit	221
2647	gnome-python	PyGTK	221
2644	gnome-speech	ATK	221
2644	gnome-speech	emacspeak	221
2644	gnome-speech	Festival	221
2644	gnome-speech	gnome-mag	221
2644	gnome-speech	KDE Accessibility	221
2644	gnome-speech	speechd-el	221
2641	gnome-terminal	Multi Gnome Terminal	221
2641	gnome-terminal	Xterm	221
2637	gnomecommander	Nautilus	221
2637	gnomecommander	Pfm	221
2637	gnomecommander	Sarah	221
2639	gnomeICU	gicq	221
2639	gnomeICU	Gossip	221
2631	gnomeldap	DaveDAP	221
2631	gnomeldap	Gq	221
2629	gnomepilot	Gnome	221
4843	GnomerMind	Skoosh	221
2625	gnomeutils	GNUstep	221
2625	gnomeutils	KDE	221
2621	gnopernicus	Brltty	221
2621	gnopernicus	emacspeak	221
2621	gnopernicus	Festival	221
2621	gnopernicus	gnome-mag	221
2621	gnopernicus	GOK	221
2621	gnopernicus	orca	221
4846	GnoRPM	AutoUpdate	221
4846	GnoRPM	Rh-errata	221
4846	GnoRPM	rpm-get	221
4846	GnoRPM	rpmlint	221
4846	GnoRPM	Rpmrebuild	221
4846	GnoRPM	Rpmstatus	221
2619	gnotary	GNUMed	221
2617	gnotepad	Galway web weaver	221
2617	gnotepad	Gedit	221
4845	GnoTime	Jobtracker	221
4845	GnoTime	Time Tracker	221
2615	gnu-arch	CVS	221
2615	gnu-arch	RCS	221
2615	gnu-arch	Subversion	221
2615	gnu-arch	svk	221
2614	gnu-crypto	classpath	221
2614	gnu-crypto	gnupg (GPG)	221
2614	gnu-crypto	GPGME	221
2614	gnu-crypto	Mailcrypt	221
2614	gnu-crypto	Seahorse	221
2613	gnu.free	My Voting Script	221
2613	gnu.free	PVote	221
2613	gnu.free	Recount	221
2613	gnu.free	Sede	221
2611	gnubg	Chess 	221
2611	gnubg	GNU go	221
2610	gnubiff	Kbiff 	221
2606	gnucash	brinance	221
2606	gnucash	CheckBook Tracker	221
2606	gnucash	Debt Payoff	221
2606	gnucash	gnofin	221
2606	gnucash	GnuLedger	221
2606	gnucash	Gnumeric	221
2606	gnucash	gTaxEstimator	221
2606	gnucash	Ledger	221
2606	gnucash	Mfinance	221
2606	gnucash	QHacc	221
2606	gnucash	smtm	221
2605	gnucomm	ANT	221
2605	gnucomm	Bayonne	221
2602	gnue-appserver	GNUe Common Library	221
2602	gnue-appserver	GNUe Forms	221
2602	gnue-appserver	GNUe Navigator	221
2602	gnue-appserver	GNUe Reports	221
6214	gnue-common	GNUe Application Server	221
6214	gnue-common	GNUe Forms	221
6214	gnue-common	GNUe Navigator	221
6214	gnue-common	GNUe Reports	221
6212	gnue-forms	GNUe Application Server	221
6212	gnue-forms	GNUe Common Library	221
6212	gnue-forms	GNUe Navigator	221
6212	gnue-forms	GNUe Reports	221
6211	gnue-navigator	GNUe Application Server	221
6211	gnue-navigator	GNUe Common Library	221
6211	gnue-navigator	GNUe Forms	221
6211	gnue-navigator	GNUe Reports	221
6213	gnue-reports	GNUe Application Server	221
6213	gnue-reports	GNUe Common Library	221
6213	gnue-reports	GNUe Forms	221
6213	gnue-reports	GNUe Navigator	221
2600	gnugo	3D Battle Go	221
2600	gnugo	CGoban	221
2600	gnugo	Chess 	221
2600	gnugo	Gamazons	221
2600	gnugo	gnubg	221
2600	gnugo	xshogi	221
2596	gnuledger	GNUCash	221
2596	gnuledger	Simple Expense Manager	221
2595	gnulib	Shared Memory Manager	221
2594	gnumach	hurd	221
2594	gnumach	Mig	221
4892	GNUMail	GWorkspace	221
2593	gnumed	ClearHealth	221
2593	gnumed	Electrocardiognosis	221
2593	gnumed	Electronic Medical Imaging System 	221
2593	gnumed	FreeMED	221
2593	gnumed	gnotary	221
2592	gnumeric	gnofin	221
2592	gnumeric	GNUCash	221
2592	gnumeric	Ledger	221
2592	gnumeric	Oleo	221
2592	gnumeric	QHacc	221
2853	gNumExp	NumExp	221
4891	GNUPascal	Free Pascal Compiler	221
4891	GNUPascal	GTKpas	221
4891	GNUPascal	p2c	221
4891	GNUPascal	Pasdoc	221
4891	GNUPascal	RHIDE	221
2588	gnupg	bugs	221
2588	gnupg	gnu-crypto	221
2588	gnupg	GNUtls	221
2588	gnupg	gpa	221
2588	gnupg	GPGME	221
2588	gnupg	MH-E	221
2588	gnupg	Samhain	221
5525	gnur	Littler	221
2585	gnuradio	fmio	221
2583	gnus	Dotmode.el	221
2583	gnus	MH-E	221
2583	gnus	sendEmail	221
2582	gnuscapenav	Amaya	221
2582	gnuscapenav	Links	221
2582	gnuscapenav	Lynx	221
2582	gnuscapenav	Mozilla	221
2582	gnuscapenav	Smail	221
2582	gnuscapenav	SXML	221
2580	gnushogi	CGoban	221
2580	gnushogi	Shogiopening	221
2580	gnushogi	xshogi	221
2578	gnuskies	Kstars	221
2578	gnuskies	Planet Finder	221
2578	gnuskies	Xplanet	221
2576	gnusql	MySQL	221
2576	gnusql	PostgreSQL	221
2576	gnusql	Sweater	221
2575	gnustep	Aewm	221
2575	gnustep	AfterStep	221
2575	gnustep	Blackbox	221
2575	gnustep	Gnome	221
2575	gnustep	Gnome-utils	221
2575	gnustep	KDE	221
2575	gnustep	Window Maker	221
2575	gnustep	xfce	221
4890	GNUTeXmacs	PARI/GP	221
2572	gnutls	gnupg (GPG)	221
2572	gnutls	Libtasn1	221
2571	gnutrition	BMI	221
2571	gnutrition	Krecipes	221
2571	gnutrition	Nut	221
2571	gnutrition	Units	221
2570	gnuts	gumnut	221
2570	gnuts	Sweater	221
2612	gnuVisualDebugger	Gdb	221
2612	gnuVisualDebugger	gwyple	221
2612	gnuVisualDebugger	UDS Collection	221
4889	GOK	Brltty	221
4889	GOK	Clara OCR	221
4889	GOK	Dasher	221
4889	GOK	emacspeak	221
4889	GOK	Festival	221
4889	GOK	Gnopernicus 	221
4889	GOK	joyd	221
4889	GOK	kbde	221
4889	GOK	KDE Accessibility	221
4889	GOK	libbraille	221
4889	GOK	Skipper	221
6099	golbalvillage	Xplanet	221
2559	googleware	Ruby/Google	221
2557	goose	Octave	221
2557	goose	PSPP	221
2553	gossip	Gabber	221
2553	gossip	Gnome ICU	221
2551	gpa	gnupg (GPG)	221
2551	gpa	GPGME	221
2551	gpa	PHPkrm	221
2550	gpaint	Gnome-print	221
2550	gpaint	GraphicsMagick	221
2550	gpaint	KolourPaint	221
2550	gpaint	mtPaint	221
2550	gpaint	Tile Driller	221
2550	gpaint	TuxPaint	221
2550	gpaint	Xart	221
2550	gpaint	xpaint	221
2549	gpasman	Kpasman	221
2549	gpasman	Pwdutils	221
2549	gpasman	PwManager	221
2549	gpasman	w3pw	221
2548	gpdf	Evince	221
2548	gpdf	FPDF Library	221
2548	gpdf	Multivalent Tools	221
2548	gpdf	pdftk	221
2548	gpdf	Xpdf	221
2547	gperf	Bison	221
2547	gperf	Hashit	221
2546	gperiodic	Xem	221
4888	GPGME	gnu-crypto	221
4888	GPGME	gnupg (GPG)	221
4888	GPGME	gpa	221
4888	GPGME	Mailcrypt	221
4888	GPGME	PHPkrm	221
2544	gphoto2	AutoScrapbook	221
2544	gphoto2	BINS	221
2544	gphoto2	Gallery	221
2544	gphoto2	GIMP	221
2544	gphoto2	indexpage.pl	221
2544	gphoto2	libgphoto	221
2544	gphoto2	MT2 Thumbnailer	221
2544	gphoto2	Photo Organizer	221
2544	gphoto2	PhotoGen	221
2543	gphotocoll	AutoScrapbook	221
2543	gphotocoll	Gallery	221
2543	gphotocoll	GIMP	221
2543	gphotocoll	ImageMagick	221
2543	gphotocoll	MT2 Thumbnailer	221
2543	gphotocoll	Xsane	221
2542	gphoton	Lib3ds	221
2852	gPHPEdit	DBG-Server	221
2852	gPHPEdit	DiaSCE	221
2852	gPHPEdit	Gnome-python	221
2852	gPHPEdit	Gtk2-Perl	221
2541	gpiv	gpivtools	221
2541	gpiv	libgpiv	221
2540	gpivtools	gpiv	221
2540	gpivtools	libgpiv	221
2537	gpligc	KFLog	221
2537	gpligc	WeatherGraph	221
2535	gpp	GCC	221
4886	GPRename	Tmv	221
4886	GPRename	Wildcard	221
4839	GproFTPd	vsftpd	221
2532	gps	Atop 	221
2532	gps	LavaPS	221
2532	gps	ps-watcher	221
2532	gps	Sysstat	221
2532	gps	Ulim	221
4885	GPSBabel	GPSMan	221
4885	GPSBabel	GPStk	221
4885	GPSBabel	RoadMap	221
2531	gpsdrive	GeoToad	221
2531	gpsdrive	GPSMan	221
2531	gpsdrive	RoadMap	221
2530	gpsimulator	Particle Simulation	221
2529	gpsman	DGPS	221
2529	gpsman	GeoToad	221
2529	gpsman	GPSBabel	221
2529	gpsman	Gpsdrive	221
2529	gpsman	GPStk	221
2529	gpsman	RoadMap	221
4884	GPStk	GPSBabel	221
