#  file: fsfProjectInterfaces2010-May.txt
#  package: fsfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of Free Software 
#  Foundation project information generated from the list of projects gathered 
#  in 2010-May
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#  
#  SELECT pi.proj_num, p.proj_unixname, pi.interface, pi.datasource_id 
#  FROM fsf_project_interfaces pi, fsf_projects p 
#  WHERE p.proj_num = pi.proj_num AND pi.datasource_id=221 
#  ORDER BY p.proj_unixname, pi.interface
#
#  datasource_id = 221 is the 2010-May collection from FSF.
proj_num	proj_unixname	interface	datasource_id
3041	expect	Daemon	221
3039	exrtools	Command Line	221
3038	ext2hide	Command Line	221
3037	extendedPDF	X Window System	221
6438	extradix	Command Line	221
3036	extrallator	Command Line	221
3155	eXtrans	Console	221
6098	extrema	X Window System	221
4971	ExuberantCtags	Command Line	221
3035	eyeos	Web	221
5561	ezcalendar	Web	221
4970	EzGallery	X Window System	221
3154	eZpublish	Web	221
4996	EZRO	Web	221
3034	ezstream	Command Line	221
4995	EZWGL	Library	221
4994	E_GADS	Web	221
3032	f2c	Command Line	221
3031	f2whelpdesk	Web	221
3029	faces	Web	221
6426	factorygirl	Command Line	221
3028	fai	Console	221
3027	fail2ban	Daemon	221
3026	fake	Daemon	221
5549	fakt	Web	221
3025	fallback-reboot	Command Line	221
3024	fallingblock	X Window System	221
4969	FAM	Daemon	221
4969	FAM	Library	221
3023	fancy9menu	X Window System	221
3022	fann	Library	221
4955	Faq-O-Matic	Web	221
4954	FarsiTeX	Command Line	221
4954	FarsiTeX	Console	221
3021	fasm	Command Line	221
4953	FastCST	Command Line	221
3020	fastDNAml	Command Line	221
4968	FAUS	Web	221
3019	fauxident.py	Command Line	221
3018	fax2png	Command Line	221
3017	fax4CUPS	Command Line	221
3017	fax4CUPS	Web	221
3016	fbpanel	X Window System	221
3015	fbreader	X Window System	221
3014	fbxkb	X Window System	221
3013	fcron	Command Line	221
3012	fdisk	Command Line	221
3011	fdm	X Window System	221
5505	fdmf	Console	221
3010	fdmx	Command Line	221
3009	fdutils	Command Line	221
4952	FeedCreator	Web	221
3007	feedmelinks	Web	221
3006	feedparser	Web	221
5811	feedstater	Command Line	221
3005	feh	Command Line	221
5819	felidae	Command Line	221
5819	felidae	Console	221
3004	fenris	Command Line	221
3004	fenris	Web	221
3003	ferm	Command Line	221
3002	ferret	Command Line	221
3001	ferriscreate	X Window System	221
2999	festival	Command Line	221
3000	festival-gaim	X Window System	221
4967	FET	X Window System	221
2998	feta	Command Line	221
2997	fetchconfig	Command Line	221
2996	fetchmail	Command Line	221
2996	fetchmail	Daemon	221
2996	fetchmail	X Window System	221
5550	fetchtowebmail	Console	221
2995	ff	Command Line	221
2993	ffe	Command Line	221
2992	ffmpeg	Command Line	221
2991	ffmpeg2theora	Command Line	221
2991	ffmpeg2theora	Console	221
2990	ffp	X Window System	221
4966	FFPF	Daemon	221
2988	ffproxy	Command Line	221
2987	ffsearch	Web	221
2986	fftv	X Window System	221
2985	fftw	Command Line	221
2984	fget	Daemon	221
2983	fhp	Web	221
2982	fianchetto	Command Line	221
2981	ficc	Command Line	221
3030	fIcy	Command Line	221
3030	fIcy	Daemon	221
6062	fiftystatesapp	Command Line	221
2980	fig2ps	Command Line	221
2978	figura	X Window System	221
2977	file	Command Line	221
4951	File-Reader	Command Line	221
4950	File-Scan	Command Line	221
5762	fileinfo	Command Line	221
4949	FileManager	Web	221
2976	filepp	Command Line	221
2975	fileprune	Command Line	221
4948	FileRepair	Command Line	221
4948	FileRepair	X Window System	221
4947	FileRoller	X Window System	221
2974	fileschanged	Command Line	221
4946	FileTools	Command Line	221
4946	FileTools	X Window System	221
2973	fileutils	Command Line	221
2973	fileutils	Console	221
2972	filewatcher	Daemon	221
2971	filter	Command Line	221
2971	filter	Library	221
2970	fim	X Window System	221
2969	findutils	Command Line	221
2969	findutils	Console	221
6076	findwild	X Window System	221
2968	fingerd	Daemon	221
5977	firebug	Web	221
5977	firebug	X Window System	221
4945	FireDNS	Library	221
2967	fireflier	Daemon	221
2966	firefly	Web	221
6093	fireget	X Window System	221
2965	firehose	Library	221
4944	FireMake	Command Line	221
2964	fireparse	Daemon	221
2963	firestarter	X Window System	221
2962	firestorm	Daemon	221
4943	FireString	Library	221
2961	firetero	Command Line	221
4942	Fireworkx	X Window System	221
4941	Fische	X Window System	221
2960	fish	Command Line	221
2959	fityk	Command Line	221
2959	fityk	X Window System	221
2957	flac	Command Line	221
2958	flac-jacket	Command Line	221
2956	flac2ogg	Command Line	221
6190	flaccda	Command Line	221
4940	FlacFile	Command Line	221
2955	flactagger	Command Line	221
2954	flam3	Command Line	221
5647	flamerobin	X Window System	221
5991	flannel	Web	221
2953	flash	X Window System	221
2952	flashPash	Web	221
2951	flate	Library	221
4939	FlatFileSQLDatabase	Web	221
6286	flatland	Web	221
2950	flawfinder	Command Line	221
2949	flc	Command Line	221
2948	fldiff	X Window System	221
2947	fle3	Web	221
2946	flex	Command Line	221
5992	flexable	Web	221
2945	flexbackup	Command Line	221
4938	FlightGear	X Window System	221
5480	flimp	Command Line	221
2944	flinch	Web	221
2943	flock	Command Line	221
2942	floppyfw	Command Line	221
2941	flounder	X Window System	221
2940	flowd	Daemon	221
2939	flowerattack	X Window System	221
2938	flowersol	X Window System	221
2936	flrec	X Window System	221
2935	fltdj	X Window System	221
2934	fltk	X Window System	221
4937	Flumotion	Command Line	221
4936	Fluxbox	X Window System	221
2933	fluxus	X Window System	221
6289	flvlib	Console	221
2932	flwm	X Window System	221
5721	flxplay	Daemon	221
2931	fly	Command Line	221
4935	FlyBird	X Window System	221
2930	flyspell.el	Daemon	221
2929	flyspray	Web	221
2928	fmio	Command Line	221
2928	fmio	X Window System	221
2927	fnord	Command Line	221
2926	fntsample	X Window System	221
5411	foftofix	Command Line	221
6290	follow	Command Line	221
4934	FontForge	X Window System	221
4933	Fontlinge	Command Line	221
4933	Fontlinge	Console	221
4933	Fontlinge	Web	221
5993	fonttools	Console	221
2925	fontutils	Command Line	221
2925	fontutils	Library	221
2925	fontutils	X Window System	221
4932	FooBilliard	X Window System	221
2924	foocache	Web	221
2923	foomatic	Command Line	221
2923	foomatic	Daemon	221
6435	forban	Console	221
6435	forban	Daemon	221
6435	forban	Web	221
6295	forestboard	Web	221
6296	formalchemy	Library	221
4931	FormEntry	Web	221
2921	formgenie	Web	221
6008	fortune	Command Line	221
4930	Forum	X Window System	221
5567	fosite	Command Line	221
2920	fotox	X Window System	221
6073	fotoxx	X Window System	221
4964	FOX	X Window System	221
5708	fpdb	X Window System	221
4963	FPDF	Web	221
2919	fping	Command Line	221
2918	fplan	Command Line	221
2918	fplan	X Window System	221
2917	fr	Web	221
4929	FramebufferUI	X Window System	221
2916	free-sa	Command Line	221
2916	free-sa	Web	221
2912	freeb	Web	221
2911	freebeltane	X Window System	221
2910	freecad	X Window System	221
2909	freecellsolver	Command Line	221
2909	freecellsolver	Library	221
2908	freeciv	Command Line	221
2908	freeciv	X Window System	221
2906	freedce	Daemon	221
4928	FreeDink	X Window System	221
2905	freedoom	X Window System	221
2904	freedos	Command Line	221
2904	freedos	Console	221
2903	freefont	Command Line	221
2902	freeipmi	Command Line	221
2902	freeipmi	Console	221
2902	freeipmi	Daemon	221
2902	freeipmi	Library	221
2901	freej	Command Line	221
2901	freej	X Window System	221
2900	freeling	Command Line	221
2900	freeling	Library	221
4926	FreeMat	X Window System	221
2899	freemed	Web	221
4927	FreeMED	Web	221
5873	freenats	Command Line	221
5873	freenats	E-mail	221
5873	freenats	Web	221
2898	freenet	Web	221
2915	freePascal	Command Line	221
4925	FreeRealty	Web	221
2897	freeside	Web	221
2896	freesnell	Command Line	221
2914	freeSWAN	Command Line	221
2895	freetalk	Console	221
2894	freetype	X Window System	221
4924	FreeV-AMP	X Window System	221
2913	freeVSD	Command Line	221
4923	FreeWRLDI	Command Line	221
4923	FreeWRLDI	Daemon	221
4923	FreeWRLDI	X Window System	221
5395	freewvs	Web	221
4922	Frei0r	X Window System	221
2893	fresco	Console	221
5551	freytagdatamatrix	Daemon	221
5551	freytagdatamatrix	Web	221
2892	fribidi	Command Line	221
2891	fripper	Command Line	221
2889	frontier	Library	221
2889	frontier	X Window System	221
2888	frost	Command Line	221
4921	FrozenBubble	X Window System	221
4962	FRT	Library	221
5552	fs2xml	Web	221
2887	fscript	Command Line	221
2886	fsfs	Command Line	221
2885	fsgrep	Command Line	221
2885	fsgrep	X Window System	221
2884	fsh	Daemon	221
2883	fslint	Command Line	221
2883	fslint	X Window System	221
4961	FSP	Command Line	221
6119	fspot	X Window System	221
5454	fsvs	Command Line	221
2882	fswebcam	Command Line	221
2882	fswebcam	Web	221
2881	ftime	Command Line	221
2880	ftp-outboxd	Command Line	221
2878	ftpcluster	Command Line	221
2877	ftpcopy	Command Line	221
4960	FTPmond	Daemon	221
2879	ftpStats	Command Line	221
5994	ftputil	Library	221
2875	ftwalk	Command Line	221
4959	FUDforum	Web	221
4920	Funct	Command Line	221
2874	funct	X Window System	221
4919	FunctionCheck	Command Line	221
4918	Fung-Calc	X Window System	221
6063	funk	Command Line	221
5436	funkyplot	X Window System	221
2872	fuplayer	X Window System	221
2871	furball	Web	221
6106	furius	X Window System	221
6107	furiusrss	X Window System	221
2870	furl	Command Line	221
2869	fuse	Command Line	221
5831	fuzzpy	Library	221
4958	FVWM	X Window System	221
2868	fwanalog	Daemon	221
2865	fwknop	Command Line	221
2864	fwlogwatch	Command Line	221
2864	fwlogwatch	Daemon	221
2864	fwlogwatch	Web	221
2863	fwsnort	Command Line	221
4957	FXRuby	X Window System	221
4956	FXT	Library	221
2862	fyre	X Window System	221
4917	G-Cows	Command Line	221
4916	G-Kermit	Command Line	221
2861	g-page	X Window System	221
4915	G-Wrap	Command Line	221
4915	G-Wrap	Library	221
2860	g3data	X Window System	221
2858	g4l	Console	221
2857	g4u	Command Line	221
2848	gaa	Command Line	221
2847	gabber	X Window System	221
4867	Gabedit	X Window System	221
2846	gaby	X Window System	221
5310	gadmin	X Window System	221
2845	gaffitter	Command Line	221
2844	gag	X Window System	221
4914	GAIL	Library	221
4914	GAIL	X Window System	221
2843	gaim-e	X Window System	221
2842	gajim	X Window System	221
5734	gal	Command Line	221
5734	gal	Library	221
2841	galaxium_messenger	X Window System	221
6077	galaxy	X Window System	221
2840	galculator	X Window System	221
2839	gale	Command Line	221
2838	galeon	Web	221
2838	galeon	X Window System	221
2837	galette	Web	221
2835	gallery	Web	221
2836	gallery.py	X Window System	221
2834	galleryadd.pl	Command Line	221
5553	galleryforge	Console	221
2833	galleryscr.pl	Command Line	221
2832	gallue	Web	221
2831	gama	Command Line	221
2831	gama	Library	221
2830	gamazons	X Window System	221
2829	gambit	X Window System	221
2828	gamelauncher	X Window System	221
2827	gameping	Command Line	221
2827	gameping	Web	221
5377	gameq	Web	221
2824	ganttpv	Web	221
2823	ganttweb	Web	221
2822	gap	Command Line	221
6297	gapbuffer	Library	221
2821	gaphor	X Window System	221
4866	Garlic	Web	221
2820	garnet	X Window System	221
4865	Garnome	X Window System	221
2819	garpd	Command Line	221
6132	gastify	X Window System	221
2818	gastracker	Web	221
2817	gatO	X Window System	221
4864	Gauche	Command Line	221
4864	Gauche	X Window System	221
4913	GAUL	Library	221
2815	gawk	Command Line	221
4863	Gazpacho	Command Line	221
2814	gbiff	X Window System	221
2813	gbonds	X Window System	221
5571	gbuilder	X Window System	221
2812	gcal	Command Line	221
2812	gcal	Console	221
2811	gcalctool	X Window System	221
2810	gcc	Command Line	221
2809	gcells	X Window System	221
2808	gcfilms	X Window System	221
2807	gcin	X Window System	221
2806	gcjwebplugin	Command Line	221
2805	gcl	Command Line	221
2804	gcompressor	X Window System	221
2803	gcompris	X Window System	221
2802	gconf	Library	221
5733	gconfeditor	Command Line	221
2801	gcount	Web	221
5575	gcover	Console	221
2800	gcron	Command Line	221
4912	GCronTime	X Window System	221
2799	gcstar	X Window System	221
2798	gcx	X Window System	221
2797	gd	Library	221
2796	gdado	X Window System	221
4911	GDAL	X Window System	221
2795	gdb	Console	221
2794	gdbm	Command Line	221
2793	gdc-potto	Command Line	221
2792	gdcalc	X Window System	221
2791	gdeditor	X Window System	221
2856	gDesklets	X Window System	221
5554	gdictcn	X Window System	221
4910	GDIS	X Window System	221
2790	gdivelog	X Window System	221
2789	gdkxft	X Window System	221
4909	GDL	Command Line	221
2788	gdm	X Window System	221
2787	gdmap	X Window System	221
4862	Gdome2	Library	221
2786	gdpc	Command Line	221
2786	gdpc	X Window System	221
2785	gdpm	X Window System	221
4908	GDSL	Library	221
6298	gearman	Library	221
4860	GeboGebo	Web	221
2783	gecko	X Window System	221
2782	gecode	Library	221
2855	gEDA-gaf	X Window System	221
2781	gedafe	Web	221
2780	gedit	X Window System	221
2779	geekcredit	Command Line	221
2779	geekcredit	X Window System	221
2778	gegl	Library	221
4859	Geiriadur	Web	221
2777	gelemental	X Window System	221
2776	gemdropx	X Window System	221
2775	gems	Command Line	221
4858	GenChemLab	X Window System	221
4907	GENDIST	Command Line	221
4857	GenericColoriser	Command Line	221
2774	genericNQS	Command Line	221
2772	geneweb	Web	221
2771	gengen	Command Line	221
2770	gengetopt	Command Line	221
5748	geniatagger	Command Line	221
2769	genigma	Console	221
2769	genigma	X Window System	221
2768	genius	Command Line	221
2768	genius	X Window System	221
2767	geniustrader	Command Line	221
2767	geniustrader	Library	221
5882	genpo	X Window System	221
2766	genroms	Command Line	221
5823	genshi	Library	221
2765	gensys	Command Line	221
4906	GENtle	X Window System	221
4856	Geo-Weather	Web	221
5996	geojson	Command Line	221
2764	geomview	X Window System	221
4905	GEOS	X Window System	221
4855	GeoToad	Command Line	221
4861	GePhex	X Window System	221
4854	Gequel	X Window System	221
2763	gerstensaft	X Window System	221
2762	geshi	X Window System	221
2761	gestalter	X Window System	221
2760	getAbsPath	Command Line	221
2758	getargs	Command Line	221
2757	getattach.pl	Command Line	221
4853	GetDP	Command Line	221
2756	getgui	X Window System	221
2759	getID3	Web	221
2755	getleft	Web	221
2754	getmail	Command Line	221
5643	getopts	Command Line	221
2753	gettext	Command Line	221
2753	gettext	Library	221
6120	gevice	Console	221
4852	Gewels	X Window System	221
2751	gfax	X Window System	221
2750	gfe	X Window System	221
2749	gfeed	X Window System	221
2748	gflame	X Window System	221
2747	gfontview	X Window System	221
4903	GForge	Command Line	221
2746	gforth	Command Line	221
2745	gfortran	Command Line	221
2744	gfslicer	X Window System	221
2854	gFTP	X Window System	221
4904	GFXIndex	X Window System	221
2743	ggadu	X Window System	221
2742	ggcov	X Window System	221
6121	gget	Command Line	221
2741	ggiterm	Command Line	221
2741	ggiterm	X Window System	221
2740	ggradebook	X Window System	221
2739	ggv	X Window System	221
2738	ggz_gamong_zone	Command Line	221
2738	ggz_gamong_zone	Daemon	221
2738	ggz_gamong_zone	Library	221
2738	ggz_gamong_zone	Web	221
2738	ggz_gamong_zone	X Window System	221
2737	ghc	Command Line	221
2736	ghemical	X Window System	221
2735	ghex	X Window System	221
2734	ghostscript	Command Line	221
2734	ghostscript	Console	221
2734	ghostscript	Library	221
2733	ghostview	Command Line	221
2733	ghostview	Console	221
2733	ghostview	X Window System	221
2732	ghronos	Web	221
2731	giac	Command Line	221
2731	giac	Library	221
2731	giac	X Window System	221
2730	gib	X Window System	221
2729	gicq	X Window System	221
5617	giflib	Library	221
2728	gifsicle	Command Line	221
2726	gift	X Window System	221
2725	gigs-2532	Web	221
2724	gimmage	X Window System	221
2723	gimmix	X Window System	221
2722	gimp	X Window System	221
2721	gimpDynText	X Window System	221
2720	gimpprint	X Window System	221
4850	GimpTextColorer	X Window System	221
2719	gina	Web	221
4851	GiNaC	Command Line	221
6241	ginsu	Command Line	221
4849	Gip	X Window System	221
5725	gipmsg	X Window System	221
2718	giptables	Command Line	221
5574	girda	X Window System	221
4902	GIST	Web	221
2717	git	Console	221
2716	gitarella	Web	221
6299	gitgoggles	Console	221
5997	gitpython	Library	221
2715	giv	X Window System	221
4848	GiveTake	Command Line	221
2714	gizmod	Command Line	221
2713	gjots	X Window System	221
6015	gjrand	Library	221
2712	gklog	Command Line	221
2711	gkrellm	X Window System	221
4901	GKsu	X Window System	221
2710	gl-117	X Window System	221
4900	GL2PS	Library	221
2709	glabels	X Window System	221
2707	glade	X Window System	221
2708	glade--	Console	221
2706	glame	Command Line	221
2706	glame	X Window System	221
2705	glark	Command Line	221
2704	glastree	Command Line	221
2701	gld	Daemon	221
4899	GLE	X Window System	221
2700	gleem	Library	221
2699	glflow	Command Line	221
2698	glib	Library	221
2697	glibbind	Command Line	221
2696	glibench	X Window System	221
5600	glibs	Web	221
2695	glife	X Window System	221
2694	glimmer	X Window System	221
2692	gliv	X Window System	221
2691	glob2	X Window System	221
2690	global	Command Line	221
2689	glom	X Window System	221
4847	Glossword	Web	221
2688	glparchis	X Window System	221
2687	glpk	Library	221
2686	glsnake	X Window System	221
4898	GLST	Command Line	221
5534	gltail	X Window System	221
4897	GLTT	Library	221
5634	glv	Command Line	221
4895	GMailArchiver	Command Line	221
2684	gmailsender	X Window System	221
2683	gman	X Window System	221
2682	gmandel	X Window System	221
2681	gmane	Command Line	221
2681	gmane	Daemon	221
2681	gmane	Web	221
5729	gmath	Command Line	221
5353	gmclient	X Window System	221
2679	gmessage	X Window System	221
4894	GMime	X Window System	221
4896	GMM	Library	221
2678	gmmusic	X Window System	221
2677	gmobilemedia	X Window System	221
6130	gmousetool	Console	221
2676	gmp	Library	221
2675	gmrun	X Window System	221
5354	gmserver	X Window System	221
2674	gmsh	Command Line	221
2674	gmsh	X Window System	221
2673	gmsl	Command Line	221
2672	gmt	X Window System	221
6074	gnac	X Window System	221
4893	GNADE	Command Line	221
2670	gnarwl	Console	221
2669	gnash	X Window System	221
2668	gnat	Command Line	221
2667	gnats	Command Line	221
2666	gnatsweb	Web	221
6131	gnaural	X Window System	221
2665	gnet	Library	221
6161	gnetic	Command Line	221
2664	gneuro	X Window System	221
2662	gnickr	X Window System	221
5738	gnmm	X Window System	221
2661	gno3dtet	X Window System	221
2660	gnobog	X Window System	221
2659	gnochive	X Window System	221
2658	gnocl	X Window System	221
2657	gnofin	X Window System	221
2656	gnofract4D	X Window System	221
2655	gnomba	X Window System	221
2640	gnome	X Window System	221
5576	gnome-chord	X Window System	221
2635	gnome-find	X Window System	221
2654	gnome-hearts	X Window System	221
2652	gnome-mag	Command Line	221
2652	gnome-mag	X Window System	221
2651	gnome-netstatus	X Window System	221
2650	gnome-nettool	X Window System	221
2649	gnome-network	X Window System	221
2648	gnome-print	X Window System	221
2647	gnome-python	Command Line	221
2646	gnome-schedule	X Window System	221
2645	gnome-screen-ruler	X Window System	221
2644	gnome-speech	X Window System	221
5570	gnome-subtitles	X Window System	221
2643	gnome-sudoku	X Window System	221
2642	gnome-swallow	X Window System	221
2641	gnome-terminal	X Window System	221
5727	gnomeattacks	X Window System	221
6085	gnomebaker	X Window System	221
5730	gnomebt	Command Line	221
5730	gnomebt	Daemon	221
5736	gnomecatalog	X Window System	221
5737	gnomecc	X Window System	221
2638	gnomecharactermap	X Window System	221
2637	gnomecommander	X Window System	221
2636	gnomedb	Command Line	221
2634	gnomeflow	X Window System	221
2633	gnomegames	X Window System	221
2639	gnomeICU	X Window System	221
2631	gnomeldap	X Window System	221
6096	gnomemastermind	X Window System	221
2630	gnomemm	X Window System	221
5735	gnomepassword	X Window System	221
2629	gnomepilot	Daemon	221
5728	gnomepkgtool	Command Line	221
2628	gnomeradio	X Window System	221
4843	GnomerMind	X Window System	221
6129	gnomesensorsapplet	X Window System	221
2627	gnometoaster	X Window System	221
2626	gnometranscript	X Window System	221
2625	gnomeutils	X Window System	221
4844	GnomeVFS	Library	221
5726	gnomevideo	X Window System	221
2624	gnomint	X Window System	221
2623	gnomoradio	X Window System	221
2622	gnonlin	Library	221
6115	gnono	X Window System	221
2621	gnopernicus	X Window System	221
4846	GnoRPM	X Window System	221
5836	gnostic	Command Line	221
2619	gnotary	Daemon	221
6014	gnote	X Window System	221
2617	gnotepad	X Window System	221
4845	GnoTime	X Window System	221
2616	gnowsys	Web	221
2615	gnu-arch	Command Line	221
2615	gnu-arch	Web	221
2614	gnu-crypto	Command Line	221
2613	gnu.free	Web	221
3911	gnuae	X Window System	221
5677	gnubatch	Command Line	221
2611	gnubg	Command Line	221
2611	gnubg	X Window System	221
2610	gnubiff	X Window System	221
2609	gnubik	X Window System	221
2608	gnuboy	X Window System	221
2606	gnucash	X Window System	221
2605	gnucomm	Command Line	221
2604	gnudata	Web	221
2602	gnue-appserver	Command Line	221
6214	gnue-common	Library	221
6212	gnue-forms	Library	221
6211	gnue-navigator	X Window System	221
6213	gnue-reports	Command Line	221
2603	gnuedu	Web	221
2600	gnugo	Console	221
2600	gnugo	X Window System	221
2599	gnuhostinghelper	Web	221
2598	gnuitar	X Window System	221
2597	gnujump	X Window System	221
2596	gnuledger	Web	221
2595	gnulib	Library	221
2594	gnumach	Command Line	221
4892	GNUMail	X Window System	221
4842	GnuMath	Command Line	221
2593	gnumed	Command Line	221
2593	gnumed	X Window System	221
2592	gnumeric	X Window System	221
2591	gnumessenger	Console	221
2591	gnumessenger	X Window System	221
2853	gNumExp	X Window System	221
2590	gnump3d	Web	221
5612	gnun	Web	221
2589	gnunet	Command Line	221
2589	gnunet	Daemon	221
2589	gnunet	X Window System	221
4891	GNUPascal	Command Line	221
2588	gnupg	Command Line	221
5445	gnupoc	X Window System	221
2586	gnupod	Command Line	221
5525	gnur	Command Line	221
2585	gnuradio	X Window System	221
2584	gnurobots	Command Line	221
2584	gnurobots	Console	221
2584	gnurobots	X Window System	221
2583	gnus	Command Line	221
2582	gnuscapenav	Web	221
2581	gnuschool	Web	221
2580	gnushogi	X Window System	221
2579	gnusim8085	Console	221
2578	gnuskies	X Window System	221
2577	gnusound	X Window System	221
5609	gnuspool	Command Line	221
2576	gnusql	Command Line	221
2575	gnustep	Library	221
2575	gnustep	X Window System	221
2574	gnusticker	X Window System	221
2573	gnusysutils	Command Line	221
4890	GNUTeXmacs	X Window System	221
2572	gnutls	Library	221
2571	gnutrition	X Window System	221
2570	gnuts	Library	221
2612	gnuVisualDebugger	X Window System	221
2568	gnuzilla	X Window System	221
6301	go	Library	221
2567	gob	Command Line	221
2566	gobby	X Window System	221
2565	goblin	Library	221
2564	goffice	Library	221
2563	gogglesmm	X Window System	221
4889	GOK	X Window System	221
6099	golbalvillage	X Window System	221
2562	goldenpod	Command Line	221
2561	goldwater	Command Line	221
2559	googleware	Web	221
5803	googlism	Command Line	221
2558	goops	Command Line	221
2557	goose	Library	221
4841	GooseQuill	Web	221
4841	GooseQuill	X Window System	221
2555	gosamba	Web	221
2554	gospy-applet	X Window System	221
2553	gossip	X Window System	221
2552	gotmail	Command Line	221
4840	Gourmet_Recipe_Manager	X Window System	221
2551	gpa	X Window System	221
2550	gpaint	X Window System	221
6128	gparted	Command Line	221
2549	gpasman	X Window System	221
4883	GPass	X Window System	221
2548	gpdf	X Window System	221
2547	gperf	Command Line	221
2546	gperiodic	X Window System	221
2545	gpg-crypter	X Window System	221
4888	GPGME	Library	221
2544	gphoto2	Command Line	221
2544	gphoto2	X Window System	221
2543	gphotocoll	X Window System	221
2542	gphoton	X Window System	221
2852	gPHPEdit	Command Line	221
2541	gpiv	X Window System	221
2540	gpivtools	Command Line	221
2539	gpixpod	X Window System	221
2538	gplflash	X Window System	221
2537	gpligc	X Window System	221
2536	gpodder	X Window System	221
4887	GPP	Command Line	221
2535	gpp	Command Line	221
2534	gpredict	X Window System	221
4886	GPRename	X Window System	221
4839	GproFTPd	X Window System	221
2532	gps	X Window System	221
4885	GPSBabel	Command Line	221
4885	GPSBabel	X Window System	221
2531	gpsdrive	X Window System	221
2530	gpsimulator	X Window System	221
2529	gpsman	X Window System	221
4884	GPStk	Command Line	221
4884	GPStk	Library	221
2528	gpsui	X Window System	221
2527	gpub	X Window System	221
4882	GPuTTY	X Window System	221
2526	gq	X Window System	221
2851	gQueue	X Window System	221
2524	gqview	X Window System	221
2523	grabinfo	Command Line	221
4838	Grace	X Window System	221
5456	gracelib	Console	221
5456	gracelib	Library	221
2522	gradel	X Window System	221
5422	gradint	X Window System	221
2521	grafist	Daemon	221
2520	graft	Command Line	221
2519	grammatica	Command Line	221
2518	gramps	X Window System	221
5792	grandomwallpaper	Command Line	221
2517	granule	X Window System	221
2516	grap	X Window System	221
6153	grapefruit	Library	221
2515	graph-tool	Command Line	221
4835	Graphics3D	Library	221
4834	GraphicsMagick	Web	221
4834	GraphicsMagick	X Window System	221
4837	GraphMonkey	X Window System	221
4836	GraphThing	X Window System	221
4833	Graphviz	X Window System	221
2514	grass	Command Line	221
2514	grass	X Window System	221
2512	gravityd	X Window System	221
2511	grdesktop	X Window System	221
2510	greatcharts	Command Line	221
6433	greencloth	Command Line	221
4832	Greenwich	X Window System	221
2508	greg	Command Line	221
6144	gregorio	Command Line	221
6274	grendel	Command Line	221
6274	grendel	Console	221
2507	grep	Command Line	221
2506	grepmail	Command Line	221
2505	gretl	Command Line	221
2505	gretl	Library	221
2505	gretl	X Window System	221
2504	gretools	X Window System	221
2503	grhino	X Window System	221
4881	GRI	Command Line	221
5539	griffith	X Window System	221
4831	Grig	X Window System	221
2502	gringotts	Command Line	221
2501	grip	X Window System	221
2500	grisbi	Web	221
2499	groff	Command Line	221
4880	GROMACS	Command Line	221
4880	GROMACS	X Window System	221
2498	gromit	Command Line	221
2497	gronk	Daemon	221
2497	gronk	Web	221
4878	GRot13	X Window System	221
2496	group-e	Web	221
2495	group-office	Web	221
2494	grsecurity	Daemon	221
4830	Grsync	X Window System	221
2493	grub	Command Line	221
2492	grubconfig	Command Line	221
6302	grun	Command Line	221
2491	grutatxt	Command Line	221
4879	GRX	Library	221
2490	gsambad	X Window System	221
2489	gsasl	Library	221
5620	gscope	Library	221
6217	gsegrafix	X Window System	221
2488	gshow	X Window System	221
4877	GSkey	X Window System	221
2487	gsl	Library	221
2486	gslapt-get	X Window System	221
2485	gslist	Command Line	221
2484	gsmbscanner	X Window System	221
2483	gsoap	Library	221
4876	GSpeakers	X Window System	221
2482	gspoof	Command Line	221
2481	gss	Library	221
4875	GSsh	X Window System	221
2480	gssmp	X Window System	221
2479	gst-editor	Library	221
2478	gst-python	Command Line	221
2477	gstat	Command Line	221
2477	gstat	Console	221
2477	gstat	X Window System	221
2476	gstm	X Window System	221
2475	gstreamer	Web	221
2474	gswitchit	X Window System	221
2473	gsysinfo	X Window System	221
2472	gt5	Console	221
2471	gtapecalc	X Window System	221
2850	gTaxEstimator	X Window System	221
2470	gtelnet	X Window System	221
4829	Gtetrinet	X Window System	221
2849	gThumb	X Window System	221
2469	gtick	X Window System	221
2464	gtk	Library	221
2464	gtk	X Window System	221
2468	gtk-gallery	X Window System	221
2467	gtk-gnutella	X Window System	221
2466	gtk-iptables	X Window System	221
2465	gtk-nocker	X Window System	221
4828	Gtk2-Perl	X Window System	221
2463	gtk2hack	X Window System	221
4827	Gtk2Hs	Library	221
4826	GtkAda	X Window System	221
2462	gtkdatabox	X Window System	221
2461	gtkdialog	X Window System	221
2460	gtkdiff	X Window System	221
4824	GtkExtra	X Window System	221
4825	GtkExtra--	X Window System	221
2459	gtkeyboard	X Window System	221
2458	gtkgrepmail	X Window System	221
2457	gtkhtml	Library	221
4823	GtkLife	X Window System	221
2456	gtklp	X Window System	221
2455	gtkmm	X Window System	221
2454	gtkmm2	X Window System	221
2453	gtkol-ldap	X Window System	221
4874	GTKpas	X Window System	221
