#  file: fsfProjectInterfaces2010-May.txt
#  package: fsfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of Free Software 
#  Foundation project information generated from the list of projects gathered 
#  in 2010-May
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#  
#  SELECT pi.proj_num, p.proj_unixname, pi.interface, pi.datasource_id 
#  FROM fsf_project_interfaces pi, fsf_projects p 
#  WHERE p.proj_num = pi.proj_num AND pi.datasource_id=221 
#  ORDER BY p.proj_unixname, pi.interface
#
#  datasource_id = 221 is the 2010-May collection from FSF.
proj_num	proj_unixname	interface	datasource_id
5804	lsystem	Command Line	221
6318	ltchinese	Library	221
4674	LTI-Lib	Library	221
4672	LTris	X Window System	221
4673	LTSP	Command Line	221
4673	LTSP	X Window System	221
1869	lua	Command Line	221
1870	lua-gnome	X Window System	221
6419	luasocket	Library	221
1868	lucas	Command Line	221
1868	lucas	Daemon	221
1868	lucas	Library	221
1867	lufs	Daemon	221
4630	Luma	X Window System	221
1866	luola	X Window System	221
1865	lurker	Command Line	221
1865	lurker	Web	221
1864	lush	Command Line	221
1864	lush	X Window System	221
1863	lustre	Command Line	221
1862	lutel	Command Line	221
1861	lwc	Command Line	221
6028	lwebstring	Web	221
1860	lwm	X Window System	221
6022	lxml	Command Line	221
6022	lxml	Library	221
5849	lyntin	X Window System	221
1858	lynx	Console	221
4628	Lyricue	X Window System	221
4627	LysKOM-server	Daemon	221
4629	LyX	X Window System	221
4626	LyxDogs	Command Line	221
5645	lzip	Command Line	221
5782	lzlib	Library	221
5322	lzma	Command Line	221
5322	lzma	Library	221
4671	LZO	Library	221
1857	lzpx	Command Line	221
5611	m1qn3	Library	221
1855	m4	Command Line	221
1854	macaulay2	Command Line	221
1853	macchanger	Command Line	221
1852	macollec	Web	221
1850	macssh	X Window System	221
4601	MadBomber	X Window System	221
4600	MadBuilder	Command Line	221
4595	Magicfilter	Command Line	221
5400	magicgarden	X Window System	221
4599	MagicNotebook	Web	221
5794	magicpo	Command Line	221
4598	MagicPoint	X Window System	221
4597	MagicRescue	Command Line	221
6319	magicsquare	Console	221
4596	MagicStats	Daemon	221
4594	Mah-Jong	Daemon	221
4594	Mah-Jong	X Window System	221
1848	mahogany	X Window System	221
1847	mail-bounce	Daemon	221
4593	Mail-Mbox-MessageParser	Command Line	221
1846	mail-notification	X Window System	221
1845	mail2chart	Console	221
1844	mail2clf	Console	221
1843	mail2thread	Console	221
4589	MailboxCopy	Command Line	221
4588	MailboxSweeper	Command Line	221
1842	mailcrypt	Command Line	221
1841	maildrop	Daemon	221
1840	mailer	Web	221
1839	mailfilter	Command Line	221
1838	mailfromd	Command Line	221
1838	mailfromd	Daemon	221
1837	mailfront	Daemon	221
1837	mailfront	X Window System	221
1836	mailgraph	X Window System	221
1835	mailman	Command Line	221
1835	mailman	E-mail	221
1835	mailman	Web	221
4592	MailManager	Web	221
5845	mailmandiscard	Console	221
4591	MailNotification	X Window System	221
4590	MailScanner	Daemon	221
1834	mailsync	Command Line	221
1833	mailutils	Command Line	221
1833	mailutils	Daemon	221
1832	maintain	Web	221
1831	mairix	Command Line	221
4587	Majentis	X Window System	221
4586	Majix	Command Line	221
1830	make	Command Line	221
1828	makecheque	Command Line	221
1827	makefaq	Command Line	221
1827	makefaq	Web	221
1826	makepp	Command Line	221
4585	MakeXS	Command Line	221
1829	make_uninstall	Console	221
5511	makinbakon	X Window System	221
5340	makl	Command Line	221
1825	maklerplus	Web	221
5679	mal	Command Line	221
1824	mambo	Web	221
1823	mamvrs	Library	221
1822	man	Command Line	221
1821	man2web	Command Line	221
1821	man2web	Web	221
1820	mandb	Command Line	221
5510	mandos	Console	221
5510	mandos	Daemon	221
1819	mangle	Command Line	221
4584	ManhattanVirtualClassroom	Web	221
1818	manslide	X Window System	221
1817	mantis	Web	221
4583	Mantissa	Command Line	221
1816	mantra	Web	221
1815	manyapad	X Window System	221
1814	mapivi	X Window System	221
5378	mapnik	Web	221
1812	mapuche	Web	221
1811	mar	Command Line	221
1810	mar7	Command Line	221
4582	MaraDNS	Daemon	221
4625	MARC-Perl	Library	221
4625	MARC-Perl	Web	221
1809	margana	Command Line	221
1808	mariabasic	Console	221
6326	mariadb	X Window System	221
1807	markdown	Command Line	221
1807	markdown	Web	221
6320	markdown2	Web	221
1806	mars	Daemon	221
1805	marst	Command Line	221
6430	maruku	Command Line	221
5402	mash	X Window System	221
4581	Mass	X Window System	221
4580	Matew	Command Line	221
4580	Matew	Web	221
4579	Math-MatrixReal	Library	221
6168	mathbench	Library	221
1804	mathgl	Library	221
4576	Mathomatic	Command Line	221
4578	MathPlanner	X Window System	221
4577	MathStudio	X Window System	221
4575	Matjito	Library	221
1803	matrixssl	Library	221
1802	maude	Command Line	221
4574	Mauve	Command Line	221
1801	maverik	Library	221
1800	maxima	Command Line	221
1799	mayachemtools	Command Line	221
1798	mbot	Daemon	221
1797	mbox.sh	Command Line	221
1796	mboxgrep	Command Line	221
1795	mboxstats	Command Line	221
1794	mbuffer	Command Line	221
1793	mbuni	Command Line	221
4624	MC	Command Line	221
1792	mc	X Window System	221
1790	mcl	Command Line	221
1791	mcl-algorithm	Command Line	221
4623	MCPP	Command Line	221
1789	mcron	Command Line	221
1789	mcron	Daemon	221
1788	mcrypt	Command Line	221
1787	mcsim	Command Line	221
1787	mcsim	X Window System	221
5339	mcslibre	Library	221
4573	McStas	X Window System	221
6170	md	Command Line	221
6170	md	Library	221
1786	mdadm	Command Line	221
1785	mdk	Command Line	221
1785	mdk	X Window System	221
5623	meanwhile	Library	221
5843	mechanize	Console	221
5850	mechanoid	Console	221
6321	mediantracker	Command Line	221
1783	mediarchiver	Web	221
1782	mediasort	X Window System	221
1781	mediastreamer	Library	221
4572	MediaWiki	Web	221
1780	medit	Console	221
1780	medit	X Window System	221
1779	mednafen	X Window System	221
5543	meduswiki	Web	221
1778	meep	Command Line	221
1777	meetingroombookingsystem	Web	221
4571	MeetingRoomBookingSystem	Web	221
1776	megami	X Window System	221
4570	MegaUpload	Web	221
1775	meld	X Window System	221
1774	melting	Command Line	221
1774	melting	Web	221
1774	melting	X Window System	221
5883	melys	Console	221
5749	memberdb	Command Line	221
5749	memberdb	Web	221
1773	memberman	Web	221
1772	memcheck	Command Line	221
4569	MemCheckDeluxe	Command Line	221
1771	memo	X Window System	221
1770	memtest86	Command Line	221
1769	memtester	Command Line	221
1768	memwatch	Command Line	221
1767	menc	X Window System	221
1766	mencal	X Window System	221
1765	menushki	Command Line	221
1764	mercurial	Console	221
1764	mercurial	X Window System	221
1763	mercury	Command Line	221
1762	mergelog	Command Line	221
4622	MESH	X Window System	221
1761	meshlab	X Window System	221
4568	MessageWall	Daemon	221
4567	Meta-CVS	Command Line	221
1759	metacity	X Window System	221
1758	metadot	Web	221
1757	metahtml	Command Line	221
1757	metahtml	Library	221
4566	Metakit	Library	221
1756	metamorphose	X Window System	221
6322	metar	Command Line	221
6127	metatracker	X Window System	221
1755	metisse	X Window System	221
4565	Metro	X Window System	221
1753	metromap	X Window System	221
6235	mew	Console	221
1752	mfg	Command Line	221
1751	mfinance	Web	221
5526	mgetty	Command Line	221
4621	MH-E	Console	221
4621	MH-E	X Window System	221
1749	mharc	Command Line	221
4620	MHonArc	Command Line	221
5639	mhttpd	Command Line	221
1750	mhWaveEdit	X Window System	221
1748	miau	Daemon	221
4563	Mibble	Command Line	221
1747	mice	Console	221
1747	mice	Daemon	221
1747	mice	X Window System	221
4619	MICO	Command Line	221
4619	MICO	X Window System	221
1746	microblogger	Command Line	221
5302	micropolis	X Window System	221
1745	microsieve	Daemon	221
4562	MiddleMan	Daemon	221
1744	midgard	Command Line	221
1744	midgard	Web	221
1743	midget	Command Line	221
6089	midori	X Window System	221
1742	mifluz	Library	221
1741	mig	Command Line	221
4564	MiG	Web	221
1740	mightyd	Console	221
1740	mightyd	X Window System	221
5508	migratedata	Command Line	221
1739	migrationtool	Command Line	221
5723	miguedrez	Console	221
5790	mili	Library	221
5399	milky	X Window System	221
4561	Milter-Virus	Command Line	221
4618	MIME-tool	Command Line	221
1738	mimerdesk	Web	221
1737	mimetic	Library	221
4617	MIND	X Window System	221
4560	MinDIA	X Window System	221
4559	Ming	Command Line	221
4559	Ming	Library	221
4558	Mini-XML	Library	221
1736	miniBB	Web	221
5544	minicms	Web	221
1735	minimalist	Daemon	221
1734	minised	Command Line	221
1733	minit	Daemon	221
6276	minitube	X Window System	221
1732	minnow	Web	221
1731	minorfish	Web	221
1730	minpair	Command Line	221
1729	mioga	Web	221
1728	mirmake	Command Line	221
1727	mirmon	Daemon	221
3281	miro	X Window System	221
1726	mirodc1	Command Line	221
1725	mirror	X Window System	221
4557	MirrorMagic	X Window System	221
1724	mirrormed	Web	221
1723	miscfiles	Command Line	221
1722	misctools	Command Line	221
4556	MisfitModel3D	X Window System	221
4555	MissingH	Command Line	221
1721	misterhouse	Web	221
1720	mit-scheme	Console	221
1720	mit-scheme	X Window System	221
5851	mitter	Console	221
5851	mitter	X Window System	221
1719	miwm	X Window System	221
4554	Mixxx	X Window System	221
1718	mjpeg	Command Line	221
1716	mkautosmb	Command Line	221
1715	mkcgi	Command Line	221
1717	mkDoxy	Command Line	221
1717	mkDoxy	Web	221
1714	mkrdns	Command Line	221
1713	mksh	Command Line	221
1713	mksh	Console	221
5852	mktoc	Command Line	221
1711	mldonkey	Daemon	221
1711	mldonkey	Web	221
1711	mldonkey	X Window System	221
1710	mlkit	Command Line	221
1709	mll2html	Console	221
1708	mlmmj	Command Line	221
1707	mlton	Command Line	221
1707	mlton	Library	221
4616	MLView	X Window System	221
4614	MN	Library	221
4615	MN-CMS	Library	221
1705	mnogosearch	Web	221
1704	moap	Command Line	221
4553	MoB	X Window System	221
4613	MODEL	Library	221
1695	modula-2	Command Line	221
1694	modutils	Command Line	221
1703	mod_cplusplus	Command Line	221
1702	mod_musicindex	Web	221
1701	mod_python	Command Line	221
1700	mod_ruby	Daemon	221
1699	mod_security	Command Line	221
1698	mod_spin	Daemon	221
4552	Mod_Survey	Web	221
1697	mod_tidy	Library	221
1696	mod_xslt	Web	221
1693	moe	Console	221
1692	moftpd	Daemon	221
1691	molasses	X Window System	221
1690	moleskine	X Window System	221
1689	moll	Console	221
1688	mon	Command Line	221
4551	Mon.cgi	Web	221
5651	mona	Command Line	221
5651	mona	X Window System	221
5585	mondohealth	Daemon	221
4550	MondoRescue	Command Line	221
4549	MonetDB	Command Line	221
1687	monfarm	Command Line	221
1687	monfarm	Daemon	221
6154	mongodb	X Window System	221
6323	mongoengine	Command Line	221
4548	Monica	X Window System	221
1686	monit	Command Line	221
1686	monit	Web	221
5795	monitorgrowth	Command Line	221
1685	monkey	Command Line	221
5644	monkeysphere	Command Line	221
5440	mono	Command Line	221
1684	monolith	Library	221
1683	monster	X Window System	221
1682	mony	Command Line	221
1682	mony	Daemon	221
1681	moodle	Web	221
1680	moodss	Daemon	221
1680	moodss	X Window System	221
4547	Moonlight3D	X Window System	221
1679	moosic	Command Line	221
3115	moovida	X Window System	221
6325	mopowg	Console	221
6327	morbid	Console	221
1678	moregroupware	Web	221
1676	morsetrainer	Command Line	221
6172	mother	Command Line	221
1674	motion	Command Line	221
1673	motor	Command Line	221
1672	motti	Console	221
1672	motti	X Window System	221
4546	MouseClick	X Window System	221
1671	move	Command Line	221
1669	mozart	Command Line	221
1670	mozart.oz	Command Line	221
1667	mozilla	Web	221
1668	mozilla-bonobo	X Window System	221
1666	mp32ogg	Command Line	221
1664	mp3act	Web	221
1663	mp3cd	Command Line	221
1662	mp3cddb	Command Line	221
1661	mp3check	Command Line	221
4612	MP3do	Command Line	221
1660	mp3fs	Command Line	221
1665	mp3Kult	X Window System	221
1659	mp3mover	Command Line	221
1658	mp3riot	Command Line	221
1657	mp3splitter	X Window System	221
1656	mp3splt	Command Line	221
1655	mp3stat	Command Line	221
1655	mp3stat	X Window System	221
1654	mp3station	Command Line	221
1654	mp3station	Console	221
1653	mp3tm	Command Line	221
1651	mp3tools	Command Line	221
1651	mp3tools	Web	221
1651	mp3tools	X Window System	221
1650	mp3val	Command Line	221
1649	mp3wrap	Command Line	221
5535	mp4info	Console	221
1648	mpatrol	Library	221
1647	mpc	Command Line	221
4611	MPCA	Command Line	221
1646	mpd	Command Line	221
1646	mpd	Daemon	221
1646	mpd	Web	221
1646	mpd	X Window System	221
4610	MPE2	Command Line	221
4609	MPFI	Library	221
4608	MPFR	Library	221
1645	mplib	Library	221
1643	mpop	Command Line	221
6122	mpterm	Console	221
1642	mptris	Console	221
4607	MQ4CPP	Command Line	221
4607	MQ4CPP	Library	221
4606	MQS	Command Line	221
4606	MQS	Daemon	221
4606	MQS	Library	221
5591	mrsbs	Web	221
1640	mrtg	X Window System	221
1641	mrtg-rrd	Web	221
4545	MrVoice	X Window System	221
1639	mrvoice	X Window System	221
1638	mse	Command Line	221
5385	msetimon	X Window System	221
1637	msmtp	Command Line	221
1636	msort	Command Line	221
1635	msredird	Daemon	221
1634	mss	Command Line	221
1634	mss	Web	221
1633	mt-daapd	Daemon	221
4605	MT2	Command Line	221
1631	mtamorphose_fnfr	X Window System	221
1630	mtink	Command Line	221
1630	mtink	X Window System	221
1629	mtool	X Window System	221
1628	mtools	Command Line	221
4603	MToolsFM	X Window System	221
1632	mtPaint	X Window System	221
5338	mtptarget	X Window System	221
1627	mtr	Console	221
1627	mtr	X Window System	221
1626	mtvg	X Window System	221
4604	MTX	Command Line	221
1625	mucms	Web	221
1624	muddleftpd	Command Line	221
1623	mudmagic	X Window System	221
6029	mudpy	Daemon	221
1622	muine	X Window System	221
1621	mule	Daemon	221
4543	MultChal	Command Line	221
6210	multiboot	Command Line	221
1620	multiCD	Command Line	221
1619	multicursor-wm	X Window System	221
6328	multifileiter	Console	221
1618	multiget	X Window System	221
1617	multignometerm	X Window System	221
5572	multires	X Window System	221
1616	multiscan	Console	221
6174	multishove	Web	221
4542	MultiSync	X Window System	221
1615	multitail	Command Line	221
1614	multitalk	X Window System	221
6329	multitask	Command Line	221
4541	MultiuserAddressMS	Web	221
5472	MultStat	X Window System	221
1613	mumbles	X Window System	221
6324	mumblr	Command Line	221
4540	Munin	Command Line	221
4540	Munin	Daemon	221
4540	Munin	Web	221
6018	munkres	Command Line	221
4602	MUNTL	Library	221
1612	muse	Command Line	221
4544	MuSEstreamer	Command Line	221
4544	MuSEstreamer	X Window System	221
4538	MusicLibrary	Web	221
1610	musicman	X Window System	221
1611	music_command	Command Line	221
4539	MusiXTex	X Window System	221
1609	mussh	Command Line	221
5796	mussort	Command Line	221
1608	mutt	Console	221
1607	muxi	X Window System	221
1606	mvc	Command Line	221
1605	mw-template	Library	221
1603	mwcollect	Command Line	221
1603	mwcollect	Daemon	221
1604	mwForum	Web	221
1602	mxterm	X Window System	221
1601	my2pg	Command Line	221
1597	mybashburn	Console	221
4537	MyBlog	Web	221
4535	MyCalendar	Web	221
4534	MyClassifieds	Web	221
4533	MyClient	Web	221
4536	MyCMS	Web	221
4532	MyDNS	Daemon	221
1600	myDVDs	Web	221
1594	myfw	Command Line	221
4521	Myghty	Web	221
1599	myGifts	Web	221
1593	mygosuMenu	Web	221
1592	myleague	X Window System	221
4531	MyLibrary	Web	221
1591	mynetmonitor	X Window System	221
4530	MyNews	Command Line	221
1590	mynews-www	Web	221
4529	MyOrgBook	Web	221
1589	mypaint	X Window System	221
4528	MyPhotoGallery	Web	221
4527	MyPhotos	Web	221
1588	myphp	Web	221
1587	mypos	Web	221
5545	mypysvn	Command Line	221
5545	mypysvn	Web	221
1586	myrescue	Command Line	221
1585	myrpm	Command Line	221
1584	myrss	Command Line	221
1583	mysar	Web	221
4524	MyServer	Command Line	221
4524	MyServer	Daemon	221
4524	MyServer	X Window System	221
4523	MySignupSheet	Web	221
1582	mysipswitch	Web	221
1598	mySiteMaker	Web	221
1581	mysql	Command Line	221
1581	mysql	Console	221
1581	mysql	X Window System	221
4526	MySQLBackup	Command Line	221
1580	mysqlBIND	Command Line	221
4525	MySQLNavigator	X Window System	221
5853	mysqlpython	Command Line	221
1579	mysql_client	Web	221
5325	mytab	Web	221
1578	mythtv	X Window System	221
4522	MyVotingScript	Web	221
1577	mywebcreator	Web	221
1574	nabou	Command Line	221
1574	nabou	Daemon	221
1572	nail	Command Line	221
1571	naim	Console	221
1570	namazu	Command Line	221
1570	namazu	Console	221
1569	namefix.pl	Command Line	221
1568	nameko	Web	221
1567	nana	X Window System	221
1566	nano	Command Line	221
1565	nanoblogger	Console	221
1564	narim	X Window System	221
4512	Nasal	Command Line	221
4511	NaturalDocs	Command Line	221
1563	nautilus	X Window System	221
6137	navit	X Window System	221
5381	nazghul	X Window System	221
4510	Nbook	Web	221
1562	nbpp	Command Line	221
1561	nbtstat.pl	Command Line	221
1560	ncc	Command Line	221
1559	ncocem	Daemon	221
1558	ncurses	Command Line	221
1558	ncurses	Library	221
1557	ndir	Command Line	221
1556	ne	Command Line	221
4520	NEdit	X Window System	221
4509	NeDNS	Command Line	221
1555	nefu	Daemon	221
6123	nemiver	X Window System	221
1553	neon	Library	221
1554	neo_my2pg	Command Line	221
1552	nepim	Command Line	221
1551	net-check	Command Line	221
1551	net-check	Daemon	221
1550	net-snmp	Command Line	221
1550	net-snmp	Daemon	221
1550	net-snmp	X Window System	221
4508	Net-Telnet-Cisco	Library	221
1549	net2ftp	Web	221
1548	net6	Library	221
6175	netaddr	Console	221
1547	netalert	Daemon	221
1546	netboot	Command Line	221
1545	netcat	Command Line	221
1544	netcat6	Command Line	221
5814	netclasses	Command Line	221
4507	NetCPR	Command Line	221
5854	netcube	X Window System	221
6032	netdri	Command Line	221
1543	netdude	X Window System	221
1542	netenv	Command Line	221
4504	Netfilter2html	Command Line	221
1541	nethack	Console	221
4506	NetMess	Command Line	221
4506	NetMess	Daemon	221
4505	NetMonitoring	Web	221
1540	netpbm	Command Line	221
1539	netprofiler	Command Line	221
1538	netrik	Web	221
1537	netrw	Command Line	221
5546	netspoc	Console	221
1536	netstat-nat	Command Line	221
1534	nettle	Library	221
1533	netwag	X Window System	221
1532	netwib	Library	221
4503	NetworkControl	X Window System	221
1531	networkmanager	X Window System	221
4502	NetworkSimulator	Command Line	221
6357	networkx	Library	221
1530	netwox	Command Line	221
5566	neuroscope	X Window System	221
4501	Neverball	X Window System	221
1529	newfile	Console	221
1528	newmail	Command Line	221
1528	newmail	Console	221
1527	newrpms	Daemon	221
4496	Newsadmin	Web	221
5348	newsbeuter	Command Line	221
4500	NewsBruiser	Web	221
4499	NewsCache	Daemon	221
1526	newscloud	Web	221
4495	Newsd	Command Line	221
4494	Newsdeliver	Daemon	221
4498	NewsFeed	Web	221
1525	newspipe	Command Line	221
1525	newspipe	X Window System	221
1524	newspost	Command Line	221
1523	newsq	Command Line	221
1522	newsstar	Daemon	221
1521	newts	Console	221
5365	nexista	Web	221
1520	nexuiz	X Window System	221
1519	nflash	Web	221
6088	nfoviewer	X Window System	221
1518	nfswatch	Command Line	221
1517	nget	Command Line	221
1516	ngetdaemon	Daemon	221
1516	ngetdaemon	Web	221
1515	ngircd	Command Line	221
1514	ngrep	Command Line	221
1513	nhc98	Command Line	221
1512	nice	Command Line	221
1511	nightfall	X Window System	221
4493	NihongoBenkyo	X Window System	221
1510	nikwi	X Window System	221
4492	Nini	Library	221
1509	ninpaths	Daemon	221
1508	nio	Command Line	221
1508	nio	Library	221
1507	nixMake	Command Line	221
1506	nixstaller	Command Line	221
4519	NKAds	Web	221
4518	NLK	Command Line	221
4518	NLK	Library	221
4518	NLK	X Window System	221
1505	nmap	Command Line	221
1504	nmaplr	Command Line	221
1503	nmh	Command Line	221
4517	NML	Library	221
1576	nMod	Command Line	221
1576	nMod	X Window System	221
1502	nms	Web	221
1501	nnewz	X Window System	221
4516	NNFS	Command Line	221
4516	NNFS	X Window System	221
5316	nnfw	Library	221
1500	nntp2rss	Web	221
4515	NNTPobjects	Command Line	221
1499	noattach	Daemon	221
1498	noderunner	Command Line	221
1498	noderunner	Web	221
1497	nodplot	X Window System	221
1496	noexec	Command Line	221
1495	noffle	Command Line	221
1494	noflushd	Daemon	221
1493	nogger	X Window System	221
1492	noiseclock	X Window System	221
1491	nola	Web	221
5638	nomadii	Command Line	221
5637	nomadiigui	X Window System	221
1490	nomarch	Command Line	221
1489	nonsense	Command Line	221
1489	nonsense	Web	221
5857	noor	Console	221
6348	norbert	Command Line	221
1488	normalize	Command Line	221
4490	NorthStar	Web	221
4491	NoSpam	Daemon	221
1487	nosql	Command Line	221
1486	notecase	X Window System	221
4489	NoteEditor	X Window System	221
5798	notefinder	X Window System	221
5568	notemeister	X Window System	221
1485	notespam	Command Line	221
6030	npic	Command Line	221
1484	nsbd	Command Line	221
1484	nsbd	Web	221
1484	nsbd	X Window System	221
1483	nsound	Command Line	221
4514	NSWebmail	Web	221
1575	nTodo	X Window System	221
1481	ntop	Command Line	221
1481	ntop	Console	221
1481	ntop	Web	221
1480	nucleus_cms	Web	221
4488	NuFW	Daemon	221
1479	number	Command Line	221
1478	numdiff	Command Line	221
6176	numdifftools	Command Line	221
1477	numedit	X Window System	221
4487	NumExp	X Window System	221
5478	numpy	Command Line	221
1476	nurbsspp	Library	221
1475	nut	Command Line	221
1474	nuu	X Window System	221
1473	nuxeo	Web	221
1472	nvi	Command Line	221
1471	nvu	X Window System	221
4513	NX	Library	221
4513	NX	X Window System	221
1470	nxtvepg	X Window System	221
1469	nyfolder	X Window System	221
1468	obby	Library	221
6330	obfuscate	Command Line	221
4486	OBM	Web	221
1435	obstools	Web	221
5429	ocaml	Command Line	221
1467	ochiba	Web	221
1466	ocrad	Command Line	221
1465	ocre	X Window System	221
1464	octans	X Window System	221
1463	octave	Command Line	221
5932	octave-ad	Command Line	221
5333	octave-ann	Library	221
5886	octave-audio	Command Line	221
5887	octave-benchmarks	Command Line	221
5933	octave-bim	Command Line	221
5888	octave-bioinfo	Command Line	221
5934	octave-civilengineering	Command Line	221
5889	octave-combinatorics	Command Line	221
5890	octave-communications	Command Line	221
5891	octave-control	Command Line	221
5892	octave-datasmoothing	Command Line	221
5893	octave-econometrics	Command Line	221
5935	octave-engine	Library	221
5894	octave-financial	Command Line	221
5895	octave-fixed	Command Line	221
5937	octave-fpl	Command Line	221
5896	octave-ga	Command Line	221
5938	octave-generatehtml	Command Line	221
5939	octave-graceplot	Command Line	221
5940	octave-integration	Command Line	221
5956	octave-java	Command Line	221
5941	octave-mapping	Command Line	221
5944	octave-nan	Command Line	221
5945	octave-nlwing2	Command Line	221
5955	octave-nnet	Command Line	221
5946	octave-nurbs	Command Line	221
5947	octave-ocs	Command Line	221
5911	octave-odebvp	Command Line	221
5912	octave-odepkg	Command Line	221
5913	octave-optim	Command Line	221
5914	octave-optiminterp	Command Line	221
5915	octave-outliers	Command Line	221
5916	octave-parallel	Command Line	221
5948	octave-pdb	Command Line	221
5917	octave-physicalconstants	Command Line	221
5918	octave-plot	Command Line	221
5919	octave-quaternion	Command Line	221
5949	octave-secs1d	Command Line	221
5950	octave-secs2d	Command Line	221
5920	octave-signal	Command Line	221
5921	octave-simp	Command Line	221
5922	octave-sockets	Command Line	221
5923	octave-specfun	Command Line	221
5924	octave-specialmatrix	Command Line	221
5925	octave-splines	Command Line	221
5926	octave-struct	Command Line	221
5951	octave-symband	Command Line	221
5927	octave-symbolic	Command Line	221
5928	octave-time	Command Line	221
5954	octave-tsa	Command Line	221
5929	octave-video	Command Line	221
5930	octave-vrlm	Command Line	221
5931	octave-zenity	Command Line	221
5905	octavecdf	Command Line	221
5337	octavedb	Command Line	221
5897	octavegeneral	Command Line	221
5906	octavegpr	Command Line	221
5898	octavegsl	Command Line	221
5899	octaveident	Command Line	221
5900	octaveimage	Command Line	221
5901	octaveinformationtheory	Command Line	221
5902	octaveio	Command Line	221
5903	octaveirsa	Command Line	221
5904	octavelinearalgebra	Command Line	221
5943	octavemulticore	Command Line	221
1461	octopus	Command Line	221
5299	odf-xslt	Command Line	221
5299	odf-xslt	Library	221
5367	odman	Command Line	221
5367	odman	Console	221
4476	Odot	X Window System	221
1460	odt2txt	Command Line	221
1459	oe	Web	221
5619	ofeli	Library	221
1457	offmirror	Command Line	221
6034	oflox	Command Line	221
6034	oflox	Console	221
1456	oftpd	Daemon	221
6331	ofxparse	Library	221
5452	ogdf	Library	221
4475	OggEnc	Command Line	221
1455	oggvorbis	Command Line	221
1455	oggvorbis	Library	221
1454	ogle	Command Line	221
1454	ogle	Library	221
4485	OGLFT	X Window System	221
1452	oh	X Window System	221
1451	oleo	Console	221
1451	oleo	X Window System	221
1450	omegat	X Window System	221
1449	omniEvents	Daemon	221
1448	omniORB	Command Line	221
1448	omniORB	Library	221
4473	OneFinger	X Window System	221
1447	onestroke	X Window System	221
1446	online-bookmarks	Web	221
1445	online_grades	Web	221
1444	onsight	X Window System	221
4474	OnTV	X Window System	221
4472	OnurSU	Command Line	221
1443	onyx	Command Line	221
4484	OOF	X Window System	221
4483	OOFEM	Command Line	221
4483	OOFEM	X Window System	221
4482	OOoLatexEquation	X Window System	221
1442	ooo_label_template	Web	221
1441	op	Command Line	221
1440	opag	Command Line	221
1439	open-cobol	Command Line	221
1434	openacs	Web	221
5295	openastromenace	X Window System	221
4471	OpenBabel	Command Line	221
4471	OpenBabel	Library	221
4470	OpenBeagle	Command Line	221
1432	openbios	Command Line	221
1431	openbookings	Web	221
1430	openbox	X Window System	221
1438	openCL	Library	221
4469	OpenCms	Web	221
1428	opendbx	Library	221
1427	openedit	Web	221
1426	openemr	Web	221
4468	OpenEXR	Library	221
1425	openfoam	Command Line	221
4467	OpenFTS	Web	221
4466	OpenGLUT	Library	221
1424	opengrade	X Window System	221
4465	OpenGui	Library	221
4464	OpenInteract	Command Line	221
4464	OpenInteract	Web	221
4463	OpenKiosk	Web	221
5306	openlb	Library	221
1437	openMAD	X Window System	221
1422	openmovieeditor	X Window System	221
1421	openobex	Library	221
1420	openoffice	X Window System	221
1419	openoptimus	Command Line	221
1418	openplag	Web	221
4462	OpenRealty	Web	221
1416	opensched	Command Line	221
1416	opensched	Web	221
4460	OpenSSH	Command Line	221
4459	OpenSSL	Command Line	221
4459	OpenSSL	Library	221
5743	openstego	Command Line	221
4457	Openswan	Command Line	221
1415	opentaxsolver	X Window System	221
4458	OpenTRS	Console	221
4458	OpenTRS	Web	221
1413	openvas	Web	221
1412	openvrml	Library	221
1412	openvrml	X Window System	221
5693	openvulture	Command Line	221
5693	openvulture	Console	221
5693	openvulture	Daemon	221
1436	openWebmail	Web	221
5458	opp	X Window System	221
1410	optcomplete	Command Line	221
1409	optik	Library	221
1408	orangehrm	X Window System	221
1407	orca	X Window System	221
6333	ordereddict	Command Line	221
4456	Oregano	X Window System	221
1406	orgadoc	Command Line	221
1405	oroborus	X Window System	221
1404	oroborusthemechanger	X Window System	221
4455	Orpie	Command Line	221
4481	OSCAR	Command Line	221
1402	osip	Library	221
4480	OSKit	Command Line	221
4480	OSKit	Library	221
4479	OSRaids	Web	221
4478	OSSPsvs	Command Line	221
1401	ostiary	Command Line	221
1400	otak	Command Line	221
5428	othello	Console	221
1399	otl	Command Line	221
4477	OTRS	X Window System	221
5461	otter	Command Line	221
5461	otter	Daemon	221
1398	otto	Web	221
1397	otto2	Web	221
6177	oursql	Command Line	221
1396	outl	Command Line	221
1395	overdose	Console	221
1394	overflow	X Window System	221
5305	owfs	Command Line	221
1393	owl	Command Line	221
1392	oxine	X Window System	221
1391	oyepa	Command Line	221
1391	oyepa	X Window System	221
1390	p	X Window System	221
1388	p0f2	Command Line	221
