#  file: sfRawTracker2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes tracker data for each project. This info 
#  is summed based on the daily tracker data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT  proj_unixname, sum(tracker_opened), sum(tracker_closed)
#  FROM project_statistics_60 
#  WHERE datasource_id=172  
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  tracker opened: the sum of all opened tracker items for this 60-day period 
#  tracker closed: the sum of all closed tracker items for this 60-day period
proj_unixname	sum(tracker_opened)	sum(tracker_closed)
async-lib	0	0
asyncaction	0	0
asynccontrols	0	0
asyncevent	0	0
asyncfaces	0	0
asyncframework	0	0
asyncfree	0	0
asynchrony	0	0
asynchttp	0	0
asyncmsgfw2	0	0
asyncnn	0	0
asyncobjects	0	0
asyncresolv	0	0
asyncsocket	0	0
asynja	0	0
asysite	0	0
asyuro	0	0
at-acf	0	0
at-bbs	0	0
at-cda	0	0
at-gallery-box	0	0
at-java	0	0
at-log-it	0	0
at-media-page	0	0
at-microkernel	0	0
at-minus-minus	0	0
at-o-mi-k	0	0
at-um	0	0
at-vda	0	0
at-xml	0	0
at0mpong3000	0	0
at2-extreme	0	0
at4j	0	0
at76c503a	0	0
at90usb-zd1211	0	0
at91-udp	0	0
ata	0	0
atab	0	0
atabaque	0	0
atacama	0	0
atacc	0	0
atach	0	0
atacommunicator	0	0
atactics	0	0
atag	0	0
atah	0	0
ataidle	0	0
atak	0	0
atak-avv	0	0
atalaya	0	0
atalebegins	0	0
atalk	0	0
atalk-secure	0	0
atanator	0	0
atanksaiupgrade	0	0
atar215-linux	0	0
ataraxis	0	0
atari-icedpck	0	0
atari-jybolac	0	0
atari8	0	0
atari8bit-ide	0	0
atari8text	0	0
ataricc65lib	0	0
atariemu	0	0
atarigl	0	0
atarilauncher	0	0
atarone	0	0
atarux	0	0
atas	0	0
atascii	0	0
atasm	0	0
atatk	0	0
atatl	0	0
atavi	0	0
ataxx32	0	0
atb	0	0
atbb	0	0
atbot	0	0
atc-xsolus	0	0
atc2	0	0
atcalc	6	6
atcipher	0	0
atcj	0	0
atcl	0	0
atcms	0	0
atcs	0	0
atcsignup	0	0
atd	0	0
atdor	0	0
atdtrainsim	0	0
atech-tools	0	0
atech-tools-m	0	0
atechhotdeals	0	0
ated	0	0
atedit	0	0
atelier	0	0
atelier-dmmf	0	0
atelierbgui	0	0
ateliernounours	0	0
atemplates	0	0
atemschutz	0	0
atemu	0	0
atena-framework	0	0
atenas	0	0
ateneo	0	0
atenteben	0	0
atenzakm	0	0
atenzakz	0	0
atenzaneofx	0	0
atenzaneotb	0	0
ateprog	0	0
aterm	0	0
atesa	0	0
atestingp	0	0
atethernet	0	0
atevents	0	0
atex	0	0
atf	0	0
atf-additions	0	0
atf8	0	0
atfes	0	0
atftesting	0	0
atftplocalnet	0	0
atg-rest	0	0
atg-tools	0	0
atgc	0	0
atgdeveloper	0	0
atgdust	0	0
atgeclipse	0	0
atgimportsvc	0	0
atglas	0	0
atglogcolorizer	0	0
atgs	0	0
atguard	0	0
ath	0	0
ath5	0	0
athanprogram	0	0
atheism-v2	0	0
athelias	0	0
athelion	0	0
atheme-ru	0	0
athena	0	0
athena-cmf	0	0
athena-dpl	0	0
athena-fcm	0	0
athena-research	0	0
athena3d	0	0
athenacf	0	0
athenacl	0	0
athenacms	0	0
athenaeum	0	0
athenaforums	0	0
athenaframework	0	0
athenamp	0	0
athenapys60	0	0
athenarms	0	0
athenaserver	0	0
athene	0	0
athenecms	0	0
athenetool	0	0
atheneum	0	0
athens	0	0
atheona	0	0
atherframe	0	0
atheria	0	0
atheros-atl2	0	0
athionquests	0	0
athirne	0	0
athletelog	0	0
athletix	0	0
athletixpalm	0	0
athlonforums	0	0
athlonmemcfg	0	0
athlos	0	0
athoma	0	0
athos	0	0
athosframework	0	0
athosrfid	0	0
athscap	0	0
ati	0	0
atias	0	0
atic	0	0
atictm	0	0
atil	0	0
atilo	0	0
atim2006	0	0
atimgallery	0	0
atinachile	0	0
atioptimizer	0	0
atioverclock2	0	0
atitd2ca	0	0
atitdpyrosim	0	0
atitunereditor	0	0
ativideo	0	0
ativos	0	0
atjflashcard	0	0
atjgames	0	0
atjsmenu	0	0
atk	0	0
atl	0	0
atl1	0	0
atl2	0	0
atla-cyclic	0	0
atlantal	0	0
atlantibot	0	0
atlantide	0	0
atlantika	0	0
atlantinstall	0	0
atlantis	0	0
atlantis-lz	0	0
atlantiscomprot	0	0
atlantisgame	0	0
atlantisjava	0	0
atlantismmorpg	0	0
atlantisos	0	0
atlantispbem	0	0
atlantispbem2	0	0
atlantissoft	0	0
atlantistalker	0	0
atlantiz	0	0
atlas	2	0
atlas-64	0	0
atlas-rest	0	0
atlas3d	0	0
atlasbits	1	0
atlasdb	0	0
atlasgen	0	0
atlashl	0	0
atlasloot	0	0
atlasmod	0	0
atlasofrubika	0	0
atlasrdf	0	0
atlasutils	0	0
atlc	0	0
atld	0	0
atleaplite	0	0
atlescripts	0	0
atleto	0	0
atli	0	0
atlnet	0	0
atltablelookup	0	0
atlx	0	0
atm	0	0
atm18	0	0
atm4e	0	0
atm88lib	0	0
atma	0	0
atmail2postfix	0	0
atmailopen	0	0
atman	0	0
atmanagedfile	0	0
atmconf	0	0
atmdemo	0	0
atmelv6	0	0
atmexample	0	0
atmission	0	0
atmodem4j	0	0
atmos	0	0
atmoscalc	0	0
atmosfera	0	0
atmosphere	0	0
atmp	0	0
atmutils	0	0
atn	0	0
atnag	0	0
atnet	0	0
atniemi	0	0
ato	0	0
atocha	0	0
atol	0	0
atoll	0	0
atols	0	0
atom	0	0
atom-mmorpg	0	0
atom-os	0	0
atom-project	0	0
atom-vm	0	0
atom3d	0	0
atomaticms	0	0
atomatrix	0	0
atome	0	0
atomfeed	0	0
atomic	0	0
atomic-clusters	0	0
atomic-engine	0	0
atomic-project	0	0
atomic-ptr-plus	0	0
atomicboard	0	0
atomicboards	0	0
atomicbomberman	0	0
atomiccleaner	0	0
atomiccms	0	0
atomicdate	3	0
atomicdeluxe	0	0
atomicframework	0	0
atomicge	0	0
atomicgpsclock	0	0
atomicobjects	0	0
atomicpa	0	0
atomicparsley	0	0
atomicrmi	0	0
atomics	0	0
atomicwrapper	0	0
atomik	0	0
atomix	0	0
atomiz	0	0
atomlib	0	0
atomnet	0	0
atomojo	0	0
atomorun2008	0	0
atomos	0	0
atomparser	0	0
atomphotoblog	0	0
atoms	0	0
atomskoverlay	0	0
atomsmasher	0	0
atomsphere	0	0
atomvm	0	0
atomvox	0	0
atomweb	0	0
atonkar	0	0
atool	0	0
atools	0	0
atoosa	0	0
atop	0	0
atoprojeto	0	0
atoqu	0	0
atos51	0	0
atosmain	0	0
atouva	0	0
atox	0	0
atp	0	0
atp-protocol	0	0
atp3	0	0
atpad	0	0
atpard	0	0
atpdec	0	0
atpidp	0	0
atportal	0	0
atr	0	0
atrace	0	0
atrai	0	0
atrans	0	0
atrax	0	0
atree	0	0
atreminder	0	0
atreqid	0	0
atrevido	0	0
atreyu	0	0
atreyums	0	0
atrialinux	0	0
atris	0	0
atrisdeftrack	0	0
atrisframework	0	0
atrogue	0	0
atropine	0	0
atry	0	0
ats	0	0
ats-first	0	0
ats-framework	0	0
ats-lang	0	0
ats-system	0	0
atsa	0	0
atscap-gpl	0	0
atschool	0	5
atsearch	0	0
atsf	0	0
atsinfocenter	0	0
atslog	0	0
atsm	0	0
atsms	0	0
atsoft	0	0
atspec	0	0
atsphp	0	0
atsr	0	0
att-metadata	0	0
attache	0	0
attacher	0	0
attachment-doc	0	0
attachpro	0	0
attack	0	0
attackofaliens	0	0
attal	3	0
attansicl1osx	0	0
attem	0	0
attendance	0	0
attendencetrack	0	0
attendmanager	0	0
attendo	0	0
attension	0	0
attention	0	0
attentionbutton	0	0
attentiontrust	0	0
attic	0	0
attical	0	0
attilim	0	0
attiny-vis-prog	0	0
attitude	0	0
attnsheet	0	0
attocms	0	0
attr-x	0	0
attractor3d	0	0
attractors	0	0
attraining	0	0
attrezzo	0	0
attribunit	0	0
attributes	0	0
atts	0	0
attysoft	0	0
atu	0	0
atualizare	0	0
atuatuca	0	0
atuin	0	0
atum	0	0
atunes	38	39
atutor	0	0
atutor2go	0	0
atv	0	0
atvieplayer	0	0
atwin	0	0
atwrap	0	0
atystranslator	0	0
au3-mode	0	0
au3forums	0	0
au4all	0	0
aua	0	0
auase	0	0
aubelisk	0	0
aubio	0	0
aubit4gl	0	0
aubjex	0	0
aubng	0	0
auboard	0	0
aubrey	0	0
auburn	0	0
auc	0	0
auc-dbms	0	0
auc-plethora	0	0
auccow	0	0
auch	0	0
aucklandlayout	0	0
auco-commander	0	0
aucontraire	0	0
aucor	0	0
auct-pict-serv	0	0
auction	0	0
auction-dealer	0	0
auction-frmwrk	0	0
auctionant	0	0
auctioneer	0	0
auctioneer-wow	0	0
auctionexchange	0	0
auctionfeed	0	0
auctiongallery	0	0
auctionlister	0	0
auctionmage	0	0
auctionminister	0	0
auctionportal	0	0
auctionscan	0	0
auctiontextgen	0	0
aud-jamendo	0	0
aud-x	0	0
audacious	0	0
audacious-dvb	0	0
audaciousstatus	0	0
audacity	1	1
audacity-extra	0	0
audacitypolicia	0	0
audacitypro	0	0
audaremote	0	0
audconv	0	0
audeance	0	0
audela	0	0
audgallery	0	0
audible	0	0
audiblealerts	0	0
audical	0	0
audicle	0	0
audiction	0	0
audid	0	0
audience	0	0
audiere	0	0
audierenet	0	0
audigytools	0	0
audimus	0	0
audio-mux	0	0
audio-portal	0	0
audio3d	0	0
audiobeast	0	0
audioblocks	0	0
audiobook	0	0
audiobook-matf	0	0
audiobookcreate	0	0
audiobookcutter	0	0
audiobookmaker	0	0
audiobox	0	0
audioburner	0	0
audiocaptcha	0	0
audiocarver	0	0
audiocatalog	0	0
audiocodec	0	0
audiocore	0	0
audiocustominfo	0	0
audiocutter	0	0
audiod	0	0
audiodb	0	0
audiodevpkg	0	0
audiodrama	0	0
audiodrive	0	0
audiodrome	0	0
audioeditor	0	0
audioenclave	0	0
audioerp	0	0
audiofile	0	0
audioframework	0	0
audiograph	0	0
audiohyperlinks	0	0
audioics	0	0
audioid3taglib	0	0
audiolab	0	0
audiolibrary	0	0
audiolink	0	0
audiom	0	0
audioman	0	0
audiomat	0	0
audiomuse	0	0
audionews	0	0
audionotes	0	0
audionut	0	0
audioobject	0	0
audiophil	0	0
audiophilia	0	0
audioplayer	1	0
audioplayer51	0	0
audioplex	0	0
audiopolis	0	0
audioproc	0	0
audioradmin	0	0
audiorg	0	0
audioscrobbler	0	0
audioseparator	0	0
audioserv	0	0
audioslicer	0	0
audioslideshow	0	0
audiospace	0	0
audiospread	0	0
audiostreamer	0	0
audiostreams	0	0
audiosum	0	0
audiosurfprod	0	0
audiosync	0	0
audiotagparser	0	0
audiotools	0	0
audiotransform	0	0
audiotv	0	0
audioware	0	0
audiowiki	0	0
audiowrapper	0	0
audit	0	0
audit-template	0	0
audit-test	2	2
auditad	0	0
audithem	0	0
auditisx	0	0
auditlib	0	0
auditlog	0	0
auditor	0	0
auditrocity	0	0
audittracking	0	0
auditviewer	0	0
audjay	0	0
audmes	0	0
auebgs	0	0
auf	0	0
aufgabenmanager	0	0
aufs	0	0
aug	0	0
augcyl	0	0
auge	0	0
auger	0	0
augment	0	0
augment103	0	0
augmented-real	0	0
augmentedcity	0	0
augmentedsyntax	0	0
augrok	0	0
augterm	0	0
augur	0	0
augur-olr	0	0
auguriotool	0	0
august	0	0
auguste	0	0
augustus	0	0
augustusburg	0	0
augvirtuality	0	0
aui	0	0
auii	0	0
auit	0	0
aukyla	0	0
aula	0	0
aulanarede	0	0
aulari-virtual	0	0
auli	0	0
aum	0	0
aumix	0	0
aunit	0	0
auoe	0	0
aupa	0	0
aupam	0	0
auplayer	0	0
aupro	0	0
aur-get	0	0
aura	0	0
aura-pda	0	0
aura-xmlrpc	0	0
aurabpm	0	0
auracms	0	0
auraeus	0	0
auralprobe	0	0
auramares-tools	0	0
aurang	0	0
auraproject	0	0
aurart	0	0
aurasuite	0	0
aureal	0	0
aurelia	0	0
aurelius	0	0
aureo	0	0
aures	0	0
aureservoir	0	0
aureus	0	0
auricula	0	0
auriferous	0	0
aurigadoc	0	0
aurigadoclet	0	0
aurigae	0	0
aurin	0	0
auristerre	0	0
aurora	0	0
aurora-cms	0	0
aurora-ims	0	0
aurora-widget	0	0
aurorab	0	0
aurorabbs	0	0
auroracontrol	0	0
auroraf	0	0
auroraframework	0	0
auroragame	0	0
auroragpl	0	0
auroramvc	0	0
auroraoffice	0	0
auroraos	0	0
auroraproject	0	0
aurorarnm	0	0
aurorasdk	0	0
aurorasupertree	0	0
aurorax	0	0
auross	0	0
aurum	0	0
aurum-rl	0	0
auryn	0	0
aus	0	0
ausas	0	0
auspice	0	0
auspostdb	0	0
auss	0	0
aussicart	0	0
austaxengine	0	0
auster	0	0
austhex	0	0
austin	0	0
australia	0	0
austria	0	0
austrumi	0	0
aususa	0	0
aut	0	0
autarkys	0	0
autat	0	0
autentica-linux	0	0
autenticaadsl	0	0
autenticador	0	0
auth	0	0
auth-ldap	0	0
auth-mysql	0	0
auth-mysql-ldap	0	0
auth-passwd	0	0
auth-pgsql	0	0
authadmin	0	0
authclass	0	0
authd	0	0
authdefender	0	0
authena22surf	0	0
authenguru	0	0
autheventfilter	0	0
authfail	0	0
authgateway	0	0
authgrab	0	0
authlib	0	0
authlite	0	0
authmanager	0	0
authme	0	0
authmemcookie	1	0
authone-de	0	0
authordesk	0	0
authorizenetaim	0	0
authorizenetpay	0	0
authorlink	0	0
authornewslette	0	0
authorshipdeter	0	0
authorware	0	0
authorweb	0	0
authoxy	0	0
authoxy-panther	0	0
authpfng	0	0
authpg	0	0
authpgsql	0	0
authphp	0	0
authprogs	0	0
authprotocol	0	0
authsae	0	0
authservlet	0	0
authshell	0	0
authsmtpproxd	0	0
authware	0	0
authwatcher	0	0
authwiki	0	0
authzsysgroup	0	0
autms	0	0
auto	0	0
auto-07p	0	1
auto-apt	0	0
auto-auction	0	0
auto-autofs	0	0
auto-backup	0	0
auto-bpm	0	0
auto-bus-widget	0	0
auto-check-sum	0	0
auto-curl	0	0
auto-dms	0	0
auto-faq	0	0
auto-form	0	0
auto-idproject	0	0
auto-log	0	0
auto-matrix	0	0
auto-net	0	0
auto-nethack	0	0
auto-persist-j	0	0
auto-phlip-ml	0	0
auto-pilot	0	0
auto-radio	0	0
auto-rss-import	0	0
auto-rsync	0	0
auto-sched	0	0
auto-transcode	0	0
auto-tunnel	0	0
auto-update	0	0
auto-wx	0	0
autoaccept-sink	0	0
autoadmin	0	0
autoalert	0	0
autoalien	0	0
autoamp-iitg	0	0
autoant	0	0
autoap	2	0
autoarchiv	0	0
autoarchive	0	3
autobackup	0	0
autobahn-logmon	0	0
autobaiter	0	0
autoball	0	0
autobcdef	0	0
autobeatmatch	0	0
autobenchmark	0	0
autoblogger	0	0
autobook-zh	0	0
autobots	0	0
autobudget	0	0
autobuild	0	0
autobuilder	0	0
autoburn	0	0
autocabal	0	0
autocapper	0	0
autocar	0	0
autocase	0	0
autocash	0	0
autocast	0	0
autocdmount	0	0
autochannel	0	0
autocisco	0	0
autocleaner	0	0
autoclicker	0	0
autocluster	0	0
autoclustering	0	0
autocode	0	0
autocomic	0	0
autocondat	0	0
autocondathotel	0	0
autoconfig	0	0
autocontent	0	0
autocontrol	1	0
autocrc	0	0
autocrud	0	0
autocryptfs	0	0
autocvs	0	0
autocvstraker	0	0
autodafe	0	0
autodao	0	0
autodefrag	0	0
autodep	0	0
autodepend	0	0
autodeploy	0	0
autodetect	0	0
autodistribute	0	0
autodistrict	0	0
autodlvmgr	0	0
autodoc	0	0
autodonations	0	0
autodownloader	0	0
autodraw	0	0
autodri	0	0
autodvorak	0	0
autoeclipse	0	0
autoencoders	0	0
autoexsvc	0	0
autof	0	0
autofaces	0	0
autofan	0	0
autofanticide	0	0
autofc	0	0
autofeed	0	0
autofetch	0	0
autoficon	0	0
autofile	0	0
autofilebackup	0	0
autofileloader	0	0
autofiler	0	0
autofilerelease	0	0
autofilter	0	0
autofocus-sa	0	0
autoforensic	0	0
autoform	0	0
autoformattext	0	0
autoforms	0	0
autofsck	0	0
autofsng	0	0
autoftp	0	0
autogen	0	0
autogen-pl	0	0
autogetsublime	0	0
autogg	0	0
autoglade	0	0
autograf	0	0
autograph	0	0
autoguide	0	0
autoguider	0	0
autohelm	0	0
autohit	0	0
autohome-v1	0	0
autohost	0	0
autoicon	0	0
autoimage	0	0
autoindexer	0	0
autoindexphp	0	0
autoinspect	0	0
autoinst	0	0
autoinstall	0	0
autoinstaller	0	0
autoit-hilfe	0	0
autoit-recorder	0	0
autoivrdialer	0	0
autojar	0	0
autojdbcdao	0	0
autojml	0	0
autojock	0	0
autokennzeichen	0	0
autokermit	0	0
autokernel	0	0
autokey	15	17
autokeylock	0	0
autokindle	0	0
autolauncher	0	0
autolinguist	0	0
autolink	0	0
autolist	0	0
autoload	0	0
autoloadmanager	0	0
autolog	0	0
autologin	0	0
autologon	0	0
autologs	0	0
autolyrics	0	0
autolyrix	0	0
autom	0	0
automagic	0	0
automagic-app	0	0
automagic-ha	0	0
automagicutils	0	0
automail	0	0
automailsorter	0	0
automan	0	0
automanforsofa	0	0
automanga	0	0
automanic	0	0
automapper	0	0
automarker	0	0
automaserver	0	0
automasonry	0	0
automatedjigsaw	0	0
automatedliving	0	0
automatedradio	0	0
automatedrobot	0	0
automatedwebtes	0	0
automateit	2	0
automatha	0	0
automatic	0	0
automatic-drake	0	0
automaticbackup	0	0
automaticclassi	0	0
automaticpara	0	0
automaticproxy	0	0
automaticservic	0	0
automaticwindow	0	0
automatiks	0	0
automation	0	0
automationtm	0	0
automatool	0	0
automator	0	0
automatous-monk	0	0
automatrix	0	0
automediaplayer	0	0
automemento	0	0
autometer	0	0
automgenruntime	0	0
automike	0	0
automne	0	0
automock	0	0
automodule	0	0
automonial	0	0
automote	0	0
automotive-clas	0	0
automower	0	0
automseat	0	0
automsvc	0	0
automysqlbackup	5	0
autonap	0	0
autonessus	5	7
autonetdeploy	0	0
autonomaftp	0	0
autonomous	0	0
autonomous1	0	0
autonomoussim	0	0
autonomy	0	0
autonotes	0	0
autoonslaught	0	0
autoopencas	0	0
autooptioncli	0	0
autopackage	0	0
autopar	0	0
autopark	0	0
autopatch	0	0
autoperl	0	0
autopgsqlbackup	0	0
autopgsqlbakup	0	0
autopick	0	0
autopilot	0	0
autopilot-r	0	0
autoping	0	0
autopipes	0	0
autopkg	0	0
autoplay	0	0
autoplayiso	0	0
autoport	0	0
autopoweroff	0	0
autoppp	0	0
autoprime	0	0
autoprofile	0	0
autoprune	0	0
autopsi	0	0
autopsy	1	0
autoq	0	0
autoq3d	0	0
autoquant	0	0
autoquote	0	0
autoradio	0	0
autorator	0	0
autorealm	1	0
autorealm2svg	0	0
autorecording	0	0
autoref	0	0
autoregexcheck	0	0
autorepairalldb	0	0
autoreplymodif	0	0
autorequire	0	0
autoresize	0	0
autoresizejpeg	0	0
autorespond-it	0	0
autoresponder	0	0
autoresult	0	0
autorib	0	0
autorip	0	0
autoripper	0	0
autorobot	0	0
autorooms	0	0
autorooter	0	0
autorun	0	0
autorungenie	0	0
autorunusbvirus	0	0
autosail	0	0
autosat	0	0
autoscan	0	0
autoscreen	0	0
autoscreencaptu	0	0
autosec	0	0
autosemantix	0	0
autoserv	0	0
autosftwrupdt	0	0
autosh	0	0
autoshim	0	0
autoshopmx	0	0
autoshutd	0	0
autoshutdown	0	0
autosig	0	0
autositemap	0	0
autositephp	0	0
autosmooth	0	0
autosocscien	0	0
autosplitimage	0	0
autosprdsheet	0	0
autossh	0	0
autostars	0	0
autostarter	0	0
autostartmanage	0	0
autostarts	0	0
autostatus	0	0
autostepssm	0	0
autostrip	0	0
autosubtitle	0	0
autosummary	0	0
autosuperfind	0	0
autosurfing2007	0	0
autosurfmanager	0	0
autoswap	0	0
autosweep	0	0
autosweeper	0	0
autoswitchoff	0	0
autosync-mirror	0	0
autotabla	0	0
autotag	0	0
autotaglib	0	0
autotax	0	0
autotca	0	0
autotek	0	0
autotemplate	0	0
autotest	0	0
autotest-frmwrk	0	0
autotester	0	0
autotestgen	0	0
autotestlabman	0	0
autotestnet	0	0
autothumb	0	0
autotoast	0	0
autotocjs	0	0
autotool4d	0	0
autotools-idl	0	0
autotorrent	0	0
autotrace	0	0
autotrack	0	0
autotracker	1	0
autotrader	0	0
autotrans	0	0
autotranslation	0	0
autotroll	0	0
autotunnel	0	0
autounit	0	0
autoupdate	0	0
autoupdater	0	0
autovat	0	0
autovehicles	0	0
autover	0	0
autoverkauf	0	0
autovermietung	0	0
autowallpaper	0	0
autoweather	0	0
autoweb	NULL	NULL
autowebgallery	0	0
autowebserver	0	0
autowhitelist	0	0
autowikibrowser	0	0
autowin	0	0
autowork	0	0
autoworkinjava	0	0
autowww	0	0
autoxvid	0	0
autrealm	0	0
autshumatoite	0	0
autumn	0	0
autumn-bb	0	0
autumnfall	0	0
aututor	0	0
auvai	0	0
auvnetsim	0	0
aux	0	0
auxchat	0	0
auxel	0	0
auxilia	0	0
auxiliary	0	0
auxilium	0	0
auxion	0	0
auxmpeg	0	0
auxreader	0	0
auxtk	0	0
auxutils	0	0
auyamaxen	0	0
auzaz	0	0
av-hdd	0	0
av-threader	0	0
av-usbradio	0	0
av3d	0	0
av3scms	0	0
av4odf	0	0
av8	0	0
ava	0	0
ava-sbs	0	0
avacet	0	0
avacs	0	0
avadan	0	0
avade	0	0
avadmin	0	0
avae	0	0
avaele	0	0
avaengine	0	0
avagor	0	0
avail	0	0
avail-manager	0	0
available	0	0
avalanche	0	0
avalanche-chat	0	0
avalanchegdk	0	0
avalanchesnowra	0	0
avalerion	0	0
avalgrind	0	0
avalon-cms	0	0
avalon-online	0	0
avalon1	0	0
avalonarmory	0	0
avalonbyond	0	0
avalonweb	0	0
avancecms	0	0
avancedloadavge	0	0
avango	0	0
avanor	0	0
avant	0	0
avantemplate	0	0
avantfax	4	2
avantgarde	0	0
avanthotel	0	0
avantiquizlet	0	0
avantisms	0	0
avanzosc	0	0
avar	0	0
avarial	0	0
avarice	0	0
avastuproject	0	0
avatags	0	0
avatal	0	0
avatar	0	0
avatar-it	0	0
avatar-rit	0	0
avatara	0	0
avatarhangout	0	0
avatarmakerbr	0	0
avatarsandicons	0	0
avatarsat	0	0
avatarsdev	0	0
avayaaesbulkadm	0	0
avbooklibrary	1	0
avc	0	0
avc2avi	0	0
avcalendar	0	0
avcap	0	0
avcc	0	0
avclan	0	0
avcodeclib	0	0
avcon	0	0
avcons	0	0
avconv	0	0
avcore	0	0
avcp	0	0
avd	0	0
avdllib	0	0
avdms	0	0
avdnet6	0	0
avdvdb	0	0
avdx	0	0
ave	0	0
avecms	0	0
aveditor	0	0
avein	0	0
avenductor	0	0
avenger-2006	0	0
avengerbot	0	0
aventuras-cli	0	0
avenue	0	0
avenuedbm	0	0
avenueinvoice	0	0
average	0	0
avern	0	0
averti	0	0
avertvusb	0	0
avetanabt	0	0
avetanaobex	0	0
avexcms	0	0
avf	0	0
avge	0	0
avgi	0	0
avh	0	0
avhelpers	0	0
avi-ogminfo	0	0
avi2dvd	0	0
avi2palm	0	0
avi2vcd	0	0
avia	0	0
avian	0	0
avianfs	0	0
aviarycms	0	0
aviaryportlets	0	0
aviationist	0	0
aviationstudy	0	0
aviatwebbrowser	0	0
avicaptcl	0	0
avicenn	0	0
avicenna	0	0
avicodecpack	0	0
avicora	0	0
avid	0	0
avida	0	0
avidb	0	0
avidemux	1	0
avidus	0	0
avieonline	0	0
avieonline-lms	0	0
avifile	0	0
avignon	0	0
aviinfo	0	0
avijoin	0	0
avilas	0	0
avilibs	0	0
avilon	0	0
avimanager	0	0
avinord	0	0
avinwebcam	0	0
aviones	0	0
avionics	0	0
avionix	0	0
avip-inventory	0	0
avipix	0	0
avira-webmin	0	0
avis	0	0
avisa	0	0
avisplice	0	0
avisync	0	0
avisynth-linux	0	0
avisynth2	3	1
avisynthpreproc	0	0
avitoac3	0	0
avitools	0	0
aviwave	0	0
avl	0	0
avl-array	0	0
avlmap	0	0
avltracking	0	0
avltree	0	0
avltree-cxx-smm	0	0
avm	0	0
avmath	0	0
avmeet	0	0
avmi	0	0
avmixer	0	0
avmon	0	0
avner	0	0
avnmp	0	0
avocado	0	0
avocado-api	0	0
avocado-cad	0	0
avocadofw	0	0
avoidtheroid	0	0
avolve	0	0
avos	0	0
avotcore	0	0
avp-milter	0	0
avpgcon	2	0
avpguide	0	0
avplan	0	0
avprog	0	0
avpython	0	0
avr-ada	0	0
avr-bascom-tcp	0	0
avr-cpp-lib	0	0
avr-datalogger	0	0
avr-eclipse	4	2
avr-gcc-library	0	0
avr-gdb-sim	0	0
avr-glcd-ks0107	0	0
avr-isp	0	0
avr-os	0	0
avr-rtos	0	0
avr-usb-cmc	0	0
avr10-firmware	0	0
avr32-libc	0	0
avr32fasm	0	0
avra	0	0
avram	0	0
avrbikelight	0	0
avrburn	0	0
avrcalc	0	0
avrcam	0	0
avrcedit	0	0
avrcnc	0	0
avrcomputer	0	0
avrcox	0	0
avrdmx	0	0
avrdude-gui	0	0
avrdude5-3-1	0	0
avrecord2	0	0
avrfftlcd	0	0
avrfix	0	0
avrforthlike	0	0
avrgps	0	0
avrhmon	0	0
avri2c	0	0
avril	0	0
avrlib	0	0
avrlibcpp	0	0
avrlibrary	0	0
avrmegatools	0	0
avrml	0	0
avrnet	0	0
avrora	0	0
avros	0	0
avrparser	0	0
avrprog	0	0
avrprogrammer	0	0
avrra	NULL	NULL
avrsim	0	0
avrsimu	0	0
avrspi7042	0	0
avrsvf0	0	0
avrsynth	0	0
avrtv	0	0
avrub	0	0
avrucos	0	0
avrwiz	0	0
avrx	0	0
avs	0	0
avs-vista	0	0
avsap	0	0
avscroll	0	0
avslib	0	0
avsp2p	0	0
avstodvd	0	0
avt-skin	0	0
avtc	0	0
avunem	0	0
avupdate	0	0
avux	0	0
avvxp	0	0
avx	0	0
avxx	0	0
aw-mps	0	0
aw-utils	0	0
aw-webstudio-x	0	0
aw2sql	0	0
aw8-alsa	0	0
awaas	0	0
awah	0	0
awake-cms	0	0
awakener	0	0
awaker	0	0
awal	0	0
awale	0	0
awanasoft	0	0
awardmod	0	0
aware	0	0
awaremps	0	0
awarenet	26	36
awarenut	0	0
awarinet	0	0
awat	0	0
awb	0	0
awbot	0	0
awc	0	0
awcb	0	0
awclust	0	0
awcm	0	0
awdbedit	0	0
awdinjector	0	0
awdotnet	0	0
awe	0	0
awebctcclient	0	0
aweblibs	0	0
awebusenet	0	0
awebvisit	0	0
awegui	0	0
awelements	0	0
awelon	0	0
awemud	0	0
awerpg	0	0
awes	NULL	NULL
awesom-o	0	0
awesome	0	0
awesome-work	0	0
awesomemail	0	0
awesomes	0	0
awesomo	2	0
awesomocmder	0	0
awesum	0	0
awesum2	0	0
awesumengine	0	0
awf	0	0
awfu	0	0
awg-scheme-libs	0	0
awicontrol	0	0
awifuzz	0	0
awiki	0	0
awing	0	0
awjava	0	0
awk4j	0	0
awka	1	0
awkiawki	0	0
awkmeter	0	0
