#  file: fsfProjectInfo2010-May.txt
#  package: fsfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of Free Software 
#  Foundation project information generated from the list of projects gathered 
#  in 2010-May
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#  
#  SELECT proj_num, proj_unixname, date_collected, datasource_id, url, real_url, desc_short, desc_long, user_level 
#  FROM fsf_projects 
#  WHERE datasource_id=221 
#  ORDER BY proj_num
#
#  datasource_id = 221 is the 2010-May collection from FSF.
proj_num	proj_unixname	date_collected	datasource_id	url	real_url	desc_short	desc_long	user_level
1886	log4sh	2010-05-03 16:09:22	221	http://directory.fsf.org/project/log4sh	http://forestent.com/products/log4sh/	Logging framework for shell scripts	'log4sh' is a logging framework for shell scripts.\nIt makes the task of adding advanced logging to shell scripts easier,\nand has much more power than just using simple "echo" commands\nthroughout. It can also be configured from a properties file so that\nscripts in a production environment do not need to be altered to\nchange the amount of logging they produce.\n	
1887	log4php	2010-05-03 16:09:22	221	http://directory.fsf.org/project/log4php	http://www.vxr.it/log4php/	Php port of log4j	'log4php' is a PHP port of Log4j, the most popular\nJava logging framework. It supports configuration through XML and\nproperties files (with the same structure as log4j) and custom\nConfigurators. File, RollingFile, DailyFile, Echo, Console, Mail,\nPEAR::Db, PHP error, Syslog or NT events, and socket appenders are\nsupported. Simple, TTCC, Pattern, Html, and Xml Layouts are\nsupported. It also supports Filters, custom Levels, and\nLoggers. Internal debugging can be switched on and off. Log4php can be\nused inside a class or inside a main/sub function.\n	
1888	log4cpp	2010-05-03 16:09:22	221	http://directory.fsf.org/project/log4cpp	http://log4cxx.sourceforge.net/	C++ port of log4j 	'log4cxx' is a port to C++ of the log4j\nproject. It has the basically same functionaloty as log4j.\n	
1889	log4c	2010-05-03 16:09:22	221	http://directory.fsf.org/project/log4c	http://log4c.sourceforge.net/	Library for flexible logging	'Log for C' is a library for flexible logging to\nfiles, syslog, and other destinations. It is modeled after the Log for\nJava library, staying as close to its API as is reasonable.\n	
1890	lodju	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lodju	http://liw.iki.fi/liw/lodju/	Lodju creates indexes of digital images	Lodju creates indexes of digital images, such as\nphotographs taken with a digital camera. It can also generate web\ngalleries of them. These indexes will help you to manage your image\ncollection, making it easy to organize and search for images.\n	
1891	lndir	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lndir	http://www.mit.edu/afs/sipb/project/sipbsrc/rt/lndir/	Creates a shadow directory of symbolic links to another directory tree	'lndir' makes a shadow copy (todir) of a directory\ntree (fromdir). The shadow is populated with symbolic links pointing\nat the real files in the fromdir directory tree, not with real files.\nThis is useful for maintaining source code for different machine\narchitectures. You create a shadow directory containing links to the\nreal source (usually mounted from a remote machine). You can build in\nthe shadow tree, and the object files will be in the shadow directory,\nwhile the source files in the shadow directory are just symlinks to\nthe real files.\n\n<P>If you update the source, you need not propagate the change to the\nother architectures by hand, since all source in all shadow\ndirectories are symlinks to the real thing: just cd to the shadow\ndirectory and recompile.\n	
1892	ln_local	2010-05-03 16:09:22	221	http://directory.fsf.org/project/ln_local	http://hocwp.free.fr/ln_local/index.html	Managing the installation of software packages	'ln_local' is a shell script for managing the\ninstallation of software packages (typically in /usr/local). It's a\nprogram between stow and lndir/cleanlinks. The package (in an approach\nbased on Stow) installs each package into its own tree, then uses\nsymbolic links to make it appear as though the files are installed in\nthe common tree.\n	
1893	lmule	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lmule	http://lmule.sourceforge.net/	A GNU/Linux port of the eMule file sharing client.	Lmule is a GNU/Linux port of the eMule file sharing \nclient that uses the wxWindows class library. \nIt supports downloading, uploading, \nsearchomg, adding ed2k links, statistics,  a \nshared files tab, a messages tabs, and friend \nmanagement.\n	
1894	lm_sensors	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lm_sensors	http://www2.lm-sensors.nu/~lm78/	Utilities to monitor temperatures, voltages, and fans	lm_sensors provides essential drivers for\nmonitoring the temperatures, voltages, and fans of Linux systems\ncontaining devices such as the LM78 and LM75. It contains drivers for\nsensor chips and I2C and SMBus masters. It also contains text-based\ntools for sensor reporting, and a library for sensors access called\n'libsensors'. It also contains tools for sensor hardware\nidentification and I2C bus probing. There is a list of supported\ndrivers on the Web site.\n	
1895	livinginternet_web_site_template	2010-05-03 16:09:22	221	http://directory.fsf.org/project/livinginternet_web_site_template	http://www.livinginternet.com/tsourcecode.htm	Source and user manual providing a simple, automated structure for provision of standard navigation 	Very lightweight source code and user manual providing a simple, automated structure for implementation of standard navigation functionality (Previous, Up, Next) for web sites with multiple chapters and subsections.  The associated user manual describes a simple method of building and maintaining reference length web sites using a simple gardening example, and is released under the GNU Free Documentation License.  The template was designed for ease of maintenance, so the information the source code requires to process a page is mainly stored in the name of the page itself.  The code is in JavaScript and should run on any standard browser, anywhere.  	
1896	littlewizard	2010-05-03 16:09:22	221	http://directory.fsf.org/project/littlewizard	http://littlewizard.sourceforge.net/	A development environment for children.	Little Wizard is a development environment for children. It is intended to be used by primary school children to learn about the main elements of real computer languages. Using only the mouse, children can explore programming concepts such as variables, expressions, loops, conditions, and logical blocks. Every element of the language is represented by an intuitive icon, making it easy to learn.	
1897	littleutils	2010-05-03 16:09:22	221	http://directory.fsf.org/project/littleutils	http://sourceforge.net/projects/littleutils/	A collection of small but useful programs.	The littleutils are a collection of small but\nuseful programs. These programs include a\nduplicate file finder (repeats), image optimizers\n(opt-jpg, opt-png, and opt-gif), file renaming\nutilities (lowercase and uppercase), archive\nrecompressors (to-bzip, to-7zip, and to-lzma), a\ntempfile utility (tempname), text file cleanup\nutilities (notabs, notrails, and lreplace), some\nlow-level file query utilities (filesize,\nfiledate, filemode, and filenode), plus others.\nWeb site administrators will find the image\noptimizers particularly useful, while script\nwriters will find some of the lower-level\nutilities more useful.\n	Intermediate
1898	litetrash	2010-05-03 16:09:22	221	http://directory.fsf.org/project/litetrash	http://pages.stern.nyu.edu/~marriaga/software/litetrash/	Light-weight, portable trash can	'litetrash' is a shared library which, when\npreloaded, implements a trash can. Itworks in the same way as libtrash\n(by intercepting function calls which might lead to accidental data\nloss), however it has virtually no configuration options and will\nhopefully compile on any *NIX system.\n	
1899	liteman	2010-05-03 16:09:22	221	http://directory.fsf.org/project/liteman	http://igorkh.freeshell.org/en/software/liteman.html	A graphical manager for SQLite files.	LiteMan is a simple GUI database manager for the\nSQLite embedded database engine, version 3. It is\nmeant to be used as a quick tool to build database\nfiles for dynamic Web sites and application file\nformats, but can be used as a generic database\napplication (though a low-level one).\n	
1900	listener	2010-05-03 16:09:22	221	http://directory.fsf.org/project/listener	http://www.vanheusden.com/listener/	Detects and records sound	'listener' is a security-related program like\n'motion' (which detects motion on a Webcam): it listens for sound. If\nit detects any, it starts recording until the sound stops (or a bit\nlater, which is configurable). It stores the audio in .WAV files\n	
1901	lisp-cgiutils	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lisp-cgiutils	http://www.thangorodrim.de/software/lisp-cgi-utils/index.html	Common Lisp CGI scripting utilities	'lisp-cgi-utils' is a package for developing CGI\nscripts with Common Lisp. It implements a very basic HTTP/CGI\ninterface (sending headers, getting GET/POST and environment\nvariables) and offers tools for easier HTML generation with special\nsupport for handling HTML forms.\n	
1902	lisa	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lisa	http://lisa.sourceforge.net/	Platform for developing Lisp-based Intelligent Software Agents	'LISA' is a platform for the development of\nLisp-based Intelligent Software Agents. It is a production-rule system\nimplemented in the Common Lisp Object System (CLOS), and is heavily\ninfluenced by CLIPS and the Java Expert System Shell (JESS). Its core\nis a reasoning engine based on an object-oriented implementation of\nthe Rete algorithm solving the many-to-many matching problem.\n\n<P>LISA can reason over CLOS objects without imposing special class\nhierarchy requirements, so users cans augment existing CLOS\napplications with reasoning capabilities. Also, the full power of\nCommon Lisp is available for use within productions; there is no\ndichotomy between the programming language and its implementation.\n\n<P>The project's goals include complete freedom of availability, ease\nof portbility, simplicity (so that new developers can easily\nunderstand code layout and behavior), familiarity (with roots in CLIPS\nand JESS, LISA will be familiar to those who've worked with these\nsystems), and flexibility.\n	
1903	lire	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lire	http://www.logreport.org/	Log analyzer	Lire is a pluggable log analyzer. It has analyzers\nfor over 25 log file formats, ranging from Apache WWW log files to\niptables firewall logs and CUPS printing logs. Reports are generated\nin 9 different output formats, optionally with included graphs.\n	
1904	liquidwar6	2010-05-03 16:09:22	221	http://directory.fsf.org/project/liquidwar6	http://www.gnu.org/software/liquidwar6	Liquid War 6 is a unique multiplayer wargame.	Liquid War 6 is a unique multiplayer wargame. Your army is a blob of liquid and you have to try and eat your opponents. Rules are very simple yet original, they have been invented by Thomas Colcombet. It is possible to play alone against the computer but the game is really designed to be played with friends, on a single computer, on a LAN, or on Internet.	
1905	liquidwar	2010-05-03 16:09:22	221	http://directory.fsf.org/project/liquidwar	http://www.ufoot.org/liquidwar/v5	Liquid War 5 is a unique multiplayer wargame.	Liquid War 5 is a unique multiplayer wargame. Its rules are truely original and have been invented by Thomas Colcombet. You control an army of liquid and have to try and eat your opponents. A single player mode is available, but the game is definitely designed to be multiplayer, and has network support.	
1906	linuxvacation	2010-05-03 16:09:22	221	http://directory.fsf.org/project/linuxvacation	http://vacation.sourceforge.net/	Automatic mail-answering program	Linux Vacation is a port of the 386BSD vacation\nprogram (an automatic mail answering program found on many *NIX\nsystems) to GNU/Linux.\n	
1907	linux	2010-05-03 16:09:22	221	http://directory.fsf.org/project/linux		UNIX kernel often used with the GNU system	Linux is a portable, monolithic kernel and a collection of device drivers that can currently runs on hundreds of different computer platforms, including microcontrollers and other embedded systems. When combined with the GNU System it forms the GNU/Linux operating system. The main version of the Linux kernel that is being maintained by Linus Torvalds, Andrew Morton, et al., contains proprietary code in the form of binary blobs, so in the interest of freedom, we are providing a link to a version of the kernel in which this proprietary code has been removed so that it is entirely free software. 	Beginner
1908	lintouch	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lintouch	http://lintouch.org	An HMI (Human Machine Interface) system.	Lintouch is an implementation of HMI (Human\nMachine Interface) or MMI (Man Machine Interface)\nsoftware framework. It features a server/client\narchitecture, componentized design, and is\nplatform and architecture independent. The\nLintouch architecture allows you to develop your\nown connectivity plugins and visualization\nobjects.\n	
1909	linsmith	2010-05-03 16:09:22	221	http://directory.fsf.org/project/linsmith	http://www.jcoppens.com/soft/linsmith/index.en.php	An educational Smith charting utility.	linSmith is a Smith charting program. Users can enter eitherdiscrete components or transmission lines, see the results on screen, and/or generate Postscript output. Component values can be changed numerically or using scrollbars. Problems can be solved on-screen, and high-quality Postscript can be output for publication.	
1910	linphone	2010-05-03 16:09:22	221	http://directory.fsf.org/project/linphone	http://www.linphone.org	Web phone package	Linphone is a web-phone. It lets you make\ntwo-party phone calls using an IP network such as the internet. It is\ncompatible with SIP and RTP ietf protocols.\n	
1911	links	2010-05-03 16:09:22	221	http://directory.fsf.org/project/links	http://atrey.karlin.mff.cuni.cz/~clock/twibright/links/index.html	Web browser	An event-driven, interactive console Web browser\nthat supports HTTP and FTP, proper HTML table and frame rendering,\ncolor or monochrome displays, and background downloads. It features\nuser friendly menus, fast loading pages, bookmarks, and multiple\ncharacter sets. Unlike Lynx and w3m, Links can handle multiple\ndownloads and user input simultaneously.\n	
1912	linkgrammarwn	2010-05-03 16:09:22	221	http://directory.fsf.org/project/linkgrammarwn	http://www.eturner.net/linkgrammar-wn/	A lexicon expansion for the Link Grammar Parser.	LinkGrammar-WN is a lexicon expansion for the Link\n Grammar Parser. The Link Grammar Parser is a \nsyntactic parser of the English language that is \ncapable of handling a wide variety of syntactic \nconstructions and is considered quite robust.  The\nLinkGrammar-WN project aims to import lexical \ninformation from WordNet in an effort to increase\n the size of the LGP lexicon. This project is of \ninterest to anyone interested in NLP (natural \nlanguage parsing) of English text.\n	
1913	linice	2010-05-03 16:09:22	221	http://directory.fsf.org/project/linice	http://www.linice.com	Source-level kernel debugger	Linice is a source-level kernel debugger for x86\nsystems with the look and feel of SoftIce for MS Windows. It is\ndesigned for people who are already familiar with SoftIce, but anyone\ncan quickly get used to it. It can break into a running kernel at any\ntime using a hotkey and supports breakpoints and single step on\nmodules, the kernel, or user programs. It supports the VGA frame\nbuffer, the X Window System, serial connections, and monochrome\nadapters.\n	
1914	linherp	2010-05-03 16:09:22	221	http://directory.fsf.org/project/linherp	https://sourceforge.net/projects/linherp/	A herpetology records database.	LinHerp is a tool for recording various\nherpetology-related statistics such as feedings,\nsheds, length, weight, and health in an easy to\nuse and access database.\n	
1915	lingerd	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lingerd	http://www.iagora.com/about/software/lingerd/	Accelerator daemon for apache	Lingerd is a daemon designed to properly close\nnetwork connections from an HTTP server (ie Apache). This frees the\nserver from doing the boring but time-consuming job of "lingering\ncloses", and lets each process go on to the next connection\nimmediately. As a result, Apache needs fewer processes to handle high\nloads. This saves memory, reduces kernel contention, and makes Apache\nmore scalable.\n	
1916	limesurvey	2010-05-03 16:09:22	221	http://directory.fsf.org/project/limesurvey	http://www.limesurvey.org	Is a Online Survey Tool, which was known until May 2007 as PHPSurveyor.	LimeSurvey basically contains everything you need for doing nearly every survey with grace.\n<br>\nLimeSurvey currently offers:\n<ul>\n<li> Unlimited number of surveys at the same time </li>\n<li> Creation of a printable survey version </li>\n<li> Unlimited number of question groups in a survey </li>\n<li> Unlimited numbers of questions in a group/survey </li>\n<li> 20 different question types with more to come </li>\n<li> Multinlingual Surveys </li>\n<li> Ability to set conditions for questions depending on earlier answers (branching the survey) </li>\n<li> Re-usable editable answer sets </li>\n<li> Ready-made importable questions </li>\n<li> Assessment surveys </li>\n<li> Unlimited number of participants to a survey </li>\n<li> Anonymous or open surveys as well as closed surveys </li>\n<li> Optional public registration for surveys </li>\n<li> Sending of invitations, reminders and tokens by email </li>\n<li> Option for participants to buffer answers to continue survey at a later time </li>\n<li> Cookie or session based surveys </li>\n<li> Template editor for creating your own page layout </li>\n<li> Extended and user-friendly administration interface </li>\n<li> Back-office data entry possibility </li>\n<li> Survey start & end-dates for automation </li>\n<li> Enhanced import and export functions to text, CSV and MS Excel format </li>\n<li> Basic statistical and graphical analysis with export facility </li>\n</ul>\n	
1917	limbas	2010-05-03 16:09:22	221	http://directory.fsf.org/project/limbas	http://www.limbas.org	Is a web application based on tables, forms and reports with many other built-in features like a fil	A software factory application, which will help you quickly build applications even without programming skills.\nYou can create tables, formulas and PDF reports just with a drag and drop. Then you can build your own buisiness application using the workflow engine to distribute action between users.\n\nLIMBAS also has groupware functionnality with messaging (internal and mail), chat system.\n	
1918	lilypond	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lilypond	http://www.lilypond.org/stable/	Music typesetter	Produces sheet music using a high level\ndescriptive file as input. It excels at typesetting classical music,\nbut you can also use it for pop music.\n	Beginner
1919	liliboggie	2010-05-03 16:09:22	221	http://directory.fsf.org/project/liliboggie	http://mammique.net/liliboggie/	A Boggle-like words game.	LiliBoggie is a Boggle-like video game. It can\nfind words automatically, learn words, is\nextendable for many languages, and has countdown\ntiming, grammar options, and flexible grid.\n	
1920	lighttpd	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lighttpd	http://jan.kneschke.de/projects/lighttpd/	Web server optimized for high-performance environments	'lighttpd' is a secure, fast, compliant, and very\nflexible Web server which has been optimized for high-performance\nenvironments. It has a very low memory footprint compared to other Web\nservers, and it takes care of CPU load. It has an advanced feature set\nthat includes FastCGI, CGI, Auth, Output-Compression, URL-Rewriting,\nand much more.\n	
1921	lightspeed	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lightspeed	http://packages.debian.org/unstable/misc/lightspeed.html	Simulates a geometric lattice	Light Speed! is an OpenGL-based program which\nillustrates the effects of special relativity on the appearance of\nmoving objects. When an object accelerates past a few million meters\nper second, these effects begin to grow noticeable, becoming more and\nmore pronounced as the speed of light is approached. These\nrelativistic effects are viewpoint-dependent, and include shifts in\nlength, object hue, brightness and shape.\n\nThe moving object is, by default, a geometric lattice. 3D Studio and\nLightWave 3D objects may be imported as well. Best of all, the\nsimulator is completely interactive, rendering the exotic distortions\nin real-time!	
1922	lightning	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lightning	http://www.gnu.org/software/lightning/lightning.html	Generates assembly language code at run-time	GNU lightning, an unfinished program, will be a\nlibrary that generates assembly language code at run-time; it is very\nfast, making it ideal for Just-In-Time compilers, and it abstracts\nover the target CPU, as it exposes to the clients a standardized RISC\ninstruction set inspired by the MIPS and SPARC chips.\n\nGNU lightning is not yet complete and is considered to be in alpha\nstage. Only the x86 back-end has been tested and used in production\ncode.\n	
1923	lightfeather	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lightfeather	http://lf.mmdevel.de	A 3D engine	Lightfeather is a 3D engine for GNU/Linux. It is designed to be easy to use but still take advantage of the features of modern graphics hardware.	
1924	lifelines	2010-05-03 16:09:22	221	http://directory.fsf.org/project/lifelines	http://lifelines.sourceforge.net/	Console GEDCOM-based genealogy program	LifeLines is a genealogy program to help with your\nfamily history research. Its primarily strengths are its powerful\nscripting language and the ability easily import and export information\nin the GEDCOM format.\n	
1925	licq	2010-05-03 16:09:22	221	http://directory.fsf.org/project/licq	http://www.licq.org/	ICQ Clone	Licq is a multi-threaded ICQ clone that includes\nall of ICQ's basic features: sending/receiving messages, chat, file\ntransfer, contact list with pixmaps and user status, basic/extended\nuser info, adding/editing users from within the GUI, user history,\nuser groups, and new user registration. \n\nAll commands and information are available through a simple and\nconvenient tab dialog. It also has a completely configurable user\ninterface with Skin and Icon pack support, and an extensive plugin\nsystem to manage many different functions.	
1926	licq-osd	2010-05-03 16:09:22	221	http://directory.fsf.org/project/licq-osd	http://sourceforge.net/projects/licq-osd	Displays new ICQ messages onscreen	The licq-osd plugin enables licq to display new\nmessages as an On Screen Display message.\n	
1927	libzip	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libzip	http://www.nih.at/libzip/	Library for manipulating zip archives	'libzip' is a library for reading, creating, and\nmodifying zip archives. Users can add files from data buffers, files,\nor compressed data copied directly from other zip archives, and can\nrevert changes made without closing the archive.\n	
1928	libxmlpp	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libxmlpp	http://libxmlplusplus.sourceforge.net/	C++ wrapper for the libxml XML parser library	This library provides a C++ interface to XML\nfiles.  It uses libxml 2 to access the XML files, and in order to\nconfigure libxml++ you must have both libxml and pkg-config installed.\n	
1929	libxml2	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libxml2	http://xmlsoft.org/	XML C library for the Gnome project	Libxml is the XML C library developed for the Gnome project. The library code is portable  and modular; most of the extensions can be compiled out. Libxml implements a number of existing standards related to markup languages, including the XML standard, Namespaces in XML, XML Base, RFC 2396, XPath, XPointer, HTML4, XInclude, SGML Catalogs, and XML Catalogs. \nIn most cases, libxml tries to implement the specifications in a\nrelatively strict way. To some extent, it provides support for the\nfollowing specifications, but doesn't claim to implement them: DOM,\nFTP client, HTTP client, SAX, and DocBook SGML. Support for W3C XML\nSchemas is in progress.	
1930	libxmi	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libxmi	http://www.gnu.org/software/libxmi/libxmi.html	Library for rasterizing 2-D vector graphics	A standalone C/C++ function lib for rasterizing 2-D\nvector graphics. The program can draw 2-D vector graphics primitives,\nincluding wide polygonal line and circular and elliptical arcs,\nonto a user-supplied matrix of pixels. Sophisticated line styles, such\nas multicolored dashing patterns, can be specified. There is also\nsupport for filling and texturing polygons.\n\nThe program is based on the vector graphics code found in most X\nwindows system servers, but despite its origins, libxmi is completely\ndecoupled from X11. It draws vector graphics onto a user-supplied\nmatrix of pixels, not onto an on-screen window, and uses its own\ntwo-stage graphics pipeline.	
1931	libxklavier	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libxklavier	http://www.freedesktop.org/Software/LibXklavier	XKB foundation library	'libxklavier' is a library providing high-level\nAPI for X Keyboard Extension known as XKB. It is meant to support\nXFree86 and other commercial X servers. It is useful for creating\nXKB-related software (layout indicators etc).\n	
1932	libxdiff	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libxdiff	http://www.xmailserver.org/xdiff-lib.html	Text and binary file differential/patch library	The LibXDiff library implements basic and yet complete\nfunctionalities to create file differences/patches to both binary and text\nfiles. The library uses memory files as file abstraction to achieve both\nperformance and portability. \n	
1933	libxcpc	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libxcpc	http://www.xmailserver.org/libxcpc-lib.html	Exception and resource handling in C	The libxcpc library implements automatic resource cleanup and exception handling in C. It offers the notion of Resource Containers organized in a hierarchical way, with automatic cleanup, embedded in C++ like exception handling.	
1934	libvisca	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libvisca	http://damien.douxchamps.net/libvisca/index.php	This library provides an API for controlling cameras that comply with Sony&#39;s VISCA protocol. 	Libvisca provides an API for VISCA compliant cameras. VISCA is a protocol developed by Sony for their CCTV cameras, certain webcams and video-conference cameras.	
1935	libuninum	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libuninum	http://billposer.org/Software/libuninum.html	Convert between integers and numeric strings in various number systems	libuninum is a library for converting Unicode strings to integers and integers to Unicode strings. Internal computation is done using arbitrary precision arithmetic, so there is no limit on the size of the integer that can be converted. Values are passed and returned as ASCII decimal strings, GNU MP mpz_t objects, or unsigned long integers. Auto-detection of the number system is provided. Group delimitation for output strings is fully controllable. Virtually all known number systems are supported.	
1936	libungif	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libungif	http://sourceforge.net/project/showfiles.php?group_id=102202&amp;package_id=109698&amp;release_id=364494	Operates on GIF files using uncompressed GIFs 	These programs use libungif to convert images.\nThe libungif library is a specially modified version of giflib which\nis free of the Unisys LZW patent. It can read all GIFs, but only write\nuncompressed GIFs. 	
1937	libundo	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libundo		Manages undo/redo information	'Libundo' is a simple, easy-to-use library which\nmanages recording and playback of undo/redo information for\napplication developers. It is intentionally simple so it can plug in\nto existing applications and require the writing of only a minimal\namount of support code to support multi-level undo/redo.\n	
1938	libtrash	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libtrash	http://pages.stern.nyu.edu/~marriaga/software/libtrash/	Implements a &quot;trash can&quot; under GNU/Linux	'libtrash' is a shared library which, when\npreloaded, intercepts calls to glibc's unlink() and rather than\npermanently deleting those files, moves them to a "trash can". Your\nmistakes (at least those of the "rm -rf dir /" class :-)) will no\nlonger cause the loss of work or of your system's binaries.\n	
1939	libtranslate	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libtranslate	http://www.nongnu.org/libtranslate/	Translates between natural languages	'libtranslate' is a library for translating text\nand Web pages between natural languages. Its modular infrastructure\nlets users implement new translation services separately from the core\nlibrary. It is shipped with a generic module that supports Web-based\ntranslation services (ie, BabelFish) and lets new services be added\nsimply by adding a few lines to an XML file. The distribution also\nincludes a command line interface.\n	
1940	libtour	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libtour	http://libtour.sourceforge.net/	Generic tournament processing library	'libtour' is a generic tournament processing\nlibrary. The rules, participants, schedule, and results of a sporting\ntournament are defined in Scheme programming language and given to the\nlibrary as input. Since 'libtour' only knows the structure of an event\nas it is roughly , it can therefore interpret any sporting tournament\nthat conforms to the structure. A CLI application is provided as a\nreference client implementation. See\nhttp://freshmeat.net/projects/qtour/ for a Qt-based client.\n	
1941	libtool	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libtool	http://www.gnu.org/software/libtool/libtool.html	Generic library support script	A generic library support script. The program has\na consistent, portable interface to make using shared libraries\nsimpler. Libtool supports building static libraries on all platforms.\nIt also includes GNU libltdl, the libtool dynamic loader library.\n	
1942	libtomcrypt	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libtomcrypt	http://www.libtomcrypt.org	Cryptographic toolkit	LibTomCrypt is a cryptographic toolkit that gives\ndevelopers an array of well known published block ciphers, one-way\nhash functions, chaining modes, pseudo- random number generators,\npublic key cryptography, and many other routines. \n\n<P>It has been designed from the ground up to be very simple to\nuse. It has a modular and standard API that allows new ciphers,\nhashes, and PRNGs to be added or removed without change to the overall\nend application. It features easy to use functions and a complete user\nmanual which has many source snippet examples.\n	
1943	libtmcg	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libtmcg	http://www.nongnu.org/libtmcg/	LibTMCG is a C++ library for creating secure electronic card games.	LibTMCG is a C++ library for creating secure electronic card games. The most remarkable feature is the absence of a trusted third party (TTP), i.e. neither a central game server nor trusted hardware components are necessary. With the present library there is no need for an independent referee, because the applied protocols provide a basic level of confidentiality and fairness by itself. Consequently, the library is well-suited for peer-to-peer (P2P) environments where no TTP is available. Of course, we cannot avoid that malicious players share information about their private cards, but the protocols ensure that the shuffle of the deck is performed randomly (presumed that at least one player is honest) and thus the cards will be distributed uniformly among the players. Further, no coalition can learn the private cards of a player against his will (except for trivial conclusions). The corresponding cryptographic problem, actually called Mental Poker, has been studied since 1979 by many authors. LibTMCG provides the first practical implementation of such protocols.	
1944	libtiff	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libtiff	http://www.remotesensing.org/libtiff/	Library for reading and writing TIFF files	'libtiff' provides support for the Tag Image File\nFormat (TIFF), a widely used format for storing image data. This\npackage includes a library (libtiff) for reading and writing TIFF, a\nsmall collection of tools for doing simple manipulations of TIFF\nimages on UNIX systems, and documentation on the library and tools. A\nsmall assortment of TIFF-related software for UNIX that has been\ncontributed by others is also included. The library, along with\nassociated tool programs, should handle most of your needs for reading\nand writing TIFF images on 32- and 64-bit machines.\n	
1945	libtheora	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libtheora	http://www.theora.org/	Free video compression library	'Theora' is Xiph.Org's first publicly released\nvideo codec, intended for use within the Ogg's project's Ogg\nmultimedia streaming system. It is derived directly from the VP3\ncodec; currently the two are nearly identical, varying only in\nencapsulating decoder tables in the bitstream headers, although\nsubstantial changes and improvements may be expected in the future.\n	
1946	libtecla	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libtecla	http://www.astro.caltech.edu/~mcs/tecla/index.html	Interactive command line editing faciltiies	The Tecla library provides programs with\ninteractive command line editing facilities, similar to those of the\nunix tcsh shell. It supports recall and editing of previously entered\ncommand lines, TAB completion of file names and application specific\ntokens, and in-line wild-card expansion of filenames. The optionally\nreentrant modules which perform TAB completion and wild-card expansion\nare also available separately for general use. \n	
1947	libstroke	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libstroke	http://www.etla.net/libstroke/	Stroke translation library	LibStroke is a stroke translation library. Strokes\nare motions of the mouse that can be interpreted by a program as a\ncommand. Strokes are used extensively in CAD programs to select tools\nor perform actions; they are an extremely natural human-computer\ninterface.\n	
1948	libstrfunc	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libstrfunc	http://sourceforge.net/project/showfiles.php?group_id=16501	Text processing system	Handy library for manipulating strings, string\narrays, buffers, CGI forms, configuration files, textual templates,\nregular expressions, date/time parsing, et cetera. It handles base64,\nquoted-printable, url_encode, mime-words and other encoded data.\n	
1949	libsrs2	2010-05-03 16:09:22	221	http://directory.fsf.org/project/libsrs2	http://www.libsrs2.org/	Library for email envelope send address rewriting	'libsrs2' is a Sender Rewriting Scheme\nlibrary. SPF verifies that the Sender address of an email message\nmatches (according to some policy) the client IP address that\nsubmitted itand rewrites this address to comply with SPF policy. The\nSender Rewriting Scheme, or SRS, provides a standard for this\nrewriting that is not vulnerable to attacks by spammers.\n	
