#  file: fmRawProjectLicense2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, license
#  FROM fm_projects
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	license
68710	mrtools\n    	GPLv3\n    
68711	pykoremutake\n    	GPLv3\n    
68712	moinmoinjumpbox\n    	\n    
68714	nautilus-clamscan\n    	GPLv3\n    
68715	eworld\n    	\n    
68716	virtualcd\n    	GPL\n    
68717	cyparkler\n    	\n    
68719	sxwiki\n    	GPLv3\n    
68720	milcovlib\n    	GPLv3\n    
68721	ucanvcam\n    	GPLv2\n    
68723	isis\n    	GPL\n    
68724	gnomeinform\n    	GPL\n    
68725	sdbgrey\n    	Public Domain\n    
68726	xporttoolkit\n    	\n    
68727	pysets\n    	GPLv3\n    
68728	bconv\n    	GPLv3\n    
68729	antipasti\n    	GPLv3\n    
68730	uwiki\n    	AGPL\n    
68731	adaptcms\n    	GPL\n    
68732	synoptic\n    	MIT/X\n    
68733	wavemaker\n    	Apache 2.0\n    
68734	mitslirp\n    	BSD Revised\n    
68735	javacrond\n    	MIT/X\n    
68736	glulxe\n    	BSD Revised\n    
68742	phpcheckz\n    	GPL\n    
68743	tensor\n    	GPL\n    
68744	operafs\n    	GPL\n    
68746	bgtlb\n    	\n    
68747	ytd\n    	Freeware\n    
68748	sift\n    	Perl\n    
68749	mtxfx\n    	\n    
68750	mysqldoc\n    	LGPL\n    
68751	phpmyemail\n    	LGPL\n    
68753	playshell\n    	\n    
68755	fieldtrip\n    	GPLv2\n    
68756	fpm2\n    	GPL\n    
68757	as-diagrams\n    	\n    
68758	mifos\n    	Apache 2.0\n    
68759	editixlite\n    	\n    
68760	service-guardian\n    	GPLv3\n    
68763	cadshuttle\n    	CeCILL\n    
68764	gjdoc\n    	GPLv2\n    
68766	mychem\n    	GPL\n    
68767	tinytim\n    	Apache 2.0\n    
68769	jrellibrary\n    	Apache 2.0\n    
68771	doapfiend\n    	BSD Revised\n    
68772	spidio\n    	BSD Revised\n    
68773	transactionkit\n    	BSD Revised\n    
68774	dramatis\n    	MIT/X\n    
68775	im-chooser\n    	GPLv2\n    
68777	apachegeomap\n    	\n    
68779	libsixdof\n    	LGPL\n    
68780	spotlook\n    	GPLv2\n    
68781	pytumblr\n    	\n    
68782	psyblog\n    	MIT/X\n    
68783	geekinfo\n    	MIT/X\n    
68784	mhddfs\n    	GPLv3\n    
68785	datanucleusaccess\n    	Apache 2.0\n    
68786	tokengrid\n    	LGPL\n    
68787	jopendocument\n    	GPLv3\n    
68789	mobilesuite\n    	\n    
68790	eot\n    	GPLv3\n    
68791	spabtialite\n    	LGPL\n    
68792	superpodder\n    	Freeware\n    
68793	flashinapp\n    	\n    
68794	cogen\n    	MIT/X\n    
68796	tinyddns\n    	GPLv2\n    
68797	narrange\n    	Common Public\n    
68798	faststreams\n    	GPLv2\n    
68801	asteriskipcop\n    	GPL\n    
68802	fossfactory-src\n    	AGPL\n    
68803	jgeocoder\n    	\n    
68804	fura\n    	GPLv2\n    
68805	pyrering\n    	Apache 2.0\n    
68806	adaptive-api\n    	LGPL\n    
68807	impr\n    	\n    
68808	mitter\n    	GPLv3\n    
68809	bpython\n    	MIT/X\n    
68810	susta\n    	GPLv2\n    
68813	mcmphpsimplecms\n    	GPLv2\n    
68815	jelix\n    	LGPL\n    
68816	browser\n    	\n    
68817	dgrey\n    	GPLv3\n    
68818	lfwrap\n    	BSD Revised\n    
68819	fwdaemon\n    	GPLv2\n    
68820	strftime-js\n    	BSD Revised\n    
68821	libraw\n    	LGPL\n    
68824	sesat\n    	\n    
68825	jsysmonitor\n    	GPLv2\n    
68826	pdfposter\n    	GPLv3\n    
68827	simple-simeng\n    	Apache 2.0\n    
68828	tmin\n    	Apache 2.0\n    
68829	exastris\n    	GPLv3\n    
68830	origo-submit\n    	GPLv3\n    
68831	ctldispatch\n    	Apache 2.0\n    
68832	xe-toolkit\n    	GPL\n    
68833	gadmin-samba\n    	GPLv3\n    
68834	bufonidae\n    	LGPL\n    
68835	ringside\n    	LGPL\n    
68836	cmusstatus\n    	\n    
68837	closingcostcalculator\n    	\n    
68839	sfinx\n    	\n    
68840	cypher-ws\n    	\n    
68842	aclbit\n    	\n    
68843	sectool\n    	GPLv2\n    
68845	persistentmoodledvd\n    	GPL\n    
68846	astitray\n    	GPLv2\n    
68847	fsniper\n    	GPLv3\n    
68848	convertsub\n    	GPL\n    
68849	compilador\n    	\n    
68850	video_search_popncode\n    	\n    
68851	gccfss\n    	GPL\n    
68852	webface\n    	GPLv2\n    
68853	webfacewarp\n    	GPLv2\n    
68854	eunet\n    	LGPL\n    
68855	gavl\n    	GPL\n    
68856	gmerlin-avdecoder\n    	GPL\n    
68857	vmbackup\n    	GPLv3\n    
68858	vpec\n    	Freeware\n    
68859	evolution-smtp\n    	\n    
68860	myclipboard\n    	\n    
68861	riffle\n    	GPL\n    
68862	phpbbjumpbox\n    	\n    
68864	papfip\n    	GPLv2\n    
68866	zindus\n    	\n    
68867	halyard\n    	GPL\n    
68868	origo-mylyn\n    	MIT/X\n    
68869	check_oracle_health\n    	\n    
68870	astcdrview\n    	GPL\n    
68871	quackey\n    	\n    
68872	crowd-control\n    	GPLv3\n    
68874	redminejumpbox\n    	\n    
68878	cgilib\n    	GPL\n    
68879	gui-apt-key\n    	GPL\n    
68881	detritus\n    	Freeware\n    
68882	mod_auth_pubtkt\n    	GPLv3\n    
68883	amuware\n    	Freeware\n    
68884	quantum\n    	GPL\n    
68885	salasaga\n    	LGPLv3\n    
68886	gerstensaft\n    	GPL\n    
68887	tadapro\n    	GPL\n    
68888	domination\n    	GPLv3\n    
68890	odb\n    	GPLv3\n    
68891	xslt-filter\n    	\n    
68892	jfsnip\n    	Shareware\n    
68893	oroboros\n    	\n    
68894	zss\n    	GPL\n    
68895	quexml\n    	GPLv2\n    
68898	gmameui\n    	GPLv3\n    
68899	ourico\n    	MIT/X\n    
68900	clipf\n    	GPL\n    
68901	knitter\n    	GPL\n    
68902	coolcurve\n    	GPLv2\n    
68905	syslogd\n    	Freeware\n    
68907	silktree\n    	GPLv3\n    
68909	studiodix\n    	Common Public\n    
68911	tspflaming\n    	GPL v3\n    
68914	slideshow\n    	GPLv3\n    
68915	metamail\n    	MIT/X\n    
68916	vcard-creator-full\n    	GPL\n    
68918	goofs\n    	GPL\n    
68919	javastats77\n    	Freeware\n    
68920	gqviewarc\n    	GPL\n    
68921	moodlejumpbox\n    	\n    
68922	tpu\n    	GPLv3\n    
68923	freeipa\n    	\n    
68924	qcon\n    	\n    
68925	libappconf\n    	GPLv3\n    
68926	pcdiskclone\n    	\n    
68928	visualizationlibrary\n    	GPLv3\n    
68929	spensierato\n    	GPL\n    
68930	twitim\n    	GPL\n    
68931	dradis\n    	GPLv2\n    
68932	opencgf\n    	GPLv2\n    
68935	libzen\n    	GPLv2\n    
68936	python-djvulibre\n    	GPL\n    
68937	joomla15jumpbox\n    	\n    
68938	liblas\n    	MIT/X\n    
68940	shutter\n    	GPLv3\n    
68941	ocrodjvu\n    	GPLv2\n    
68943	djvusmooth\n    	GPL\n    
68944	check_updates\n    	GPLv3\n    
68945	btrgame\n    	Freeware\n    
68946	dune-numerics\n    	GPL\n    
68947	ttftphp\n    	GPLv2\n    
68948	artica-postfix\n    	\n    
68949	pmsqueak\n    	GPL\n    
68950	apertium\n    	GPL\n    
68952	jclazz\n    	GPL\n    
68954	imsettings\n    	LGPL\n    
68955	uperf\n    	GPLv3\n    
68957	c2phpserial\n    	\n    
68961	duwegal\n    	\n    
68962	ciopfs\n    	\n    
68963	hamsterdb-python\n    	GPLv2\n    
68964	qtermwidget\n    	\n    
68965	tkdo\n    	GPLv3\n    
68966	animath\n    	\n    
68967	mfwork\n    	GPL\n    
68968	miacms\n    	GPLv2\n    
68969	melas\n    	GPLv3\n    
68970	mimms\n    	GPLv3\n    
68971	bashgal\n    	GPLv2\n    
68979	alkitab\n    	Public Domain\n    
68980	pysortnet\n    	GPLv3\n    
68981	author\n    	\n    
68982	ckkern\n    	MIT/X\n    
68984	ephotodb\n    	GPL\n    
68985	xc2ical\n    	GPL\n    
68986	domac\n    	GPL\n    
68987	minibug\n    	GPL\n    
68990	worktime\n    	\n    
68991	timeleft\n    	\n    
68992	greylstd\n    	GPLv2\n    
68993	ansi32\n    	Freeware\n    
68995	dwemo\n    	MIT/X\n    
68997	stsrg\n    	\n    
69001	virt-df\n    	GPLv2\n    
69002	mylyn-mantis\n    	Eclipse\n    
69003	pardalys\n    	GPLv2\n    
69006	ccilmt\n    	GPLv3\n    
69007	azr3jack\n    	GPL\n    
69008	managip\n    	\n    
69009	acts_as_kuler\n    	GPLv2\n    
69010	gds2000tools\n    	GPLv3\n    
69011	osim\n    	Apache 2.0\n    
69012	protobalancessl\n    	\n    
69015	lockdown\n    	GPLv3\n    
69016	talwm\n    	MIT/X\n    
69019	ship\n    	BSD Revised\n    
69020	treewatch\n    	GPLv3\n    
69021	jailer\n    	Apache 2.0\n    
69022	pushit\n    	GPLv3\n    
69023	openmashups\n    	GPLv3\n    
69024	vatatarm-for-vlc\n    	GPLv2\n    
69025	vatataminiutil\n    	LGPL\n    
69026	ananta\n    	GPLv3\n    
69027	slideviewer\n    	BSD Original\n    
69028	macmassmailerfortiger\n    	Shareware\n    
69029	baraza\n    	Freeware\n    
69030	freecc\n    	\n    
69031	atmailopen\n    	Apache 2.0\n    
69032	rakarrack\n    	\n    
69033	vacuum\n    	GPLv2\n    
69035	gitstats\n    	GPLv2\n    
69036	mediacontrol\n    	GPL\n    
69037	alsaequal\n    	GPL\n    
69038	jcatapult\n    	Apache 2.0\n    
69039	qxml\n    	MIT/X\n    
69040	santafox\n    	GPL\n    
69041	parsegenbank\n    	MIT/X\n    
69044	nofi\n    	BSD Revised\n    
69046	sambuca\n    	Apache 2.0\n    
69047	ll-plugins\n    	GPL\n    
69049	cchef\n    	GPLv2\n    
69052	naspro\n    	BSD Revised\n    
69053	tigercube\n    	Other\n    
69054	openfire\n    	GPLv2\n    
69055	rugd\n    	GPLv2\n    
69057	aliwalgeocoder\n    	GPLv2\n    
69059	macmassmailerforleopard\n    	Shareware\n    
69060	ropevim\n    	GPL\n    
69061	wp-multilingual\n    	\n    
69063	antiwm\n    	MIT/X\n    
69064	tinypy\n    	Python\n    
69065	otf2bdf\n    	\n    
69066	pipestatus\n    	Public Domain\n    
69067	runawk\n    	MIT\n    
69068	iotop\n    	GPLv2\n    
69069	dirsynch\n    	GPLv3\n    
69077	paexec\n    	MIT/X\n    
69078	judyhash\n    	MIT/X\n    
69079	gimpuserfilter\n    	LGPL\n    
69081	ppc\n    	GPL\n    
69082	xcowsay\n    	\n    
69083	tip\n    	BSD Revised\n    
69084	medwars\n    	Public Domain\n    
69086	p4_pl\n    	GPLv2\n    
69088	vmplot\n    	GPL\n    
69089	tamogen\n    	GPLv3\n    
69090	bitstring\n    	LGPL\n    
69091	samtodo\n    	GPLv3\n    
69092	s2000usb\n    	\n    
69093	psl\n    	MPL\n    
69094	protobalanceadvanced\n    	\n    
69095	thorpanellite\n    	Other\n    
69096	yml\n    	\n    
69098	swac-tools\n    	\n    
69100	check_procs_multi\n    	GPLv3\n    
69102	animplayer\n    	GPLv2\n    
69103	cstat\n    	GPL\n    
69105	archive4j\n    	LGPL\n    
69107	bitp_captcha\n    	GPL\n    
69108	opendias\n    	GPL\n    
69109	trafficcontrol\n    	\n    
69110	diggz-et\n    	GPL\n    
69111	acchani\n    	GPLv2\n    
69112	linuxgt\n    	GPL\n    
69114	macm4pconverter\n    	Shareware\n    
69116	lbm\n    	GPL\n    
69118	autoplayiso\n    	\n    
69119	surma\n    	GPLv3\n    
69120	jubjub\n    	GPLv3\n    
69121	ro\n    	GPLv3\n    
69122	alice\n    	GPLv3\n    
69123	config-model-openssh\n    	LGPL\n    
69124	dragon2partisn\n    	\n    
69125	phploadavg\n    	GPLv3\n    
69126	gtcache\n    	GPL\n    
69128	box\n    	LGPL\n    
69129	meerkat\n    	Shareware\n    
69130	invis\n    	\n    
69131	csets\n    	Freeware\n    
69132	edifact2awk\n    	GPL\n    
69133	kete\n    	\n    
69134	slideme\n    	Apache 2.0\n    
69139	wollmux\n    	EUPL\n    
69141	mortgageloancalculator\n    	Freeware\n    
69142	opensteam\n    	GPLv2\n    
69147	tracex\n    	GPL\n    
69148	magicthumb\n    	\n    
69149	snakebite\n    	GPLv2\n    
69150	constat\n    	GPL\n    
69151	suicalendar\n    	\n    
69152	ggl\n    	Apache 2.0\n    
69153	breeze\n    	GPLv3\n    
69155	xmldom\n    	LGPL\n    
69156	wsdl2cpp\n    	GPL\n    
69157	nebula\n    	GPLv2\n    
69160	djangoaeutils\n    	BSD Revised\n    
69161	ligandscout\n    	\n    
69162	cloudosys\n    	\n    
69163	pypty\n    	GPLv3\n    
69164	mokoigaming\n    	zlib/libpng\n    
69167	mxlaser\n    	\n    
69169	check_websites\n    	\n    
69170	fluffycluster\n    	GPLv2\n    
69171	upoints\n    	GPLv3\n    
69172	picloader\n    	\n    
69173	pg_typical\n    	MIT/X\n    
69175	pg_pqueue\n    	BSD Original\n    
69176	pg_greentrunk\n    	MIT/X\n    
69178	javascriptuuid\n    	\n    
69179	amigo\n    	Shareware\n    
69180	metaphoneptbr\n    	BSD Revised\n    
69181	weblets\n    	\n    
69182	jped\n    	GPLv2\n    
69183	tkresolver\n    	GPLv3\n    
69184	xfburn\n    	GPL\n    
69185	sydebar\n    	GPLv2\n    
69186	suprabrowser\n    	\n    
69187	thwack\n    	MIT/X\n    
69188	musiql\n    	GPLv2\n    
69197	additemtodock\n    	GPL\n    
69199	alfresco\n    	GPL\n    
69201	mescaline\n    	GPLv3\n    
69202	yeti\n    	BSD Revised\n    
69203	mylbhelper\n    	BSD Original\n    
69204	phuzby\n    	GPLv3\n    
69206	svn-access-manager\n    	\n    
69207	scenepainter\n    	GPL\n    
69208	pdfrecycle\n    	GPL\n    
69209	nyagua\n    	GPLv2\n    
69211	webhelpdesk\n    	Shareware\n    
69213	fuse-zip\n    	LGPL\n    
69214	boneyard\n    	GPLv2\n    
69215	vatatartspserver\n    	\n    
69216	textroom\n    	\n    
69218	npush\n    	GPL\n    
69219	logsmith\n    	Common Public\n    
69220	bitnamiezpublish\n    	\n    
69221	coaservicetester\n    	GPLv3\n    
69222	f2f\n    	LGPL\n    
69223	rutv\n    	MIT/X\n    
69224	gano\n    	MIT/X\n    
69225	scaletempo\n    	GPL\n    
69226	random\n    	\n    
69228	ejscript\n    	GPLv2\n    
69230	codelite\n    	\n    
69231	libharu\n    	zlib/libpng\n    
69233	erlswf\n    	GPLv3\n    
69234	phonewallet\n    	\n    
69235	magicmagnify\n    	\n    
69236	svngroup\n    	GPLv2\n    
69237	xlax\n    	Freeware\n    
69238	nanonas\n    	\n    
69239	nemonico\n    	\n    
69240	minisfv\n    	GPLv2\n    
69242	newsletter\n    	GPL\n    
69243	rpcemu\n    	GPLv2\n    
69244	cmotech-tools\n    	GPLv3\n    
69246	restless\n    	GPLv2\n    
69247	vbindiff\n    	\n    
69248	clqr\n    	FDL\n    
69249	offsystem\n    	GPL\n    
69250	weborf\n    	GPLv3\n    
69251	fixxbugtracker\n    	Other\n    
69252	latrace\n    	\n    
69255	openbeacon\n    	\n    
69256	extract_url\n    	BSD Original\n    
69257	teractualizar\n    	Freeware\n    
69258	chmreader\n    	GPLv2\n    
69259	urpkg\n    	GPLv3\n    
69260	dehydra\n    	\n    
69261	user_info\n    	Freeware\n    
69262	pycasa-download\n    	GPLv3\n    
69263	jrdesktop\n    	\n    
69264	odbcpp\n    	GPLv3\n    
69265	sswf\n    	MIT/X\n    
69266	step-shell\n    	BSD Original\n    
69267	tor-ramdisk\n    	GPLv3\n    
69275	bind-dlz-on-rails\n    	MIT/X\n    
69276	inetcheck\n    	\n    
69277	smbl\n    	BSD Original\n    
69278	iugeneindex\n    	BSD Original\n    
69279	tox\n    	GPLv2\n    
69280	gromjs\n    	\n    
69281	htmlawed\n    	LGPLv3\n    
69282	cout\n    	MIT/X\n    
69285	sled\n    	\n    
69287	openredalert\n    	GPLv2\n    
69288	ookuwagata\n    	GPLv3\n    
69289	nconv\n    	GPLv3\n    
69290	werc\n    	Public Domain\n    
69293	fookebox\n    	GPLv2\n    
69294	whatswrong\n    	GPLv2\n    
69295	ecerefractals\n    	BSD Revised\n    
69296	ige\n    	GPLv3\n    
69297	kmlcreator\n    	GPL\n    
69300	nota\n    	GPLv3\n    
69301	link_searcher\n    	GPL\n    
69302	akvissmartmask\n    	Shareware\n    
69303	ftgl\n    	MIT/X\n    
69305	seg3d\n    	MIT/X\n    
69306	mailquotad\n    	GPLv2\n    
69307	ant-ikvmc\n    	\n    
69308	tftp-hpa-execute\n    	\n    
69309	huntor\n    	Perl\n    
69310	linklauncher\n    	GPL\n    
69311	xsock\n    	GPL\n    
69312	glights\n    	GPL\n    
69319	geclipse\n    	Eclipse\n    
69321	imsense\n    	\n    
69324	postgresplus\n    	\n    
69325	gettext-stub\n    	WTFPL\n    
69326	aqbanking-cli\n    	\n    
69327	soswebpages\n    	GPLv3\n    
69328	droopy\n    	Python\n    
69329	alienbuild\n    	GPLv2\n    
69330	netty\n    	Apache 2.0\n    
69331	jack4j\n    	LGPL\n    
69332	libx1f4i0\n    	GPL\n    
69335	envstore\n    	WTFPL\n    
69336	openmw\n    	GPLv3\n    
69337	erlang_progress_bar\n    	MIT/X\n    
69338	ext3undel\n    	GPL\n    
69339	wshare\n    	GPLv3\n    
69341	php_calendar\n    	LGPL\n    
69343	cgstmad\n    	GPLv3\n    
69344	jbosscommonj\n    	LGPL\n    
69345	vendettamanager\n    	GPLv3\n    
69346	fountain3d\n    	GPLv2\n    
69348	htcflasher\n    	GPLv3\n    
69349	microregex\n    	BSD Revised\n    
69350	txopenid\n    	MIT/X\n    
69355	gridsql\n    	GPLv2\n    
69356	rpm2dstream\n    	\n    
69357	nnortuxntx\n    	\n    
69360	dipc\n    	GPL\n    
69361	limpbrowser\n    	\n    
69362	libfake437\n    	LGPLv3+\n    
69364	jsext\n    	BSD Revised\n    
69365	envers\n    	LGPL\n    
69367	db_struct_sync\n    	\n    
69369	heinzelnisse\n    	GPL\n    
69370	fimex\n    	LGPL\n    
69371	album_art_downloader\n    	\n    
69372	scheme-asteroid\n    	GPLv3\n    
69373	htpasswd_editor\n    	BSD Revised\n    
69374	barcodestudio\n    	Shareware\n    
69375	projectfortress\n    	BSD Original\n    
69376	zikula\n    	GPL\n    
69377	iupfastdnaml\n    	GPL\n    
69378	iupubsonline\n    	Apache 2.0\n    
69379	iuclsdparser\n    	\n    
69380	drupal6jumpbox\n    	\n    
69381	hasard\n    	BSD Revised\n    
69382	libgrace\n    	LGPL\n    
69386	movabletypejumpbox\n    	\n    
69387	phprssreaderwajax\n    	\n    
69388	ccollaborate\n    	GPLv3\n    
69389	mobilemaps\n    	GPL\n    
69392	visifire\n    	GPLv3\n    
69394	sqlyog\n    	\n    
69396	erp5\n    	GPL\n    
69398	sugarcrm5jumpbox\n    	\n    
69399	esxx\n    	Other\n    
69400	beeswax\n    	GPLv2\n    
69401	safe-rm\n    	GPLv3\n    
69402	talendprofiler\n    	GPLv2\n    
69403	v6shell\n    	BSD Revised\n    
69404	swtbot\n    	Apache 2.0\n    
69405	wixer\n    	\n    
69407	datastorm\n    	Apache 2.0\n    
69408	fmountman\n    	GPL\n    
69409	glosswordreq\n    	GPLv2\n    
69410	wandora\n    	GPLv3\n    
69411	shflags\n    	LGPL\n    
69412	jpwgen\n    	LGPL\n    
69413	zzjson\n    	LGPL\n    
69414	jsdai\n    	\n    
69415	freenukum\n    	GPLv3\n    
69416	chartr\n    	GPL\n    
69417	gosmore\n    	Public Domain\n    
69420	id3_tag_correction_and_downloading\n    	\n    
69422	congruity\n    	GPLv3\n    
69424	xsw\n    	GPL\n    
69425	jurpopage\n    	\n    
69436	teamcity\n    	\n    
69438	hackeros\n    	GPL\n    
69440	jabir\n    	Other\n    
69441	mercenary\n    	\n    
69442	padersyncfm\n    	Proprietary\n    
69443	phpefax\n    	\n    
69444	etherply\n    	GPLv2\n    
69445	swterm\n    	GPL\n    
69446	realtyjugglerrealestatecalculatorforpalm\n    	\n    
69447	genyris\n    	BSD Revised\n    
69450	conferencebridge\n    	\n    
69451	spacemaps\n    	BSD Original\n    
69454	matopeli\n    	\n    
69456	apiviz\n    	LGPL\n    
69457	ssl-audit\n    	GPLv3\n    
69458	clogblog\n    	\n    
69460	trad4\n    	LGPL\n    
69461	tut1x\n    	MIT/X\n    
69462	avis_client_c\n    	LGPL\n    
69463	timetracking\n    	\n    
69465	httpripper\n    	GPLv3\n    
69466	wordsearcher\n    	GPLv3\n    
69467	mdproxy\n    	GPLv3\n    
69468	obov\n    	LGPL\n    
69469	pywvdial\n    	GPLv2\n    
69470	cuneiformlinux\n    	BSD Revised\n    
69471	aaa\n    	\n    
69473	adg\n    	LGPL\n    
69475	qsynergy\n    	\n    
69476	barbarella\n    	GPL\n    
69477	mamameerascookbook\n    	GPL\n    
69478	pymailheaders\n    	GPLv2\n    
69479	copypirate\n    	GPLv3\n    
69480	libubiqx\n    	GPLv2\n    
69481	stanza\n    	\n    
69482	tudu-list\n    	GPLv3\n    
69483	wugeo\n    	BSD Original\n    
69484	pylotlight\n    	GPL\n    
69486	dokuvimki\n    	GPLv2\n    
69488	leonov\n    	GPLv2\n    
69489	jruntime\n    	LGPL\n    
69490	portreserve\n    	\n    
69491	pacaq\n    	\n    
69492	terminalcolorizer\n    	\n    
69493	pork_cxx\n    	\n    
69494	rounder\n    	\n    
69497	openatom\n    	BSD Original\n    
69498	featflow\n    	BSD Revised\n    
69499	urbanmediator\n    	BSD Revised\n    
69500	libnetfilter_queue\n    	\n    
69501	isomorphin\n    	GPLv3\n    
69503	nefarious\n    	GPLv3\n    
69504	kazi\n    	MIT/X\n    
69505	g-pypi\n    	GPLv2\n    
69507	sql-installer\n    	Freeware\n    
69508	xpslc\n    	GPLv3\n    
69509	giftedmotion\n    	GPLv2\n    
69510	djvu2pdf\n    	GPLv2\n    
69513	encoder\n    	\n    
69514	gpcslots2\n    	GPL\n    
69515	ratproxy\n    	Apache 2.0\n    
69516	sonata\n    	GPLv3\n    
69517	slapi-dnsnotify\n    	BSD Revised\n    
69518	induction\n    	Apache 2.0\n    
69519	gootrude\n    	GPL\n    
69520	centaur\n    	GPLv2\n    
69521	axms\n    	GPLv2\n    
69522	avidstats\n    	GPL\n    
69523	viewgit\n    	AGPL\n    
69524	ewitool\n    	\n    
69525	diri\n    	MIT/X\n    
69526	googletest\n    	BSD Revised\n    
69527	firefm\n    	BSD Revised\n    
69529	xdp2fo\n    	LGPL\n    
69530	combovalidation\n    	\n    
69531	afe\n    	Public Domain\n    
69533	pksh\n    	\n    
69534	fbterm\n    	GPLv2\n    
69535	irods\n    	BSD Revised\n    
69536	killdozer\n    	Public Domain\n    
69539	nephthys\n    	GPLv3\n    
69541	rapache\n    	GPLv3\n    
69542	igelle-connector\n    	GPLv3\n    
69549	icsilog\n    	GPLv2\n    
69551	logicfs\n    	GPLv2\n    
69553	boost-extras\n    	Boost\n    
69554	bisect\n    	GPLv3\n    
69555	list2pkg\n    	GPLv3\n    
69556	boltwire\n    	\n    
69557	radius_class\n    	LGPL\n    
69559	chooser\n    	GPL\n    
69560	mathnium\n    	Freeware\n    
69561	akvismagnifier\n    	Proprietary\n    
69562	easymysql\n    	MIT/X\n    
69563	ttyutils\n    	MIT/X\n    
69564	patchage\n    	\n    
69565	slv2\n    	\n    
69566	soda\n    	GPLv3\n    
69567	web2irc\n    	\n    
69568	nkmkpasswd\n    	GPL\n    
69569	webmail-lite-php\n    	GPL\n    
69570	mirrorbookmarks\n    	\n    
69572	tcldtrace\n    	BSD Revised\n    
69573	avantfax\n    	\n    
69577	faxfrontend\n    	GPLv2\n    
69578	trustixenterprisefirewall\n    	\n    
69579	tecomp\n    	GPLv2\n    
69580	timesleuth\n    	\n    
69582	fxl-template\n    	LGPL\n    
69584	sapo_msg_mac\n    	\n    
69587	netzenxt\n    	\n    
69589	klondike\n    	\n    
69590	gem\n    	GPLv2\n    
69591	dnmalloc\n    	LGPL\n    
69593	jspresso\n    	LGPL\n    
69594	gridshib\n    	Apache 2.0\n    
69596	xhelper\n    	GPL\n    
69599	base4r\n    	GPLv2\n    
69600	apt-dater\n    	\n    
69601	modscrambleip\n    	Apache 2.0\n    
69602	webexplore\n    	\n    
69603	javasearch\n    	Apache 2.0\n    
69604	dbfsak\n    	Artistic\n    
69605	nuxeowebengine\n    	LGPL\n    
69608	docmake\n    	MIT/X\n    
69609	clker_comwordpressplugin\n    	GPL\n    
69610	clker_comtinymceplug-in\n    	GPL\n    
69611	gtkevemon\n    	\n    
69612	301\n    	BSD Revised\n    
69613	onesis\n    	GPLv2\n    
69614	carcode\n    	GPL\n    
69616	utgallery\n    	\n    
69617	gsaxmlrpci\n    	GPLv3\n    
69620	cross_sync\n    	\n    
69624	twittamos\n    	GPL\n    
69625	mysqlsandbox\n    	\n    
69626	sptodb\n    	\n    
69627	stereoboost\n    	\n    
69628	deep_voyage\n    	Shareware\n    
69629	tarzan-aws\n    	BSD Revised\n    
69630	transtoba2\n    	GPLv3\n    
69631	sge2d\n    	MIT/X\n    
69632	mediabird\n    	GPLv3\n    
69634	bgs\n    	MIT/X\n    
69635	mtgbrowser\n    	Eclipse\n    
69636	sound_converter\n    	Perl\n    
69637	thinksaber\n    	GPLv2\n    
69638	lottanzb\n    	GPLv3\n    
69639	stelsmdb\n    	Other\n    
69640	pyhp-apache\n    	Apache 2.0\n    
69641	tebsclock\n    	BSD Revised\n    
69642	phppython\n    	\n    
69645	sabnzbd\n    	GPLv2\n    
69646	jobbuddy\n    	GPL\n    
69647	tunctl\n    	GPL\n    
69648	awstatsdetail\n    	\n    
69655	typos\n    	\n    
69656	simplestuff\n    	Common Public\n    
69658	svntask\n    	Apache 2.0\n    
69659	dn-gallery\n    	GPLv3\n    
69660	krobots\n    	GPLv3\n    
69661	ioflock\n    	\n    
69662	epos\n    	\n    
69663	trisul\n    	GPLv3\n    
69664	docasu\n    	GPLv3\n    
69665	gmousetool\n    	GPLv3\n    
69666	pyschoolclock\n    	GPLv3\n    
69667	gnuplotwordpressplugin\n    	GPL\n    
69672	mappstack\n    	Apache 2.0\n    
69673	packetfencezen\n    	GPL\n    
69675	pythonwebdavlib\n    	Apache 2.0\n    
69676	rubyonrailsjumpbox\n    	Freeware\n    
69677	rules\n    	Apache 2.0\n    
69678	qtrayvolman\n    	GPLv2\n    
69679	silverstripejumpbox\n    	\n    
69680	clonedigger\n    	\n    
69681	mod_imap\n    	Apache 2.0\n    
69682	clue\n    	BSD Revised\n    
69683	giturl\n    	\n    
69684	pmu\n    	\n    
69686	iofirefox\n    	\n    
69687	orekit\n    	Apache 2.0\n    
69688	zautoresponse\n    	\n    
69689	rdv\n    	MIT/X\n    
69690	deltasql\n    	GPL\n    
69691	lrce\n    	\n    
69692	subnetmapper\n    	GPLv2\n    
69693	mycat\n    	GPL\n    
69694	choria\n    	\n    
