#  file: fmRawProjectLicense2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, license
#  FROM fm_projects
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	license
15046	umbra\n    	BSD Original\n    
15047	mint\n    	GPL\n    
15049	php_lib_login\n    	LGPL\n    
15051	hitweb\n    	GPL\n    
15057	wsunewsmanager\n    	\n    
15058	libfssearch\n    	GPL\n    
15060	cymbaline\n    	GPL\n    
15061	check\n    	FDL\n    
15063	myphp\n    	Freeware\n    
15064	quakemud\n    	GPL\n    
15066	lsmlib\n    	LGPL\n    
15067	ldapdiff\n    	GPL\n    
15070	genmenu\n    	GPL\n    
15071	_smake\n    	CDDL\n    
15074	qtpl\n    	LGPL\n    
15075	medoosa\n    	GPL\n    
15077	slashheadlines\n    	BSD Original\n    
15078	mysqlman\n    	\n    
15080	gfort\n    	GPL\n    
15081	pollcentral\n    	GPL\n    
15082	jinais\n    	GPL\n    
15083	fss\n    	BSD Original\n    
15085	jar-breaker\n    	\n    
15087	gltlife\n    	LGPL\n    
15088	transcalc\n    	GPL\n    
15089	cyberpow320d\n    	GPL\n    
15090	wmcpuload\n    	GPL\n    
15093	gnumail_app\n    	GPL\n    
15097	pychart\n    	GPL\n    
15098	golem\n    	BSD Original\n    
15099	phpfile\n    	GPL\n    
15100	gnukeyring\n    	GPL\n    
15102	dbbalancer\n    	GPL\n    
15103	ipac-ng\n    	GPL\n    
15107	libieee1284\n    	GPL\n    
15108	hte\n    	GPL\n    
15109	pybot\n    	GPL\n    
15111	elfio\n    	LGPL\n    
15112	stmichael_lkm\n    	GPL\n    
15114	gsview\n    	AFPL\n    
15121	ser2net\n    	GPL\n    
15124	esoap\n    	\n    
15125	myheadlines\n    	GPL\n    
15126	vomit\n    	BSD Original\n    
15127	firehose\n    	LGPL\n    
15128	dbench\n    	GPL\n    
15129	gfetchnews\n    	GPL\n    
15131	plwarlock\n    	GPL\n    
15133	bibtexml\n    	GPL\n    
15134	jmbase\n    	GPL\n    
15135	gcms\n    	GPL\n    
15136	gexpr\n    	GPL\n    
15138	spa\n    	Freeware\n    
15139	divetools\n    	GPL\n    
15142	gael\n    	GPL\n    
15145	simpleform\n    	GPL\n    
15146	slan\n    	GPL\n    
15148	blog\n    	LGPL\n    
15149	portsupgradepl\n    	BSD Original\n    
15150	x11rec\n    	GPL\n    
15151	pslash\n    	GPL\n    
15152	led-editor\n    	BSD Original\n    
15153	nodecol\n    	GPL\n    
15154	bearlib\n    	Artistic\n    
15155	whisper2\n    	GPL\n    
15156	regexpnews\n    	GPL\n    
15159	tux\n    	GPL\n    
15161	raptor\n    	GPL\n    
15162	writeexcel\n    	Artistic\n    
15164	vimlatex\n    	Freeware\n    
15167	passlogd\n    	BSD Original\n    
15168	mca2\n    	GPL\n    
15169	ypanything\n    	GPL\n    
15170	gpligc\n    	GPL\n    
15172	chapasswd\n    	GPL\n    
15173	ctf\n    	GPL\n    
15175	xmlwriterclass\n    	\n    
15176	soapserverclass\n    	\n    
15179	ojb\n    	Apache 2.0\n    
15180	dislin\n    	Other\n    
15182	organon\n    	GPLv2\n    
15183	blogmax\n    	GPL\n    
15186	scmxx\n    	GPL\n    
15189	fortuneworld\n    	GPL\n    
15190	sqlb\n    	GPL\n    
15191	driver462\n    	BSD Original\n    
15194	xplc\n    	LGPL\n    
15195	sge\n    	LGPL\n    
15197	jpcap\n    	MPL\n    
15198	oss-license-extract\n    	BSD Original\n    
15201	gtkmonop\n    	GPL\n    
15204	nylon\n    	BSD Original\n    
15209	trafcount\n    	BSD Original\n    
15211	libtaglist\n    	Freeware\n    
15212	find_pl\n    	\n    
15215	chora\n    	GPLv2\n    
15217	ilarn\n    	GPL\n    
15218	p3p-gen\n    	\n    
15220	rinetd\n    	GPL\n    
15221	pgbmrt\n    	GPL\n    
15230	hamfax\n    	GPL\n    
15231	libferris\n    	GPL\n    
15232	xmlparserclass\n    	BSD Original\n    
15233	autofsm\n    	BSD Original\n    
15234	ecartisgui\n    	GPL\n    
15235	mod_sqlinclude\n    	BSD Original\n    
15237	crux\n    	GPL\n    
15238	ftpmap\n    	GPL\n    
15239	gtkmodeline\n    	Artistic\n    
15240	cafix\n    	GPL\n    
15241	relay-bot\n    	Artistic\n    
15243	phpguestbook\n    	GPL\n    
15244	pingx\n    	Freeware\n    
15245	quarterstaff\n    	GPL\n    
15246	smsgo\n    	GPL\n    
15247	dialup_admin\n    	GPL\n    
15250	spca50x\n    	GPL\n    
15251	k3b\n    	GPLv2\n    
15254	extm3u\n    	GPL\n    
15259	iptqlog\n    	GPL\n    
15262	libservlet\n    	Artistic\n    
15263	mysite\n    	GPL\n    
15264	myclassifiedssql\n    	GPL\n    
15265	mysurveymysql\n    	GPL\n    
15266	bbgallery\n    	GPL\n    
15274	gc\n    	BSD Original\n    
15275	photom\n    	GPL\n    
15276	socgds\n    	\n    
15277	squidguardwebminmod\n    	GPL\n    
15278	acalcpalmos\n    	GPL\n    
15279	rancid\n    	Other\n    
15281	lune\n    	zlib/libpng\n    
15283	sdlzombies\n    	GPL\n    
15285	txt2man\n    	GPL\n    
15287	kwmail\n    	GPL\n    
15288	layout\n    	GPL\n    
15290	websieve\n    	GPL\n    
15291	cogdevapp\n    	GPL\n    
15293	ifacemon\n    	Artistic\n    
15295	sqlbrowser\n    	GPL\n    
15296	mlkit\n    	\n    
15298	pkiller\n    	GPL\n    
15300	creatorx\n    	GPL\n    
15301	libapache-webform-perl\n    	\n    
15304	bioswriter\n    	GPL\n    
15305	cryptomail\n    	GPL\n    
15308	newspromail\n    	GPL\n    
15310	gnuledger\n    	GPL\n    
15312	nag\n    	GPL\n    
15314	ayam\n    	BSD Revised\n    
15315	cm3\n    	\n    
15319	rsachal\n    	\n    
15320	rars\n    	Freeware\n    
15321	l2h-gui\n    	GPL\n    
15322	folk\n    	GPL\n    
15323	mguesser\n    	GPL\n    
15326	mkmed\n    	GPL\n    
15327	runwhen\n    	GPL\n    
15329	dmachine\n    	GPL\n    
15330	perl-rpcxml\n    	Artistic\n    
15331	getxml\n    	GPL\n    
15332	openadaptor\n    	Public Domain\n    
15334	adoc\n    	GPL\n    
15335	transcode\n    	GPL\n    
15337	ifgraph\n    	GPL\n    
15338	node-runner\n    	GPL\n    
15341	jgloss\n    	GPL\n    
15349	opensimp-x\n    	GPL\n    
15350	openwbem\n    	BSD Original\n    
15351	ti85emu\n    	GPL\n    
15355	cipaf\n    	LGPL\n    
15356	palm-zetetic-strip\n    	Artistic\n    
15357	xml-lit\n    	GPL\n    
15359	pandorasdk\n    	Freeware\n    
15362	wctpxml-python\n    	BSD Original\n    
15363	hsysmon\n    	GPL\n    
15364	thoth\n    	GPL\n    
15365	gpredict\n    	GPL\n    
15367	axisphp\n    	GPL\n    
15368	datview\n    	GPL\n    
15369	guile-ncurses\n    	GPL\n    
15373	docpp\n    	GPL\n    
15381	cdcontrol\n    	GPL\n    
15387	freakout\n    	GPL\n    
15389	lhcs\n    	GPL\n    
15390	sar_plot\n    	LGPL\n    
15391	gkgui\n    	GPL\n    
15392	pdumpq\n    	GPL\n    
15393	kwebwatch\n    	GPL\n    
15396	configurationpackage\n    	\n    
15397	awf\n    	GPL\n    
15401	php_spread\n    	PHP\n    
15402	religiousagenda\n    	GPL\n    
15404	homedns\n    	GPL\n    
15405	ecamegapedal\n    	GPL\n    
15408	xist\n    	MIT/X\n    
15409	scanlog\n    	GPL\n    
15410	prima\n    	BSD Original\n    
15411	hsphere\n    	Other\n    
15412	autoabuse\n    	\n    
15413	linabx\n    	GPL\n    
15414	crawl\n    	BSD Original\n    
15415	wm2kde\n    	GPL\n    
15417	gxanim\n    	GPL\n    
15418	joggplayer\n    	Freeware\n    
15420	ftpswrap\n    	\n    
15421	slavelineprinter\n    	FDL\n    
15424	libdvdcss\n    	GPL\n    
15426	myxiris\n    	GPL\n    
15427	libv3d\n    	LGPL\n    
15428	regina\n    	LGPL\n    
15430	oneworld\n    	BSD Original\n    
15433	gsms\n    	GPL\n    
15437	codsys\n    	GPL\n    
15438	qmailmrtg7\n    	GPL\n    
15442	glchess\n    	GPL\n    
15443	pbshelpdesk\n    	Freeware\n    
15444	dtd2xs\n    	GPL\n    
15447	quantlib\n    	BSD Revised\n    
15450	cks\n    	GPL\n    
15451	easea\n    	Freeware\n    
15452	smtpmap\n    	GPL\n    
15457	kt\n    	GPL\n    
15459	postgis\n    	GPL\n    
15460	agqt\n    	GPL\n    
15465	expow\n    	GPL\n    
15471	phpsearch\n    	GPL\n    
15472	dvdkit\n    	\n    
15473	monkeyircd\n    	GPL\n    
15474	pcgen\n    	LGPL\n    
15475	yorick-mb\n    	BSD Original\n    
15478	mpkg\n    	BSD Original\n    
15482	libxmlmenu\n    	\n    
15483	cbg-quotes\n    	GPL\n    
15484	ralph-quotes\n    	GPL\n    
15485	libvm68k\n    	GPL\n    
15487	suif\n    	\n    
15491	pcd\n    	GPL\n    
15492	pimpbnc\n    	GPL\n    
15493	weathergraph\n    	GPL\n    
15495	modtext2html\n    	BSD Original\n    
15496	phpslice\n    	GPL\n    
15503	quasar\n    	Shareware\n    
15505	jgnash\n    	GPLv3\n    
15506	xsatellite\n    	GPL\n    
15507	ogle\n    	GPL\n    
15512	fdms3rip\n    	GPL\n    
15517	libhardware\n    	GPL\n    
15522	oma\n    	GPL\n    
15523	st_sqlregistry\n    	GPL\n    
15524	phpresent\n    	GPL\n    
15526	funscript\n    	BSD Revised\n    
15527	huc\n    	\n    
15529	gnu-darwin\n    	BSD Original\n    
15530	contour\n    	GPL\n    
15531	pgen\n    	BSD Original\n    
15532	mod_sed\n    	BSD Original\n    
15533	ci-linux\n    	GPL\n    
15534	ssic-linux\n    	GPL\n    
15537	gtklean\n    	GPL\n    
15539	swhoisd\n    	BSD Original\n    
15541	eifinet\n    	LGPL\n    
15542	gxmlviewer\n    	GPL\n    
15543	pilotgone\n    	GPL\n    
15549	thoughtstream\n    	GPL\n    
15550	linkmaster\n    	GPL\n    
15552	easycalc\n    	GPL\n    
15554	hotdate\n    	GPL\n    
15555	lispme\n    	GPL\n    
15556	dstpanel\n    	GPL\n    
15557	batterypanel\n    	GPL\n    
15559	if_rate\n    	Public Domain\n    
15560	mail_body\n    	GPL\n    
15564	psworlds\n    	GPL\n    
15566	unired\n    	GPL\n    
15569	simg\n    	GPL\n    
15572	enca\n    	GPLv2\n    
15574	yahoo2mbox\n    	Public Domain\n    
15575	aspire\n    	\n    
15578	web-gallery\n    	GPL\n    
15579	widi\n    	GPL\n    
15581	glfract\n    	GPL\n    
15583	l2micq\n    	GPL\n    
15586	pystem\n    	GPL\n    
15587	urck\n    	GPL\n    
15590	id3edit\n    	GPL\n    
15591	cgioutput\n    	MIT/X\n    
15592	mmusbaudio\n    	GPL\n    
15594	kurllaunch\n    	GPL\n    
15596	source-highlight\n    	GPL\n    
15597	nvrec\n    	GPL\n    
15599	csl\n    	GPL\n    
15600	poookspy\n    	GPL\n    
15601	jzbd\n    	LGPL\n    
15603	enloop\n    	GPL\n    
15606	httpget\n    	Freeware\n    
15607	jess\n    	\n    
15610	bossogg\n    	GPL\n    
15611	rssbot\n    	GPL\n    
15613	tclex\n    	BSD Original\n    
15614	spaminator\n    	GPL\n    
15615	cutter\n    	\n    
15617	rads\n    	\n    
15619	thumbnail\n    	GPL\n    
15621	twhttpd\n    	GPL\n    
15622	phnntp\n    	GPL\n    
15623	maehan\n    	BSD Original\n    
15624	closedshop\n    	GPL\n    
15625	diacanvas2\n    	LGPL\n    
15626	cplant\n    	GPL\n    
15627	trafficgenerator\n    	GPL\n    
15628	sce\n    	MIT/X\n    
15631	gdia\n    	GPL\n    
15632	score\n    	LGPL\n    
15633	kcrypto\n    	GPL\n    
15634	xhivedb\n    	\n    
15636	elca\n    	GPL\n    
15637	evms\n    	GPL\n    
15640	analyst\n    	GPL\n    
15644	wmcoincoin\n    	GPL\n    
15645	xmsgd\n    	GPL\n    
15646	whitebeam\n    	\n    
15647	trace_java\n    	MPL\n    
15651	bluelvm\n    	GPL\n    
15653	crazybeans\n    	Apache\n    
15654	openload\n    	GPL\n    
15659	fdm\n    	GPL\n    
15660	metadotforms\n    	GPL\n    
15661	atheism\n    	GPL\n    
15663	ansel\n    	BSD Original\n    
15664	jfcunit\n    	LGPL\n    
15665	phpvideopro\n    	GPL\n    
15670	jpg2html\n    	GPL\n    
15671	rubyx11\n    	GPL\n    
15673	smartupdate\n    	GPL\n    
15676	flinch\n    	GPL\n    
15678	datareel\n    	LGPL\n    
15680	fmd2ctl\n    	GPL\n    
15681	davfs\n    	GPL\n    
15686	escrambler\n    	GPL\n    
15688	xmms-a52dec\n    	GPL\n    
15690	postnet\n    	GPL\n    
15691	mml\n    	GPL\n    
15692	hogwash\n    	GPL\n    
15693	jonas_opentool\n    	LGPL\n    
15695	jbuilder_phpeditor\n    	LGPL\n    
15696	etc\n    	GPL\n    
15698	emacs-sieve\n    	GPL\n    
15699	cinfo\n    	GPL\n    
15701	mash\n    	MIT/X\n    
15702	ebnf2yacc\n    	\n    
15703	phpbanner\n    	GPL\n    
15704	euc2html\n    	GPL\n    
15707	libgdome-ruby\n    	LGPL\n    
15708	libgdome-cpp\n    	LGPL\n    
15710	chip\n    	GPL\n    
15711	grocget\n    	GPL\n    
15712	swocket\n    	BSD Original\n    
15714	apa\n    	GPL\n    
15715	foxdesktop-mimetypes\n    	GPL\n    
15718	hk_kdeclasses\n    	GPL\n    
15719	elmpd\n    	GPL\n    
15722	xpand\n    	GPL\n    
15725	knewspost\n    	GPL\n    
15726	libbond\n    	GPL\n    
15728	maverick\n    	Apache\n    
15729	cgprof\n    	GPL\n    
15730	menushki\n    	GPL\n    
15731	qldapadmin\n    	BSD Original\n    
15732	postnuke\n    	GPL\n    
15734	ftester\n    	GPL\n    
15736	ltp\n    	GPL\n    
15737	logn\n    	GPL\n    
15738	hatools\n    	GPL\n    
15741	quickmakefile\n    	Freeware\n    
15742	tcptraceroute\n    	GPL\n    
15746	dpcl\n    	IBM Public\n    
15747	libgringo\n    	GPL\n    
15749	i810fb\n    	GPL\n    
15750	metalog\n    	GPL\n    
15753	swingtest\n    	\n    
15755	paleta\n    	GPL\n    
15756	chainsaw\n    	GPL\n    
15757	make_uninstall\n    	GPL\n    
15759	socketxx\n    	\n    
15760	phpdaymanage\n    	GPL\n    
15764	httpfetcher\n    	LGPL\n    
15766	facile\n    	LGPL\n    
15767	bittorrent\n    	Public Domain\n    
15769	d2c\n    	GPL\n    
15771	onlinecourse\n    	GPL\n    
15783	flarelang\n    	GPL\n    
15786	accounting\n    	Public Domain\n    
15787	cvm\n    	GPL\n    
15790	nium\n    	Shareware\n    
15791	glogwatch\n    	GPL\n    
15792	gvacm\n    	GPL\n    
15793	gkvoice\n    	GPL\n    
15795	econtrol\n    	GPL\n    
15796	queue_repair\n    	GPL\n    
15797	dissocstudio\n    	GPL\n    
15801	pawm\n    	GPL\n    
15802	bitchbot\n    	GPL\n    
15805	gnotary\n    	GPL\n    
15806	xotclide\n    	GPL\n    
15808	licen\n    	GPL\n    
15809	icradius-ha\n    	GPL\n    
15810	photoarch\n    	GPL\n    
15811	imlib3d\n    	LGPL\n    
15813	ofbiz\n    	Apache 2.0\n    
15815	dom4j\n    	BSD Original\n    
15817	gtk-thse\n    	GPL\n    
15819	arkrpg\n    	GPL\n    
15822	dnshijacker\n    	GPL\n    
15823	dirwatch\n    	GPL\n    
15824	confuse_router\n    	GPL\n    
15825	magnetic_poetry\n    	GPL\n    
15826	sysinfophp\n    	GPL\n    
15830	dnsadmin\n    	GPL\n    
15831	cdinsert\n    	BSD Original\n    
15832	pygs\n    	GPL\n    
15835	vdr\n    	GPL\n    
15836	beautifier\n    	GPL\n    
15837	leegizmos\n    	GPL\n    
15839	aplm\n    	LGPL\n    
15840	colobus\n    	MIT/X\n    
15842	seek42\n    	GPL\n    
15843	phpjournaler\n    	LGPL\n    
15845	sea_arc\n    	Freeware\n    
15846	nspark\n    	Freeware\n    
15849	wavemon\n    	GPL\n    
15850	dvb\n    	GPL\n    
15852	hlmaster\n    	GPL\n    
15853	knocker\n    	GPL\n    
15854	rachel\n    	GPL\n    
15857	newsstar\n    	GPL\n    
15861	xsusockd\n    	GPL\n    
15863	mcdp\n    	GPL\n    
15864	fastresolve\n    	GPL\n    
15868	odsupdateclient\n    	GPL\n    
15869	ltrace\n    	GPL\n    
15870	heml\n    	LGPL\n    
15873	xetoxe2\n    	GPL\n    
15874	vfp\n    	GPL\n    
15875	phpforum\n    	GPL\n    
15878	rioutil\n    	LGPL\n    
15880	docbrowser\n    	Other\n    
15882	openmosixview\n    	GPL\n    
15884	gda-perl\n    	Artistic\n    
15885	phpmyaccess\n    	GPL\n    
15886	jacksorbetter\n    	GPL\n    
15888	gametimer\n    	GPL\n    
15889	poseidon\n    	\n    
15891	syncml\n    	\n    
15892	navigationpl\n    	GPL\n    
15893	ssm\n    	GPL\n    
15899	ssh-with-keys-howto\n    	FDL\n    
15900	pop3class\n    	\n    
15901	ipc\n    	GPL\n    
15904	gtess\n    	GPL\n    
15905	sanity\n    	GPL\n    
15906	mifit\n    	GPL\n    
15908	f1wap\n    	GPL\n    
15909	pygnupg\n    	LGPL\n    
15912	ps2tiffs\n    	GPL\n    
15916	scribbler\n    	GPL\n    
15919	papad\n    	GPL\n    
15921	adesktop\n    	GPL\n    
15923	vttest\n    	MIT/X\n    
15924	s3dxml\n    	GPL\n    
15926	pinole\n    	GPL\n    
15927	dcc-source\n    	Free but restricted\n    
15928	thumbnails\n    	Artistic\n    
15929	gnuedesigner\n    	GPL\n    
15931	unixnpi\n    	GPL\n    
15932	ntrawrite\n    	Public Domain\n    
15933	autocutsel\n    	GPL\n    
15937	lunafin\n    	GPL\n    
15938	strip-dump\n    	Artistic\n    
15939	jdbf\n    	Freeware\n    
15940	libafterimage\n    	LGPL\n    
15941	phpopengl\n    	GPL\n    
15944	e-expr\n    	GPL\n    
15945	pytele\n    	GPL\n    
15946	keyanalyze\n    	GPL\n    
15948	starvoyager\n    	BSD Original\n    
15951	bbrb\n    	GPL\n    
15952	wmget\n    	MIT/X\n    
15956	aisee\n    	\n    
15961	rmutt\n    	Freeware\n    
15965	csv-html\n    	Freeware\n    
15967	php-msrpc\n    	PHP\n    
15970	cdstatus\n    	GPL\n    
15971	libaltpw\n    	GPL\n    
15973	quizpool\n    	GPL\n    
15975	jcricket\n    	GPL\n    
15979	kapital\n    	Other\n    
15985	sftdisk\n    	GPL\n    
15994	leakbug\n    	LGPL\n    
15995	zstar\n    	LGPL\n    
15997	odsupdate\n    	GPL\n    
16000	cutils\n    	GPL\n    
16001	camero\n    	\n    
16007	gthumb\n    	GPL\n    
16008	qtxmms\n    	LGPL\n    
16009	pgp-mime-handler\n    	LGPL\n    
16011	termserv\n    	GPL\n    
16012	adadoc\n    	GPL\n    
16014	cheetahtemplate\n    	MIT/X\n    
16016	asigna\n    	Public Domain\n    
16019	daf-ftpd\n    	GPL\n    
16021	opendrda\n    	BSD Original\n    
16022	mini_sendmail\n    	BSD Original\n    
16024	editq\n    	\n    
16027	jpg-recover\n    	BSD Original\n    
16030	mycalendar\n    	GPL\n    
16031	pypgsql\n    	Python\n    
16033	snort-rep\n    	GPL\n    
16034	flate\n    	LGPL\n    
16035	driftnet\n    	GPL\n    
16036	oglft\n    	LGPL\n    
16037	txt\n    	GPL\n    
16038	bfograph\n    	\n    
16039	bfopdf\n    	\n    
16040	bcv\n    	GPL\n    
16041	iblm\n    	GPL\n    
16042	getrfc\n    	Freeware\n    
16044	ipband\n    	GPL\n    
16045	nunit\n    	BSD Original\n    
16046	ntaim\n    	GPL\n    
16047	webpic\n    	GPL\n    
16048	p18\n    	GPL\n    
16049	cdcd\n    	GPL\n    
16050	pcxportal\n    	Perl\n    
16052	pxpvalidate\n    	BSD Original\n    
16053	claraocr\n    	GPL\n    
16055	mupo\n    	GPL\n    
16056	php-news\n    	GPL\n    
16060	jwebadmin\n    	GPL\n    
16061	autoswish\n    	GPL\n    
16064	gefx\n    	GPL\n    
16065	sunflash\n    	GPL\n    
16072	dreamhost\n    	Other\n    
16076	qlogin\n    	Freeware\n    
16077	snowpath\n    	GPL\n    
16078	onyx\n    	BSD Revised\n    
16080	dbdinterbase\n    	GPL\n    
16081	kew\n    	LGPL\n    
16086	mape\n    	GPL\n    
16087	kcmpureftpd\n    	GPL\n    
16095	logmover\n    	GPL\n    
16096	isms\n    	Artistic\n    
16098	modules\n    	GPL\n    
16099	sapr3\n    	Other\n    
16101	ruby-tmpl\n    	BSD Original\n    
16102	beowulf\n    	GPL\n    
16104	mutelnet\n    	\n    
16105	xmms-dtd\n    	GPL\n    
16111	wwwcam\n    	GPL\n    
16112	oscarcluster\n    	GPL\n    
16113	postgresql_autodoc\n    	BSD Original\n    
16115	perlssh\n    	GPL\n    
16116	vpwd2sql\n    	BSD Original\n    
16117	dbconnect\n    	LGPL\n    
16124	spgmr08\n    	GPL\n    
16125	tgt\n    	LGPL\n    
16129	quamj\n    	GPL\n    
16131	kalich\n    	GPL\n    
16132	efeu\n    	LGPL\n    
16133	rseti\n    	MIT/X\n    
16134	aurigadoc\n    	GPL\n    
16135	schedutils\n    	BSD Original\n    
16136	juta\n    	GPL\n    
16138	pp_watchdog\n    	GPL\n    
16139	fonmon\n    	GPL\n    
16142	va\n    	GPL\n    
16146	ksetispy\n    	GPL\n    
16149	gnome-chord\n    	GPL\n    
16151	sfxp\n    	GPL\n    
16153	k3\n    	Public Domain\n    
16154	daitanmarks\n    	LGPL\n    
16156	xdirectfb\n    	MIT/X\n    
16159	rndgen\n    	BSD Original\n    
16162	mingettyfb\n    	GPL\n    
16164	fireburner\n    	Shareware\n    
16166	domc\n    	MIT/X\n    
16167	graphthing\n    	GPL\n    
16170	phpwebfilemanager\n    	GPL\n    
16171	iptablesscript\n    	GPL\n    
16173	pappalapapp\n    	GPL\n    
16177	pybook\n    	GPL\n    
16178	slicetime\n    	GPL\n    
16179	aewm_plus_plus\n    	GPL\n    
16180	multislicertp\n    	GPL\n    
16181	vmapj\n    	GPL\n    
16185	itrans\n    	BSD Original\n    
16188	http_filter\n    	Artistic\n    
16189	modefix_pl\n    	Artistic\n    
16190	moosic\n    	GPL\n    
16192	whoson\n    	GPL\n    
16194	mail-me\n    	GPL\n    
16197	cdbkup\n    	GPL\n    
16199	phpcontact\n    	GPL\n    
16201	diaweblog\n    	GPL\n    
16202	inlineguile\n    	Artistic\n    
16203	mpi_ruby\n    	\n    
16206	sorircd\n    	GPL\n    
16208	curator\n    	GPL\n    
16209	katalog\n    	Freeware\n    
16213	domainstat\n    	MIT/X\n    
16215	itc\n    	LGPL\n    
16217	adq\n    	GPL\n    
16218	cflow2vcg\n    	GPL\n    
16219	opensched\n    	GPL\n    
16220	xmms-sid\n    	GPL\n    
16221	elog\n    	GPL\n    
16226	s1000download\n    	GPL\n    
16227	barracudamvc\n    	\n    
16229	uddiregistry\n    	\n    
16231	knights\n    	GPL\n    
16232	tclfserv\n    	GPL\n    
16233	chaosrts\n    	GPL\n    
16234	kmon\n    	GPL\n    
16235	mvm\n    	GPL\n    
16237	ulog\n    	GPL\n    
16238	jwhich\n    	BSD Revised\n    
16242	online_php\n    	GPL\n    
16245	snortreport\n    	GPL\n    
16247	mooircd\n    	GPL\n    
16248	props\n    	GPL\n    
16251	netcast\n    	BSD Original\n    
16252	resin-cmp\n    	\n    
16253	pscan-plugin\n    	GPL\n    
16254	midas_daq\n    	GPL\n    
16255	java_sh\n    	GPL\n    
16258	adasockets\n    	GPL\n    
16259	phonetime\n    	Freeware\n    
16260	mod_erl\n    	BSD Original\n    
16263	joseph\n    	GPL\n    
16268	adeos\n    	GPL\n    
16269	chk4mail\n    	BSD Original\n    
16275	xcall\n    	GPL\n    
16276	tdns-conv\n    	GPL\n    
16277	endoshield\n    	GPL\n    
16278	txt2tags\n    	GPL\n    
16283	yaks\n    	GPL\n    
16285	cdmp3\n    	GPL\n    
16286	formatfloppy\n    	GPL\n    
16287	itm_libtool\n    	GPL\n    
16290	aspectj\n    	MPL\n    
16291	xpathvis\n    	GPL\n    
16292	nload\n    	GPL\n    
16293	mailverify\n    	BSD Original\n    
16294	functional-php\n    	LGPL\n    
16295	acid\n    	GPL\n    
16298	xmldiff\n    	GPL\n    
16299	zisofs-tools\n    	GPL\n    
16301	tm4j\n    	Apache\n    
16303	reptile\n    	BSD Original\n    
16304	mp3asm\n    	GPL\n    
16305	awhttpd\n    	GPL\n    
16306	vt52vnc\n    	GPL\n    
16308	gbi\n    	GPL\n    
16312	copper\n    	GPL\n    
16313	date-ical\n    	GPL\n    
16314	avr1\n    	GPL\n    
16315	modmylog\n    	GPL\n    
16316	smoothmetal\n    	MIT/X\n    
16320	sourcer\n    	Public Domain\n    
16323	quizcomposer\n    	GPL\n    
16325	sinfo\n    	GPL\n    
16326	tkscanfax\n    	GPL\n    
16327	smartui\n    	LGPL\n    
16328	devillinux\n    	GPL\n    
16331	easytables\n    	GPL\n    
16332	lunascript\n    	GPL\n    
16336	jpps\n    	GPL\n    
16339	appswitch\n    	BSD Original\n    
16342	svg2swf\n    	LGPL\n    
16343	xspell\n    	\n    
16344	physicsfs\n    	zlib\n    
16345	phpclassads\n    	GPL\n    
16347	serverspy\n    	GPL\n    
16348	jws\n    	Artistic\n    
16349	itm_libnetcomm\n    	GPL\n    
16356	wildweb\n    	GPL\n    
16358	muzcat\n    	GPL\n    
16360	cbooks\n    	Other\n    
16362	dreamhost_sta\n    	Other\n    
16364	dev-cpp\n    	GPL\n    
16365	photolib\n    	GPL\n    
16366	visopsys\n    	GPL\n    
16369	h2text\n    	GPL\n    
16372	ddgen\n    	GPL\n    
16377	anyconfig\n    	GPL\n    
16378	itm_libxml\n    	GPL\n    
16379	eddie42\n    	GPL\n    
16380	muehle\n    	Shareware\n    
16381	devhelp\n    	GPL\n    
16382	fishworld\n    	GPL\n    
16383	bkcvs\n    	GPL\n    
16385	tquotes\n    	GPL\n    
16386	treadinglist\n    	GPL\n    
16387	dvts\n    	Freeware\n    
16388	funambol\n    	GPL\n    
16389	otc\n    	GPL\n    
16394	blassic\n    	GPL\n    
16395	mangoquest\n    	GPL\n    
16396	virtusergen\n    	GPL\n    
16400	smb-network_cgi\n    	GPL\n    
16401	vpnscripts\n    	GPL\n    
16403	whospaying\n    	\n    
16404	standardfaq\n    	MIT/X\n    
16405	cambozola\n    	GPL\n    
16410	nexus\n    	MPL\n    
16412	kde-cygwin\n    	GPL\n    
16413	ai\n    	Public Domain\n    
16414	lundfxp\n    	Other\n    
16415	rc-crypt\n    	GPL\n    
16417	arprelease\n    	GPL\n    
16418	epgsqldb\n    	GPL\n    
16419	cms2cvs\n    	GPL\n    
16423	gnobb\n    	GPL\n    
16424	share360\n    	\n    
16425	xmcd2make\n    	GPL\n    
16429	proven_choice\n    	Other\n    
16431	fenix\n    	Other\n    
16433	gmrun\n    	GPL\n    
16434	itm_libthreadedserver\n    	GPL\n    
16435	phptroubleticket\n    	\n    
16439	iptables-tutorial\n    	Other\n    
