#  file: rfDevProjects2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, dev_loginname, is_admin, position, date_collected, datasource_id
#  FROM rf_developer_projects
#  WHERE datasource_id=219
#  ORDER BY proj_unixname, dev_loginname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	dev_loginname	is_admin	position	date_collected	datasource_id
datamapper	lanaer	0	Junior Developer	2010-05-03 16:53:38	219
datamapper	mayo	1	Admin	2010-05-03 16:53:38	219
datamapper	mr_eel	1	Admin	2010-05-03 16:53:38	219
datamapper	napx	1	Admin	2010-05-03 16:53:38	219
datamapper	pimpmaster	0	Junior Developer	2010-05-03 16:53:38	219
datamapper	psadauskas	1	Admin	2010-05-03 16:53:38	219
datamapper	railsaddict	0	Junior Developer	2010-05-03 16:53:38	219
datamapper	reinh	1	Admin	2010-05-03 16:53:38	219
datamapper	silentseraph	1	Admin	2010-05-03 16:53:38	219
datamapper	simondo	0	Junior Developer	2010-05-03 16:53:38	219
datamapper	ssmoot	1	Default	2010-05-03 16:53:38	219
datamapper	sutto	0	Junior Developer	2010-05-03 16:53:38	219
datamapper	thanatos	0	Junior Developer	2010-05-03 16:53:38	219
datamapper	vanpelt	0	Junior Developer	2010-05-03 16:53:38	219
datamapper	wycats	1	Admin	2010-05-03 16:53:38	219
datamapper4rail	mkristian	1	Default	2010-05-03 16:53:42	219
dataminer	seamusabshere	1	Default	2010-05-03 16:53:45	219
datauri	raingrove	1	Default	2010-05-03 16:53:49	219
dataview	btakita	1	Default	2010-05-03 16:53:54	219
datebalks	methote	1	Admin	2010-05-03 16:53:57	219
dated-version	raggi	1	Default	2010-05-03 16:54:01	219
datedbackup	smtlaissezfaire	1	Default	2010-05-03 16:54:05	219
dateeaster	shadowspar	1	Default	2010-05-03 16:54:08	219
daterange	glennmcdonald	1	Default	2010-05-03 16:54:13	219
dateranger	broughcut	1	Default	2010-05-03 16:54:18	219
dateutils	erpe	1	Default	2010-05-03 16:54:21	219
daum	oksure	1	Default	2010-05-03 16:54:26	219
davclient	thomasfl	1	Default	2010-05-03 16:54:31	219
dawgutils	martindemello	1	Default	2010-05-03 16:54:35	219
daylife	uhlenbrock	1	Default	2010-05-03 16:54:38	219
daylite-models	dzema	1	Default	2010-05-03 16:54:42	219
db-discovery	computermage	1	Default	2010-05-03 16:54:46	219
db-seed	cjharrelson	1	Default	2010-05-03 16:54:50	219
db-structure	jhosteny	1	Default	2010-05-03 16:54:55	219
db2extended	acangiano	1	Default	2010-05-03 16:54:59	219
db2ots	nunojob	1	Default	2010-05-03 16:55:03	219
db2rails	eleudson	1	Admin	2010-05-03 16:55:07	219
dbc	cmills	1	Default	2010-05-03 16:55:11	219
dbc	pinguin751	1	Default	2010-05-03 16:55:11	219
dbcov	holtonma	1	Default	2010-05-03 16:55:15	219
dbd-informix	santana	1	Default	2010-05-03 16:55:19	219
dbd4	irolabs	1	Default	2010-05-03 16:55:24	219
dbdiff	ekolve	1	Default	2010-05-03 16:55:27	219
dbfreesolr	jmoline	1	Default	2010-05-03 16:55:32	219
dbi2	petruchio	0	Senior Developer	2010-05-03 16:55:36	219
dbi2	pistos	0	Senior Developer	2010-05-03 16:55:36	219
dbi2	wyhaines	1	Default	2010-05-03 16:55:36	219
dbm	wayneeseguin	1	Default	2010-05-03 16:55:41	219
dbrb	a2800276	1	Default	2010-05-03 16:55:49	219
dbrubymanager	ricardvince	1	Default	2010-05-03 16:55:53	219
dbus-ruby	ljb	1	Default	2010-05-03 16:55:58	219
dbus-ruby	zerokarmaleft	1	Admin	2010-05-03 16:55:58	219
dcgov	skeevis	1	Default	2010-05-03 16:56:02	219
dclaw	kushboy	1	Default	2010-05-03 16:56:07	219
dconr	kosmas	1	Default	2010-05-03 16:56:11	219
dconrails	alcueca	0	Junior Developer	2010-05-03 16:56:16	219
dconrails	fernand0	0	Senior Developer	2010-05-03 16:56:16	219
dconrails	jjmerelo	1	Admin	2010-05-03 16:56:16	219
dconrails	knewter	0	Junior Developer	2010-05-03 16:56:16	219
dconrails	pantulis	1	Admin	2010-05-03 16:56:16	219
dconrails	rgo	0	Senior Developer	2010-05-03 16:56:16	219
dcov	jeremymcanally	1	Admin	2010-05-03 16:56:22	219
dcss	mylesb	1	Default	2010-05-03 16:56:25	219
dctl	bcarnazzi	1	Default	2010-05-03 16:56:28	219
dctmruby	calamitas	1	Default	2010-05-03 16:56:33	219
dctmruby	xaop	1	Admin	2010-05-03 16:56:33	219
ddate	rictic	1	Default	2010-05-03 16:56:36	219
ddcplugin	peuchert	1	Default	2010-05-03 16:56:39	219
ddynastructs	xzorg	1	Default	2010-05-03 16:56:44	219
deadreckoning	gyows	1	Default	2010-05-03 16:56:48	219
death	transami	1	Default	2010-05-03 16:56:53	219
debianonrails	thijsb	1	Default	2010-05-03 16:56:56	219
debpack	db-keen	1	Admin	2010-05-03 16:57:00	219
debtsnowball	winkerts	1	Default	2010-05-03 16:57:04	219
debug-commons	emononen	1	Admin	2010-05-03 16:57:07	219
debug-commons	endal	0	Developer	2010-05-03 16:57:07	219
debug-commons	mbarchfe	1	Admin	2010-05-03 16:57:07	219
debug-commons	mkrauskopf	1	Admin	2010-05-03 16:57:07	219
debug-commons	oleg_s	1	Admin	2010-05-03 16:57:07	219
debug-commons	pbrant	1	Admin	2010-05-03 16:57:07	219
debug-commons	superchris	0	Developer	2010-05-03 16:57:07	219
debugprint	merc	1	Default	2010-05-03 16:57:12	219
debut	ddollar	1	Default	2010-05-03 16:57:17	219
decimal	tadashi	1	Default	2010-05-03 16:57:21	219
decisiontree	igrigorik	1	Default	2010-05-03 16:57:25	219
decisiontree	jignacio	0	Senior Developer	2010-05-03 16:57:25	219
deckshuffler	dbregeon	1	Default	2010-05-03 16:57:28	219
declan	henrik	1	Admin	2010-05-03 16:57:33	219
decorate	langi	1	Default	2010-05-03 16:57:36	219
dectxn	soulware	1	Admin	2010-05-03 16:57:40	219
dediboutique	bille2	1	Default	2010-05-03 16:57:49	219
deeby	jbarnette	1	Default	2010-05-03 16:57:52	219
deep-link	ryanowens	1	Default	2010-05-03 16:57:56	219
deep-test	alexch	0	Senior Developer	2010-05-03 16:58:00	219
deep-test	anonymousz	1	Admin	2010-05-03 16:58:00	219
deep-test	bmabey	0	Senior Developer	2010-05-03 16:58:00	219
deep-test	dcmanges	1	Default	2010-05-03 16:58:00	219
deep-test	qxjit	1	Admin	2010-05-03 16:58:00	219
deep-test	smtlaissezfaire	0	Senior Developer	2010-05-03 16:58:00	219
deepend	paoloperrotta	1	Default	2010-05-03 16:58:04	219
deepmerge	science	1	Default	2010-05-03 16:58:08	219
defender	dvyjones	1	Default	2010-05-03 16:58:11	219
definition	wanabe	1	Default	2010-05-03 16:58:15	219
defmacro	dfg59	1	Default	2010-05-03 16:58:20	219
defract	wbruce	1	Default	2010-05-03 16:58:25	219
defstr	dragonmeteor	1	Default	2010-05-03 16:58:28	219
delaycalc	dsparling	1	Default	2010-05-03 16:58:33	219
deliciousme	vamseek	1	Default	2010-05-03 16:58:41	219
deliciousruby	ichiroc	1	Default	2010-05-03 16:58:46	219
delish	frew	1	Default	2010-05-03 16:58:54	219
delphin	billmcn	1	Default	2010-05-03 16:58:57	219
delsolr	bvandenbos	1	Default	2010-05-03 16:59:00	219
demaction	sethwalker	1	Default	2010-05-03 16:59:03	219
demo	lessio	0	Senior Developer	2010-05-03 16:59:07	219
demolisher	ggarside	1	Default	2010-05-03 16:59:11	219
demonine	demonine	1	Default	2010-05-03 16:59:14	219
demorails	lessio	1	Default	2010-05-03 16:59:18	219
dented	levali	1	Default	2010-05-03 16:59:23	219
depager	maita	1	Default	2010-05-03 16:59:27	219
dependencies	blaumag	1	Admin	2010-05-03 16:59:31	219
dependencies	djanowski	1	Default	2010-05-03 16:59:31	219
dependency	tec	1	Default	2010-05-03 16:59:34	219
depgraph	dcadenas	1	Admin	2010-05-03 16:59:38	219
deplategem	tlink	1	Default	2010-05-03 16:59:41	219
deploy2cloud	hbhanoo	1	Default	2010-05-03 16:59:46	219
deployorganizer	bazzel	1	Admin	2010-05-03 16:59:50	219
depq	akr	1	Default	2010-05-03 16:59:56	219
deprec	deprecated	1	Admin	2010-05-03 16:59:59	219
deprec	mbailey	1	Admin	2010-05-03 16:59:59	219
deprec	tiptop	1	Admin	2010-05-03 16:59:59	219
deprecated	erikh	1	Default	2010-05-03 17:00:02	219
depth-charge	bscofield	1	Admin	2010-05-03 17:00:05	219
derailleur	jey	1	Default	2010-05-03 17:00:08	219
derangedrobot	derangedrobot	1	Default	2010-05-03 17:00:12	219
derby	tdjordan	1	Default	2010-05-03 17:00:15	219
describedroutes	asplake	1	Default	2010-05-03 17:00:19	219
desert	btakita	1	Default	2010-05-03 17:00:24	219
desert	joemoore	1	Admin	2010-05-03 17:00:24	219
desert	joshsusser	1	Admin	2010-05-03 17:00:24	219
desert	nathansobo	1	Admin	2010-05-03 17:00:24	219
desert	nwilmes	1	Admin	2010-05-03 17:00:24	219
desert	parkert	1	Admin	2010-05-03 17:00:24	219
desert	thewoolleyman	1	Admin	2010-05-03 17:00:24	219
destinations	jlkventures	1	Default	2010-05-03 17:00:28	219
detailedbalance	rsutphin	1	Default	2010-05-03 17:00:32	219
detective	aseldawy	1	Default	2010-05-03 17:00:35	219
dev-utils	gsinclair	1	Default	2010-05-03 17:00:38	219
devalot	pjones	1	Default	2010-05-03 17:00:41	219
devcreek	kman	1	Default	2010-05-03 17:00:44	219
deveiate	ged	1	Default	2010-05-03 17:00:47	219
deveiate	mahlon	1	Admin	2010-05-03 17:00:47	219
developergarden	developergarden	1	Default	2010-05-03 17:00:51	219
developergarden	railshoster	0	Senior Developer	2010-05-03 17:00:51	219
devfunnel	eavonius	1	Default	2010-05-03 17:00:54	219
devil	banister	1	Default	2010-05-03 17:00:57	219
devjaxfb	devjax	1	Default	2010-05-03 17:01:01	219
devjaxjs	devjax	1	Default	2010-05-03 17:01:04	219
devtower	hcatlin	1	Admin	2010-05-03 17:01:07	219
dex	teleolurian	1	Default	2010-05-03 17:01:11	219
dfa-vis	linuxdan	1	Default	2010-05-03 17:01:14	219
dhaka	etldan	1	Admin	2010-05-03 17:01:18	219
dhaka	ghostroad	1	Admin	2010-05-03 17:01:18	219
dhaka	marcel	1	Admin	2010-05-03 17:01:18	219
dhkeyexchange	luinithil	1	Admin	2010-05-03 17:01:22	219
dhtmlcalendar	edwinmoss	1	Default	2010-05-03 17:01:27	219
dhun	deepakjois	1	Default	2010-05-03 17:01:29	219
diacritics-fu	thbar	1	Default	2010-05-03 17:01:34	219
diakonos	pistos	1	Default	2010-05-03 17:01:37	219
dialog	elk	1	Default	2010-05-03 17:01:41	219
diaria	ozten	1	Default	2010-05-03 17:01:46	219
dickens	ch0wda	1	Default	2010-05-03 17:01:50	219
dicom	cuthbert	1	Default	2010-05-03 17:01:55	219
dicomutils	eludias	1	Default	2010-05-03 17:01:58	219
dictator	phantom	1	Admin	2010-05-03 17:02:01	219
diesel	kvijayan	1	Default	2010-05-03 17:02:04	219
diff-csv	jui	0	Senior Developer	2010-05-03 17:02:08	219
diff-csv	tero	1	Default	2010-05-03 17:02:08	219
diff2xml	xoinu	1	Default	2010-05-03 17:02:13	219
diff4all	xoinu	1	Default	2010-05-03 17:02:17	219
diffdirs	cmercier	1	Default	2010-05-03 17:02:21	219
diffeq	angelbob	1	Admin	2010-05-03 17:02:26	219
diffeq	noahgibbs	1	Admin	2010-05-03 17:02:26	219
difflcs	wybo	1	Default	2010-05-03 17:02:30	219
digest	knu	1	Default	2010-05-03 17:02:35	219
digest-auth	lesfreeman	1	Default	2010-05-03 17:02:39	219
digestr	roscopeco	1	Admin	2010-05-03 17:02:43	219
digg	jodosha	1	Admin	2010-05-03 17:02:47	219
diggr	dfg59	1	Default	2010-05-03 17:02:50	219
digitalmoney	quetzal	1	Default	2010-05-03 17:02:53	219
digitalnz	jamesotron	1	Default	2010-05-03 17:02:57	219
digitalronin	digitalronin	1	Default	2010-05-03 17:03:01	219
dime	andre	1	Default	2010-05-03 17:03:05	219
diplomacy	jwthompson2	1	Admin	2010-05-03 17:03:08	219
diptera	db-keen	1	Default	2010-05-03 17:03:11	219
dirby	xmlblog	1	Default	2010-05-03 17:03:14	219
dircat	giof	1	Default	2010-05-03 17:03:17	219
dirdiff	m081072	1	Default	2010-05-03 17:03:20	219
dirjoy	db-keen	1	Admin	2010-05-03 17:03:23	219
discogs	jstep	1	Default	2010-05-03 17:03:27	219
discourse	dstar	1	Default	2010-05-03 17:03:31	219
discovery	pelleb	1	Default	2010-05-03 17:03:35	219
discuss	foca	1	Default	2010-05-03 17:03:38	219
discussit	altbs4	1	Default	2010-05-03 17:03:41	219
disguise	jbasdf	1	Default	2010-05-03 17:03:45	219
disguise	oxtralite	1	Admin	2010-05-03 17:03:45	219
diskbusker	masch	1	Default	2010-05-03 17:03:49	219
dispatcher	awkruse	0	Senior Developer	2010-05-03 17:03:53	219
dispatcher	nevir	1	Admin	2010-05-03 17:03:53	219
disqus	compay	1	Default	2010-05-03 17:03:58	219
disqussion	blowmage	1	Default	2010-05-03 17:04:02	219
distil-js	jeffwatkins	1	Default	2010-05-03 17:04:05	219
distribustream	tarcieri	1	Default	2010-05-03 17:04:10	219
ditz	wmorgan	1	Default	2010-05-03 17:04:13	219
div	m_seki	1	Admin	2010-05-03 17:04:17	219
divergentcrm	cgrusden	1	Default	2010-05-03 17:04:21	219
divshare	wasnotrice	1	Default	2010-05-03 17:04:25	219
divsufsort	winebarrel	1	Default	2010-05-03 17:04:29	219
djangoblog	riverbird	1	Default	2010-05-03 17:04:34	219
djbdns	boumenot	1	Default	2010-05-03 17:04:37	219
djbt	julian_simpson	1	Default	2010-05-03 17:04:41	219
dkplugin	pauldanter	1	Default	2010-05-03 17:04:46	219
dkponrails	mstillo	1	Default	2010-05-03 17:04:51	219
dl-link-helper	dinkel	1	Default	2010-05-03 17:04:55	219
dlc	jphastings	1	Default	2010-05-03 17:04:59	219
dlcookbook	ttate	1	Default	2010-05-03 17:05:03	219
dlinkctrl	jan_arban	1	Default	2010-05-03 17:05:07	219
dm-datamapper	ashleymoran	1	Default	2010-05-03 17:05:12	219
dm-fasten-the-s	maximeguilbot	1	Default	2010-05-03 17:05:16	219
dm-geokit	mattking	1	Default	2010-05-03 17:05:20	219
dm-is-paginated	lholden	1	Admin	2010-05-03 17:05:23	219
dm-is-slug	aq1018	1	Default	2010-05-03 17:05:28	219
dm-is-slugged	lholden	1	Default	2010-05-03 17:05:32	219
dm-is-taggable	maximeguilbot	1	Default	2010-05-03 17:05:37	219
dm-ldap-adapter	mkristian	1	Default	2010-05-03 17:05:41	219
dm-mysql	neovintage	1	Default	2010-05-03 17:05:45	219
dm-optlock	moser	1	Default	2010-05-03 17:05:49	219
dm-paperclip	krobertson	1	Default	2010-05-03 17:05:52	219
dm-plugins	lanaer	1	Default	2010-05-03 17:05:57	219
dm-plugins	mr_eel	0	Senior Developer	2010-05-03 17:05:57	219
dm-predefined	postmodern	1	Default	2010-05-03 17:06:00	219
dm-rdf	arto	1	Default	2010-05-03 17:06:04	219
dm-rdf	bhuga	1	Admin	2010-05-03 17:06:04	219
dm-rdf	disturbyte	0	Developer	2010-05-03 17:06:04	219
dm-rdf	jhuckabee	1	Admin	2010-05-03 17:06:04	219
dm-rdf	macbert	0	Developer	2010-05-03 17:06:04	219
dm-revisioned	ior3k	1	Default	2010-05-03 17:06:08	219
dm-sanitize	schwabsauce	1	Default	2010-05-03 17:06:12	219
dm-sanitizer	boshechki	1	Default	2010-05-03 17:06:17	219
dm-simpledb	jcrosby	1	Default	2010-05-03 17:06:21	219
dm-sphinx	shanerhanna	1	Default	2010-05-03 17:06:24	219
dm-tags	bobbyc	1	Default	2010-05-03 17:06:29	219
dm-tokyo	shanerhanna	1	Default	2010-05-03 17:06:34	219
dm-userstamp	rlivsey	1	Default	2010-05-03 17:06:38	219
dm-utf8	mkristian	1	Default	2010-05-03 17:06:43	219
dm-xapian	psq	1	Default	2010-05-03 17:06:46	219
dm-xml-adapter	jhstatewide	1	Default	2010-05-03 17:06:50	219
dm-yaml-adapter	jhstatewide	1	Default	2010-05-03 17:06:55	219
dmsalesforce	adelcambre	1	Admin	2010-05-03 17:06:59	219
dmsalesforce	atmos	1	Default	2010-05-03 17:06:59	219
dmsalesforce	halorgium	1	Admin	2010-05-03 17:06:59	219
dnbnor2qif	menthal	1	Default	2010-05-03 17:07:02	219
dns-zone	why	1	Default	2010-05-03 17:07:07	219
dnsomatic	bwalton	1	Admin	2010-05-03 17:07:10	219
dnsomatic	mwalton	0	Junior Developer	2010-05-03 17:07:10	219
dnsruby	alexd	1	Default	2010-05-03 17:07:15	219
dnssd	aaronp	1	Admin	2010-05-03 17:07:19	219
dnssd	chadfowler	1	Default	2010-05-03 17:07:19	219
dnssd	cheshire	1	Default	2010-05-03 17:07:19	219
dnssd	cmills	1	Default	2010-05-03 17:07:19	219
dnssd	dblack	1	Default	2010-05-03 17:07:19	219
dnssd	drbrain	1	Admin	2010-05-03 17:07:19	219
dnssd	rich	1	Default	2010-05-03 17:07:19	219
dnssd	sam	1	Default	2010-05-03 17:07:19	219
dnssd	technomancy	1	Admin	2010-05-03 17:07:19	219
dnstraverse	squish	1	Default	2010-05-03 17:07:22	219
dnz-client	jemmyw	1	Default	2010-05-03 17:07:25	219
doab	clement	1	Default	2010-05-03 17:07:28	219
dobby	ananelson	1	Default	2010-05-03 17:07:31	219
doc2html	pbrumm	1	Default	2010-05-03 17:07:36	219
docdiff	hisashim	1	Default	2010-05-03 17:07:40	219
docgenerator	knut	1	Default	2010-05-03 17:07:43	219
doctest	ngw	1	Default	2010-05-03 17:07:48	219
doctest	rogerdpack	1	Admin	2010-05-03 17:07:48	219
documatic	urbanus	1	Admin	2010-05-03 17:07:51	219
document	rolsen	1	Default	2010-05-03 17:07:55	219
dodo	geemus	1	Default	2010-05-03 17:07:59	219
dodomeki	sakuro	1	Default	2010-05-03 17:08:03	219
dodt-chargen	tbergstedt	1	Default	2010-05-03 17:08:07	219
dogdoor	mayankkapoor	1	Default	2010-05-03 17:08:12	219
dogpile	ordishs	1	Default	2010-05-03 17:08:15	219
dohruby	atpsoft	1	Admin	2010-05-03 17:08:20	219
dohruby	eegore	1	Admin	2010-05-03 17:08:20	219
dohruby	makani	1	Admin	2010-05-03 17:08:20	219
dojo	einargan	1	Admin	2010-05-03 17:08:23	219
dojo	judofyr	1	Admin	2010-05-03 17:08:23	219
dojo	limbo	1	Admin	2010-05-03 17:08:23	219
dojo-pkg	foobarfighter	1	Default	2010-05-03 17:08:28	219
dojor	kosmas	1	Default	2010-05-03 17:08:31	219
dokkit	remogatto	1	Default	2010-05-03 17:08:35	219
domain-fu	fox	1	Default	2010-05-03 17:08:39	219
domainlogic	ramonsoares	1	Default	2010-05-03 17:08:44	219
dome	karottenreibe	1	Default	2010-05-03 17:08:48	219
domloconline	johnesta	1	Default	2010-05-03 17:08:52	219
donmanolo2	emeza	1	Default	2010-05-03 17:08:56	219
donortrust	charliegodsoe	0	Junior Developer	2010-05-03 17:09:01	219
donortrust	danielburke	0	Senior Developer	2010-05-03 17:09:01	219
donortrust	jaybaydala	1	Admin	2010-05-03 17:09:01	219
donortrust	joegaudet	1	Admin	2010-05-03 17:09:01	219
donortrust	jrickard	0	Senior Developer	2010-05-03 17:09:01	219
donortrust	jsauter	0	Senior Developer	2010-05-03 17:09:01	219
donortrust	lgomes	0	Junior Developer	2010-05-03 17:09:01	219
donortrust	mneill	0	Senior Developer	2010-05-03 17:09:01	219
donortrust	roviehc	0	Senior Developer	2010-05-03 17:09:01	219
donortrust	smithsf	0	Senior Developer	2010-05-03 17:09:01	219
donortrust	sterrym	1	Admin	2010-05-03 17:09:01	219
donortrust	stevenghines	0	Senior Developer	2010-05-03 17:09:01	219
donortrust	svnuser	0	Senior Developer	2010-05-03 17:09:01	219
donortrust	tansylam	0	Junior Developer	2010-05-03 17:09:01	219
donortrust	zukunftsalick	0	Junior Developer	2010-05-03 17:09:01	219
dood	beammeup	1	Default	2010-05-03 17:09:05	219
doodle	monkeymind	1	Default	2010-05-03 17:09:08	219
doppelganger	brianjlandau	1	Default	2010-05-03 17:09:12	219
doppler	svicalifornia	1	Default	2010-05-03 17:09:16	219
doquote	saimon	1	Default	2010-05-03 17:09:20	219
dorb	bernerdschaefer	1	Admin	2010-05-03 17:09:23	219
dorb	dbussink	1	Admin	2010-05-03 17:09:23	219
dorb	dkubb	1	Admin	2010-05-03 17:09:23	219
dorb	luislavena	1	Admin	2010-05-03 17:09:23	219
dorb	mayo	1	Admin	2010-05-03 17:09:23	219
dorb	psadauskas	1	Admin	2010-05-03 17:09:23	219
dorb	ssmoot	1	Admin	2010-05-03 17:09:23	219
dorb	wycats	1	Default	2010-05-03 17:09:23	219
dorkbuster	spatulasnout	1	Default	2010-05-03 17:09:27	219
dotime	saimon	1	Default	2010-05-03 17:09:32	219
dotnetsrv-ruby	chirantan	0	Senior Developer	2010-05-03 17:09:35	219
dotnetsrv-ruby	infocard	1	Admin	2010-05-03 17:09:35	219
dotnetsrv-ruby	nehadnahar	0	Senior Developer	2010-05-03 17:09:35	219
dotnetsrv-ruby	sameer-awate	1	Admin	2010-05-03 17:09:35	219
dotnetsrv-ruby	sonalikarnik	0	Junior Developer	2010-05-03 17:09:35	219
dotnetsrv-ruby	v-sanika	1	Admin	2010-05-03 17:09:35	219
dotnetvc	juantar	1	Admin	2010-05-03 17:09:38	219
dotr	purcell	1	Default	2010-05-03 17:09:41	219
dotracker	trinculescu	1	Default	2010-05-03 17:09:45	219
dotty	dfg59	1	Default	2010-05-03 17:09:49	219
douban-ruby	hooopo	1	Default	2010-05-03 17:09:54	219
doubanapi	ruanwz	1	Default	2010-05-03 17:09:58	219
double-ruby	btakita	1	Default	2010-05-03 17:10:03	219
doublefilter	cuzic	1	Admin	2010-05-03 17:10:07	219
doublemetaphone	dwerder	1	Admin	2010-05-03 17:10:10	219
dpkg-tools	fidothe	1	Default	2010-05-03 17:10:14	219
dragongoserver	thopre	1	Default	2010-05-03 17:10:18	219
drails	satynos	1	Default	2010-05-03 17:10:22	219
drake	quix	1	Default	2010-05-03 17:10:25	219
dram	ritxi	1	Default	2010-05-03 17:10:29	219
dramatis	smparkes	1	Default	2010-05-03 17:10:32	219
drawer	blaumag	1	Default	2010-05-03 17:10:36	219
drbfire	ntalbott	1	Default	2010-05-03 17:10:39	219
drbreports	georgious	1	Default	2010-05-03 17:10:43	219
drcureta	peterpunk	1	Admin	2010-05-03 17:10:46	219
dreamscape	dyang	1	Default	2010-05-03 17:10:50	219
drep	tda	1	Default	2010-05-03 17:10:55	219
dries	rschermesser	1	Admin	2010-05-03 17:11:00	219
drmap	mchung	1	Default	2010-05-03 17:11:08	219
drnicjavascript	nicwilliams	1	Default	2010-05-03 17:11:13	219
drnicutilities	nicwilliams	1	Default	2010-05-03 17:11:17	219
drolfar	asivitz	1	Default	2010-05-03 17:11:20	219
drolfar	dmidler	0	Junior Developer	2010-05-03 17:11:20	219
drolfar	freecycles	0	Junior Developer	2010-05-03 17:11:20	219
drolfar	kchen	0	Junior Developer	2010-05-03 17:11:20	219
drolfar	nhatt	0	Junior Developer	2010-05-03 17:11:20	219
drolfar	nwinter	1	Admin	2010-05-03 17:11:20	219
drolfar	rchicken	0	Junior Developer	2010-05-03 17:11:20	219
drolfar	serickson	0	Junior Developer	2010-05-03 17:11:20	219
drolfar	tjdw	0	Junior Developer	2010-05-03 17:11:20	219
drp	polypus	1	Admin	2010-05-03 17:11:24	219
drproxy	cardmagic	1	Default	2010-05-03 17:11:28	219
drqueue	drqueue	1	Default	2010-05-03 17:11:31	219
drublender	infoburner	1	Default	2010-05-03 17:11:34	219
druid	druidian	1	Default	2010-05-03 17:11:39	219
druida	fzagarzazu	1	Default	2010-05-03 17:11:43	219
drunit	cwninja	1	Default	2010-05-03 17:11:47	219
drupal	tjholowaychuk	0	Senior Developer	2010-05-03 17:11:52	219
drx	mooffie	1	Default	2010-05-03 17:11:56	219
dry	edwinmoss	1	Default	2010-05-03 17:12:01	219
drydock	delano	1	Default	2010-05-03 17:12:04	219
dryopteris	brynary	1	Default	2010-05-03 17:12:08	219
dryopteris	mdalessio13	1	Admin	2010-05-03 17:12:08	219
dryplugin	garnierjm	1	Default	2010-05-03 17:12:12	219
drysql	bsevans	1	Default	2010-05-03 17:12:16	219
dsetutils	sathish316	1	Default	2010-05-03 17:12:20	219
dsigne	tobalseverin	1	Default	2010-05-03 17:12:24	219
dsktool	jonnosan	1	Default	2010-05-03 17:12:28	219
dsl-accessor	maiha	1	Admin	2010-05-03 17:12:31	219
dsl-accessor	squeegy	1	Admin	2010-05-03 17:12:31	219
dslkit	flori	1	Default	2010-05-03 17:12:38	219
dst	srt	1	Default	2010-05-03 17:12:43	219
dtask	keita	1	Default	2010-05-03 17:12:45	219
dtaus	knut	1	Default	2010-05-03 17:12:48	219
dtr	lixiao	1	Default	2010-05-03 17:12:52	219
duality-cms	keynan	1	Default	2010-05-03 17:12:57	219
duality-cms	macrob7	0	Senior Developer	2010-05-03 17:12:57	219
duality-cms	xfreaper	0	Junior Developer	2010-05-03 17:12:57	219
dubiosys	dubiosys	1	Default	2010-05-03 17:13:02	219
duby	mactuitui	1	Default	2010-05-03 17:13:05	219
dubya	mriou	1	Default	2010-05-03 17:13:10	219
ducktator	olabini	1	Default	2010-05-03 17:13:14	219
ducktypechecker	btakita	1	Default	2010-05-03 17:13:18	219
ducktypes	jvoorhis	1	Default	2010-05-03 17:13:22	219
dunelox-flexgen	emicklei	1	Default	2010-05-03 17:13:30	219
dupeval	banister	1	Default	2010-05-03 17:13:34	219
duration	kuja	1	Default	2010-05-03 17:13:39	219
durb	msasso	1	Default	2010-05-03 17:13:42	219
dust	dcmanges	0	Senior Developer	2010-05-03 17:13:47	219
dust	jaycfields	1	Default	2010-05-03 17:13:47	219
dust	sharvie	1	Admin	2010-05-03 17:13:47	219
dutchfaker	onno	1	Default	2010-05-03 17:13:51	219
dvbstreamer	nhumfrey	1	Default	2010-05-03 17:13:54	219
dvi	keita	1	Default	2010-05-03 17:13:59	219
dvi-parser	dblack	1	Default	2010-05-03 17:14:04	219
dwatir	avillad	1	Default	2010-05-03 17:14:08	219
dwdiff	davidsmalley	1	Default	2010-05-03 17:14:13	219
dyn-ftp-serv	vlrubtsov	1	Default	2010-05-03 17:14:16	219
dyn-session-exp	phillipg	1	Default	2010-05-03 17:14:20	219
dynamic-hl7	johnnyb	1	Default	2010-05-03 17:14:24	219
dynamic-hl7	nphelps	1	Admin	2010-05-03 17:14:24	219
dynamic-methods	trotter	1	Default	2010-05-03 17:14:28	219
dynamicreports	wayneeseguin	1	Default	2010-05-03 17:14:32	219
dynamime	vodafone	1	Default	2010-05-03 17:14:35	219
dynect	aberant	1	Admin	2010-05-03 17:14:38	219
dynect	randybias	1	Admin	2010-05-03 17:14:38	219
dynect	redsquirrel	1	Default	2010-05-03 17:14:38	219
dynpet	kiba	1	Default	2010-05-03 17:14:42	219
e-goat	gramos	1	Default	2010-05-03 17:14:46	219
e-marketplace	kaouki	1	Default	2010-05-03 17:14:50	219
