#  file: rfDevProjects2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, dev_loginname, is_admin, position, date_collected, datasource_id
#  FROM rf_developer_projects
#  WHERE datasource_id=219
#  ORDER BY proj_unixname, dev_loginname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	dev_loginname	is_admin	position	date_collected	datasource_id
railsmachine	pinguskahn	0	Senior Developer	2010-05-03 21:02:59	219
railsmailserver	shinya	1	Default	2010-05-03 21:03:02	219
railsmenubar	hashcode	0	Senior Developer	2010-05-03 21:03:06	219
railsmon	agreif	1	Default	2010-05-03 21:03:10	219
railsmud	feyeleanor	1	Default	2010-05-03 21:03:14	219
railsmyadmin	jake3030	1	Admin	2010-05-03 21:03:19	219
railsondesktop	eduardofiorezi	0	Senior Developer	2010-05-03 21:03:24	219
railsondesktop	felipegiotto	1	Default	2010-05-03 21:03:24	219
railsonusb	roco3d	1	Default	2010-05-03 21:03:28	219
railspatcher	pjhyett	1	Default	2010-05-03 21:03:33	219
railspdfplugin	hdiwan	0	Senior Developer	2010-05-03 21:03:36	219
railspdfplugin	mixonic	0	Senior Developer	2010-05-03 21:03:36	219
railspdfplugin	tomw	1	Admin	2010-05-03 21:03:36	219
railspeggame	sbeckeriv	1	Default	2010-05-03 21:03:41	219
railspgprocs	frogstarr78	1	Default	2010-05-03 21:03:45	219
railspki	rheoli	1	Default	2010-05-03 21:03:50	219
railsplanet	jimray	1	Default	2010-05-03 21:03:53	219
railsplugins	fazibear	1	Default	2010-05-03 21:03:57	219
railspread	lourens	1	Default	2010-05-03 21:04:02	219
railsrtv	vpuzzella	1	Default	2010-05-03 21:04:06	219
railsscale	christkv	1	Default	2010-05-03 21:04:10	219
railssecure	kcramakrishna	1	Default	2010-05-03 21:04:14	219
railssecure	venkat_bagam	0	Senior Developer	2010-05-03 21:04:14	219
railssns	masuidrive	1	Default	2010-05-03 21:04:18	219
railssqlcache	jenshimmelreich	1	Default	2010-05-03 21:04:21	219
railsstats	drummr77	1	Default	2010-05-03 21:04:24	219
railstat	lmanolov	1	Admin	2010-05-03 21:04:27	219
railstat	npenkov	0	Senior Developer	2010-05-03 21:04:27	219
railstracker	malagant	1	Admin	2010-05-03 21:04:32	219
railstree	hashcode	0	Senior Developer	2010-05-03 21:04:36	219
railsvmware	biglaughing	1	Default	2010-05-03 21:04:40	219
railswiki	anilscuba	1	Default	2010-05-03 21:04:45	219
railsworks	cezarm	0	Junior Developer	2010-05-03 21:04:50	219
railsworks	florin_patrascu	1	Admin	2010-05-03 21:04:50	219
railsxls	venkat	1	Default	2010-05-03 21:04:54	219
railtags	jonbaer	1	Default	2010-05-03 21:04:58	219
railties	webster132	1	Default	2010-05-03 21:05:02	219
railway	sally	1	Default	2010-05-03 21:05:05	219
railwayvehicle	railwayvehicle	1	Default	2010-05-03 21:05:10	219
railzilla	raskchanky	1	Master Developer	2010-05-03 21:05:14	219
railzilla	tjhanley	1	Master Developer	2010-05-03 21:05:14	219
raimbo	fideist11	0	Default	2010-05-03 21:05:19	219
raimbo	kdresner	1	Default	2010-05-03 21:05:19	219
rain8net	adamtao	1	Default	2010-05-03 21:05:22	219
rainbow	sickill	1	Default	2010-05-03 21:05:25	219
rainbows	normalperson	1	Default	2010-05-03 21:05:30	219
raingrams	postmodern	1	Default	2010-05-03 21:05:33	219
rak	lucraft	1	Default	2010-05-03 21:05:38	219
rake	jimweirich	1	Default	2010-05-03 21:05:41	219
rake-compiler	luislavena	1	Default	2010-05-03 21:05:44	219
rake-completion	tylerrick	1	Default	2010-05-03 21:05:47	219
rake-dotnet	petemounce	1	Default	2010-05-03 21:05:50	219
rake-gemcutter	nyarly	1	Default	2010-05-03 21:05:53	219
rake-secrets	bleything	1	Admin	2010-05-03 21:05:56	219
rake-secrets	jbarnette	1	Default	2010-05-03 21:05:56	219
rake-tasks	code_monkey	1	Default	2010-05-03 21:06:00	219
rake4latex	knut	1	Default	2010-05-03 21:06:03	219
rakedmg	emanuelev	1	Default	2010-05-03 21:06:06	219
rakegen	automatthew	1	Default	2010-05-03 21:06:10	219
rakemenu	lahnsurfer	1	Default	2010-05-03 21:06:14	219
rakepp	gizmomogwai	1	Default	2010-05-03 21:06:18	219
raketasks	joshknowles	1	Admin	2010-05-03 21:06:22	219
raketasks	matt_a	1	Default	2010-05-03 21:06:22	219
rakeweb	mbbx6spp	0	Senior Developer	2010-05-03 21:06:29	219
rakeweb	umquat	1	Default	2010-05-03 21:06:29	219
rakoon	jboss	1	Admin	2010-05-03 21:06:33	219
rakugoka	knaveofdiamonds	1	Default	2010-05-03 21:06:37	219
ralbum	giof	1	Default	2010-05-03 21:06:40	219
raleigh-rb	ktowle	0	Junior Developer	2010-05-03 21:06:45	219
raleigh-rb	lawjoskar	0	Junior Developer	2010-05-03 21:06:45	219
raleigh-rb	ntalbott	1	Default	2010-05-03 21:06:45	219
raleigh-rb	olbrich	0	Junior Developer	2010-05-03 21:06:45	219
raleigh-rb	pelargir	0	Senior Developer	2010-05-03 21:06:45	219
raleigh-rb	pkristoff	0	Junior Developer	2010-05-03 21:06:45	219
raleigh-rb	rdenatale	0	Junior Developer	2010-05-03 21:06:45	219
raleigh-rb	redinger	0	Junior Developer	2010-05-03 21:06:45	219
raleigh-rb	scheerer	0	Junior Developer	2010-05-03 21:06:45	219
raleigh-rb	yelloh99	0	Junior Developer	2010-05-03 21:06:45	219
raliasfile	ralias	1	Default	2010-05-03 21:06:49	219
raliasrecord	ralias	1	Default	2010-05-03 21:06:53	219
rally-cli	jpshackelford	1	Default	2010-05-03 21:06:57	219
rally-rest-api	abrockett	0	Senior Developer	2010-05-03 21:07:01	219
rally-rest-api	bcotton	1	Admin	2010-05-03 21:07:01	219
rally-rest-api	jyakich	0	Senior Developer	2010-05-03 21:07:01	219
ram	garrydolley	1	Admin	2010-05-03 21:07:06	219
ram	heavysixer	1	Admin	2010-05-03 21:07:06	219
ramaze	comp_zenix	0	Senior Developer	2010-05-03 21:07:09	219
ramaze	entropy	0	Senior Developer	2010-05-03 21:07:09	219
ramaze	manveru	1	Default	2010-05-03 21:07:09	219
ramaze	pistos	1	Admin	2010-05-03 21:07:09	219
ramaze	tmm1	1	Admin	2010-05-03 21:07:09	219
ramen	ghouston	1	Default	2010-05-03 21:07:13	219
ramen-web	joxer	1	Default	2010-05-03 21:07:17	219
rametook	fadhil	1	Admin	2010-05-03 21:07:21	219
rametook	firodj	1	Default	2010-05-03 21:07:21	219
rametook	niwatori	1	Admin	2010-05-03 21:07:21	219
rami	rami	1	Default	2010-05-03 21:07:26	219
ramis	stellit	1	Default	2010-05-03 21:07:29	219
ramp	webget	1	Default	2010-05-03 21:07:36	219
rams	booch	0	Senior Developer	2010-05-03 21:07:40	219
rams	edhowland	0	Senior Developer	2010-05-03 21:07:40	219
rams	jeffbski	1	Admin	2010-05-03 21:07:40	219
rana	yuanying	1	Default	2010-05-03 21:07:45	219
ranalytics	mirek	1	Default	2010-05-03 21:07:48	219
rand	keegan	1	Admin	2010-05-03 21:07:51	219
rand	kig	0	Senior Developer	2010-05-03 21:07:51	219
randexp	benburkert	1	Default	2010-05-03 21:07:54	219
random	feldt	1	Default	2010-05-03 21:07:57	219
random-data	subelsky	1	Admin	2010-05-03 21:08:01	219
random-text	toy_toy	1	Default	2010-05-03 21:08:05	219
random-word-gen	matt_a	1	Default	2010-05-03 21:08:10	219
randomcases	walterm	1	Default	2010-05-03 21:08:15	219
rango	botanicus	1	Default	2010-05-03 21:08:18	219
rannel	ecomba	1	Admin	2010-05-03 21:08:23	219
rannotate	conorh	1	Default	2010-05-03 21:08:27	219
rannotate	matiasp	0	Senior Developer	2010-05-03 21:08:27	219
rannotate	uncled	0	Senior Developer	2010-05-03 21:08:27	219
rant	donniedarko	1	Default	2010-05-03 21:08:31	219
rant	langi	1	Admin	2010-05-03 21:08:32	219
rant	meink	1	Admin	2010-05-03 21:08:32	219
rant	russel	1	Admin	2010-05-03 21:08:32	219
rao	mailtorajuit	1	Default	2010-05-03 21:08:35	219
raoe	botanicus	1	Default	2010-05-03 21:08:39	219
raop	aaronp	1	Default	2010-05-03 21:08:43	219
rapidegrid	olivierhaegi	1	Admin	2010-05-03 21:08:47	219
rapidegrid	yann	1	Admin	2010-05-03 21:08:47	219
rapidshare	dominikh	1	Default	2010-05-03 21:08:51	219
rapidshareget	danteregis	1	Default	2010-05-03 21:08:55	219
rapleaf	bryanduxbury	1	Default	2010-05-03 21:09:00	219
rapleaf	jlizt	1	Admin	2010-05-03 21:09:00	219
rapt	bcurtis	1	Admin	2010-05-03 21:09:04	219
rapt	lazyatom	1	Admin	2010-05-03 21:09:04	219
rapt	lukeredpath	1	Admin	2010-05-03 21:09:04	219
rapt	topfunky	1	Default	2010-05-03 21:09:04	219
rar	lirion	1	Default	2010-05-03 21:09:08	219
raramorph	espace	1	Default	2010-05-03 21:09:12	219
rarff	apayne	1	Default	2010-05-03 21:09:17	219
rarg	dice	1	Default	2010-05-03 21:09:20	219
rash	khendon	1	Default	2010-05-03 21:09:24	219
raskl	warhero	1	Default	2010-05-03 21:09:29	219
rasm	malu	1	Default	2010-05-03 21:09:33	219
rassembler	giancarlo	1	Default	2010-05-03 21:09:37	219
rassmalog	snk	1	Default	2010-05-03 21:09:40	219
rasta	hmcgowan	1	Default	2010-05-03 21:09:44	219
rasta	mandersn	0	Junior Developer	2010-05-03 21:09:44	219
rasta	rstp	0	Senior Developer	2010-05-03 21:09:44	219
rastman	mathieul	1	Default	2010-05-03 21:09:49	219
rastro	aledonne	1	Admin	2010-05-03 21:09:53	219
rastro	pedro_m_santos	1	Default	2010-05-03 21:09:53	219
rastum	mhack	1	Default	2010-05-03 21:09:58	219
rat	elliottcable	1	Default	2010-05-03 21:10:01	219
ratable	wbruce	1	Default	2010-05-03 21:10:05	219
ratchet	fitzsimmons	0	Senior Developer	2010-05-03 21:10:08	219
ratchet	vagabond	1	Default	2010-05-03 21:10:08	219
rateableplugin	f1chris	1	Default	2010-05-03 21:10:12	219
ratom	sgeo	1	Default	2010-05-03 21:10:15	219
rav	qerub	1	Admin	2010-05-03 21:10:20	219
rav	technomancy	1	Default	2010-05-03 21:10:20	219
rava	zotterb	1	Default	2010-05-03 21:10:24	219
ravascript	pugio	1	Default	2010-05-03 21:10:28	219
rave	diminish7	1	Default	2010-05-03 21:10:32	219
raven	jbouwman	0	Senior Developer	2010-05-03 21:10:36	219
raven	mfoemmel	1	Admin	2010-05-03 21:10:36	219
raven	mriou	1	Default	2010-05-03 21:10:36	219
rawapi	bwyrosdick	1	Admin	2010-05-03 21:10:39	219
rawdio	mvb	1	Default	2010-05-03 21:10:42	219
rawk	ashishwave	1	Default	2010-05-03 21:10:51	219
rawk-the-logs	ckhsponge	1	Default	2010-05-03 21:10:54	219
rawline	h3rald	1	Default	2010-05-03 21:10:57	219
rawr	dkoontz	1	Default	2010-05-03 21:11:00	219
rawr	logan_barnett	1	Admin	2010-05-03 21:11:00	219
raws	ooyala-sean	1	Default	2010-05-03 21:11:04	219
raxb	jpkutner	1	Default	2010-05-03 21:11:08	219
raxis	chintana	1	Default	2010-05-03 21:11:13	219
ray	sinsiliux	1	Default	2010-05-03 21:11:17	219
rayitasgame	asr00	0	Senior Developer	2010-05-03 21:11:22	219
rayitasgame	juancasas	1	Admin	2010-05-03 21:11:22	219
raziel	tobi-wan-kenobi	1	Default	2010-05-03 21:11:25	219
rb-actors	dcolthorp	1	Default	2010-05-03 21:11:29	219
rb-aes31	jamiehardt	1	Default	2010-05-03 21:11:32	219
rb-appscript	hhas	1	Default	2010-05-03 21:11:35	219
rb-cdio	clbustos	1	Default	2010-05-03 21:11:39	219
rb-daspk	ericmeyers	1	Default	2010-05-03 21:11:44	219
rb-dataglove	dshipton	1	Default	2010-05-03 21:11:48	219
rb-db	buffovich	1	Default	2010-05-03 21:11:53	219
rb-gae-support	lstoll	1	Default	2010-05-03 21:11:57	219
rb-gsl	davidm	0	Senior Developer	2010-05-03 21:12:02	219
rb-gsl	ytsunesada	1	Default	2010-05-03 21:12:02	219
rb-itunes	kaste	1	Default	2010-05-03 21:12:05	219
rb-mp3splt	jayronc	1	Default	2010-05-03 21:12:08	219
rb-plplot	davidm	1	Default	2010-05-03 21:12:16	219
rb-plurk	kris7topher	1	Default	2010-05-03 21:12:20	219
rb-skypemac	sleight42	1	Default	2010-05-03 21:12:24	219
rb-wartslib	youngh	1	Default	2010-05-03 21:12:27	219
rb2js	joey	0	Henchman	2010-05-03 21:12:35	219
rb2js	pbattley	1	Default	2010-05-03 21:12:35	219
rb2js4proto	rubyruy	1	Default	2010-05-03 21:12:39	219
rbackup	ritxi	1	Admin	2010-05-03 21:12:43	219
rbaio	jrepp	1	Admin	2010-05-03 21:12:47	219
rballista	timmyw	1	Default	2010-05-03 21:12:51	219
rbarcode	cblackburn	1	Default	2010-05-03 21:12:55	219
rbase	maxim_kulkin	1	Admin	2010-05-03 21:12:58	219
rbatis	tirsen	1	Default	2010-05-03 21:13:01	219
rbb	dgenord	1	Default	2010-05-03 21:13:04	219
rbc	cuervo	1	Default	2010-05-03 21:13:08	219
rbcddb	juvanham	1	Default	2010-05-03 21:13:11	219
rbcdio	rockyb	1	Default	2010-05-03 21:13:15	219
rbclutter	nroberts	1	Default	2010-05-03 21:13:20	219
rbcoincoin	adehay	0	Default	2010-05-03 21:13:24	219
rbcoincoin	pterjan	1	Admin	2010-05-03 21:13:24	219
rbcomicreader	kiba	1	Admin	2010-05-03 21:13:29	219
rbconf	chriskxu	1	Default	2010-05-03 21:13:32	219
rbcrontab	robhurring	1	Admin	2010-05-03 21:13:36	219
rbcurse	rkumar	1	Default	2010-05-03 21:13:40	219
rbdelicious	rkern	1	Default	2010-05-03 21:13:44	219
rbeai	xinizul	1	Admin	2010-05-03 21:13:49	219
rbee	impdesigns	1	Default	2010-05-03 21:13:53	219
rbehave	dchelimsky	0	Senior Developer	2010-05-03 21:13:58	219
rbehave	tastapod	1	Admin	2010-05-03 21:13:58	219
rbench	somebee	1	Default	2010-05-03 21:14:02	219
rbforth	probertm	1	Default	2010-05-03 21:14:06	219
rbforum	ranophoenix	1	Default	2010-05-03 21:14:10	219
rbgooey	kiba	1	Admin	2010-05-03 21:14:13	219
rbgps	juvanham	1	Default	2010-05-03 21:14:18	219
rbgrep	ken_clayvalet	1	Default	2010-05-03 21:14:22	219
rbhijack	rpag	1	Default	2010-05-03 21:14:26	219
rbibtex	bschroed	1	Default	2010-05-03 21:14:29	219
rbiff	castorpilot	1	Default	2010-05-03 21:14:32	219
rbimapsync	leshats	1	Default	2010-05-03 21:14:37	219
rbing	mdemers	1	Admin	2010-05-03 21:14:41	219
rbing	mikedemers	1	Default	2010-05-03 21:14:41	219
rbiphonetest	nicwilliams	1	Default	2010-05-03 21:14:45	219
rbkb	emonti	1	Default	2010-05-03 21:14:49	219
rbktoblzcheck	ratzefummel	1	Default	2010-05-03 21:14:52	219
rblog	mixingster	1	Default	2010-05-03 21:14:57	219
rblog2008	bigapple	1	Default	2010-05-03 21:15:02	219
rbluez	netbomb	1	Default	2010-05-03 21:15:06	219
rbmediawiki	chabacano	1	Default	2010-05-03 21:15:10	219
rbmeter	alexkane	0	Developer	2010-05-03 21:15:14	219
rbmeter	mcphage	0	Developer	2010-05-03 21:15:14	219
rbmeter	prabode	1	Architect/ Developer	2010-05-03 21:15:14	219
rbml	jakehow	1	Admin	2010-05-03 21:15:19	219
rbml	whatevan	1	Admin	2010-05-03 21:15:19	219
rbmood	welterde	1	Default	2010-05-03 21:15:22	219
rbmud	jefus	1	Default	2010-05-03 21:15:26	219
rbmud	manlief	1	Default	2010-05-03 21:15:26	219
rboard	eventualdave	1	Default	2010-05-03 21:15:29	219
rbook	camhine	0	Senior Developer	2010-05-03 21:15:32	219
rbook	freelancing_god	0	Senior Developer	2010-05-03 21:15:32	219
rbook	yob	1	Admin	2010-05-03 21:15:32	219
rbookmaker	fnando	1	Default	2010-05-03 21:15:35	219
rboss	eshopworks	1	Default	2010-05-03 21:15:40	219
rbot	epitron	1	Admin	2010-05-03 21:15:43	219
rbot	giblet	1	Default	2010-05-03 21:15:43	219
rbot	jsn	1	Admin	2010-05-03 21:15:43	219
rbot	oblomov	1	Admin	2010-05-03 21:15:43	219
rbpar	ipuustin	1	Admin	2010-05-03 21:15:48	219
rbpatch	tarui	1	Default	2010-05-03 21:15:53	219
rbplusplus	jameskilton	1	Default	2010-05-03 21:15:57	219
rbpm	chriszh	1	Admin	2010-05-03 21:16:01	219
rbquadtree	ewedistrict	1	Default	2010-05-03 21:16:05	219
rbrainz	nigel_graham	0	Senior Developer	2010-05-03 21:16:09	219
rbrainz	phw	1	Default	2010-05-03 21:16:09	219
rbroccoli	seth	1	Default	2010-05-03 21:16:13	219
rbsavi	reklaw	1	Default	2010-05-03 21:16:15	219
rbsh	shadowfiend	1	Default	2010-05-03 21:16:21	219
rbshell	wolskie	1	Default	2010-05-03 21:16:24	219
rbslurl	akalache	1	Default	2010-05-03 21:16:28	219
rbsocialnews	bmbommarito	1	Default	2010-05-03 21:16:31	219
rbstardict	abom-dev	1	Default	2010-05-03 21:16:35	219
rbt	kihaji	1	Admin	2010-05-03 21:16:38	219
rbtagger	taf2	1	Default	2010-05-03 21:16:42	219
rbtk	apodaca	1	Admin	2010-05-03 21:16:46	219
rbtk	mmhohman	0	Senior Developer	2010-05-03 21:16:46	219
rbtree	burningdowntheo	1	Default	2010-05-03 21:16:49	219
rbuddy	blevinn	1	Default	2010-05-03 21:16:53	219
rbugtracker	luckyluke1985	1	Admin	2010-05-03 21:16:57	219
rbugtracker	ptttien	1	Admin	2010-05-03 21:16:57	219
rbuild	ricky	1	Default	2010-05-03 21:17:01	219
rbuilder	rwestgeest	1	Default	2010-05-03 21:17:04	219
rbus	cezarsa	0	Junior Developer	2010-05-03 21:17:07	219
rbus	stoffe	1	Default	2010-05-03 21:17:07	219
rbvimeo	guitsaru	1	Admin	2010-05-03 21:17:11	219
rbwireapi	juvanham	1	Default	2010-05-03 21:17:15	219
rbyaml	olabini	1	Default	2010-05-03 21:17:18	219
rcairngen	mguterl	1	Default	2010-05-03 21:17:23	219
rcalc	jupp	1	Default	2010-05-03 21:17:28	219
rcalendar	dathompson	1	Default	2010-05-03 21:17:31	219
rcaps	bwalton	1	Default	2010-05-03 21:17:35	219
rcast	netkid91	1	Default	2010-05-03 21:17:39	219
rcaudit	zbuckholz	1	Default	2010-05-03 21:17:43	219
rcb	jimweirich	1	Default	2010-05-03 21:17:48	219
rcdk	apodaca	1	Admin	2010-05-03 21:17:52	219
rcerb	btakita	1	Default	2010-05-03 21:17:56	219
rchaff	timburks	1	Default	2010-05-03 21:17:59	219
rchardet	jmhodges	1	Default	2010-05-03 21:18:03	219
rchemy	nocelic	1	Default	2010-05-03 21:18:08	219
rcicindela	jugyo	1	Default	2010-05-03 21:18:12	219
rcipher	agorf	1	Default	2010-05-03 21:18:15	219
rcm	mneumann	1	Admin	2010-05-03 21:18:19	219
rcoaster	cwoods	0	Default	2010-05-03 21:18:23	219
rcoaster	lewisd	1	Default	2010-05-03 21:18:23	219
rcoaster	squint	0	Default	2010-05-03 21:18:23	219
rcocktails	adka	1	Admin	2010-05-03 21:18:28	219
rcocktails	tucniak	1	Default	2010-05-03 21:18:28	219
rcodeleveler	muriel	1	Default	2010-05-03 21:18:32	219
rcodetools	batsman	1	Default	2010-05-03 21:18:37	219
rcodetools	rubikitch	1	Admin	2010-05-03 21:18:37	219
rcomet	gdorchie	1	Default	2010-05-03 21:18:41	219
rcommand	sporkmonger	1	Default	2010-05-03 21:18:46	219
rcommerce	pardel	1	Default	2010-05-03 21:18:50	219
rcommons	whitestar	1	Default	2010-05-03 21:18:54	219
rcon	erikh	1	Default	2010-05-03 21:18:58	219
rcon	fledsbo	0	Senior Developer	2010-05-03 21:18:58	219
rconda-rconfig	rahmal	1	Admin	2010-05-03 21:19:02	219
rconditions	inlet	1	Admin	2010-05-03 21:19:05	219
rconditions	two	1	Admin	2010-05-03 21:19:05	219
rconfig	bphogan	1	Default	2010-05-03 21:19:08	219
rconftool	bcandler	1	Default	2010-05-03 21:19:12	219
rcoordinate	aquila	1	Default	2010-05-03 21:19:16	219
rcor	bgoodspeed	1	Default	2010-05-03 21:19:21	219
rcov	batsman	1	Default	2010-05-03 21:19:25	219
rcovrup	mikong	1	Default	2010-05-03 21:19:30	219
rcpublisher	nineclue	1	Default	2010-05-03 21:19:34	219
rcraigslist	benles	1	Default	2010-05-03 21:19:39	219
rcrawl	dudeington	1	Admin	2010-05-03 21:19:43	219
rcrawl	smh	1	Default	2010-05-03 21:19:43	219
rcronwtf	darrinholst	1	Default	2010-05-03 21:19:47	219
rcrossword	knut	0	Junior Developer	2010-05-03 21:19:52	219
rcrossword	thopre	1	Default	2010-05-03 21:19:52	219
rcss	bragi	1	Default	2010-05-03 21:19:56	219
rctools	drbrain	1	Default	2010-05-03 21:19:59	219
rcurses	buffovich	1	Default	2010-05-03 21:20:03	219
rcv	gioext	1	Default	2010-05-03 21:20:07	219
rd2odt	nishidayuya	1	Default	2010-05-03 21:20:10	219
rdance	wildfalcon	1	Default	2010-05-03 21:20:15	219
rdav	cogito	1	Default	2010-05-03 21:20:19	219
rdb	galeal	1	Default	2010-05-03 21:20:22	219
rdbc	joellenbeck	1	Default	2010-05-03 21:20:25	219
rdbxml	code_monkey	1	Default	2010-05-03 21:20:29	219
rddb	aeden	1	Default	2010-05-03 21:20:33	219
rde	sakazuki	1	Default	2010-05-03 21:20:36	219
rdelicious	alx	1	Default	2010-05-03 21:20:41	219
rderive	lder	0	Junior Developer	2010-05-03 21:20:45	219
rderive	m4ur1c3	1	Default	2010-05-03 21:20:45	219
rdf	arto	1	Admin	2010-05-03 21:20:48	219
rdf	bhuga	0	Developer	2010-05-03 21:20:48	219
rdf	disturbyte	0	Developer	2010-05-03 21:20:48	219
rdf	jhuckabee	0	Developer	2010-05-03 21:20:48	219
rdf	macbert	0	Developer	2010-05-03 21:20:48	219
rdf-rails	rdfsg	1	Default	2010-05-03 21:20:52	219
rdf-redland	dsisnero	1	Default	2010-05-03 21:20:57	219
rdfa	cedricmesnage	1	Default	2010-05-03 21:21:00	219
rdfa-parser	gkellogg	1	Default	2010-05-03 21:21:04	219
rdfable	eob	1	Default	2010-05-03 21:21:07	219
rdfbus	arto	1	Default	2010-05-03 21:21:12	219
rdfbus	bhuga	0	Developer	2010-05-03 21:21:12	219
rdfbus	disturbyte	0	Developer	2010-05-03 21:21:12	219
rdfbus	jhuckabee	0	Developer	2010-05-03 21:21:12	219
rdfbus	macbert	0	Developer	2010-05-03 21:21:12	219
rdfcache	arto	1	Default	2010-05-03 21:21:16	219
rdfcache	bhuga	0	Developer	2010-05-03 21:21:16	219
rdfcache	disturbyte	0	Developer	2010-05-03 21:21:16	219
rdfcache	jhuckabee	0	Developer	2010-05-03 21:21:16	219
rdfcache	macbert	0	Developer	2010-05-03 21:21:16	219
rdfer	anupbishnoi	1	Default	2010-05-03 21:21:21	219
rdfgrid	arto	1	Default	2010-05-03 21:21:25	219
rdfgrid	bhuga	0	Developer	2010-05-03 21:21:25	219
rdfgrid	disturbyte	0	Developer	2010-05-03 21:21:25	219
rdfgrid	jhuckabee	0	Developer	2010-05-03 21:21:25	219
rdfgrid	macbert	0	Developer	2010-05-03 21:21:25	219
rdfize	arto	1	Default	2010-05-03 21:21:29	219
rdfize	bhuga	0	Developer	2010-05-03 21:21:29	219
rdfize	disturbyte	0	Developer	2010-05-03 21:21:29	219
rdfize	jhuckabee	0	Developer	2010-05-03 21:21:29	219
rdfize	macbert	0	Developer	2010-05-03 21:21:29	219
rdfs	arto	1	Default	2010-05-03 21:21:33	219
rdfs	bhuga	0	Developer	2010-05-03 21:21:33	219
rdfs	disturbyte	0	Developer	2010-05-03 21:21:33	219
rdfs	jhuckabee	0	Developer	2010-05-03 21:21:33	219
rdfs	macbert	0	Developer	2010-05-03 21:21:33	219
rdfsgen	sgeo	1	Default	2010-05-03 21:21:37	219
rdi	muriel	1	Default	2010-05-03 21:21:40	219
rdiag	javiers	1	Default	2010-05-03 21:21:43	219
rdialog	sweeper	1	Default	2010-05-03 21:21:47	219
rdict	fraiha	1	Default	2010-05-03 21:21:50	219
rdig	jkraemer	1	Default	2010-05-03 21:21:54	219
rdil	trpdaddy	1	Default	2010-05-03 21:21:58	219
rdil	zakmandhro	1	Admin	2010-05-03 21:21:58	219
rdirector	akovbovich	1	Default	2010-05-03 21:22:03	219
rdoc	designingpatts	1	Admin	2010-05-03 21:22:06	219
rdoc	djberg96	1	Admin	2010-05-03 21:22:06	219
rdoc	drbrain	1	Admin	2010-05-03 21:22:06	219
rdoc	ged	1	Admin	2010-05-03 21:22:06	219
rdoc	morikawa	1	Admin	2010-05-03 21:22:06	219
rdoc	technomancy	1	Admin	2010-05-03 21:22:06	219
rdoc	vertiginal	0	Plugin Maintainer	2010-05-03 21:22:06	219
rdoc	zenspider	1	Default	2010-05-03 21:22:06	219
rdoc-chm	remigijus	1	Admin	2010-05-03 21:22:09	219
rdoc-dbc	ginriki	1	Default	2010-05-03 21:22:14	219
rdoc-on-rails	dgrijalva	1	Default	2010-05-03 21:22:18	219
rdoc2pdf	alexgutteridge	1	Default	2010-05-03 21:22:23	219
rdocbrowser	krawek	1	Default	2010-05-03 21:22:27	219
rdoctmpl4rails	chadfowler	1	Default	2010-05-03 21:22:31	219
rdocweb	gsinclair	1	Default	2010-05-03 21:22:35	219
rdog	manveru	1	Default	2010-05-03 21:22:39	219
rdog	vagabond	1	Admin	2010-05-03 21:22:39	219
rdr	npatkar	1	Default	2010-05-03 21:22:43	219
rdsl	pcp	1	Default	2010-05-03 21:22:47	219
rdsl	thurn	1	Admin	2010-05-03 21:22:47	219
rdt-jruby	murphee	1	Default	2010-05-03 21:22:52	219
rdtool	moonwolf	1	Default	2010-05-03 21:22:56	219
rdvd-slideshow	sdabet	1	Default	2010-05-03 21:23:01	219
re-lib	jimweirich	1	Default	2010-05-03 21:23:04	219
reac	yhara	1	Default	2010-05-03 21:23:08	219
reach	nkezhaya	1	Default	2010-05-03 21:23:12	219
reactive	phi	1	Default	2010-05-03 21:23:16	219
readable-random	grosser	1	Default	2010-05-03 21:23:19	219
realapps-cms	eatenbyagrue	1	Default	2010-05-03 21:23:23	219
realapps-cms	m4dc4p	1	Admin	2010-05-03 21:23:23	219
realfk	gwolf	1	Default	2010-05-03 21:23:27	219
reallyhelpful	dscataglini	1	Default	2010-05-03 21:23:31	219
realrand	mschmidt	1	Default	2010-05-03 21:23:36	219
realsimplecms	markireland	1	Default	2010-05-03 21:23:39	219
rebar	mojombo	1	Default	2010-05-03 21:23:44	219
recaptcha	ambethia	1	Default	2010-05-03 21:23:48	219
receive	cardmagic	1	Default	2010-05-03 21:23:53	219
reception	bcc	1	Default	2010-05-03 21:23:58	219
recipe	matt	1	Default	2010-05-03 21:24:02	219
recipe	x2egard	0	Default	2010-05-03 21:24:02	219
recipebox	htonl	1	Default	2010-05-03 21:24:06	219
recker	toulmean	1	Default	2010-05-03 21:24:10	219
reckoner	geoffk	1	Default	2010-05-03 21:24:14	219
