#  file: rfProjOpSys2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, code, description, date_collected, datasource_id
#  FROM rf_project_operating_system
#  WHERE datasource_id=219
#  ORDER BY proj_unixname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	code	description	date_collected	datasource_id
aiml-programr	235	OS Independent	2010-05-04 12:53:47	219
airport	309	OS X	2010-05-04 12:53:47	219
airscript-fe	201	Linux	2010-05-04 12:53:47	219
ajax-grid	235	OS Independent	2010-05-04 12:53:48	219
ajaxscaffold	235	OS Independent	2010-05-04 12:53:48	219
aka	235	OS Independent	2010-05-04 12:53:48	219
akiba	235	OS Independent	2010-05-04 12:53:48	219
akisu	235	OS Independent	2010-05-04 12:53:48	219
akisu	207	SunOS/Solaris	2010-05-04 12:53:48	219
alacarte	201	Linux	2010-05-04 12:53:48	219
alacarte	221	MacOS	2010-05-04 12:53:48	219
alexandria	309	OS X	2010-05-04 12:53:48	219
alexandria	200	POSIX	2010-05-04 12:53:48	219
algorithms	235	OS Independent	2010-05-04 12:53:48	219
allinoneruby	216	Windows	2010-05-04 12:53:48	219
allinoneruby	200	POSIX	2010-05-04 12:53:48	219
alogr	200	POSIX	2010-05-04 12:53:48	219
alph	235	OS Independent	2010-05-04 12:53:48	219
alphabar	235	OS Independent	2010-05-04 12:53:48	219
alumina	216	Windows	2010-05-04 12:53:48	219
alumina	309	OS X	2010-05-04 12:53:48	219
alumina	201	Linux	2010-05-04 12:53:48	219
alumnionrails	235	OS Independent	2010-05-04 12:53:48	219
aman	235	OS Independent	2010-05-04 12:53:48	219
amazing	201	Linux	2010-05-04 12:53:48	219
amazon-ec2	235	OS Independent	2010-05-04 12:53:48	219
amber	235	OS Independent	2010-05-04 12:53:48	219
ambient	235	OS Independent	2010-05-04 12:53:48	219
ambling	235	OS Independent	2010-05-04 12:53:48	219
amqp	221	MacOS	2010-05-04 12:53:49	219
amqp	201	Linux	2010-05-04 12:53:49	219
amused	201	Linux	2010-05-04 12:53:49	219
amused	235	OS Independent	2010-05-04 12:53:49	219
anchor	235	OS Independent	2010-05-04 12:53:49	219
andrewid	235	OS Independent	2010-05-04 12:53:49	219
anemone	235	OS Independent	2010-05-04 12:53:49	219
angelmap	235	OS Independent	2010-05-04 12:53:49	219
annotate-models	235	OS Independent	2010-05-04 12:53:49	219
annttrainer	201	Linux	2010-05-04 12:53:49	219
annttrainer	309	OS X	2010-05-04 12:53:49	219
annttrainer	235	OS Independent	2010-05-04 12:53:49	219
antbuilder	235	OS Independent	2010-05-04 12:53:49	219
anteater	235	OS Independent	2010-05-04 12:53:49	219
anthill	235	OS Independent	2010-05-04 12:53:49	219
anthilldiameter	235	OS Independent	2010-05-04 12:53:49	219
anthillsmpp	235	OS Independent	2010-05-04 12:53:49	219
antwrap	235	OS Independent	2010-05-04 12:53:49	219
anvil	235	OS Independent	2010-05-04 12:53:49	219
ap4r	235	OS Independent	2010-05-04 12:53:49	219
apacheconf	201	Linux	2010-05-04 12:53:49	219
apachelogregex	235	OS Independent	2010-05-04 12:53:49	219
apetag	235	OS Independent	2010-05-04 12:53:49	219
aplo	235	OS Independent	2010-05-04 12:53:49	219
apotomo	235	OS Independent	2010-05-04 12:53:49	219
app-profiler	200	POSIX	2010-05-04 12:53:49	219
app-profiler	235	OS Independent	2010-05-04 12:53:49	219
appmath	235	OS Independent	2010-05-04 12:53:49	219
approach	235	OS Independent	2010-05-04 12:53:50	219
apropos	235	OS Independent	2010-05-04 12:53:50	219
apt	235	OS Independent	2010-05-04 12:53:50	219
ar-copyable	235	OS Independent	2010-05-04 12:53:50	219
ar-timeline	235	OS Independent	2010-05-04 12:53:50	219
arbypod	201	Linux	2010-05-04 12:53:51	219
arbypod	309	OS X	2010-05-04 12:53:50	219
arbypod	235	OS Independent	2010-05-04 12:53:50	219
arcadia	235	OS Independent	2010-05-04 12:53:51	219
arcallproc	235	OS Independent	2010-05-04 12:53:51	219
archipelago	235	OS Independent	2010-05-04 12:53:51	219
archive-tar	235	OS Independent	2010-05-04 12:53:51	219
archive-zip	235	OS Independent	2010-05-04 12:53:51	219
archives	235	OS Independent	2010-05-04 12:53:52	219
arfparser	235	OS Independent	2010-05-04 12:53:52	219
argent	235	OS Independent	2010-05-04 12:53:52	219
as3-puremvc	235	OS Independent	2010-05-04 12:53:52	219
as3spec	221	MacOS	2010-05-04 12:53:52	219
as3spec	216	Windows	2010-05-04 12:53:52	219
as3spec	201	Linux	2010-05-04 12:53:52	219
asami	201	Linux	2010-05-04 12:53:52	219
ascii85	235	OS Independent	2010-05-04 12:53:52	219
asf	235	OS Independent	2010-05-04 12:53:52	219
asgoogleaccount	235	OS Independent	2010-05-04 12:53:52	219
asl	200	POSIX	2010-05-04 12:53:52	219
asproject	216	Windows	2010-05-04 12:53:52	219
asproject	309	OS X	2010-05-04 12:53:52	219
asproject	201	Linux	2010-05-04 12:53:52	219
assert2	235	OS Independent	2010-05-04 12:53:52	219
assertions	235	OS Independent	2010-05-04 12:53:52	219
assertxpath	235	OS Independent	2010-05-04 12:53:52	219
assit	235	OS Independent	2010-05-04 12:53:52	219
assoc-mgmt	235	OS Independent	2010-05-04 12:53:52	219
assocupload	235	OS Independent	2010-05-04 12:53:52	219
asterisk-ruby	235	OS Independent	2010-05-04 12:53:52	219
asteriskonrails	201	Linux	2010-05-04 12:53:53	219
astro-algo	235	OS Independent	2010-05-04 12:53:53	219
astromoon	216	Windows	2010-05-04 12:53:53	219
astromoon	236	Other OS	2010-05-04 12:53:53	219
astromoon	201	Linux	2010-05-04 12:53:53	219
atom	235	OS Independent	2010-05-04 12:53:53	219
atompp	235	OS Independent	2010-05-04 12:53:53	219
atompublog	235	OS Independent	2010-05-04 12:53:53	219
attachr	235	OS Independent	2010-05-04 12:53:53	219
aurita	200	POSIX	2010-05-04 12:53:53	219
aurora	235	OS Independent	2010-05-04 12:53:53	219
aurum	235	OS Independent	2010-05-04 12:53:53	219
auth-resource	200	POSIX	2010-05-04 12:53:53	219
auth-typekey	235	OS Independent	2010-05-04 12:53:53	219
authentable	235	OS Independent	2010-05-04 12:53:53	219
authentication	235	OS Independent	2010-05-04 12:53:53	219
authorails	235	OS Independent	2010-05-04 12:53:53	219
authorization	235	OS Independent	2010-05-04 12:53:53	219
auto	219	Windows NT/2000	2010-05-04 12:53:53	219
auto	201	Linux	2010-05-04 12:53:53	219
autobuild	200	POSIX	2010-05-04 12:53:53	219
autodoc-fortran	235	OS Independent	2010-05-04 12:53:53	219
autodrop	201	Linux	2010-05-04 12:53:53	219
autoescape	235	OS Independent	2010-05-04 12:53:53	219
autom-proyectos	309	OS X	2010-05-04 12:53:53	219
autom-proyectos	200	POSIX	2010-05-04 12:53:53	219
automateit	235	OS Independent	2010-05-04 12:53:54	219
automatic-fk	235	OS Independent	2010-05-04 12:53:54	219
automaton	235	OS Independent	2010-05-04 12:53:54	219
autozest	207	SunOS/Solaris	2010-05-04 12:53:54	219
autozest	201	Linux	2010-05-04 12:53:54	219
autozest	309	OS X	2010-05-04 12:53:54	219
autumn-leaves	235	OS Independent	2010-05-04 12:53:54	219
avant	235	OS Independent	2010-05-04 12:53:54	219
aversa	235	OS Independent	2010-05-04 12:53:54	219
awshucks	309	OS X	2010-05-04 12:53:54	219
axis-netcam	235	OS Independent	2010-05-04 12:53:54	219
azureusonrails	235	OS Independent	2010-05-04 12:53:54	219
b10g	235	OS Independent	2010-05-04 12:53:54	219
backgroundrb	200	POSIX	2010-05-04 12:53:54	219
backlog	235	OS Independent	2010-05-04 12:53:54	219
backofficegems	235	OS Independent	2010-05-04 12:53:54	219
backports	235	OS Independent	2010-05-04 12:53:54	219
backprop	235	OS Independent	2010-05-04 12:53:54	219
backup	200	POSIX	2010-05-04 12:53:54	219
backupgem	200	POSIX	2010-05-04 12:53:54	219
