#  file: fsfProjectRequirements2010-May.txt
#  package: fsfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of Free Software 
#  Foundation project information generated from the list of projects gathered 
#  in 2010-May
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#  
#  SELECT pi.proj_num, p.proj_unixname, pi.requirement, pi.requirement_type, pi.datasource_id 
#  FROM fsf_project_requirements pi, fsf_projects p 
#  WHERE p.proj_num = pi.proj_num AND pi.datasource_id=221 
#  ORDER BY p.proj_unixname, pi.requirement
#
#  datasource_id = 221 is the 2010-May collection from FSF.
proj_num	proj_unixname	requirement	requirement_type	datasource_id
2901	freej	SDL libraries	Use Requirement	221
2900	freeling	BerkeleyDB	Use Requirement	221
2900	freeling	libcfg+	Build Prerequisite	221
2900	freeling	libpcre	Use Requirement	221
4927	FreeMED	PHP 4.3.0 or later	Use Requirement	221
4927	FreeMED	phpwebtools	Use Requirement	221
2898	freenet	Java Runtime Environment that supports Sun&#39;s J	Use Requirement	221
4925	FreeRealty	PHP	Use Requirement	221
2897	freeside	SQL-type database	developer recommends PostgreSQL or MySQL	221
2896	freesnell	http://www.sopra-sa.com/fichiers/Database.zip	Weak Prerequisite	221
2896	freesnell	scm	Use Requirement	221
2896	freesnell	slib	Use Requirement	221
2896	freesnell	wb	Use Requirement	221
2895	freetalk	beep	Weak Prerequisite	221
2895	freetalk	guile	Build Prerequisite	221
2895	freetalk	libjingle	Build Prerequisite	221
2895	freetalk	libloudmouth	Build Prerequisite	221
2895	freetalk	libreadline	Build Prerequisite	221
4924	FreeV-AMP	GTK+	Build Prerequisite	221
2913	freeVSD	autoconf	Build Prerequisite	221
2913	freeVSD	automake	Build Prerequisite	221
2913	freeVSD	bison	Build Prerequisite	221
2913	freeVSD	openssl	Weak Prerequisite	221
2913	freeVSD	Perl	Weak Prerequisite	221
4923	FreeWRLDI	FreeWRL	Use Requirement	221
4923	FreeWRLDI	GNU/Linux joystick driver	Weak Prerequisite	221
4923	FreeWRLDI	libsball	Weak Prerequisite	221
4923	FreeWRLDI	XFree86	Weak Prerequisite	221
2893	fresco	FreeType2	Build Prerequisite	221
2893	fresco	g++	Build Prerequisite	221
2893	fresco	GGI or SDL or DirectFB	Build Prerequisite	221
2893	fresco	libPNG	Build Prerequisite	221
2893	fresco	Mesa or LibArt	Build Prerequisite	221
2893	fresco	omniORB	Build Prerequisite	221
2893	fresco	zlib	Build Prerequisite	221
2889	frontier	Maple V	or later	221
2888	frost	autoconf	Weak Prerequisite	221
2888	frost	automake	Weak Prerequisite	221
2888	frost	flex	Weak Prerequisite	221
2888	frost	gcc 3.0 or later	Use Requirement	221
2888	frost	scsh	Weak Prerequisite	221
2888	frost	UDS collection 1.0.4	Use Requirement	221
4921	FrozenBubble	Perl	Use Requirement	221
4921	FrozenBubble	perl-SDl 1.1.9	2.0 is incompatible	221
4921	FrozenBubble	SDL	Use Requirement	221
4921	FrozenBubble	SDL_image	Use Requirement	221
4921	FrozenBubble	SDL_mixer	Use Requirement	221
4962	FRT	Mesa 3D	Use Requirement	221
4962	FRT	mpeg_encode	Use Requirement	221
2887	fscript	JRE2	Use Requirement	221
2884	fsh	autoconf 2.52 or lter	both for building from CVS	221
2884	fsh	automake 1.5	Weak Prerequisite	221
2884	fsh	Python 1.5.2 or later	Use Requirement	221
2884	fsh	SSH	Use Requirement	221
4961	FSP	Java FSP library	Use Requirement	221
2879	ftpStats	and DBD-mysql-2.0902	Use Requirement	221
2879	ftpStats	DBI-1.19	Use Requirement	221
2879	ftpStats	MySQL 3.23.40 or later; ftpstats.pl requires Getop	Use Requirement	221
2879	ftpStats	Perl	Weak Prerequisite	221
4959	FUDforum	MySQL *or* PostgreSQL	Use Requirement	221
4959	FUDforum	PHP	Use Requirement	221
2874	funct	interpcom	Use Requirement	221
4920	Funct	Perl	Use Requirement	221
4918	Fung-Calc	KDE	Use Requirement	221
4918	Fung-Calc	Qt	Use Requirement	221
2870	furl	autoconf	Use Requirement	221
2870	furl	automake	Use Requirement	221
4958	FVWM	autoconf 2.13 or later	Build Prerequisite	221
4958	FVWM	automake 1.4 or later	Build Prerequisite	221
2868	fwanalog	analog	Use Requirement	221
2868	fwanalog	IP Filter	Weak Prerequisite	221
2868	fwanalog	iptables	Weak Prerequisite	221
2868	fwanalog	Perl	Use Requirement	221
2864	fwlogwatch	flex	Build Prerequisite	221
2863	fwsnort	IPTables::Parse	Weak Prerequisite	221
4957	FXRuby	FOX	Use Requirement	221
4957	FXRuby	FXScintilla	Use Requirement	221
4957	FXRuby	Ruby	Use Requirement	221
2862	fyre	GNet	Weak Prerequisite	221
2862	fyre	GTK 2.4	Weak Prerequisite	221
2862	fyre	GTK+ 2.0	Build Prerequisite	221
2862	fyre	libglade	Build Prerequisite	221
2862	fyre	OpenEXR	Weak Prerequisite	221
4917	G-Cows	bison	Build Prerequisite	221
4917	G-Cows	flex	Build Prerequisite	221
4917	G-Cows	make	Build Prerequisite	221
4917	G-Cows	STL	Build Prerequisite	221
2861	g-page	GTK+	client	221
2861	g-page	libexpat	Use Requirement	221
2860	g3data		Use Requirement	221
2860	g3data	GTK+ 2.2.x	Use Requirement	221
2859	g3dviewer	See http://automagically.de/?g3dviewer#requirement	Build Prerequisite	221
2857	g4u	DHCP server	Use Requirement	221
2857	g4u	FTP server	Use Requirement	221
2848	gaa	bison	Source Requirement	221
2848	gaa	flex	Source Requirement	221
2847	gabber	gnomemm 1.1.12 or later	Build Prerequisite	221
2847	gabber	gtkmm 1.2.0 or later	Build Prerequisite	221
2847	gabber	libglade 0.11 or later	Use Requirement	221
2847	gabber	libsigc++	Build Prerequisite	221
2847	gabber	openssl	Weak Prerequisite	221
4867	Gabedit	gaussian *or* Molcas *or* Molpro	Use Requirement	221
4867	Gabedit	GTK+ 1.2.7 or later	Use Requirement	221
4867	Gabedit	Mesa3D	Use Requirement	221
2846	gaby	GNOME	Weak Prerequisite	221
2846	gaby	GTK+	Build Prerequisite	221
4914	GAIL	ATK	Use Requirement	221
4914	GAIL	gnome-common	Use Requirement	221
4914	GAIL	GTK+	Use Requirement	221
4914	GAIL	libart	Use Requirement	221
4914	GAIL	libgnomecanvas	Use Requirement	221
4914	GAIL	pangoft2	Use Requirement	221
2843	gaim-e	gaim	Use Requirement	221
2843	gaim-e	gnuPG	Use Requirement	221
2843	gaim-e	GPGME	Use Requirement	221
2842	gajim	gnomepythonextras	Weak Prerequisite	221
2842	gajim	libgtk2.0-dev	Build Prerequisite	221
2842	gajim	python 2.4 or later	Use Requirement	221
2842	gajim	python-dev	Build Prerequisite	221
2842	gajim	python-glade2	Use Requirement	221
2842	gajim	python-gnupginterface	Weak Prerequisite	221
2842	gajim	python-gtk2	Use Requirement	221
2842	gajim	python-gtk2-dev	Build Prerequisite	221
2840	galculator	GTK 2	Use Requirement	221
2839	gale	ADNS	Build Prerequisite	221
2839	gale	Boehm conservative garbage collector	Build Prerequisite	221
2839	gale	iconv	Build Prerequisite	221
2839	gale	Open SSL	Build Prerequisite	221
2838	galeon	gconf 1.0.4 or later	Use Requirement	221
2838	galeon	GNOME	Use Requirement	221
2838	galeon	gnome-vfs	Use Requirement	221
2838	galeon	Mozilla 0.9.6	Use Requirement	221
2838	galeon	oaf	Use Requirement	221
2837	galette	Apache	Use Requirement	221
2837	galette	GD extension for PHP	for picture resizing	221
2837	galette	MySQL *or* PostGreSQL	Use Requirement	221
2837	galette	PHP 4.0.4 or later	Use Requirement	221
2835	gallery	Apache 1.x *or* 2.x *or* Zeus	Use Requirement	221
2835	gallery	mod_rewrite	Weak Prerequisite	221
2835	gallery	NetPBM	Use Requirement	221
2835	gallery	PHP 4.0.4pl1 or later	*not* in safe mode	221
2836	gallery.py	PIL	Python Imaging Library	221
2836	gallery.py	Python 2.0 or later	Use Requirement	221
2831	gama	expat	Source Requirement	221
2830	gamazons	Gnome2	Use Requirement	221
2829	gambit	Python	Use Requirement	221
2829	gambit	wxWindows	Use Requirement	221
2824	ganttpv	wxPython	Use Requirement	221
2822	gap	C conmpiler	Build Prerequisite	221
2822	gap	C libraries	Use Requirement	221
2821	gaphor	DiaCanvas2 0.13.0	Use Requirement	221
2821	gaphor	Gnome	Build Prerequisite	221
2821	gaphor	Gnome Canvas	Build Prerequisite	221
2821	gaphor	gnome-python 2.0 or later	Use Requirement	221
2821	gaphor	GTK+ 2.0	Build Prerequisite	221
2821	gaphor	Pango	Build Prerequisite	221
2821	gaphor	PyGTK	Build Prerequisite	221
2821	gaphor	Python 2.2.1	Build Prerequisite	221
4866	Garlic	Glib &gt;= 1.0.x	Use Requirement	221
4866	Garlic	Gnome version &gt;=2.x	Use Requirement	221
4866	Garlic	Gnome-Python	Use Requirement	221
4866	Garlic	GNU Recode 3.5 or 3.6 with a patch	Use Requirement	221
4866	Garlic	pybsddb &gt;=4.2	Use Requirement	221
4866	Garlic	Python &gt;= 1.5.2	Use Requirement	221
4866	Garlic	Quixote &gt;=1.0b	Use Requirement	221
4866	Garlic	Twisted Matrix &gt;=1.3	Use Requirement	221
4866	Garlic	version &gt;= 2.0	Use Requirement	221
2820	garnet	clx	included in CLISP	221
2817	gatO	at	Use Requirement	221
2817	gatO	GTK	Build Prerequisite	221
4913	GAUL	slang	Weak Prerequisite	221
4863	Gazpacho	GTK+ 2.4.x or later	Use Requirement	221
4863	Gazpacho	PyGTK	Use Requirement	221
4863	Gazpacho	Python	Use Requirement	221
2814	gbiff	audiofile-devel	Weak Prerequisite	221
2814	gbiff	esound-devel	Weak Prerequisite	221
2814	gbiff	glib-devel	Weak Prerequisite	221
2814	gbiff	GTK+	Weak Prerequisite	221
2814	gbiff	gtk+-devel	Weak Prerequisite	221
2814	gbiff	imlib-devel	Weak Prerequisite	221
2813	gbonds	GNOME-LIBS-1.2.x	Use Requirement	221
2813	gbonds	GNOME-PRINT-0.25	not required for version 0.3.1 or earlier	221
2813	gbonds	GNOME-VFS-1.0.x	not required for version 0.5.4 or earlier	221
2813	gbonds	GTK+-1.2.x	Use Requirement	221
2813	gbonds	LIBXML-1.8.x	Use Requirement	221
2810	gcc	autogen	Weak Prerequisite	221
2810	gcc	bison	Weak Prerequisite	221
2810	gcc	gettext	Weak Prerequisite	221
2810	gcc	GNU make	Build Prerequisite	221
2810	gcc	gperf	Weak Prerequisite	221
2810	gcc	texinfo	Weak Prerequisite	221
2807	gcin	GTK+	Use Requirement	221
2806	gcjwebplugin	autoconf 2.59 or later	Weak Prerequisite	221
2806	gcjwebplugin	automake 1.7.0 or later	Weak Prerequisite	221
2806	gcjwebplugin	Java compile which supports the GNU EmbeddedWindow	Build Prerequisite	221
2806	gcjwebplugin	libtool 1.5.6 or later	all for building from CVS	221
2803	gcompris	GNOME libraries	Use Requirement	221
2803	gcompris	GTK	Use Requirement	221
2803	gcompris	gtk-pixbuf	Use Requirement	221
2803	gcompris	libxml	Use Requirement	221
2801	gcount	GD 1.8.3	Use Requirement	221
2801	gcount	MySQL 3.22.32 or later	Use Requirement	221
2801	gcount	PHP 4.1 or later	Use Requirement	221
2798	gcx	GTK+ 1.2 or later	Use Requirement	221
2797	gd	libjpeg and jpeg-6b or later	both for JPEGs	221
2797	gd	libpng	Use Requirement	221
2797	gd	zlib	Use Requirement	221
2796	gdado	Gtk	Use Requirement	221
2792	gdcalc	units	Weak Prerequisite	221
2791	gdeditor	GnoDarwin	Use Requirement	221
2856	gDesklets	GConf	Build Prerequisite	221
2856	gDesklets	GConf support for gnome-python	only for versions &lt;= 0.34.3	221
2856	gDesklets	gnome-python 2.6.0 or higher	Build Prerequisite	221
2856	gDesklets	libgtop 2.8.0 or higher	Build Prerequisite	221
2856	gDesklets	librsvg	Build Prerequisite	221
2856	gDesklets	pygtk 2.4.0 or higher	Build Prerequisite	221
2856	gDesklets	Python 2.3 or higher	Build Prerequisite	221
4910	GDIS	Babel	to load certain filetypes such as PDB	221
4910	GDIS	GTK+	Build Prerequisite	221
4910	GDIS	GULP	for molecule minimization	221
4910	GDIS	ImageMagick	for rendering and subsequent image viewing	221
4910	GDIS	ImageMagick and mpeg2encode	both for rendered animations	221
4910	GDIS	POVRay	Weak Prerequisite	221
2789	gdkxft	Gtk+ 1.2 or later	Use Requirement	221
2789	gdkxft	libXft	included with XFree86; v4.1 of XFree86 recommended	221
4909	GDL	g++ other than 3.3.1	Use Requirement	221
4909	GDL	gsl	Use Requirement	221
4909	GDL	matplotlib	Python	221
4909	GDL	netCDF	Weak Prerequisite	221
4909	GDL	numarray	Python	221
4909	GDL	plplot 5.3 or later	Use Requirement	221
4909	GDL	readline 4.3 or later	Use Requirement	221
4862	Gdome2	glib 1.2.0	Use Requirement	221
4862	Gdome2	libxml2 2.4.3	Use Requirement	221
2786	gdpc	(pthreads	Use Requirement	221
2786	gdpc	gtk+ 2.2	Use Requirement	221
2786	gdpc	imlib depending on version of gdpc)	Use Requirement	221
4860	GeboGebo	tdbengine	Use Requirement	221
2782	gecode	GNU toolchain. G++ 3.4 or newer.	Build Prerequisite	221
2855	gEDA-gaf	Glib 1.2.3 or later	Build Prerequisite	221
2855	gEDA-gaf	GTK+ 1.2.3 or later	Build Prerequisite	221
2855	gEDA-gaf	Guile 1.4 or later	Build Prerequisite	221
2855	gEDA-gaf	libgdgeda 1.8	Weak Prerequisite	221
2855	gEDA-gaf	libpng	Weak Prerequisite	221
2855	gEDA-gaf	libstroke 0.3	Weak Prerequisite	221
2855	gEDA-gaf	zlib 1.1.3	Weak Prerequisite	221
2781	gedafe	PostGreSQL	Use Requirement	221
2780	gedit	gnome-print 0.25	Use Requirement	221
2780	gedit	libglade	Use Requirement	221
2779	geekcredit	GnuPG 1.2.3	Use Requirement	221
2779	geekcredit	Python 2.2	Build Prerequisite	221
2778	gegl	babl	Build Prerequisite	221
2778	gegl	cairo/pango	Build Prerequisite	221
2778	gegl	glib	Build Prerequisite	221
2778	gegl	gtk+	Build Prerequisite	221
2778	gegl	libjpeg	Build Prerequisite	221
2778	gegl	libopenexr	Build Prerequisite	221
2778	gegl	libsvg	Build Prerequisite	221
2778	gegl	linpng	Build Prerequisite	221
2778	gegl	SDL	Build Prerequisite	221
4859	Geiriadur	Apache	Use Requirement	221
4859	Geiriadur	CLORB	Use Requirement	221
4859	Geiriadur	Fnorb	Use Requirement	221
4859	Geiriadur	mod_python	Use Requirement	221
4859	Geiriadur	PostgreSQL	Use Requirement	221
2776	gemdropx	libSDL 1.1.0 or later	Use Requirement	221
2776	gemdropx	SDL_image	Use Requirement	221
2776	gemdropx	SDL_mixer	Use Requirement	221
4858	GenChemLab	Qt 3.0	Use Requirement	221
2770	gengetopt	autoconf	Weak Prerequisite	221
2770	gengetopt	automake	Weak Prerequisite	221
2769	genigma	Gnome 1.x development libs	Build Prerequisite	221
2769	genigma	Gnome 1.x libs	Use Requirement	221
2768	genius	glib 2.x	Use Requirement	221
2768	genius	gmp	Use Requirement	221
2768	genius	Gnome libs	Weak Prerequisite	221
2768	genius	gtk sourceview	all for the Gnome frontend	221
2768	genius	Gtk+ 2.x	Weak Prerequisite	221
2768	genius	Lex	Use Requirement	221
2768	genius	mpfr	Use Requirement	221
2768	genius	yacc	Use Requirement	221
4906	GENtle	MySQL	Use Requirement	221
4906	GENtle	sqlite2	Use Requirement	221
4856	Geo-Weather	libwww-perl and IO::Socket	recent versions required for timeout code to work 	221
4856	Geo-Weather	LWP::UserAgent	Use Requirement	221
2764	geomview	LessTif/OpenMotif	Use Requirement	221
2764	geomview	Mesa	Use Requirement	221
2764	geomview	Xforms GUI library	Weak Prerequisite	221
4855	GeoToad	Ruby	Use Requirement	221
2761	gestalter	gdk-pixbuf	Use Requirement	221
2761	gestalter	Gnome	Use Requirement	221
2761	gestalter	gnomemm	Use Requirement	221
2761	gestalter	gtkmm	Use Requirement	221
2761	gestalter	libsigc++	Use Requirement	221
2761	gestalter	libxml2	Use Requirement	221
2760	getAbsPath	make	Build Prerequisite	221
2757	getattach.pl	Perl	Use Requirement	221
4853	GetDP	GSL	version &gt;= 1.2	221
2756	getgui	xlib	Use Requirement	221
2755	getleft	Tcl/Tk 8.1 &amp; cURL	Use Requirement	221
2754	getmail	Python	v. 2.3.3 or later for getmail v.4 (Use Requirement	221
2754	getmail	v. 1.5.2 or later for getmail v.3)	Use Requirement	221
2753	gettext	Emacs	Weak Prerequisite	221
2753	gettext	glibc	Use Requirement	221
4852	Gewels	Gnome	Use Requirement	221
2751	gfax	fax transport software such as Mgetty+Sendfax	Use Requirement	221
2751	gfax	GNOME 1.2 or newer	Use Requirement	221
2751	gfax	Hylafax or Efax	Use Requirement	221
2751	gfax	libglade	Build Prerequisite	221
2750	gfe	GTK 1.2.0 or better	Build Prerequisite	221
2749	gfeed	GNet	Use Requirement	221
2749	gfeed	GTK+	Use Requirement	221
2749	gfeed	libxml2 2.6.16 or later	Use Requirement	221
2747	gfontview	Gnome	Weak Prerequisite	221
2747	gfontview	GTK+ 1.2.5 or later; Freetype library; gif *or* un	Build Prerequisite	221
4903	GForge	Apache 1.2x or later	Use Requirement	221
4903	GForge	GNU Mailman	for mailing list support	221
4903	GForge	jabberd	for Jabber support	221
4903	GForge	JPGraph	for Gantt charting and graphing support	221
4903	GForge	PHP 4.x or later	Use Requirement	221
4903	GForge	PHP Accelerator	Weak Prerequisite	221
4903	GForge	PostgreSQL 7.1 or later	Use Requirement	221
2746	gforth	GCC 2.0 or later	Build Prerequisite	221
2746	gforth	GNU make	Weak Prerequisite	221
2744	gfslicer	autoconf 2.13 or later	Build Prerequisite	221
2744	gfslicer	automake 1.4.6 or later	Build Prerequisite	221
2744	gfslicer	glib 1.2.6 or later	Build Prerequisite	221
2744	gfslicer	Gtk+ 1.2.6 or later	Build Prerequisite	221
2854	gFTP	GTK+ 1.2.3 or later	Build Prerequisite	221
2854	gFTP	optional libreadline for text port	Weak Prerequisite	221
2854	gFTP	pthread libraries	Build Prerequisite	221
2854	gFTP	X Windows in at least 800x600 mode	Weak Prerequisite	221
2854	gFTP	X11R6 or later	Use Requirement	221
4904	GFXIndex	expat	Use Requirement	221
4904	GFXIndex	JPEGlib	Use Requirement	221
4904	GFXIndex	libexif	Use Requirement	221
4904	GFXIndex	libpng	Use Requirement	221
4904	GFXIndex	popt	Use Requirement	221
2741	ggiterm	Freetype2	Build Prerequisite	221
2741	ggiterm	GGI libraries	Build Prerequisite	221
2740	ggradebook	GNOME 1.0.0	Weak Prerequisite	221
2740	ggradebook	GTK+ 1.2.0 or later	Use Requirement	221
2738	ggz_gamong_zone	expat	Build Prerequisite	221
2738	ggz_gamong_zone	gettext	Build Prerequisite	221
2738	ggz_gamong_zone	gnome libs	Weak Prerequisite	221
2738	ggz_gamong_zone	kaffe	Weak Prerequisite	221
2738	ggz_gamong_zone	kdelibs	Weak Prerequisite	221
2738	ggz_gamong_zone	libsdl	Weak Prerequisite	221
2737	ghc	docbook-utils	Weak Prerequisite	221
2737	ghc	flex	Build Prerequisite	221
2737	ghc	gcc	Use Requirement	221
2737	ghc	gmp	Use Requirement	221
2737	ghc	haddock	Weak Prerequisite	221
2737	ghc	happy	Build Prerequisite	221
2736	ghemical	GNOME	Use Requirement	221
2735	ghex	Gnome 1.2 or later	Use Requirement	221
2734	ghostscript	libjpeg	Weak Prerequisite	221
2734	ghostscript	libpng	Weak Prerequisite	221
2734	ghostscript	zlib	Weak Prerequisite	221
2731	giac	FLTK	Use Requirement	221
2731	giac	FLVW	Use Requirement	221
2731	giac	GMP	Use Requirement	221
2731	giac	GSL	Use Requirement	221
2731	giac	MPFR	Use Requirement	221
2731	giac	NTL	Use Requirement	221
2731	giac	PARI	Use Requirement	221
2729	gicq	GTK 1.2.0 or later	Build Prerequisite	221
2729	gicq	ICQ number	Use Requirement	221
2729	gicq	libicq	Build Prerequisite	221
2728	gifsicle	X11	Weak Prerequisite	221
2726	gift	HTTP::Request	all perl modules	221
2726	gift	XML::Parser	Use Requirement	221
2726	gift	XML::Write	Use Requirement	221
2724	gimmage	gtkmm	Build Prerequisite	221
2724	gimmage	libcurl	Build Prerequisite	221
2724	gimmage	libmagic	Build Prerequisite	221
2723	gimmix	gtk+2.6	Use Requirement	221
2723	gimmix	libglade-2.6.0	Use Requirement	221
2723	gimmix	libmpd-0.12.0	Use Requirement	221
2723	gimmix	taglib-1.4	Use Requirement	221
2722	gimp	GTK+	Use Requirement	221
2722	gimp	jpeg	Weak Prerequisite	221
2722	gimp	png	Weak Prerequisite	221
2722	gimp	tiff	Weak Prerequisite	221
2722	gimp	xpm libraries; a floating point processor	Weak Prerequisite	221
2721	gimpDynText	GIMP	Use Requirement	221
2720	gimpprint	CUPS	Use Requirement	221
2720	gimpprint	GIMP	Use Requirement	221
2720	gimpprint	or GNU or ESP Ghostscript	Use Requirement	221
4850	GimpTextColorer	GIMP 1.2 or 1.3	Use Requirement	221
2719	gina	Apache	Weak Prerequisite	221
2719	gina	MySQL	Use Requirement	221
2719	gina	PHP	Use Requirement	221
4851	GiNaC	cln	Use Requirement	221
4849	Gip	gtkmm 2.4 or later	Build Prerequisite	221
4902	GIST	Apache 1.3.x or later	Use Requirement	221
4902	GIST	bison 1.25 or later	Use Requirement	221
4902	GIST	flex 2.5.4 or later	Use Requirement	221
4902	GIST	gcc 2.8.x or later	Use Requirement	221
4902	GIST	mod_auth_mysql 2.20.x or later	Use Requirement	221
4902	GIST	mysql 3.22.x or later	Use Requirement	221
2717	git	automake	Build Prerequisite	221
2717	git	libncurses	Use Requirement	221
2717	git	libreadlineg2	2.1.12 or later	221
2713	gjots	ccrypt	Weak Prerequisite	221
2713	gjots	GTK+ 1.2 or later	Use Requirement	221
2711	gkrellm	gnome	Weak Prerequisite	221
2711	gkrellm	gtk	Build Prerequisite	221
2711	gkrellm	libgtop	Weak Prerequisite	221
2710	gl-117	GLU	Use Requirement	221
2710	gl-117	GLUT	Use Requirement	221
2710	gl-117	OpenGL	Use Requirement	221
2710	gl-117	SDL	Weak Prerequisite	221
2710	gl-117	SDL mixer	Weak Prerequisite	221
4900	GL2PS	OpenGL/Mesa	Use Requirement	221
2709	glabels	GTK+ 2.0.x	Use Requirement	221
2709	glabels	LIBGLADE-2.0.x	glabels 1.93.x	221
2709	glabels	Libgnomecanvas 2.0.x	Use Requirement	221
2709	glabels	Libgnomeprint 0.115	Use Requirement	221
2709	glabels	Libgnomeui 2.0.x	Use Requirement	221
2709	glabels	Libxml 2.4.x	Use Requirement	221
2707	glade	Gettext &gt;= 0.10.35	Weak Prerequisite	221
2707	glade	gnome-libs &gt;= 1.0.50	Weak Prerequisite	221
2707	glade	GTK+ &gt;= 1.2.0	Use Requirement	221
2708	glade--	gcc 2.95 or later	Build Prerequisite	221
2708	glade--	glade	helps in creating input files	221
2708	glade--	GNU automake	Build Prerequisite	221
2708	glade--	gtk+	1.2.x recommended	221
2708	glade--	gtk--	1.2.x recommended	221
2706	glame	gnome development	Weak Prerequisite	221
2706	glame	libasound	Weak Prerequisite	221
2706	glame	libaudiofile	Weak Prerequisite	221
2706	glame	libglade	Weak Prerequisite	221
2706	glame	libguile	Use Requirement	221
2706	glame	libxml	Use Requirement	221
2704	glastree	Date::Calc	Use Requirement	221
2704	glastree	GNU Make	Use Requirement	221
2704	glastree	Perl 5.002 or later	Use Requirement	221
2701	gld	MySQL	Use Requirement	221
2701	gld	Postfix 2.1 or later	Use Requirement	221
4899	GLE	GLUT	Use Requirement	221
4899	GLE	OpenGL	Use Requirement	221
2700	gleem	GLUT	Use Requirement	221
2700	gleem	OpenGL	Use Requirement	221
2698	glib	gettext	for message catalog handling	221
2698	glib	libiconv	Weak Prerequisite	221
2698	glib	make	Build Prerequisite	221
2698	glib	pkg-config	Build Prerequisite	221
2696	glibench	GDK 2.x	Use Requirement	221
2696	glibench	Glib 2.x	Use Requirement	221
2696	glibench	GTK+ 2.10	Use Requirement	221
2696	glibench	GTK+ 2.x	Build Prerequisite	221
2695	glife	GNOME	Use Requirement	221
2695	glife	libglade	Use Requirement	221
2694	glimmer	PyGNOME	Weak Prerequisite	221
2694	glimmer	PyGTK	Weak Prerequisite	221
2694	glimmer	Python	Use Requirement	221
2692	gliv	GdkPixbuf	Build Prerequisite	221
2692	gliv	GTK+ 2.4 or later	Build Prerequisite	221
2692	gliv	GtkGLArea	Build Prerequisite	221
2692	gliv	ImageMagick	Weak Prerequisite	221
2692	gliv	OpenGL	Use Requirement	221
2690	global	xlib6g	Build Prerequisite	221
2689	glom	Bakery 2.4 or later	Use Requirement	221
2689	glom	Gnome--	Use Requirement	221
2689	glom	Gtk--	Use Requirement	221
2689	glom	GtkExtra--	Use Requirement	221
2689	glom	libgdamm2	Use Requirement	221
2689	glom	MySQL	Use Requirement	221
2689	glom	mysqlcppapi	http://mysqlcppapi.sourceforge.net	221
2689	glom	Xerces-C	http://xml.apache.org/xerces-c/index.html	221
4847	Glossword	Apache	Use Requirement	221
4847	Glossword	MySQL 3.23.20 or later	Use Requirement	221
4847	Glossword	PHP 4.2.1 or later	Use Requirement	221
2686	glsnake	OpenGL	Use Requirement	221
4898	GLST	GDBM	Use Requirement	221
4897	GLTT	FreeType library	Use Requirement	221
4897	GLTT	OpenGL library	Use Requirement	221
2684	gmailsender	Mono	Use Requirement	221
2683	gman	GTK+ 1.2.3 or above	Build Prerequisite	221
2682	gmandel	GTK+ 2.0	Use Requirement	221
2679	gmessage	GTK+ 1.2	Use Requirement	221
4894	GMime	glib 1.2.x or later	Build Prerequisite	221
4896	GMM	gcc	Build Prerequisite	221
4896	GMM	glibc	Use Requirement	221
2678	gmmusic	Config::General	Use Requirement	221
2678	gmmusic	gettext 1.01 or later	Use Requirement	221
2678	gmmusic	GTK-Perl 0.7004 or later	Use Requirement	221
2678	gmmusic	Perl 5.005 pr later	Use Requirement	221
2678	gmmusic	perl-MailUtils	Use Requirement	221
2678	gmmusic	perl-MIME-tools	Use Requirement	221
2678	gmmusic	PostgreSQL 7.0	not 7.1	221
2678	gmmusic	PostgreSQL-perl	Use Requirement	221
2677	gmobilemedia	glade	Use Requirement	221
2677	gmobilemedia	python-gammu	Use Requirement	221
2675	gmrun	C++ compiler with libstdc++-v3	Build Prerequisite	221
2675	gmrun	GTK+ development libraries	Source Requirement	221
2674	gmsh	FLTK	version 1.1.x	221
2674	gmsh	GSL	version &gt;= 1.2	221
2674	gmsh	OpenGL/Mesa	Use Requirement	221
2672	gmt	bzip2	Weak Prerequisite	221
2672	gmt	ksyms	Use Requirement	221
2672	gmt	lsmod	Use Requirement	221
2672	gmt	rmmod	Use Requirement	221
2670	gnarwl		Use Requirement	221
2670	gnarwl	gcc 2.95.3 or later	Use Requirement	221
2670	gnarwl	GNU make	Use Requirement	221
2670	gnarwl	groff	Use Requirement	221
2670	gnarwl	gzip	Use Requirement	221
2670	gnarwl	libgdbm v1.8.0	Use Requirement	221
2670	gnarwl	MTA	postfix recommended	221
2670	gnarwl	openldap2 2.0.23 or later	Use Requirement	221
2668	gnat	GCC 3.4.6	Use Requirement	221
2666	gnatsweb	CGI.pm module	Use Requirement	221
2666	gnatsweb	gnatsd v. 3.108 or later	Use Requirement	221
2666	gnatsweb	MIME::Base64	Weak Prerequisite	221
2666	gnatsweb	Perl v. 5 or later	Use Requirement	221
2665	gnet	glib 1.2	Use Requirement	221
2664	gneuro	GNOME	Build Prerequisite	221
2664	gneuro	GTK 1.2	Build Prerequisite	221
2661	gno3dtet	gnomelibs	Build Prerequisite	221
2661	gno3dtet	gtk+ v. 1.2.x	Build Prerequisite	221
2660	gnobog	libglade	Use Requirement	221
2659	gnochive	gzip	Use Requirement	221
