#  file: sfRawDonorsData2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseHtmlDonorsSF.pl
#
#  This particular file includes raw "Donors" data for each project 
#  that shows this info on their SF project pages. (Not every project lists this 
#  information.)
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  SELECT * FROM `project_donors` WHERE datasource_id=172
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  donor_id: the donor's name (PK)
#  date_collected: this is the date the data was inserted
#  datasource_id: when was this data gathered, and on which run? (PK)
proj_unixname	donor_id	datasource_id	date_collected
codeblocks	jimcheoros	172	2009-06-11 22:15:50
codegenerator	Anonymous donor(s)	172	2009-06-11 22:15:50
codelite	shabbirbhimani	172	2009-06-11 22:15:51
codelite	wittend	172	2009-06-11 22:15:51
coldbrewhelpdes	ke4clu	172	2009-06-11 22:15:53
colinux	Anonymous donor(s)	172	2009-06-11 22:15:54
colinux	ewanrg	172	2009-06-11 22:15:54
colinux	gboutwel	172	2009-06-11 22:15:54
colladablender	Anonymous donor(s)	172	2009-06-11 22:15:54
columba	waffel	172	2009-06-11 22:15:55
comix	xavierguillot	172	2009-06-11 22:15:57
comix	costinha	172	2009-06-11 22:15:57
comix	stigneous	172	2009-06-11 22:15:57
comix	mrcamuti	172	2009-06-11 22:15:57
comix	m3ntat	172	2009-06-11 22:15:57
commca	g-l-a	172	2009-06-11 22:15:57
commonclipse	cmeans	172	2009-06-11 22:15:57
compiere	eetimm	172	2009-06-11 22:15:59
compiere	harrichr	172	2009-06-11 22:15:59
compiere	chris_wright	172	2009-06-11 22:15:59
compinabox	Anonymous donor(s)	172	2009-06-11 22:16:00
console	yo-tu-el	172	2009-06-11 22:16:04
console	tropos	172	2009-06-11 22:16:04
console	brianpeiris	172	2009-06-11 22:16:04
console	rogerdpack	172	2009-06-11 22:16:04
consultcomm	bwiese	172	2009-06-11 22:16:05
contentor	Anonymous donor(s)	172	2009-06-11 22:16:05
copfilter	dr-ms	172	2009-06-11 22:16:08
copfilter	Anonymous donor(s)	172	2009-06-11 22:16:08
cord	stacecom	172	2009-06-11 22:16:09
cord	tomtj	172	2009-06-11 22:16:09
cord	leonroy	172	2009-06-11 22:16:09
cord	dr3do	172	2009-06-11 22:16:09
coriander	sourceforgedonm	172	2009-06-11 22:16:10
cornerfix	cscho	172	2009-06-11 22:16:10
cornerfix	jimpape	172	2009-06-11 22:16:10
cornerfix	brucekro	172	2009-06-11 22:16:10
cornerfix	Anonymous donor(s)	172	2009-06-11 22:16:10
cpulimit	olsonw	172	2009-06-11 22:16:14
crawlpaper	bcrounse	172	2009-06-11 22:16:15
cream	mountain_sf	172	2009-06-11 22:16:16
cream	maphew	172	2009-06-11 22:16:16
cream	Anonymous donor(s)	172	2009-06-11 22:16:16
crex	ljk999	172	2009-06-11 22:16:16
cridmanager	Anonymous donor(s)	172	2009-06-11 22:16:17
crm-commerce	Anonymous donor(s)	172	2009-06-11 22:16:17
crm-ctt	snowboarder04	172	2009-06-11 22:16:17
crm-ctt	careladolfse	172	2009-06-11 22:16:17
crm-ctt	deftcom	172	2009-06-11 22:16:17
crm-ctt	inettom	172	2009-06-11 22:16:17
crm-ctt	engunneer	172	2009-06-11 22:16:17
cronometer	valincpres	172	2009-06-11 22:16:18
cronometer	kdewalt	172	2009-06-11 22:16:18
cronometer	harrychittenden	172	2009-06-11 22:16:18
cronometer	iki_31415	172	2009-06-11 22:16:18
cronometer	atyourserver	172	2009-06-11 22:16:18
crosspost	Anonymous donor(s)	172	2009-06-11 22:16:18
crownandcutlass	Anonymous donor(s)	172	2009-06-11 22:16:19
crystal	Anonymous donor(s)	172	2009-06-11 22:16:21
crystal	okt	172	2009-06-11 22:16:21
crystal	allcolor	172	2009-06-11 22:16:21
crystal	malaz	172	2009-06-11 22:16:21
crystal	ramlambmoo	172	2009-06-11 22:16:21
cscrape	Anonymous donor(s)	172	2009-06-11 22:16:22
csgallerytool	Anonymous donor(s)	172	2009-06-11 22:16:23
csgallerytool	steveso	172	2009-06-11 22:16:23
csgallerytool	allcammedup	172	2009-06-11 22:16:23
csgallerytool	peaboy	172	2009-06-11 22:16:23
cssed	Anonymous donor(s)	172	2009-06-11 22:16:25
csstidy	Anonymous donor(s)	172	2009-06-11 22:16:26
cube	sdsinsky	172	2009-06-11 22:16:28
cube	Anonymous donor(s)	172	2009-06-11 22:16:28
cuecreator	ac0n	172	2009-06-11 22:16:30
curl	djc0	172	2009-06-11 22:16:30
curl-loader	monkeypunk	172	2009-06-11 22:16:30
cuyahoga	agm16march05	172	2009-06-11 22:16:32
cx-freeze	rwbest	172	2009-06-11 22:16:35
cxbx	Anonymous donor(s)	172	2009-06-11 22:16:35
cybera	smonsarr	172	2009-06-11 22:16:35
cybera	torph	172	2009-06-11 22:16:35
d2x-xl	joannaj	172	2009-06-11 22:16:37
d2x-xl	eggchibang	172	2009-06-11 22:16:37
d2x-xl	lucasjung	172	2009-06-11 22:16:37
daloradius	kreg_roenfeldt	172	2009-06-11 22:16:40
dar	dashs	172	2009-06-11 22:16:42
darkice	Anonymous donor(s)	172	2009-06-11 22:16:43
darkice	marillat	172	2009-06-11 22:16:43
darkice	owenc67202	172	2009-06-11 22:16:43
dasblogce	ben_playerpal	172	2009-06-11 22:16:44
dasblogce	troysabin	172	2009-06-11 22:16:44
dasblogce	Anonymous donor(s)	172	2009-06-11 22:16:44
dashpc	Anonymous donor(s)	172	2009-06-11 22:16:45
datacrow	s1n1c	172	2009-06-11 22:16:45
datacrow	spike5884	172	2009-06-11 22:16:45
datacrow	glozzie	172	2009-06-11 22:16:45
datacrow	skorpionnan	172	2009-06-11 22:16:45
datacrow	Anonymous donor(s)	172	2009-06-11 22:16:45
datavision	aibanhamano	172	2009-06-11 22:16:47
date-countdown	zimzo	172	2009-06-11 22:16:47
davmail	swasko	172	2009-06-11 22:16:48
davmail	klassa	172	2009-06-11 22:16:48
davmail	seggerman	172	2009-06-11 22:16:48
davmail	vvsri	172	2009-06-11 22:16:48
davmail	aclauberg	172	2009-06-11 22:16:48
db-model-excel	Anonymous donor(s)	172	2009-06-11 22:16:49
dban	mrvelle	172	2009-06-11 22:16:50
dban	briancunningham	172	2009-06-11 22:16:50
dban	brainworker	172	2009-06-11 22:16:50
dban	ap07	172	2009-06-11 22:16:50
dbappbuilder	fishpi	172	2009-06-11 22:16:50
dbexpressplus	mzwollo	172	2009-06-11 22:16:51
dclp	adams901	172	2009-06-11 22:16:56
dctm	djpretzel	172	2009-06-11 22:16:56
debate-ie-timer	Anonymous donor(s)	172	2009-06-11 22:16:59
debianhardened	Anonymous donor(s)	172	2009-06-11 22:16:59
defe22001	guitar1969	172	2009-06-11 22:17:01
deinterlace	Anonymous donor(s)	172	2009-06-11 22:17:02
deinterlace	raoul4	172	2009-06-11 22:17:02
deinterlace	chew_i	172	2009-06-11 22:17:02
dekiwiki	drakcon	172	2009-06-11 22:17:02
delphisci	deusi	172	2009-06-11 22:17:03
delphisci	techopinion	172	2009-06-11 22:17:03
delphisci	turbo_charged	172	2009-06-11 22:17:03
delphisci	Anonymous donor(s)	172	2009-06-11 22:17:03
delphitwain	Anonymous donor(s)	172	2009-06-11 22:17:03
deng	mochtroid-x	172	2009-06-11 22:17:05
deng	tinz	172	2009-06-11 22:17:05
deng	angelgraves13	172	2009-06-11 22:17:05
deng	janko_s	172	2009-06-11 22:17:05
dent	Anonymous donor(s)	172	2009-06-11 22:17:05
denyhosts	plessy	172	2009-06-11 22:17:05
denyhosts	rkbunca	172	2009-06-11 22:17:05
denyhosts	fcreid	172	2009-06-11 22:17:05
denyhosts	peterkuykendall	172	2009-06-11 22:17:05
denyhosts	tlakofski	172	2009-06-11 22:17:05
deplate	Anonymous donor(s)	172	2009-06-11 22:17:05
deskweb	Anonymous donor(s)	172	2009-06-11 22:17:07
desproxy	Anonymous donor(s)	172	2009-06-11 22:17:07
desproxy	apple95	172	2009-06-11 22:17:07
detritus	erniemercer	172	2009-06-11 22:17:07
devkitpro	chichinorth	172	2009-06-11 22:17:09
devkitpro	kadrim1983	172	2009-06-11 22:17:09
devkitpro	Anonymous donor(s)	172	2009-06-11 22:17:09
dfast	Anonymous donor(s)	172	2009-06-11 22:17:10
dfast	antbryan	172	2009-06-11 22:17:10
dfast	rogerdean	172	2009-06-11 22:17:10
dhcp-dns-server	Anonymous donor(s)	172	2009-06-11 22:17:11
dia-installer	mikehibbett	172	2009-06-11 22:17:12
dia-installer	neddyfreddy	172	2009-06-11 22:17:12
dia-installer	tbogie_gvds	172	2009-06-11 22:17:12
dia-installer	Anonymous donor(s)	172	2009-06-11 22:17:12
diddlebug	Anonymous donor(s)	172	2009-06-11 22:17:15
diddlebug	gserafini	172	2009-06-11 22:17:15
diit	Anonymous donor(s)	172	2009-06-11 22:17:17
dimensionex	kevinper	172	2009-06-11 22:17:17
dimensionex	cleoni	172	2009-06-11 22:17:17
dircomp	infofarmer	172	2009-06-11 22:17:19
director	Anonymous donor(s)	172	2009-06-11 22:17:19
directorysync	gary-yates	172	2009-06-11 22:17:19
directorysync	thirdline	172	2009-06-11 22:17:19
directorysync	derdom	172	2009-06-11 22:17:19
directorysync	alexandercurtis	172	2009-06-11 22:17:19
directorysync	rclay	172	2009-06-11 22:17:19
directsql	gmays	172	2009-06-11 22:17:19
directxwine	Anonymous donor(s)	172	2009-06-11 22:17:19
dirstorage	Anonymous donor(s)	172	2009-06-11 22:17:20
dirsyncpro	mlotspaih	172	2009-06-11 22:17:20
discinsert	cgbale	172	2009-06-11 22:17:20
divfixpp	Anonymous donor(s)	172	2009-06-11 22:17:23
diy-zoning	Anonymous donor(s)	172	2009-06-11 22:17:23
dm-rainfall	Anonymous donor(s)	172	2009-06-11 22:17:26
dmlw	h5inz	172	2009-06-11 22:17:27
dmoz2mysql	trukfixer	172	2009-06-11 22:17:27
doc-book	Anonymous donor(s)	172	2009-06-11 22:17:30
docfrac	svansa	172	2009-06-11 22:17:30
docfrac	Anonymous donor(s)	172	2009-06-11 22:17:30
dockpanelsuite	Anonymous donor(s)	172	2009-06-11 22:17:30
dockpanelsuite	shlomosh1972	172	2009-06-11 22:17:30
dockpanelsuite	anandhkr	172	2009-06-11 22:17:30
dockpanelsuite	outasync	172	2009-06-11 22:17:30
dockpanelsuite	imnopatzer	172	2009-06-11 22:17:30
docutils	Anonymous donor(s)	172	2009-06-11 22:17:31
docutils	cben	172	2009-06-11 22:17:31
docutils	jkw225	172	2009-06-11 22:17:31
dohickey	Anonymous donor(s)	172	2009-06-11 22:17:32
domination	kyphilom	172	2009-06-11 22:17:33
donnerlaparole	kitecal	172	2009-06-11 22:17:34
donnerlaparole	Anonymous donor(s)	172	2009-06-11 22:17:34
dopays	Anonymous donor(s)	172	2009-06-11 22:17:35
dosbox	gpohlgpohl	172	2009-06-11 22:17:35
dosbox	backspace54	172	2009-06-11 22:17:35
dosbox	dark_ixion	172	2009-06-11 22:17:35
dosbox	tmeyer155	172	2009-06-11 22:17:35
dosbox	luaan	172	2009-06-11 22:17:35
dosemu	iainretallick	172	2009-06-11 22:17:35
dotnetvnc	Anonymous donor(s)	172	2009-06-11 22:17:37
dotnetvnc	liane	172	2009-06-11 22:17:37
dotnetvnc	wardxmodem	172	2009-06-11 22:17:37
dotproject	racerxx	172	2009-06-11 22:17:37
dotproject	keb	172	2009-06-11 22:17:37
dotproject	vascoca	172	2009-06-11 22:17:37
dotproject	alan_m_carroll	172	2009-06-11 22:17:37
doubletype	akinobu	172	2009-06-11 22:17:38
doubletype	itronic	172	2009-06-11 22:17:38
dpss	Anonymous donor(s)	172	2009-06-11 22:17:40
drakecms	carlosg79	172	2009-06-11 22:17:41
drakecms	apollonios	172	2009-06-11 22:17:41
drakecms	helig	172	2009-06-11 22:17:41
drakecms	Anonymous donor(s)	172	2009-06-11 22:17:41
drbl	trancekuja	172	2009-06-11 22:17:42
drbl	lilox	172	2009-06-11 22:17:42
drc-fir	Anonymous donor(s)	172	2009-06-11 22:17:42
drftpd	botzcare	172	2009-06-11 22:17:42
drftpd	Anonymous donor(s)	172	2009-06-11 22:17:42
driverondemand	Anonymous donor(s)	172	2009-06-11 22:17:43
driverondemand	kitz	172	2009-06-11 22:17:43
driverondemand	joshuasuazo	172	2009-06-11 22:17:43
dropline-gnome	ertz	172	2009-06-11 22:17:44
dropline-gnome	plblaze	172	2009-06-11 22:17:44
dropline-gnome	Anonymous donor(s)	172	2009-06-11 22:17:44
druid	Anonymous donor(s)	172	2009-06-11 22:17:44
druid	rkoshy	172	2009-06-11 22:17:44
druid	jbendixsen	172	2009-06-11 22:17:44
drvback	pegasus_fnl	172	2009-06-11 22:17:45
drvback	utluna	172	2009-06-11 22:17:45
drvback	simmtec	172	2009-06-11 22:17:45
drvback	jaycity3	172	2009-06-11 22:17:45
drvback	itobor	172	2009-06-11 22:17:45
dsbudget	Anonymous donor(s)	172	2009-06-11 22:17:45
dsbudget	jeff_davidson	172	2009-06-11 22:17:45
dsbudget	kardrager	172	2009-06-11 22:17:45
dsbudget	saerickson	172	2009-06-11 22:17:45
dsplus	Anonymous donor(s)	172	2009-06-11 22:17:46
dsplus	dgaranin	172	2009-06-11 22:17:46
dsplus	ares78	172	2009-06-11 22:17:46
dsplus	lightdsg	172	2009-06-11 22:17:46
dspro	Anonymous donor(s)	172	2009-06-11 22:17:46
dt-source	andrewrcollins	172	2009-06-11 22:17:47
dtron	djmcgoldrick	172	2009-06-11 22:17:48
duml	koberjm1122	172	2009-06-11 22:17:49
duml	adevan	172	2009-06-11 22:17:49
dump3	Anonymous donor(s)	172	2009-06-11 22:17:50
dvd-baker	Anonymous donor(s)	172	2009-06-11 22:17:51
dvd-slideshow	Anonymous donor(s)	172	2009-06-11 22:17:51
dvdflick	javad1831	172	2009-06-11 22:17:51
dvdflick	d1e2i3	172	2009-06-11 22:17:51
dvdflick	ech3lon	172	2009-06-11 22:17:51
dvdflick	tom85	172	2009-06-11 22:17:51
dvdflick	preffent	172	2009-06-11 22:17:51
dvdstyler	braino12	172	2009-06-11 22:17:52
dvdstyler	jfrankle	172	2009-06-11 22:17:52
dvdstyler	mtnsorlake	172	2009-06-11 22:17:52
dvdstyler	sedohmen	172	2009-06-11 22:17:52
dvdstyler	ocyl	172	2009-06-11 22:17:52
dvrbox	Anonymous donor(s)	172	2009-06-11 22:17:52
dwsim	guailo	172	2009-06-11 22:17:53
dxflib	Anonymous donor(s)	172	2009-06-11 22:17:53
dxspider	Anonymous donor(s)	172	2009-06-11 22:17:54
e680	Anonymous donor(s)	172	2009-06-11 22:17:59
e7note	edaw	172	2009-06-11 22:17:59
eaccelerator	Anonymous donor(s)	172	2009-06-11 22:17:59
eaccelerator	digirati	172	2009-06-11 22:17:59
earth3d	Anonymous donor(s)	172	2009-06-11 22:18:00
easyeos	spezifanta	172	2009-06-11 22:18:02
easymoblog	martin010	172	2009-06-11 22:18:03
easymoblog	Anonymous donor(s)	172	2009-06-11 22:18:03
easypodcast	Anonymous donor(s)	172	2009-06-11 22:18:04
easystruts	Anonymous donor(s)	172	2009-06-11 22:18:05
eboard	mimosinnet	172	2009-06-11 22:18:07
eboard	iwulu	172	2009-06-11 22:18:07
eboard	Anonymous donor(s)	172	2009-06-11 22:18:07
ebon	bheilig	172	2009-06-11 22:18:07
ebxmlrr	Anonymous donor(s)	172	2009-06-11 22:18:07
echovnc	reptileqc	172	2009-06-11 22:18:09
eciadsl	Anonymous donor(s)	172	2009-06-11 22:18:09
eclipse-cs	aguther	172	2009-06-11 22:18:10
eclipse-cs	markygoldstein	172	2009-06-11 22:18:10
eclipse-cs	Anonymous donor(s)	172	2009-06-11 22:18:10
eclipse-rbe	Anonymous donor(s)	172	2009-06-11 22:18:10
eclipseme	Anonymous donor(s)	172	2009-06-11 22:18:11
eclipseme	rorygraves	172	2009-06-11 22:18:11
eclipseme	kyberneticist	172	2009-06-11 22:18:11
eclipseme	anonymousmous	172	2009-06-11 22:18:11
eclipseme	chaiken	172	2009-06-11 22:18:11
eclipsesap2java	Anonymous donor(s)	172	2009-06-11 22:18:11
eclipsetrader	Anonymous donor(s)	172	2009-06-11 22:18:11
eclipsetrader	muhaas	172	2009-06-11 22:18:11
eclipsetrader	odav	172	2009-06-11 22:18:11
eclipsetrader	mckenph	172	2009-06-11 22:18:11
ecogeographica	Anonymous donor(s)	172	2009-06-11 22:18:12
ecut	nupstone	172	2009-06-11 22:18:13
edireader	Anonymous donor(s)	172	2009-06-11 22:18:15
editarea	Anonymous donor(s)	172	2009-06-11 22:18:15
editarea	kochp	172	2009-06-11 22:18:15
editarea	myinterestsde	172	2009-06-11 22:18:15
editarea	jupiter_it	172	2009-06-11 22:18:15
edna	Anonymous donor(s)	172	2009-06-11 22:18:16
edoom	caedescontego	172	2009-06-11 22:18:16
edtech	Anonymous donor(s)	172	2009-06-11 22:18:16
eduke32	Anonymous donor(s)	172	2009-06-11 22:18:16
eduke32	mblackwell1024	172	2009-06-11 22:18:16
eduke32	spocke	172	2009-06-11 22:18:16
edumips64	fafa1971	172	2009-06-11 22:18:16
eekboek	kingigi	172	2009-06-11 22:18:17
efw	kramernet	172	2009-06-11 22:18:18
efw	Anonymous donor(s)	172	2009-06-11 22:18:18
egg-fu	Anonymous donor(s)	172	2009-06-11 22:18:19
eggsham	bill77	172	2009-06-11 22:18:19
egwsec	Anonymous donor(s)	172	2009-06-11 22:18:20
ehep	Anonymous donor(s)	172	2009-06-11 22:18:20
eiffel-mas	quickstars	172	2009-06-11 22:18:21
eigenbase	perfecthash	172	2009-06-11 22:18:21
ejbca	Anonymous donor(s)	172	2009-06-11 22:18:22
electrem	Anonymous donor(s)	172	2009-06-11 22:18:24
electricsheep	Anonymous donor(s)	172	2009-06-11 22:18:24
elgg	petehubbard	172	2009-06-11 22:18:26
elgg	Anonymous donor(s)	172	2009-06-11 22:18:26
emegs	ppeyk	172	2009-06-11 22:18:30
emerge	Anonymous donor(s)	172	2009-06-11 22:18:30
emerge	step666	172	2009-06-11 22:18:30
emerge	sryo	172	2009-06-11 22:18:30
emerge	jaclark7	172	2009-06-11 22:18:30
emerge	johnnyzero	172	2009-06-11 22:18:30
emesene	csolis	172	2009-06-11 22:18:30
emfprinter	bass77	172	2009-06-11 22:18:30
emma	jaywayjohan	172	2009-06-11 22:18:31
emma	dchsw	172	2009-06-11 22:18:31
emma	Anonymous donor(s)	172	2009-06-11 22:18:31
emulepawcio	sg33g5	172	2009-06-11 22:18:32
emulepawcio	Anonymous donor(s)	172	2009-06-11 22:18:32
emuleplus	Anonymous donor(s)	172	2009-06-11 22:18:32
emuleplus	jlporto13	172	2009-06-11 22:18:32
emuleplus	trianda	172	2009-06-11 22:18:32
emuleplus	grapaggi	172	2009-06-11 22:18:32
emuleplus	doud135	172	2009-06-11 22:18:32
emulextreme	snealg	172	2009-06-11 22:18:32
emulextreme	Anonymous donor(s)	172	2009-06-11 22:18:32
emulinker	Anonymous donor(s)	172	2009-06-11 22:18:32
enblend	irose	172	2009-06-11 22:18:34
enblend	jayuuey	172	2009-06-11 22:18:34
enblend	samfentress	172	2009-06-11 22:18:34
enblend	gferraro	172	2009-06-11 22:18:34
enblend	jasestu	172	2009-06-11 22:18:34
encyclopodia	pacopineda	172	2009-06-11 22:18:34
encyclopodia	Anonymous donor(s)	172	2009-06-11 22:18:34
enlightenment	Anonymous donor(s)	172	2009-06-11 22:18:36
enlightenment	fazekaim	172	2009-06-11 22:18:36
enlightenment	handyande	172	2009-06-11 22:18:36
enlightenment	sleuth	172	2009-06-11 22:18:36
enotifwiki	Anonymous donor(s)	172	2009-06-11 22:18:36
eq2map-updater	Anonymous donor(s)	172	2009-06-11 22:18:41
eqdkp-plus	Anonymous donor(s)	172	2009-06-11 22:18:41
eqegg	Anonymous donor(s)	172	2009-06-11 22:18:41
eraser	dwinches	172	2009-06-11 22:18:42
eraser	Anonymous donor(s)	172	2009-06-11 22:18:42
eric-ide	cpallanti	172	2009-06-11 22:18:43
eric-ide	dhaffey	172	2009-06-11 22:18:43
eric-ide	helixblue	172	2009-06-11 22:18:43
eric-ide	Anonymous donor(s)	172	2009-06-11 22:18:43
es40	martinv2	172	2009-06-11 22:18:45
eternalware	jmszczap82	172	2009-06-11 22:18:49
etex	Anonymous donor(s)	172	2009-06-11 22:18:49
etherboot	afineberg	172	2009-06-11 22:18:49
etherwatch	jbousquet	172	2009-06-11 22:18:50
eticket	geronimo_xx	172	2009-06-11 22:18:50
eticket	redpeppers	172	2009-06-11 22:18:50
eticket	smbambling	172	2009-06-11 22:18:50
eticket	livabetes	172	2009-06-11 22:18:50
eticket	spamexperts	172	2009-06-11 22:18:50
ettercap	delder	172	2009-06-11 22:18:50
ettercap	inser13	172	2009-06-11 22:18:50
ettercap	Anonymous donor(s)	172	2009-06-11 22:18:50
euphony	Anonymous donor(s)	172	2009-06-11 22:18:51
euphony	rodal	172	2009-06-11 22:18:51
eventlogmonitor	anchornet	172	2009-06-11 22:18:53
eventlogmonitor	garthlogic	172	2009-06-11 22:18:53
evilnet	Anonymous donor(s)	172	2009-06-11 22:18:54
evilnet	r33d	172	2009-06-11 22:18:54
evm2003	Anonymous donor(s)	172	2009-06-11 22:18:55
evocms	Anonymous donor(s)	172	2009-06-11 22:18:55
evolution-osx	Anonymous donor(s)	172	2009-06-11 22:18:55
exist	Anonymous donor(s)	172	2009-06-11 22:18:59
exist	bkc	172	2009-06-11 22:18:59
exist	glarsen	172	2009-06-11 22:18:59
exist	ajwelch	172	2009-06-11 22:18:59
exponent	golok	172	2009-06-11 22:19:01
exponent	gboerman	172	2009-06-11 22:19:01
exponent	generare	172	2009-06-11 22:19:01
exponent	cburns70	172	2009-06-11 22:19:01
exponent	jensth	172	2009-06-11 22:19:01
exporttoxl	nderby	172	2009-06-11 22:19:01
ext2fsd	ernie_r	172	2009-06-11 22:19:02
ext2fsd	atkulp	172	2009-06-11 22:19:02
ext2fsd	mdaniel	172	2009-06-11 22:19:02
ext2fsd	Anonymous donor(s)	172	2009-06-11 22:19:02
eyeos	Anonymous donor(s)	172	2009-06-11 22:19:04
ezupdate	doa2	172	2009-06-11 22:19:06
ezupdate	jasoncigar	172	2009-06-11 22:19:06
f4l	toby_zurich	172	2009-06-11 22:19:06
f4l	linux_girlie	172	2009-06-11 22:19:06
f4l	andrewfrueh	172	2009-06-11 22:19:06
f4l	Anonymous donor(s)	172	2009-06-11 22:19:06
f5bbutil	kmashint	172	2009-06-11 22:19:06
factux	Anonymous donor(s)	172	2009-06-11 22:19:08
fail2ban	darcym	172	2009-06-11 22:19:09
fail2ban	jsextl	172	2009-06-11 22:19:09
fail2ban	Anonymous donor(s)	172	2009-06-11 22:19:09
fakenes	Anonymous donor(s)	172	2009-06-11 22:19:09
fangs	Anonymous donor(s)	172	2009-06-11 22:19:11
farsitex	shabbirbhimani	172	2009-06-11 22:19:12
fastmm	wynnrichardson	172	2009-06-11 22:19:13
fastmm	gebor	172	2009-06-11 22:19:13
fastmm	medington	172	2009-06-11 22:19:13
fastmm	gerryf	172	2009-06-11 22:19:13
fastmm	qcorrell	172	2009-06-11 22:19:13
fb-contrib	ermannov	172	2009-06-11 22:19:15
fb-s60	Anonymous donor(s)	172	2009-06-11 22:19:15
fbpanel	sysy	172	2009-06-11 22:19:16
fbpanel	Anonymous donor(s)	172	2009-06-11 22:19:16
fdm	infofarmer	172	2009-06-11 22:19:17
fdms2tools	gibbuti	172	2009-06-11 22:19:17
feedreader	Anonymous donor(s)	172	2009-06-11 22:19:19
feedreader	tbk24	172	2009-06-11 22:19:19
ffmpeg-php	cmjoyner	172	2009-06-11 22:19:21
ffmpeg-php	Anonymous donor(s)	172	2009-06-11 22:19:21
ffpis	Anonymous donor(s)	172	2009-06-11 22:19:22
ffrend	Anonymous donor(s)	172	2009-06-11 22:19:22
ffs	Anonymous donor(s)	172	2009-06-11 22:19:22
file-folder-ren	sevensages	172	2009-06-11 22:19:25
file-folder-ren	dosware	172	2009-06-11 22:19:25
file-folder-ren	courtenayennis	172	2009-06-11 22:19:25
file-folder-ren	xavierguillot	172	2009-06-11 22:19:25
file-folder-ren	lovesflsun	172	2009-06-11 22:19:25
filebreaker	duquebaro	172	2009-06-11 22:19:25
filenexus	robidigital	172	2009-06-11 22:19:26
filenexus	Anonymous donor(s)	172	2009-06-11 22:19:26
fileseeker	Anonymous donor(s)	172	2009-06-11 22:19:27
filezilla	maziminke	172	2009-06-11 22:19:27
filezilla	gfischel	172	2009-06-11 22:19:27
filezilla	stephanweynicz	172	2009-06-11 22:19:27
filezilla	mechanique	172	2009-06-11 22:19:27
filezilla	dprushton	172	2009-06-11 22:19:27
finj	Anonymous donor(s)	172	2009-06-11 22:19:30
firehol	bhagatd	172	2009-06-11 22:19:32
firehol	ypalanque	172	2009-06-11 22:19:32
firemox	Anonymous donor(s)	172	2009-06-11 22:19:32
firewallpapi	Anonymous donor(s)	172	2009-06-11 22:19:32
fitd	wolruf	172	2009-06-11 22:19:34
fjep	reconway	172	2009-06-11 22:19:35
fjep	Anonymous donor(s)	172	2009-06-11 22:19:35
flashlinux	lexthehex	172	2009-06-11 22:19:37
flashlinux	Anonymous donor(s)	172	2009-06-11 22:19:37
flashnuke	Anonymous donor(s)	172	2009-06-11 22:19:37
flashqard	shahab_sh	172	2009-06-11 22:19:37
flexformatter	brucedeen	172	2009-06-11 22:19:40
flib	Anonymous donor(s)	172	2009-06-11 22:19:40
flickrbackup	hinteraner	172	2009-06-11 22:19:41
flowplayer	ddfishe	172	2009-06-11 22:19:42
flowplayer	tunewiki	172	2009-06-11 22:19:42
flowplayer	sandraklma	172	2009-06-11 22:19:42
flowplayer	manuelkreutz	172	2009-06-11 22:19:42
flowplayer	joetainment	172	2009-06-11 22:19:42
fluxbox	kristianr	172	2009-06-11 22:19:44
fluxbox	karnesky	172	2009-06-11 22:19:44
fluxbox	infofarmer	172	2009-06-11 22:19:44
fnswitch	Anonymous donor(s)	172	2009-06-11 22:19:46
foam	Anonymous donor(s)	172	2009-06-11 22:19:46
folderprint	edaw	172	2009-06-11 22:19:47
foldersize	Anonymous donor(s)	172	2009-06-11 22:19:47
foldersize	blaqc	172	2009-06-11 22:19:47
foldersize	atamido	172	2009-06-11 22:19:47
fontforge	Anonymous donor(s)	172	2009-06-11 22:19:47
fontforge	widhaya3	172	2009-06-11 22:19:47
fontforge	glyphobet	172	2009-06-11 22:19:47
fontforge	victormote	172	2009-06-11 22:19:47
fontforge	pgrzelak	172	2009-06-11 22:19:47
foots	malign	172	2009-06-11 22:19:48
foray	victormote	172	2009-06-11 22:19:49
forester-atv	Anonymous donor(s)	172	2009-06-11 22:19:50
formcat	lr1234567	172	2009-06-11 22:19:50
forums	Anonymous donor(s)	172	2009-06-11 22:19:52
forums	oamey	172	2009-06-11 22:19:52
free-cmms	knearhoof	172	2009-06-11 22:19:57
free-cmms	Anonymous donor(s)	172	2009-06-11 22:19:57
free-doko	elpatron_kiel	172	2009-06-11 22:19:57
free-doko	enders	172	2009-06-11 22:19:57
free-doko	Anonymous donor(s)	172	2009-06-11 22:19:57
free42	tcuser	172	2009-06-11 22:19:57
free42	mcflan	172	2009-06-11 22:19:57
free42	mac4805	172	2009-06-11 22:19:57
free42	martyou	172	2009-06-11 22:19:57
free42	jcadick	172	2009-06-11 22:19:57
freecast	cymru2000	172	2009-06-11 22:19:59
