#  file: fmRawProjectStats2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, vitality_score, vitality_percent, 
#  vitality_rank, popularity_score, popularity_percent, popularity_rank, rating, 
#  rating_count, rating_rank, subscriptions
#  FROM `fm_projects`
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	vitality_score	vitality_percent	vitality_rank	popularity_score	popularity_percent	popularity_rank	rating	rating_count	rating_rank	subscriptions
29572	libl3d\n    	1.8\n    	NULL	NULL	75.49\n    	NULL	NULL	0\n    	1\n    	NULL	10\n    
29577	fctk\n    	1.41\n    	NULL	NULL	14.56\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29579	almclk\n    	1.0\n    	NULL	NULL	9.22\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
29585	amember\n    	3.92\n    	NULL	NULL	146.71\n    	NULL	NULL	1\n    	3\n    	NULL	20\n    
29586	irj\n    	2.48\n    	NULL	NULL	55.04\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
29588	sdbf\n    	1.0\n    	NULL	NULL	15.36\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
29590	palantir\n    	5.87\n    	NULL	NULL	133.37\n    	NULL	NULL	1\n    	1\n    	NULL	48\n    
29592	med\n    	0.0\n    	NULL	NULL	12.96\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29593	glgraph\n    	1.77\n    	NULL	NULL	45.78\n    	NULL	NULL	3\n    	3\n    	NULL	7\n    
29594	rap\n    	4.6\n    	NULL	NULL	59.57\n    	NULL	NULL	0\n    	1\n    	NULL	12\n    
29595	ezfb\n    	6.38\n    	NULL	NULL	140.8\n    	NULL	NULL	0\n    	0\n    	NULL	24\n    
29596	wavetomidi\n    	1.43\n    	NULL	NULL	46.95\n    	NULL	NULL	0\n    	0\n    	NULL	18\n    
29597	ile\n    	1.0\n    	NULL	NULL	40.1\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
29598	drift\n    	4.08\n    	NULL	NULL	27.87\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
29599	e2tools\n    	2.54\n    	NULL	NULL	60.37\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
29600	elfe\n    	1.0\n    	NULL	NULL	17.49\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29603	kallers\n    	1.74\n    	NULL	NULL	34.73\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
29606	ringplay\n    	0.0\n    	NULL	NULL	18.33\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29610	freemed\n    	5.87\n    	NULL	NULL	234.52\n    	NULL	NULL	2\n    	3\n    	NULL	43\n    
29611	scimpinyin\n    	5.74\n    	NULL	NULL	62.48\n    	NULL	NULL	2\n    	2\n    	NULL	7\n    
29612	planetscape\n    	3.07\n    	NULL	NULL	47.07\n    	NULL	NULL	1\n    	1\n    	NULL	7\n    
29615	tagreader\n    	2.44\n    	NULL	NULL	26.32\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29616	mydns\n    	15.49\n    	NULL	NULL	268.93\n    	NULL	NULL	11\n    	11\n    	NULL	97\n    
29617	libwpcg\n    	2.07\n    	NULL	NULL	27.17\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
29618	learnwords\n    	1.0\n    	NULL	NULL	19.75\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29619	tvinfo\n    	1.86\n    	NULL	NULL	23.02\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29624	popasm\n    	1.47\n    	NULL	NULL	41.35\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29626	kanatest\n    	10.55\n    	NULL	NULL	163.95\n    	NULL	NULL	3\n    	3\n    	NULL	19\n    
29631	thp\n    	2.37\n    	NULL	NULL	134.88\n    	NULL	NULL	1\n    	1\n    	NULL	23\n    
29632	my-ericsson\n    	2.89\n    	NULL	NULL	41.24\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
29634	dumpgdbm\n    	1.8\n    	NULL	NULL	26.55\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29638	cexev\n    	1.0\n    	NULL	NULL	16.03\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
29639	digikam\n    	6.87\n    	NULL	NULL	253.93\n    	NULL	NULL	10\n    	10\n    	NULL	79\n    
29640	mp3-org\n    	2.26\n    	NULL	NULL	16.43\n    	NULL	NULL	0\n    	1\n    	NULL	2\n    
29641	upointrwp\n    	0.0\n    	NULL	NULL	25.14\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29642	catacomb\n    	5.19\n    	NULL	NULL	61.37\n    	NULL	NULL	0\n    	1\n    	NULL	13\n    
29644	php-proxy\n    	1.0\n    	NULL	NULL	90.93\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
29645	klicklack\n    	1.43\n    	NULL	NULL	18.92\n    	NULL	NULL	0\n    	1\n    	NULL	1\n    
29650	spana\n    	1.0\n    	NULL	NULL	13.3\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29652	appslink\n    	1.0\n    	NULL	NULL	21.14\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29653	vida\n    	2.39\n    	NULL	NULL	96.92\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
29656	xmmsd\n    	1.74\n    	NULL	NULL	82.74\n    	NULL	NULL	1\n    	2\n    	NULL	13\n    
29658	pho\n    	5.65\n    	NULL	NULL	68.09\n    	NULL	NULL	2\n    	2\n    	NULL	18\n    
29659	pstats\n    	0.0\n    	NULL	NULL	14.76\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29660	gpsim-la\n    	1.0\n    	NULL	NULL	27.11\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29661	uclinux\n    	14.31\n    	NULL	NULL	216.77\n    	NULL	NULL	3\n    	3\n    	NULL	67\n    
29662	db-export\n    	1.75\n    	NULL	NULL	33.7\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29663	xmlodbcserver\n    	2.0\n    	NULL	NULL	49.84\n    	NULL	NULL	1\n    	1\n    	NULL	8\n    
29667	pebrot\n    	6.22\n    	NULL	NULL	91.54\n    	NULL	NULL	6\n    	7\n    	NULL	18\n    
29668	chronos\n    	3.78\n    	NULL	NULL	96.17\n    	NULL	NULL	5\n    	5\n    	NULL	31\n    
29669	nacs\n    	1.0\n    	NULL	NULL	60.3\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
29670	hep\n    	2.7\n    	NULL	NULL	81.26\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
29672	libcdk\n    	6.73\n    	NULL	NULL	125.15\n    	NULL	NULL	1\n    	1\n    	NULL	22\n    
29674	schemamap\n    	1.0\n    	NULL	NULL	14.63\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29679	qfd\n    	1.41\n    	NULL	NULL	58.86\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
29680	gosa\n    	57.41\n    	NULL	NULL	985.99\n    	NULL	NULL	6\n    	6\n    	NULL	157\n    
29681	skaringa\n    	10.47\n    	NULL	NULL	120.07\n    	NULL	NULL	0\n    	0\n    	NULL	33\n    
29682	nprobe\n    	4.48\n    	NULL	NULL	161.94\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
29683	sqjukebox\n    	3.26\n    	NULL	NULL	33.57\n    	NULL	NULL	1\n    	2\n    	NULL	6\n    
29685	ipfs\n    	2.63\n    	NULL	NULL	54.07\n    	NULL	NULL	0\n    	0\n    	NULL	16\n    
29687	danpei\n    	4.65\n    	NULL	NULL	74.34\n    	NULL	NULL	0\n    	0\n    	NULL	17\n    
29689	manekineko\n    	3.59\n    	NULL	NULL	37.09\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
29690	amazonlib\n    	1.42\n    	NULL	NULL	47.95\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
29691	reportdhcp\n    	1.43\n    	NULL	NULL	41.35\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
29692	tickletankle\n    	2.4\n    	NULL	NULL	52.5\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
29693	phpgraph\n    	1.0\n    	NULL	NULL	45.13\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
29695	autonoc\n    	2.54\n    	NULL	NULL	100.5\n    	NULL	NULL	1\n    	1\n    	NULL	20\n    
29696	udpeq\n    	1.0\n    	NULL	NULL	24.06\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29701	picosql\n    	6.59\n    	NULL	NULL	141.31\n    	NULL	NULL	1\n    	1\n    	NULL	38\n    
29703	phpsqlgen\n    	1.43\n    	NULL	NULL	48.41\n    	NULL	NULL	0\n    	1\n    	NULL	7\n    
29705	xerlin\n    	0.0\n    	NULL	NULL	27.82\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
29711	webvcrplus\n    	2.52\n    	NULL	NULL	131.03\n    	NULL	NULL	0\n    	0\n    	NULL	36\n    
29713	gtkglextmm\n    	3.48\n    	NULL	NULL	88.49\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
29714	diomwebmail\n    	1.78\n    	NULL	NULL	24.33\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29715	pygopherd\n    	1.87\n    	NULL	NULL	46.73\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
29720	obliquid\n    	2.85\n    	NULL	NULL	286.37\n    	NULL	NULL	11\n    	12\n    	NULL	67\n    
29721	mysqlfm\n    	3.1\n    	NULL	NULL	119.36\n    	NULL	NULL	0\n    	0\n    	NULL	33\n    
29724	js-menu\n    	1.0\n    	NULL	NULL	34.39\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
29729	kfish\n    	1.76\n    	NULL	NULL	29.34\n    	NULL	NULL	1\n    	2\n    	NULL	6\n    
29732	micron\n    	1.77\n    	NULL	NULL	40.15\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
29734	chesstask\n    	1.0\n    	NULL	NULL	10.58\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
29735	meld\n    	19.43\n    	NULL	NULL	444.03\n    	NULL	NULL	15\n    	16\n    	NULL	119\n    
29736	pv\n    	10.59\n    	NULL	NULL	292.79\n    	NULL	NULL	8\n    	8\n    	NULL	126\n    
29738	array-info\n    	1.42\n    	NULL	NULL	62.35\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
29739	amazon_webservice_api\n    	0.0\n    	NULL	NULL	142.15\n    	NULL	NULL	2\n    	2\n    	NULL	15\n    
29740	ffm\n    	1.0\n    	NULL	NULL	18.84\n    	NULL	NULL	0\n    	1\n    	NULL	0\n    
29743	zweatherapplet\n    	2.77\n    	NULL	NULL	61.87\n    	NULL	NULL	0\n    	1\n    	NULL	10\n    
29747	quikdic\n    	2.02\n    	NULL	NULL	59.34\n    	NULL	NULL	1\n    	1\n    	NULL	6\n    
29748	gnu-cd-writer\n    	3.33\n    	NULL	NULL	61.25\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
29749	plptools\n    	21.45\n    	NULL	NULL	73.05\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
29751	camorama\n    	4.16\n    	NULL	NULL	85.28\n    	NULL	NULL	2\n    	2\n    	NULL	11\n    
29752	mng\n    	2.04\n    	NULL	NULL	84.68\n    	NULL	NULL	1\n    	1\n    	NULL	14\n    
29753	covtool\n    	1.0\n    	NULL	NULL	13.56\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
29755	ardour\n    	4.96\n    	NULL	NULL	220.54\n    	NULL	NULL	7\n    	10\n    	NULL	92\n    
29756	nadvsh\n    	2.67\n    	NULL	NULL	63.99\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
29759	filelister\n    	2.0\n    	NULL	NULL	52.65\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
29760	recurrance\n    	1.42\n    	NULL	NULL	47.33\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
29763	superconductor\n    	1.68\n    	NULL	NULL	35.5\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
29764	fultron\n    	1.0\n    	NULL	NULL	19.24\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29769	web-chpass\n    	3.04\n    	NULL	NULL	66.48\n    	NULL	NULL	0\n    	0\n    	NULL	16\n    
29770	echolot-pinger\n    	7.58\n    	NULL	NULL	77.3\n    	NULL	NULL	1\n    	1\n    	NULL	17\n    
29771	silva_cms\n    	43.52\n    	NULL	NULL	276.89\n    	NULL	NULL	2\n    	3\n    	NULL	40\n    
29772	archive\n    	3.41\n    	NULL	NULL	106.95\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
29773	mixmaster\n    	3.78\n    	NULL	NULL	116.03\n    	NULL	NULL	2\n    	2\n    	NULL	32\n    
29774	tcpreen\n    	10.44\n    	NULL	NULL	364.0\n    	NULL	NULL	0\n    	0\n    	NULL	103\n    
29776	gogg\n    	1.0\n    	NULL	NULL	14.9\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29782	pynetlibs\n    	0.0\n    	NULL	NULL	24.9\n    	NULL	NULL	1\n    	1\n    	NULL	4\n    
29783	koalaxml\n    	3.51\n    	NULL	NULL	46.2\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
29784	ipsdoc\n    	1.43\n    	NULL	NULL	22.02\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29785	qgis\n    	19.51\n    	NULL	NULL	350.19\n    	NULL	NULL	3\n    	3\n    	NULL	91\n    
29786	skstream\n    	4.44\n    	NULL	NULL	86.6\n    	NULL	NULL	1\n    	1\n    	NULL	19\n    
29787	tubesock\n    	1.0\n    	NULL	NULL	29.15\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29789	jspblog\n    	1.0\n    	NULL	NULL	88.23\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29790	epsutil\n    	1.87\n    	NULL	NULL	55.59\n    	NULL	NULL	2\n    	2\n    	NULL	9\n    
29791	debian-ham\n    	1.82\n    	NULL	NULL	32.86\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29792	ascii-invaders\n    	1.41\n    	NULL	NULL	39.75\n    	NULL	NULL	1\n    	1\n    	NULL	9\n    
29795	legasynth\n    	1.42\n    	NULL	NULL	75.37\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
29796	mail-freshmeat\n    	1.0\n    	NULL	NULL	21.21\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29800	lock-keys-applet\n    	2.07\n    	NULL	NULL	32.51\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
29810	proguard\n    	16.12\n    	NULL	NULL	289.14\n    	NULL	NULL	10\n    	10\n    	NULL	108\n    
29811	ftool\n    	1.0\n    	NULL	NULL	19.03\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29812	libyahoo2\n    	3.34\n    	NULL	NULL	104.59\n    	NULL	NULL	1\n    	2\n    	NULL	19\n    
29813	sslpp\n    	1.0\n    	NULL	NULL	51.38\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
29814	pachydermfw\n    	1.41\n    	NULL	NULL	31.24\n    	NULL	NULL	0\n    	1\n    	NULL	7\n    
29816	xpg\n    	1.0\n    	NULL	NULL	36.88\n    	NULL	NULL	2\n    	2\n    	NULL	15\n    
29817	freeha\n    	3.36\n    	NULL	NULL	76.52\n    	NULL	NULL	0\n    	0\n    	NULL	31\n    
29820	auniqueperlscriptforincreasingtraffic-sales\n    	1.0\n    	NULL	NULL	13.04\n    	NULL	NULL	0\n    	2\n    	NULL	1\n    
29823	mt2\n    	3.07\n    	NULL	NULL	43.71\n    	NULL	NULL	1\n    	1\n    	NULL	12\n    
29829	bitlife\n    	1.8\n    	NULL	NULL	35.28\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29830	zis\n    	1.77\n    	NULL	NULL	20.78\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
29831	mbox2mysql\n    	1.79\n    	NULL	NULL	170.62\n    	NULL	NULL	1\n    	2\n    	NULL	23\n    
29833	straw\n    	7.98\n    	NULL	NULL	260.25\n    	NULL	NULL	2\n    	2\n    	NULL	40\n    
29834	linux_servo_ft639\n    	1.44\n    	NULL	NULL	21.56\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29836	scli\n    	1.42\n    	NULL	NULL	89.68\n    	NULL	NULL	2\n    	2\n    	NULL	20\n    
29837	henplus\n    	2.23\n    	NULL	NULL	62.26\n    	NULL	NULL	5\n    	5\n    	NULL	18\n    
29840	pounder\n    	2.26\n    	NULL	NULL	113.19\n    	NULL	NULL	0\n    	0\n    	NULL	22\n    
29841	phpfeed\n    	1.0\n    	NULL	NULL	66.83\n    	NULL	NULL	1\n    	1\n    	NULL	10\n    
29842	formatxml\n    	1.0\n    	NULL	NULL	37.97\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
29843	kitclasses\n    	1.45\n    	NULL	NULL	13.78\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29844	net-whois-ripe\n    	2.77\n    	NULL	NULL	40.87\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29845	privoxy\n    	10.06\n    	NULL	NULL	292.05\n    	NULL	NULL	18\n    	19\n    	NULL	116\n    
29846	g2as\n    	1.0\n    	NULL	NULL	16.12\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29848	xineo-xil\n    	1.77\n    	NULL	NULL	48.99\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
29850	3dterm\n    	1.41\n    	NULL	NULL	58.99\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29852	apt_search\n    	1.0\n    	NULL	NULL	22.54\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29853	dostuff\n    	1.75\n    	NULL	NULL	28.07\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29855	phpolrpg\n    	1.42\n    	NULL	NULL	91.98\n    	NULL	NULL	1\n    	3\n    	NULL	17\n    
29856	paw-project\n    	3.83\n    	NULL	NULL	56.52\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
29857	ffsearch\n    	8.68\n    	NULL	NULL	172.92\n    	NULL	NULL	5\n    	5\n    	NULL	51\n    
29858	bilbo\n    	1.49\n    	NULL	NULL	32.03\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
29862	fahgr\n    	2.19\n    	NULL	NULL	17.41\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
29864	gtk2forpascal\n    	1.42\n    	NULL	NULL	33.26\n    	NULL	NULL	1\n    	2\n    	NULL	6\n    
29865	dbstep\n    	2.55\n    	NULL	NULL	47.83\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
29870	xmltangle\n    	1.0\n    	NULL	NULL	26.91\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29871	vgasnap\n    	1.0\n    	NULL	NULL	18.28\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29872	jmame\n    	3.13\n    	NULL	NULL	20.35\n    	NULL	NULL	0\n    	1\n    	NULL	5\n    
29873	wftk\n    	1.0\n    	NULL	NULL	52.54\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
29874	jtag-project\n    	1.0\n    	NULL	NULL	27.93\n    	NULL	NULL	0\n    	1\n    	NULL	4\n    
29880	xmltype\n    	2.66\n    	NULL	NULL	47.5\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
29886	ec\n    	1.94\n    	NULL	NULL	34.26\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29889	mydvds\n    	9.99\n    	NULL	NULL	287.12\n    	NULL	NULL	0\n    	1\n    	NULL	93\n    
29890	tadpoles\n    	1.0\n    	NULL	NULL	26.68\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29892	webcam_network\n    	1.0\n    	NULL	NULL	27.64\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29893	kissq\n    	3.27\n    	NULL	NULL	60.97\n    	NULL	NULL	2\n    	2\n    	NULL	20\n    
29896	pnmstitch\n    	1.0\n    	NULL	NULL	46.9\n    	NULL	NULL	1\n    	1\n    	NULL	10\n    
29897	timebuddy\n    	1.0\n    	NULL	NULL	28.3\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29899	xautomation\n    	3.42\n    	NULL	NULL	127.69\n    	NULL	NULL	1\n    	2\n    	NULL	30\n    
29903	rpmgraph\n    	1.42\n    	NULL	NULL	121.34\n    	NULL	NULL	5\n    	6\n    	NULL	35\n    
29904	writerscafe\n    	1.0\n    	NULL	NULL	26.06\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
29906	mxxmjs\n    	2.42\n    	NULL	NULL	39.19\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29911	gep\n    	1.0\n    	NULL	NULL	34.81\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
29912	log-insight-j\n    	1.43\n    	NULL	NULL	15.36\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29914	stdnet2\n    	1.74\n    	NULL	NULL	22.0\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29917	diydynamicdns\n    	1.0\n    	NULL	NULL	29.7\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
29921	dml2\n    	1.74\n    	NULL	NULL	26.94\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
29922	oboeru\n    	1.42\n    	NULL	NULL	20.59\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29923	zina\n    	2941.03\n    	NULL	NULL	775.46\n    	NULL	NULL	16\n    	18\n    	NULL	143\n    
29924	nbtop\n    	1.41\n    	NULL	NULL	15.56\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29925	vxtop\n    	1.0\n    	NULL	NULL	17.41\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29926	libecc\n    	7.64\n    	NULL	NULL	196.17\n    	NULL	NULL	1\n    	1\n    	NULL	28\n    
29927	log\n    	1.75\n    	NULL	NULL	27.28\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29930	kavi2svcd\n    	6.9\n    	NULL	NULL	211.72\n    	NULL	NULL	2\n    	3\n    	NULL	92\n    
29931	isf\n    	1.0\n    	NULL	NULL	20.1\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29932	spdb\n    	1.0\n    	NULL	NULL	64.68\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
29933	katoob\n    	9.26\n    	NULL	NULL	61.28\n    	NULL	NULL	3\n    	4\n    	NULL	4\n    
29935	cinepaint\n    	6.13\n    	NULL	NULL	244.98\n    	NULL	NULL	1\n    	1\n    	NULL	87\n    
29936	aind\n    	1.0\n    	NULL	NULL	10.86\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
29937	prosilla\n    	2.16\n    	NULL	NULL	62.64\n    	NULL	NULL	1\n    	2\n    	NULL	17\n    
29938	wmmtr\n    	1.8\n    	NULL	NULL	30.89\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
29939	jswidgets\n    	1.0\n    	NULL	NULL	32.12\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
29941	phpcompdb\n    	1.0\n    	NULL	NULL	16.31\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29945	kblog\n    	1.73\n    	NULL	NULL	34.42\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29947	phpaint\n    	1.0\n    	NULL	NULL	91.19\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
29950	kmyirc\n    	3.15\n    	NULL	NULL	40.62\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
29952	nworks\n    	2.28\n    	NULL	NULL	74.18\n    	NULL	NULL	0\n    	0\n    	NULL	20\n    
29953	libss\n    	1.0\n    	NULL	NULL	23.11\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29956	pyjsw\n    	1.0\n    	NULL	NULL	33.54\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
29960	dovecot\n    	57.76\n    	NULL	NULL	686.47\n    	NULL	NULL	27\n    	29\n    	NULL	230\n    
29963	sinstall\n    	3.76\n    	NULL	NULL	51.61\n    	NULL	NULL	1\n    	1\n    	NULL	17\n    
29965	aslla\n    	1.0\n    	NULL	NULL	29.07\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29966	scrollkeeper\n    	1.0\n    	NULL	NULL	118.91\n    	NULL	NULL	0\n    	0\n    	NULL	27\n    
29968	gnuapplet\n    	1.0\n    	NULL	NULL	37.71\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
29971	fo_converter\n    	0.0\n    	NULL	NULL	9.33\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
29972	pcmt\n    	1.42\n    	NULL	NULL	18.33\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
29975	pennypool\n    	3.71\n    	NULL	NULL	36.77\n    	NULL	NULL	4\n    	5\n    	NULL	7\n    
29979	mwalladmin\n    	1.42\n    	NULL	NULL	37.82\n    	NULL	NULL	0\n    	2\n    	NULL	9\n    
29980	nntpobjects\n    	2.66\n    	NULL	NULL	45.17\n    	NULL	NULL	1\n    	1\n    	NULL	4\n    
29981	countertrace\n    	1.0\n    	NULL	NULL	35.33\n    	NULL	NULL	1\n    	1\n    	NULL	7\n    
29985	dougnet\n    	1.0\n    	NULL	NULL	15.68\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29986	lsystem\n    	1.0\n    	NULL	NULL	27.78\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
29990	zprommer\n    	3.92\n    	NULL	NULL	25.1\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
29991	oofficeindexer\n    	1.41\n    	NULL	NULL	47.75\n    	NULL	NULL	0\n    	1\n    	NULL	14\n    
29994	squint\n    	0.0\n    	NULL	NULL	44.02\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
29995	mailspy\n    	0.0\n    	NULL	NULL	35.0\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
29999	highlight\n    	94.17\n    	NULL	NULL	950.36\n    	NULL	NULL	7\n    	7\n    	NULL	228\n    
30000	ioperm\n    	2.32\n    	NULL	NULL	43.47\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
30001	uvnc\n    	1.0\n    	NULL	NULL	57.27\n    	NULL	NULL	1\n    	1\n    	NULL	9\n    
30003	dgvirus\n    	3.65\n    	NULL	NULL	130.34\n    	NULL	NULL	1\n    	1\n    	NULL	30\n    
30004	kadmos\n    	4.52\n    	NULL	NULL	147.24\n    	NULL	NULL	1\n    	3\n    	NULL	18\n    
30007	skaburn\n    	1.0\n    	NULL	NULL	16.79\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
30008	dungeonmaker\n    	1.0\n    	NULL	NULL	21.63\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
30012	fsl\n    	3.76\n    	NULL	NULL	48.24\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
30013	ogmtools\n    	4.76\n    	NULL	NULL	228.08\n    	NULL	NULL	4\n    	4\n    	NULL	67\n    
