#  file: sfRawDownloads2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes downloads data for each project. This info 
#  is summed from the daily download data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, sum(downloads) 
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  downloads: the sum of downloads for this 60-day period 
proj_unixname	sum(downloads)
sqlfilefs	0
sqlflat	0
sqlforge	2
sqlformatter	18
sqlfpas	5
sqlfree	0
sqlfront	4
sqlfs	0
sqlg2	18
sqlgen	0
sqlgeneration	0
sqlgotcha	3
sqlgraph	5
sqlgrey	399
sqlh	2
sqlhelper	0
sqlink	4
sqlioobject	0
sqlite	0
sqlite-admin	17
sqlite-dotnet2	20400
sqlite-insider	0
sqlite-manager	0
sqlite-php	84
sqlite-plt	0
sqlite-wince	802
sqlite2mysql	0
sqlite3bindpp	0
sqlite4delphi	817
sqlite4palm	0
sqlite4pascal	0
sqliteadmin	0
sqliteadonet	0
sqlitebrowser	27065
sqlitecc	389
sqliteclient	0
sqliteclientsyn	32
sqlitecpp	43
sqlitedatabasem	0
sqlitedataset	20
sqlitedb	0
sqlitedba	0
sqlitedbexpress	0
sqlitedbms	144
sqlitedm	0
sqlitedotnet	19
sqlitedotnetgui	0
sqliteef	38
sqliteexp	5
sqlitefront	47
sqlitefrontend	0
sqlitegui	0
sqlitejdbc	0
sqliteman	4538
sqlitemanager	3233
sqlitemigration	0
sqlitemm	0
sqlitemyadmin	0
sqliten	0
sqlitephpadmin	0
sqlitepp	57
sqlitequery	189
sqlites60	381
sqlitesparkle	0
sqlitestudio	0
sqlitevbadmin	7
sqlitevfs	0
sqlitewebadmin	111
sqlitexx	0
sqlitune	0
sqlj	0
sqljc	12
sqljep	83
sqllayer	0
sqllib4d	0
sqllibrary	0
sqllist	0
sqllite	0
sqlloader	1
sqllogger	3
sqlm	0
sqlmail	0
sqlmailbackend	0
sqlmailservers	0
sqlmailstats	0
sqlmailtools	0
sqlmaker	0
sqlmanager4win	0
sqlmap	10500
sqlme	0
sqlmedialib	9
sqlmetalbuilder	341
sqlminus	56
sqlmol	0
sqlmon	0
sqlmore	10
sqlmx	0
sqlnet	0
sqlninja	1431
sqlobject	349
sqlobject-java	4
sqlobject-php	0
sqlom	257
sqlonmdb	2
sqloop	0
sqlorm	39
sqlpd	0
sqlplusplus	13
sqlpo	0
sqlport	0
sqlpp	123
sqlprevent	9
sqlprocessor	12
sqlprofiler	296
sqlqndisp	0
sqlqueryagent	128
sqlrat	0
sqlreactor	10
sqlrecordset	12
sqlrelay	795
sqlrest	124
sqlrpc	0
sqlrunner	11
sqlscenario	2
sqlschemadiff	0
sqlscriptionet	0
sqlscriptrunner	0
sqlse	0
sqlsearch	0
sqlserver2scm	0
sqlserveraudit	20
sqlserverbook	24
sqlservercomdr	16
sqlserverdepend	0
sqlserverloader	0
sqlserverperfmo	0
sqlservice2	9
sqlsg	0
sqlsh	0
sqlshark	0
sqlshell	89
sqlshout	88
sqlsmart	0
sqlsniper	6
sqlsourcesafe	0
sqlspbroker	0
sqlsplitter	0
sqlsquirrel	0
sqlsrvcmanager	151
sqlsrvtool	0
sqlstar	32
sqlstrbuilder	0
sqlstress	0
sqlstructdiff	0
sqlsus	682
sqlsync	23
sqlsyncnet	1
sqlt	729
sqlt-pp	783
sqltablet	0
sqltalker	1
sqltocsv	0
sqltoneo	11
sqltoolbox	50
sqltools	12
sqltools-php	1
sqltostr	3
sqltranslate	0
sqlunit	231
sqlview	4
sqlviewer	20
sqlweb3000	17
sqlwebadmin	0
sqlwebarchitect	270
sqlweblog	0
sqlwhite	3
sqlwizz	0
sqlwrappy	11
sqlwxx	36
sqlxml	0
sqlxpress	37
sqlxtractor	0
sqm	0
sqm-veilmod	3
sqmail	11
sqmd	3
sqmfreethemes	0
sqnet	0
sqnt	0
sqollection	0
sqooler	13
sqorpion	0
sqp	0
sqplus	166
sqr2java	0
sqr2xml	206
sqra	0
sqrsaxparser	0
sqrtcalcdotlog	5
sqs	14
sqs-xml	0
sqsh	599
sqstat	29
sqsynth	0
squad	0
squadcombat	0
squadd	19
squadtrackersvr	0
squadwar	0
squakmu	0
squale	37
squalk	0
squall	0
square	0
square-change	0
squared	0
squared-lang	0
squaredogz	0
squareedit	6
squarefish	0
squarehard	0
squarelang	0
squaremud	0
squareness	247
squareorbit	0
squarepbx	25
squarerain	0
squares	7
squarespf	1
squaretalk	0
squarewizzgame	0
squarez	0
squart	0
squash	0
squash-ladd-php	218
squashfs	27800
squashleague	0
squashy	13
squat	94
squat-diy	0
squatgrid	5
squats	4
squawk	3
squawk-cmd	0
squax	0
squclac	0
squeak	45
squeak-ge	0
squeakkoreawebs	0
squeaknxtplugin	7
squeakwiimotepl	1
squeakymail	2
squeal	4
squealer	64
squealymail	0
squeegee	0
squeek	0
squeel	0
squeeze-el	10
squeezelayout	4
squeezer	0
squeezy	0
squelch	1
squelchdb	10
squert	48
squest	0
squeue	2
squib-compress	0
squibber	0
squid	0
squid-authentic	0
squid-config	0
squid-docs	0
squid-extract	0
squid-gpm	0
squid-graph	767
squid-image	0
squid-mysql-log	0
squid-quota	0
squid-report	67
squid-traffic	54
squid2db	0
squidace	5
squidacldebug	0
squidadm	0
squidadmin	0
squidalyser	339
squidci	1
squidclam	66
squidclamav	389
squidconf	69
squiddb	0
squiddy	0
squider	1
squideral	17
squidfire	49
squidg-yast	1
squidge	22
squidguard	289
squidirector	7
squidistrator	0
squidit	35
squidjuice	0
squidkerbauth	107
squidlog	400
squidlogger2sql	25
squidlogsplit	0
squidmodel	160
squidmysql	0
squido	0
squidocean	0
squidoptimizer	271
squidreporter	13
squidrestrict	399
squidrex	3
squidrh	3
squidsplitlog	0
squidsql4sqlite	2
squidsqlunload	0
squidstat	14
squidstop	0
squidsummary	0
squidtorrent	0
squidtuneup	0
squidy	0
squidysoft	16
squiggles	0
squimport	0
squio	0
squircular-chat	0
squire	0
squirm-ads	8
squirrel	777
squirrel-cfg	2
squirrel-sql	41165
squirrelbackup	0
squirrelbuilder	0
squirrelbuster	0
squirrelcms	0
squirreldb	0
squirrelnetfe	0
squirrelnetphp	0
squirreloutlook	1517
squirrelsh	635
squirreltrivia	0
squirtlog	2
squishdot	93
squishfile	0
squishybugs	1
squishyforums	9
squitogallery	0
squivi2	82
squix	0
squixtheeditor	0
squrelayerproxy	7
squrf	4
squzer	0
sqv	0
sqview	8
sqw-01b	1
sqwar	0
sqwebmin2	13
sqz	0
sr-plugin	0
sr4cg	0
sr4chargen	6
sr4toolbox	35
sr4tools	9
sr71bot	0
srad	0
sranav	305
sranger	32
srapeh	23
srat	0
sratfoross	5
srats	0
srb	0
srbfs	0
srbizator	0
src	0
src-doc	0
src2brik2	0
srcalyzer	0
srcaudit	6
srcb	0
srccodeanalyser	0
srccomdoc	0
srccore	0
srcdoc	38
srcds-web-panel	0
srcdspy	83
srchighliteide	29
srchiliteqt	0
srchlite	0
srchlp	0
srcinstr	0
srclsrvr	0
srcml	21
srcpack	5
srcpackagetool	0
srcpd	345
srcsourcer	9
srd	0
srdb	0
srdcard	4
srdframework	0
srdia	0
srdisk	155
srdoublerwmpplg	97
srdphone	0
srdpl	0
sreader	9
srecipe	0
srecite	19
srecord	1074
sredirector	202
sreesharpnr	10
srej	0
sreminder	3
sremu	0
srepod	25
sreportapp	0
srezic	8
srf	20
srfcd	0
srfextra	9
srfsurvey	0
srgn-ciscoconf	9
srgrid	0
srgs-parser	0
sribi	1
sridb	0
srihara	0
srinjado	0
sripada	0
srishti	2
srishtix	0
srishty	0
srjnutriss	0
srk	0
srl	1
srlib	0
srljrmemscripts	0
srlm	15
srm	453
srm7500-linux	0
srmbraga	0
srmc	0
srmccp	34
srmediaplayer	0
srmg	0
srmi	53
srmleditor	0
srmon	0
srmsystem	0
sro-decoder	4
sro2	33
sroac	0
srobots	0
sroemu	0
sroids	0
srom	0
sroom	0
sros	2
srp	2
srpg4ppc	0
srpgframework	0
srpmix	1
srpp	0
srprint	0
srpskigameri	0
srptd	1
srr	1
srrancap	0
srs-alt	0
srsh	0
srsly	0
srss	208
srsss	2
srsurlapi	4
srsw4it	0
srsync	0
srsystem	0
srt	0
srt-forums	0
srt-subtitle	0
srt-timing	0
srt-translator	10
srteditor	3
srtel	0
srtk	0
srtm-matlab	62
srtool	40
srtos-uc	1
srtp	332
srtplot	0
srtsengine	4
srtviewer	485
sruclient	0
srunninglog	0
srust	2
srvctrl	0
srvctrl-r-gui	13
srvdk	0
srvguard	0
srvloc	0
srvm	0
srvmgrd	4
srvmon	0
srvrcomponent	7
srvreport	58
srvside	0
srvstat	0
srvsys	0
srvx	317
srvx-admin	27
srvx-modified	0
srvxscript	0
srw	39
srwiki	0
ss-assistant	0
ss-cms	0
ss-discretion	69
ss-jukebox	0
ss-minesweeper	0
ss-soe	0
ss-unlock	0
ss1tools	0
ss2002	0
ss2006	0
ss5	1319
ss7	3
ss7box	0
ssa	2
ssa2003	0
ssad	0
ssadmin	0
ssaf	0
ssafx	0
ssah	0
ssake	0
ssakhi	0
ssalesman	1
ssap	0
ssaromeo	1
ssatool	10
ssax	129
ssb	10
ssbackup	0
ssbconfig	0
ssbconn	0
ssboard	0
ssbrowser	0
ssbrumble	0
ssc	0
ssc32controller	11
sscalc	0
sscd	17
sscilib	25
sscl	6
ssclient	34
sscms	0
sscreenshot	0
sscript	0
sscrm	0
sscs4php	161
sscx	47
sscxml	0
ssd	6
ssdc	0
ssdeep	403
ssdfs	0
ssdiag	6
ssdiary	0
ssdpdc-news	0
ssdtweaker	0
sse-examples	264
sse-lib	28
ssearchmodel	0
sseditor	0
ssend	0
ssengine	0
ssep	34
sseplus	0
sserpengine	5
sserver	4775
sservis	8
ssf	0
ssfc	0
ssfiledll	116
ssfm	3
ssforms	0
ssft	77
ssg	166
ssg-generator	8
ssg19	0
ssge	12
ssgen	2
ssgtools	0
ssgui	0
ssh-backup-dh	0
ssh-gui	276
ssh-navigator	0
ssh-nile	0
ssh-sftp-perl	0
ssh-sniffer	64
ssh-ssl-proxy	21
ssh-tunnel	0
ssh2all	2
ssh4j	0
ssh4win	0
ssha-attack	81
sshabusedesk	2
sshauth	11
sshbackup	0
sshblock2	0
sshblocker	0
sshce	1
sshcmd	0
sshdautoban	10
sshdbl	0
sshdlib	0
sshdos	850
ssheep	0
sshell	0
sshforwarder	18
sshfs4darwin	0
sshgate	17
sshguard	386
sshhelper	0
sshkeychain	1
sshlib	0
sshm	6
sshmenu	193
sshot	17
sshot-uploader	44
sshot2html	0
sshow	8
sshpass	516
sshproxy	30
sshsprinkler	5
ssht	4
sshtools-apps	0
sshtools-winsrv	0
sshtt	0
sshttpd	2
sshtunnel	12
sshvnc-applet	0
sshvpn	35
sshwebproxy	243
sshwindows	35860
ssi	0
ssi-project	0
ssiae	0
ssic-linux	531
ssicomment	9
sside	75
ssile	0
ssim	7
ssimod	0
ssimplegrapher	0
ssips	1
ssis	13
ssise	0
ssisextender	0
ssisudoku	0
ssitesystem	0
ssiwe	0
ssjavalib	0
ssjavalog	0
ssjs	0
ssjspp	0
sskunkwerks	70
ssl-decrypt	113
ssldump	98
sslexplorer	4178
sslexplorer-pam	7
sslfiletransfer	10
sslib	0
sslider	2
sslinks	5
sslite	0
ssllib	134
sslmail	0
sslogger	65
sslots	0
sslproxy	207
sslscan	135
sslscanner	30
sslsigcheck	0
ssltools	186
ssltunnel	27
ssm	114
ssmac	16
ssmaillist	0
ssmaker	0
ssmapi	0
ssmgr	5
ssmodels	336
ssmt	0
ssmtp	67
ssmuf	0
ssn	0
ssnet	0
ssnet-download	0
ssnet-stat	0
ssnet-statflash	0
ssnetw	0
ssnetworking	0
ssniff	0
ssnmpmon	0
ssnooper	30
ssns	2
ssnz	1
ssobjects	32
ssoos	0
ssos	0
ssp	3
ssp-protocol	0
sspa	0
sspamm	20
sspe	21
ssphps	0
ssplanner	0
ssplone	0
ssprep	2
ssproxy	31
ssptool	108
sspvr	0
sspwsg	0
sspy	10
ssql	3
ssqlengine	0
ssqlfs	10
ssquared	2
ssr	0
ssra	7
ssresourcekit	0
ssretriever	25
ssrp	7
ssrspaceshipcom	0
ssrss	258
ssrtech	99
sss	721
sss-2	0
sss-galileo	0
sss-oscar	5
sss-xml	1
sss2002	0
ssscheduler	0
sssftpd	0
sssh	47
ssshell	0
sssim	0
sssimple	0
sssnper-to-mhag	0
ssso	0
ssspl	212
sssr	34
ssss	0
ssssssssss	0
ssstest	0
sssundefined	0
sssvmtoolbox	16
sst	119
sstars	14
sstepd	24
sstest	0
sstfb	26
ssthreads	16
sstk	0
sstmviewer	0
sstnet	0
sstorm	151
sstpong	53
sstring	0
sstringsearch	6
ssttr-jlibs	11
sstu	4
sstw	0
sstzbcm	0
ssudoku	2
ssuds	25
ssuid	0
ssum	10
ssup	0
ssupp	0
ssurf	0
ssurrender	0
ssv	0
ssviewer	3
ssvnc	1982
ssw	0
sswap	0
sswars	0
sswebs	0
sswf	2110
sswingml	0
sswt	0
ssxdi	0
ssxg	1
ssxlh	0
ssxml	1
ssxmlsocket	0
ssxp	0
ssyn	0
ssynth	0
ssysm	0
st-a-c	0
st-allegiance	25
st-bestfriend	0
st-billiard	248
st-bsh	0
st-cms	0
st-fwall	0
st-gallery	33
st-gatewaylogr	0
st-intranetlogr	26
st-m	14537
st-nmea	22
st-postgresql	22
st-prl	0
st-qemu	0
st-rfqn	0
st-sc	0
st-titan-gs	4
st0rmservtf2	19
st13	0
st2	26
st20-gcc	0
st2030phonebook	38
st20emu	47
st2gif	5
st4ctl	2
st4nk	3
st7ctl	14
sta	265
staamp	0
stab2cv	4
stabilizer	0
stabilo	0
stable-distro	0
stableetmod	0
stableupdate	32
stabulexicon	0
stac	0
stacalc	0
stache	0
stacjaobronna	6
stack	0
stackbuild	0
stackcpusim	3
stackeddeck	0
stacker-blocks	454
stackful	0
stackfunctions	3
stackoverflowno	0
stacks-wiki	12
stacktrace	0
stacox	0
stadb	3
stadium	0
stadium-ao	0
stadium14	0
stadjust	0
staf	13798
staffcommssion	0
staffhols	119
staffingpro	0
staffit	0
staffmangements	0
staffs	7
staffschedule	0
staffwhereabout	0
stag	3
stag-browser	0
stagal	0
stage-editor3d	0
stagec	0
staged	0
stagedmx	0
stageengine	0
stagefright	0
stagelightbasic	5
stagemanager	20
stagenote	0
stager	0
stagesynth	0
stagil	0
stagingprops	0
stagingsystem	0
stagos	2
stainedtooth	0
stainless	0
stainmonitor	0
staircase	0
stakeout	12
stakingbuddy	2
stakker	9
staks	0
stalag13	0
stalemate	0
stalfo	0
stalin	0
stalk	4
stalker	0
stalkercam	8
stalkersmodglue	0
stallion	25
stalonetray	430
stamina	2
staminastalls	0
stammbaum	26
stammer	0
stammisinternet	22
stamp	8
stampache	2
stampacover	0
stampede	13
stampl	2
stampmail	15
stamppagetor	106
stamps-mvc	24
stampscouting	2
stampsheets	0
stams	0
stan	67
stand-alone	9
standard-robot	0
standardavl	191
standardiosoft	0
standardpattern	0
standardsitemap	0
standbayemail	4
standfight	0
standino	0
standlibs2	0
standon	0
standtab	0
stanforddriving	0
stanix	0
stanly	0
stanse	0
stanserv	0
stantor	187
stapgames	0
stapgui	142
staple	0
stapler	5
star	38
star-cluster	0
star-mgsek	0
star-mpi	21
star-pound	0
star-pynguin	3
star-tutor	0
starbar	0
starbbs	12
starbittorrent	0
starblaster	0
starblastrix	28
starboard	0
starboard-od	0
starbox	0
starbreach	7
starbugp	0
starburst	0
starc	0
starcastgrab	4
starcat	9
starccm	26
starcd	0
starchart	10
starchase	0
starchronicles	0
starclient	42
starcms	0
starcollection	0
starcomp	5
starcon-sstc	0
starcon1-5	38
starcontrol	0
starcraft-wine	70
starcraftanti-h	0
starcraftin	20
starcruiser	0
stardatesystray	147
stardawn	0
stardefender	0
stardict	244064
stardictportabl	398
stardicx	50
stardust	0
stardustgame	0
stardustgcs	0
stareach	0
stareditor	0
starempiremmwbg	0
starempires	0
starexplorer	0
starface	0
starfieldgalact	0
starfight	0
starfighter	673
starfinder	0
starfire	0
starfish	13
starfish3d	0
starfishgt	0
starflight-tlc	0
starfrag	2
starframework	0
starftp	0
stargame	0
stargate	0
stargatechronic	0
stargateonline	0
stargatepack	0
stargaterp	0
stargrade	0
stargus	213
starid	0
starjunction	0
starkblog	1
starkick	4
starking	0
starkong	0
starksoftftplib	53
starksoftopenpg	22
starksoftproxyc	87
starlang	0
starlib	0
starlight	0
starlightengine	0
starlinux	0
starlogon	0
starmap	7
starmap2	7
starmap3d	0
starmapper	27
starmpeg	0
starmud	0
starmx	131
starofguitar	0
staromap	35
staros	0
starpeace	0
starpeaktoolkit	4
starpim	0
starpound	718
starpower	0
starprise	114
starpy	53
starradius	0
starradon	2
starrtracks	0
starruml	3
stars	3
stars-nova	185
starsaga	0
starsautomation	0
starscape	0
starsclone	0
starscream	0
starsdb	3
starshop	185
starsim	0
starslikedust	0
starsolarian	0
starstools	1
starsub	19
starsudoku	53
start-today	0
startcontroller	3
starteam-el	6
startec-apollo	0
startemplate	44
startermud	15
startexplorer	105
startfaster	0
startftp	3
startgater	0
starthrower	0
startime	0
startingupopens	0
startjava	3
startkladde	33
startmenuex	0
startmenunet	0
startmenuwasher	9
startmesh	0
startmig	0
startosix	0
startpage	4
startplay	0
startrek	0
startrek-f95	0
startrekguide	0
startrip	0
startup	12
startup-manager	8246
startupadvisor	0
startupinfo	0
startupmanager	0
startuxcode	5
startx	8
staruml	58593
staruml2htmladd	24
staruml2km3	9
staruml4km3	0
starview	8
starwar	23
starwarsmod	0
starwarsrp	0
starwarsthenewb	0
starws	18
starx	0
starxmlsitemap	82
starxt	0
starzmail	0
stas	0
stash	0
stash-agency	0
stasi	6
stasident	0
stasimatic	0
stasis	1
stasisme	0
staskmanager	0
stass	0
stat-scm	0
stat4j	4
statacaster	1
statarch	0
statblog	0
statbrowser	0
statclipse	0
statcountex	0
statcvs	590
statdist	1
statdistlib	126
state	8
state-threads	119
state4j	18
stateager	0
stateaid	5
statechum	0
statecraft	0
statedjava	0
stategl-pp	1
stategraph	3
statej	0
statelessdebian	0
statelogic	0
stately	0
statem	0
statemachine	0
statemachinemod	0
statement-tools	0
statemenu	61
statemirror	10
stateproto	53
statetrack	0
statewalker	0
statexpert	0
statfacil	0
statfink	149
statfink-xamppi	22
statfork	0
statgen	1
statgen7	0
static	0
static-hlstats	6
static-httpd	1
static-screams	0
staticanalysiso	0
staticcms	0
staticdhcpdmana	0
staticfiledups	2
staticms	0
staticvoid	2
staticwebcms	0
staticwiki	0
staticxjam	0
statika2000	17
station	0
station12	0
stationfreebeta	0
stationmanager	0
stationripper	114
statiqz	2
statistica	0
statisticsmadee	0
statistika	0
statix	0
statj	0
statlib	0
statlibdotnet	0
statloc	0
statmagic	0
statmail	8
statman	0
statmon	0
statmonitor	21
stato	27
statopolycli	9
statoverkey	0
statpaper	6
statperl	92
statping	0
statplaneteditr	2
statplot	4
statproject	10
statproof	0
statrix	0
stats-collector	21
stats-img	0
stats4oo	0
statsaholic	11
statsbot	106
statscript	5
statserver	0
statsgenerator	13
statsjam	12
statsmanager	0
statspacknet	16
statsposter	0
statsres	7
statstudio	1
statsviewer	2
statsvn	2599
stattauto	0
stattrack	8
stattracker	19
stattraff	0
status-blogger	0
status-playing	0
statusbarbean	0
statusboard	4
statusd	0
statusmod	6
statusquo	17
statusreport	83
statusreporter	0
statusreportgen	0
statux	0
statviz	54
stauftpg	0
stauto	0
stavebniny	0
staven100	0
staviour	1
stavirt	0
stax	31
staxmedia	0
staxrip	0
stay-connected	0
stay-tuned	0
stayingalive	0
stb	0
stb-dvb	0
stba	0
stbrunner	10
stc	61
stcgame	0
stchat	124
stciclosporttur	0
stck	1
stcl	0
std	7
std-ovv	104
std-templates	0
std-worksheet	0
stdb	3
stdcalc	0
stdesktopsearch	36
stdex	47
stdfndclass	146
stdfsharp	0
stdftools	0
stdiff	4
stdio-zip	0
stdl	9
stdms	0
stdnet	52
stdnoj	14
stdnws	2
stdpc	6
stdproject	12
stdprolog	0
stdproxy	9
stdr	0
stdutil	0
steakim	2
stealth	50
stealthexchange	10
stealthms	7
stealthmybugs	0
stealthnet	322
stealthnetwebui	1238
stealthnow	1
stealthsound	2
steam-theater	0
steamband	0
steambb	0
steamchat	0
steamed	0
steamengine	15
steamer	0
steamer-soapdat	0
steamweasel	4
steatite	0
steckbrief	0
sted	38
sted2	0
steel	0
steel-malloc	0
steelarrow	15
steelbot	310
steelbreeze	8
steelgunpowder	0
steelhalo	0
steelheart	0
steelme	30
steelrats	10
steeplejack	0
steer	0
steerforth	0
stef	2
stefan	0
stefanix	0
stefanobolli	209
stefvar	0
steg	43
steg-tunnel	0
stegaleniker	2
stegan	0
steganodotnet	31
steganograf	5
steganography-t	0
steganonet	15
steganopic	22
steganowav	0
steganrtp	26
stegeek	2
stegfs	0
stegg	0
stegger	0
steggy	2
steghide	2899
steghidegui	8
stegida	2
stegogo	5
stegosaurus	1
stegoshare	157
stegostick	95
stegotools	16
stegpage	7
stegsecret	0
stegsharp	14
stegtorrent	10
stegui	96
stein	0
stel-sitestudio	0
stelib	7
stelin	0
stellaframework	27
stellanova	0
stellar	0
stellardancer	0
stellarium	250049
stellarium4java	0
stellarlegacy	15
stellaros	0
stellarreach	0
stellarwind	0
stellation	0
stellsim	0
stelnet	0
stelvio	6
stem	0
stem-les	8
stemgen	0
stemka	0
stemkit	0
stemmer-es	65
stemmers	34
stemplot	0
stencil	29
stencyc	0
stendhal2	0
stenella	0
stengine	0
stenil	1
steno	5
step	23
step-by-step	52
step-toybox	11
step-up	0
stepbystep	10
stepcore	11
stependous	151
stepfibs	0
stepframework	8
stephenvanbooks	0
stephtamjpolls	0
stepintochinese	0
stepitup	0
stepmachine	0
stepmaker	261
stepmania	22768
stepmaniamobile	39
stepmaze	8
stepmenus	75
stepos	26
stepperclass	14
steppermotor	0
steppingstone	0
steps	0
steptalk	0
steptodesign	0
stepup-cms	0
steque	0
sterecam	0
stereo	94
stereo3d	0
stereocardmaker	0
stereogl	51
stereogram	0
stereogrand	0
stereograph	199
stereoizer	11
stereologist	11
stereomatching	0
stereosegment	0
stereozoom2	8
sterile	0
sterm	0
sternenfeuer	0
sternensaal	0
sternenwelten	0
steroids	7
stes	0
stest	0
stests	0
stetris	3
stevanie	0
steve	10
steve-museum	33
steve-votesys	0
stevenssched	0
steveperkins	14
stevessurvey	0
stevethemoron	0
steviscalc	0
steward	0
stewienmisc	236
stexme	2
stext	0
stf	42
stff	8
stfl	13
stftb	0
stftp	22
stfu-tremulous	0
stg	0
stgc	228
stgenerator	11
stgolin	0
sthread	0
stiapplet	2
stic	0
stich	0
stick	0
stick2xyz	86
stickandstonege	0
stickbackup	7
stickbug	0
stickbuilder	0
stickcomcis1	0
stickfigure	63
stickfubar	0
stickies	696
stickiesdotnet	0
stickiesnet	0
stickit	8
stickitv100	0
stickkey	11
stickleback	53
stickman	0
stickmenwars	13
stickmusic	0
stickncut	33
stickout	96
stickwarfare	0
stickwars	0
stickwiki	2341
stickybeak	0
stickyboard	0
stickymoss	32
stickynotenet	39
stickynotes	0
stickypad	0
stickystamp	0
stickytips	0
stickywiki	0
stiformsystem	0
stigma	53
stihrs	279
stiki	0
stikiweb	1
stiko	0
stikriz	0
stiksecmod	10
stilbe	13
stille-post	0
stillness	0
stillphrame	0
stills2dv	0
stiltwalker	0
stima	0
stimer	0
stimpack	0
stimul	0
stimuli	12
sting	0
stinger	20
stinger-dotnet	0
stingfrombrad	0
stingracer2	0
stingray	0
stingraytracer	0
stinkfly	0
stint	10
stinwiz	0
stipe	0
stipend	0
stir	0
stirmark	5
stitch	2
stitcha	0
stitchcode	0
stitchdb	25
stitcher	0
stitchpanorama	969
stitchr	0
stitchup	0
stjude	203
stjude-srm	26
stjudge	0
stk	4
stklos	5
stkwebtrack	5
stkx	8
stl	0
stl-bst	0
stl-sl	0
stl-tvision	6
stl-xml	0
stl2dat	0
stlavlmap	52
stlcast	0
stlgl	0
stlib	2
stllcv	41
stlmpi	0
stlouise	21
stlp-forum	0
stlplus	110
stlport	4786
stlport-evc	0
stlshm	7
stlsoft	1644
stm	0
stm32fw	0
stman	0
stmary	5
stmcms	1
stmis	0
stml	8
stmscala	1
stmtconverter	0
stmteamwebcpw	0
stnetsuite	0
stng	0
sto	0
stocasticvs	0
stochfit	36
stock	0
stock-bingdian	0
stock-db-python	0
stock-monster	158
stock-optim	0
stockadvice	0
stockadvisor	0
stockai	0
stockbot	0
stockboy	0
stockbr	0
stockchecker	0
stockcheckerv2	0
stockdb	0
stocker	0
stockerator	0
stockexchange	0
stockhub	32
stockkings	0
stocklead	0
stockleecher	0
stockline	19
stocklipse	0
stockman	0
stockmanager	0
stockmaniac	87
stockmarket	30
stockmarket2007	0
stockmarketgame	0
stockmill	18
stockminer	0
stockmodus	0
stockms	110
stockmystic	0
stocknet	0
stockoffer	0
stockphp	0
stockpile	0
stockportfolio	15
stockprofiler	0
stockreturns	48
stockroach	3
stockrunner	0
stocks	0
stocks2	0
stockscope	0
stockscraper	99
stockscreen	0
stockseod	31
stocksnweather	26
stockticker	66
stocktools	0
stocktracker	43
stocktrak	2
stockwatch	9
stockwatcher	0
stocky	2
stockyfact	108
stod	31
stofcplugin	0
stoffelloc	3
stoffelmail	7
stogame	0
stoical	17
stoks-web	0
stolenhistory	0
stom	0
stomostud	0
stompe	0
stone-db	0
stonedb	0
stonefish	0
stoneguardian	0
stonehenge	8
stoneidenti	0
stoneim	0
stonelinux	0
stoneofabasis	0
stones	88
stonesoup	5
stonesthrow	9
stonevpn	144
stonewheel	0
stonith	0
stonoid	1
stonx	112
stool	15
stools	0
stop-madness	0
stopan	3
stopbfh	0
stopdos	0
stopduplicates	164
stopless	0
stoplicht	180
stopmojo	598
stopper	2
stoprudecalls	6
stopscreensaver	27
stopsmoking	0
stopspam	0
stopspamadiumpl	0
stopwatch	2
stopwatchadvanc	79
stopwatchplussf	6
stopy	0
stor1	0
storage-manager	0
storage-portal	0
storage-system	0
storage3	0
storagefm	0
storagemodel	0
storageorder200	0
storagetests	6
storcarman	0
storch	45
stordf	0
storeadm	6
storebackup	77
storeddrive	0
storefront2004	0
storekeeper	10
storelogic	0
storemanagement	0
storemanager	34
storemgr	149
storemill	9
storenuke-net	78
storeredio	0
storesim	6
storex	4
storix	0
stork	109
storm	2
storm-pim	0
stormalert	0
stormblade	0
stormboards	0
stormcat	0
stormchat	0
stormdos	6
stormdotnet	0
stormengine	0
stormfactory	17
stormfont	0
stormforce	41
stormircd	3
stormlash	0
stormpkg	3
stormrt	8
stormsiren	125
stormstream	0
stormtags	0
stormtracker	0
stormwar	148
stormwidow	0
story	0
story-os	0
story-teller	0
storyboard4wo	0
storybook	0
storyeditor	0
storygames	0
storyline	0
storymonitor	0
storyorganizer	0
storypad	7
storyserver	9
storysgml	11
storystream	36
storytalker	12
storyteller	0
storytestiq	445
storytime	0
storywiki	0
stos	0
stoutpamphlet	0
stovetop	0
stowaway	0
stox	0
stp	38
stp-fast-prover	72
stparser	0
stpbx	75
stpconnect	0
stpe	3
